Time,ROI_Name,ROI,Mean_Calcium,Mean_Background,Ratio
666,background,0,6.985,39.64,0.176210898
666,Airpore Old 1,1,8.863,36.351,0.243817226
666,Airpore Old 2,2,10.841,45.045,0.240670441
666,Airpore Old 3,3,10.42,46.261,0.225243726
666,Airpore Medium 1,4,8.899,38.29,0.232410551
666,Airpore Medium 2,5,9.112,47.089,0.193505914
666,Airpore young 1,6,10.6,43.729,0.242402067
669,background,0,7.087,39.821,0.177971422
669,Airpore Old 1,1,8.815,37.078,0.237742057
669,Airpore Old 2,2,11.003,44.794,0.245635576
669,Airpore Old 3,3,10.467,47.312,0.221233514
669,Airpore Medium 1,4,8.718,39.31,0.22177563
669,Airpore Medium 2,5,8.807,47.133,0.186854221
669,Airpore young 1,6,10.099,43.56,0.231841139
672,background,0,7.114,39.804,0.178725756
672,Airpore Old 1,1,8.748,37.069,0.235992339
672,Airpore Old 2,2,10.441,44.79,0.233110069
672,Airpore Old 3,3,10.516,46.541,0.225951312
672,Airpore Medium 1,4,8.592,39.328,0.218470301
672,Airpore Medium 2,5,9.034,47.124,0.191706986
672,Airpore young 1,6,9.913,43.66,0.227049931
675,background,0,7.242,40.139,0.18042303
675,Airpore Old 1,1,8.786,37.722,0.23291448
675,Airpore Old 2,2,10.645,45.078,0.236146235
675,Airpore Old 3,3,10.602,47.515,0.223129538
675,Airpore Medium 1,4,8.716,39.423,0.221089212
675,Airpore Medium 2,5,9.116,46.894,0.194395872
675,Airpore young 1,6,9.946,44.098,0.225543109
678,background,0,7.19,40.128,0.179176635
678,Airpore Old 1,1,8.967,37.45,0.239439252
678,Airpore Old 2,2,10.788,44.171,0.244232641
678,Airpore Old 3,3,10.26,47.497,0.216013643
678,Airpore Medium 1,4,8.981,39.562,0.227010768
678,Airpore Medium 2,5,8.895,47.024,0.189158727
678,Airpore young 1,6,9.694,43.975,0.220443434
681,background,0,7.123,40.243,0.176999727
681,Airpore Old 1,1,8.844,37.558,0.235475797
681,Airpore Old 2,2,11.395,44.826,0.254205149
681,Airpore Old 3,3,10.533,46.655,0.225763584
681,Airpore Medium 1,4,8.845,39.657,0.223037547
681,Airpore Medium 2,5,8.982,46.922,0.191424065
681,Airpore young 1,6,9.675,43.823,0.220774479
684,background,0,7.118,40.036,0.177789989
684,Airpore Old 1,1,8.708,37.465,0.232430268
684,Airpore Old 2,2,12.443,45.134,0.275690167
684,Airpore Old 3,3,10.556,47.061,0.224304626
684,Airpore Medium 1,4,8.698,39.636,0.219446967
684,Airpore Medium 2,5,9.159,46.642,0.19636808
684,Airpore young 1,6,9.34,44.207,0.211278757
687,background,0,7.2,40.276,0.178766511
687,Airpore Old 1,1,9.099,37.365,0.24351666
687,Airpore Old 2,2,12.104,45.199,0.267793535
687,Airpore Old 3,3,10.402,46.568,0.223372273
687,Airpore Medium 1,4,9.025,39.37,0.229235458
687,Airpore Medium 2,5,9.039,47.373,0.190804889
687,Airpore young 1,6,9.542,44.308,0.215356143
690,background,0,7.139,40.241,0.177406128
690,Airpore Old 1,1,9.379,37.426,0.250601186
690,Airpore Old 2,2,11.318,44.927,0.251919781
690,Airpore Old 3,3,10.6,46.958,0.225733634
690,Airpore Medium 1,4,9.222,39.377,0.234197628
690,Airpore Medium 2,5,9.05,47.407,0.190900078
690,Airpore young 1,6,9.301,44.204,0.210410823
693,background,0,6.99,40.278,0.17354387
693,Airpore Old 1,1,8.983,37.416,0.240084456
693,Airpore Old 2,2,10.598,44.475,0.238291175
693,Airpore Old 3,3,10.398,47.095,0.220787769
693,Airpore Medium 1,4,9.049,39.475,0.229233692
693,Airpore Medium 2,5,8.864,47.024,0.18849949
693,Airpore young 1,6,9.458,43.756,0.216153213
696,background,0,7.126,40.08,0.177794411
696,Airpore Old 1,1,8.822,36.58,0.241170038
696,Airpore Old 2,2,10.4,45.092,0.230639581
696,Airpore Old 3,3,10.33,47.096,0.219339222
696,Airpore Medium 1,4,8.954,38.706,0.231333643
696,Airpore Medium 2,5,8.859,46.567,0.190242017
696,Airpore young 1,6,9.419,43.749,0.21529635
699,background,0,7.085,39.976,0.177231339
699,Airpore Old 1,1,8.884,37.042,0.239835862
699,Airpore Old 2,2,10.393,44.405,0.23405022
699,Airpore Old 3,3,10.348,46.746,0.221366534
699,Airpore Medium 1,4,8.893,39.288,0.226354103
699,Airpore Medium 2,5,8.737,46.818,0.186616259
699,Airpore young 1,6,9.432,44.376,0.212547323
702,background,0,7.141,40.014,0.178462538
702,Airpore Old 1,1,8.774,37.56,0.233599574
702,Airpore Old 2,2,10.631,44.356,0.239674452
702,Airpore Old 3,3,10.532,46.754,0.225264149
702,Airpore Medium 1,4,8.775,39.21,0.22379495
702,Airpore Medium 2,5,8.514,46.559,0.182864752
702,Airpore young 1,6,9.54,43.862,0.217500342
705,background,0,6.988,39.839,0.175406009
705,Airpore Old 1,1,8.877,37.664,0.235689252
705,Airpore Old 2,2,10.513,44.107,0.238352189
705,Airpore Old 3,3,10.641,46.694,0.227887951
705,Airpore Medium 1,4,9.101,39.466,0.230603557
705,Airpore Medium 2,5,8.722,46.938,0.185819592
705,Airpore young 1,6,9.308,44.398,0.209649083
708,background,0,7.075,40.499,0.174695671
708,Airpore Old 1,1,9.185,37.857,0.242623557
708,Airpore Old 2,2,10.395,44.481,0.233695286
708,Airpore Old 3,3,10.609,47.02,0.225627393
708,Airpore Medium 1,4,9.076,39.806,0.228005828
708,Airpore Medium 2,5,8.647,47.487,0.182091941
708,Airpore young 1,6,9.151,44.203,0.207022148
711,background,0,7.04,40.02,0.175912044
711,Airpore Old 1,1,8.904,37.45,0.237757009
711,Airpore Old 2,2,10.508,44.529,0.235981046
711,Airpore Old 3,3,10.882,47.332,0.229907885
711,Airpore Medium 1,4,9.046,39.693,0.227899126
711,Airpore Medium 2,5,8.797,47.397,0.185602464
711,Airpore young 1,6,8.989,43.021,0.208944469
714,background,0,7.028,40.124,0.175157013
714,Airpore Old 1,1,8.907,37.34,0.238537761
714,Airpore Old 2,2,10.568,44.685,0.236499944
714,Airpore Old 3,3,11.069,47.269,0.234170387
714,Airpore Medium 1,4,9.13,39.417,0.231625948
714,Airpore Medium 2,5,8.766,47.861,0.183155387
714,Airpore young 1,6,9.039,44.163,0.204673596
717,background,0,6.997,40.209,0.174015768
717,Airpore Old 1,1,8.848,36.745,0.240794666
717,Airpore Old 2,2,10.81,44.532,0.242746789
717,Airpore Old 3,3,10.8,47.291,0.228373263
717,Airpore Medium 1,4,9.044,38.956,0.232159359
717,Airpore Medium 2,5,8.862,47.068,0.188280785
717,Airpore young 1,6,9.188,43.641,0.210535964
720,background,0,7.044,40.369,0.174490327
720,Airpore Old 1,1,8.769,37.335,0.234873443
720,Airpore Old 2,2,11.321,44.832,0.252520521
720,Airpore Old 3,3,11.05,47.609,0.232098973
720,Airpore Medium 1,4,8.856,39.18,0.226033691
720,Airpore Medium 2,5,8.858,47.718,0.185632256
720,Airpore young 1,6,9.191,43.633,0.21064332
723,background,0,7.051,39.696,0.17762495
723,Airpore Old 1,1,8.821,37.345,0.236202972
723,Airpore Old 2,2,11.516,44.808,0.257007677
723,Airpore Old 3,3,10.809,46.878,0.230577243
723,Airpore Medium 1,4,8.869,39.297,0.225691529
723,Airpore Medium 2,5,8.555,47.071,0.181746723
723,Airpore young 1,6,9.003,43.716,0.205942904
726,background,0,6.972,40.55,0.171935882
726,Airpore Old 1,1,8.7,36.916,0.23567017
726,Airpore Old 2,2,11.636,44.796,0.259755335
726,Airpore Old 3,3,10.513,47.511,0.221275073
726,Airpore Medium 1,4,8.747,38.936,0.224650709
726,Airpore Medium 2,5,8.636,47.184,0.183028145
726,Airpore young 1,6,9.278,43.923,0.211233295
729,background,0,7.032,40.261,0.174660341
729,Airpore Old 1,1,8.826,37.449,0.235680526
729,Airpore Old 2,2,11.103,44.147,0.251500668
729,Airpore Old 3,3,10.691,47.122,0.226879165
729,Airpore Medium 1,4,8.962,39.318,0.227936314
729,Airpore Medium 2,5,8.521,47.879,0.177969465
729,Airpore young 1,6,9.749,43.892,0.222113369
732,background,0,7.022,40.535,0.173233009
732,Airpore Old 1,1,8.962,37.391,0.239683346
732,Airpore Old 2,2,10.876,44.875,0.242362117
732,Airpore Old 3,3,10.417,46.965,0.221803471
732,Airpore Medium 1,4,9.109,39.75,0.229157233
732,Airpore Medium 2,5,8.514,46.87,0.181651376
732,Airpore young 1,6,10.006,44.38,0.22546192
735,background,0,7.035,40.068,0.17557652
735,Airpore Old 1,1,8.999,37.178,0.242051751
735,Airpore Old 2,2,10.908,44.388,0.245742092
735,Airpore Old 3,3,10.759,47.175,0.228065713
735,Airpore Medium 1,4,9.049,39.366,0.229868414
735,Airpore Medium 2,5,8.498,47.051,0.180612527
735,Airpore young 1,6,9.774,43.701,0.223656209
738,background,0,7.023,40.189,0.17474931
738,Airpore Old 1,1,8.649,37.066,0.233340528
738,Airpore Old 2,2,11.098,44.983,0.246715426
738,Airpore Old 3,3,11.115,47.019,0.236393798
738,Airpore Medium 1,4,8.793,39.211,0.224248298
738,Airpore Medium 2,5,8.512,47.376,0.179669031
738,Airpore young 1,6,9.906,43.822,0.226050842
741,background,0,7.039,39.826,0.176743836
741,Airpore Old 1,1,8.688,36.507,0.237981757
741,Airpore Old 2,2,11.041,44.577,0.247683783
741,Airpore Old 3,3,10.982,47.092,0.233203092
741,Airpore Medium 1,4,8.829,38.825,0.227405023
741,Airpore Medium 2,5,8.702,47.013,0.185097739
741,Airpore young 1,6,9.825,42.952,0.228743714
744,background,0,7.11,40.347,0.17622128
744,Airpore Old 1,1,8.701,37.294,0.233308307
744,Airpore Old 2,2,11.027,44.325,0.248776086
744,Airpore Old 3,3,11.365,46.953,0.242050561
744,Airpore Medium 1,4,9.052,39.431,0.22956557
744,Airpore Medium 2,5,8.689,47.046,0.184691578
744,Airpore young 1,6,9.5,43.55,0.218140069
747,background,0,7.121,39.796,0.178937582
747,Airpore Old 1,1,8.724,36.777,0.237213476
747,Airpore Old 2,2,10.971,44.399,0.24710016
747,Airpore Old 3,3,12.728,46.794,0.272000684
747,Airpore Medium 1,4,8.772,38.878,0.22562889
747,Airpore Medium 2,5,8.698,47.18,0.184357779
747,Airpore young 1,6,9.654,43.213,0.223404994
750,background,0,7.082,40.271,0.175858558
750,Airpore Old 1,1,8.76,37.126,0.23595324
750,Airpore Old 2,2,10.63,44.142,0.240813737
750,Airpore Old 3,3,12.47,46.938,0.265669607
750,Airpore Medium 1,4,8.799,39.196,0.224487193
750,Airpore Medium 2,5,8.843,47.29,0.186995136
750,Airpore young 1,6,9.623,43.974,0.218833856
753,background,0,7.02,40.072,0.175184668
753,Airpore Old 1,1,8.625,36.974,0.233272029
753,Airpore Old 2,2,11.152,44.704,0.249463135
753,Airpore Old 3,3,12.194,47.276,0.257932143
753,Airpore Medium 1,4,8.768,38.927,0.22524212
753,Airpore Medium 2,5,8.753,47.882,0.182803559
753,Airpore young 1,6,9.326,43.818,0.212834908
756,background,0,7.136,40.527,0.176080144
756,Airpore Old 1,1,8.747,37.495,0.233284438
756,Airpore Old 2,2,11.493,44.636,0.257482749
756,Airpore Old 3,3,11.681,47.009,0.248484333
756,Airpore Medium 1,4,8.932,39.758,0.224659188
756,Airpore Medium 2,5,8.949,47.302,0.189188618
756,Airpore young 1,6,9.063,43.964,0.206145938
759,background,0,7.002,40.394,0.173342576
759,Airpore Old 1,1,8.576,37.307,0.229876431
759,Airpore Old 2,2,11.215,44.337,0.252949004
759,Airpore Old 3,3,11.195,47.81,0.234156034
759,Airpore Medium 1,4,8.654,39.45,0.219366286
759,Airpore Medium 2,5,8.61,47.36,0.181798986
759,Airpore young 1,6,9.386,43.755,0.214512627
762,background,0,7.007,40.115,0.174672816
762,Airpore Old 1,1,8.804,37.339,0.23578564
762,Airpore Old 2,2,11.031,44.914,0.245602707
762,Airpore Old 3,3,11.027,47.18,0.233721916
762,Airpore Medium 1,4,8.814,39.617,0.222480248
762,Airpore Medium 2,5,8.348,47.072,0.177345343
762,Airpore young 1,6,9.125,44.202,0.206438623
765,background,0,7.141,40.694,0.175480415
765,Airpore Old 1,1,8.705,37.149,0.234326631
765,Airpore Old 2,2,10.894,44.548,0.24454521
765,Airpore Old 3,3,10.842,47.233,0.229542904
765,Airpore Medium 1,4,8.893,39.468,0.22532178
765,Airpore Medium 2,5,8.429,47.515,0.177396612
765,Airpore young 1,6,9.108,43.583,0.208980566
768,background,0,7.045,41.089,0.171457081
768,Airpore Old 1,1,8.75,38.147,0.229375836
768,Airpore Old 2,2,10.698,44.086,0.24266207
768,Airpore Old 3,3,10.944,47.755,0.22916972
768,Airpore Medium 1,4,8.929,39.792,0.224391838
768,Airpore Medium 2,5,8.548,47.17,0.181216875
768,Airpore young 1,6,9.073,44.514,0.203823516
771,background,0,7.119,40.819,0.174404077
771,Airpore Old 1,1,8.807,37.646,0.233942517
771,Airpore Old 2,2,10.727,44.944,0.238674795
771,Airpore Old 3,3,10.726,47.596,0.225355072
771,Airpore Medium 1,4,8.843,39.843,0.221946139
771,Airpore Medium 2,5,8.509,47.169,0.180393903
771,Airpore young 1,6,9.239,44.357,0.208287305
774,background,0,7.043,40.872,0.172318458
774,Airpore Old 1,1,9.145,37.862,0.241535048
774,Airpore Old 2,2,10.639,44.559,0.238762091
774,Airpore Old 3,3,10.305,47.158,0.218520718
774,Airpore Medium 1,4,9.254,39.672,0.233262755
774,Airpore Medium 2,5,8.459,47.758,0.177122158
774,Airpore young 1,6,8.938,44.397,0.201319909
777,background,0,7.011,40.63,0.172557224
777,Airpore Old 1,1,10.131,37.692,0.268783827
777,Airpore Old 2,2,10.488,45.094,0.232580831
777,Airpore Old 3,3,10.328,47.761,0.216243378
777,Airpore Medium 1,4,10.003,39.913,0.250620099
777,Airpore Medium 2,5,8.774,46.604,0.188267102
777,Airpore young 1,6,9.182,44.588,0.205929847
780,background,0,7.171,40.577,0.176725731
780,Airpore Old 1,1,10.451,38.099,0.274311662
780,Airpore Old 2,2,10.446,44.449,0.235010911
780,Airpore Old 3,3,10.642,47.207,0.225432669
780,Airpore Medium 1,4,10.182,39.852,0.255495333
780,Airpore Medium 2,5,8.391,47.325,0.177305864
780,Airpore young 1,6,9.259,43.824,0.211276926
783,background,0,7.197,40.721,0.176739275
783,Airpore Old 1,1,10.237,38.043,0.26909024
783,Airpore Old 2,2,10.478,43.998,0.238147189
783,Airpore Old 3,3,10.639,47.03,0.226217308
783,Airpore Medium 1,4,10.018,39.873,0.251247711
783,Airpore Medium 2,5,8.438,46.892,0.179945406
783,Airpore young 1,6,8.927,44.073,0.202550314
786,background,0,7.016,40.573,0.17292288
786,Airpore Old 1,1,10.088,38.039,0.265201504
786,Airpore Old 2,2,10.65,44.521,0.239212956
786,Airpore Old 3,3,11.103,47.152,0.235472514
786,Airpore Medium 1,4,9.875,40.047,0.246585262
786,Airpore Medium 2,5,8.664,47.373,0.182888987
786,Airpore young 1,6,9.009,44.147,0.204068227
789,background,0,7.098,40.369,0.175827987
789,Airpore Old 1,1,9.64,37.359,0.258036885
789,Airpore Old 2,2,10.691,43.78,0.244198264
789,Airpore Old 3,3,11.787,47.151,0.249984094
789,Airpore Medium 1,4,9.44,39.062,0.241667093
789,Airpore Medium 2,5,8.803,46.934,0.187561256
789,Airpore young 1,6,9.335,43.715,0.213542262
792,background,0,7.019,40.552,0.173086408
792,Airpore Old 1,1,9.05,37.543,0.241056921
792,Airpore Old 2,2,10.756,44.44,0.242034203
792,Airpore Old 3,3,12.181,47.322,0.257406703
792,Airpore Medium 1,4,9.153,39.409,0.232256591
792,Airpore Medium 2,5,8.917,47.278,0.188607809
792,Airpore young 1,6,9.258,43.925,0.210768355
795,background,0,7.173,40.844,0.17561943
795,Airpore Old 1,1,8.979,37.952,0.236588322
795,Airpore Old 2,2,10.603,44.497,0.238285727
795,Airpore Old 3,3,12.203,47.759,0.25551205
795,Airpore Medium 1,4,9.148,40.248,0.227290797
795,Airpore Medium 2,5,8.807,47.41,0.185762497
795,Airpore young 1,6,9.326,44.215,0.210923895
798,background,0,7.134,40.339,0.176851186
798,Airpore Old 1,1,8.62,37.982,0.226949608
798,Airpore Old 2,2,10.539,44.743,0.235545225
798,Airpore Old 3,3,11.29,47.55,0.23743428
798,Airpore Medium 1,4,8.768,39.99,0.219254814
798,Airpore Medium 2,5,8.827,47.253,0.186802954
798,Airpore young 1,6,9.245,44.135,0.209470941
801,background,0,7.134,40.364,0.176741651
801,Airpore Old 1,1,8.748,37.474,0.233441853
801,Airpore Old 2,2,10.471,44.604,0.234754731
801,Airpore Old 3,3,11.106,47.819,0.232250779
801,Airpore Medium 1,4,8.892,39.717,0.223883979
801,Airpore Medium 2,5,8.694,47.435,0.183282386
801,Airpore young 1,6,9.442,43.953,0.214820376
804,background,0,7.095,40.083,0.177007709
804,Airpore Old 1,1,8.767,37.509,0.233730571
804,Airpore Old 2,2,10.641,44.479,0.239236494
804,Airpore Old 3,3,11.108,47.15,0.235588547
804,Airpore Medium 1,4,8.911,39.489,0.225657778
804,Airpore Medium 2,5,8.541,47.211,0.180911228
804,Airpore young 1,6,10.169,44.347,0.229305252
807,background,0,7.206,40.142,0.17951273
807,Airpore Old 1,1,8.85,37.362,0.236871688
807,Airpore Old 2,2,10.548,44.854,0.235162973
807,Airpore Old 3,3,11.16,47.228,0.2363005
807,Airpore Medium 1,4,8.926,39.261,0.227350297
807,Airpore Medium 2,5,8.652,47.535,0.182013253
807,Airpore young 1,6,10.202,44.347,0.230049383
810,background,0,7.046,40.365,0.174557166
810,Airpore Old 1,1,9.119,37.763,0.241479755
810,Airpore Old 2,2,10.332,44.555,0.231893166
810,Airpore Old 3,3,10.788,47.144,0.228830816
810,Airpore Medium 1,4,9.211,39.747,0.23174076
810,Airpore Medium 2,5,8.821,47.821,0.184458711
810,Airpore young 1,6,10.263,43.767,0.23449174
813,background,0,7.162,40.079,0.178697073
813,Airpore Old 1,1,8.848,37.828,0.233900814
813,Airpore Old 2,2,10.166,44.754,0.22715288
813,Airpore Old 3,3,10.364,48.053,0.215678522
813,Airpore Medium 1,4,9.034,39.821,0.226865222
813,Airpore Medium 2,5,9,47.43,0.189753321
813,Airpore young 1,6,9.982,44.374,0.224951548
816,background,0,7.222,40.41,0.178718139
816,Airpore Old 1,1,8.912,37.676,0.236543157
816,Airpore Old 2,2,10.316,44.905,0.229729429
816,Airpore Old 3,3,10.632,46.924,0.226579149
816,Airpore Medium 1,4,8.918,39.668,0.224815973
816,Airpore Medium 2,5,8.48,47.645,0.177982999
816,Airpore young 1,6,9.682,44.06,0.219745801
819,background,0,7.213,40.355,0.178738694
819,Airpore Old 1,1,8.848,37.717,0.234589177
819,Airpore Old 2,2,10.159,44.424,0.228682694
819,Airpore Old 3,3,10.274,47.004,0.218577142
819,Airpore Medium 1,4,9.042,39.709,0.227706565
819,Airpore Medium 2,5,8.661,47.613,0.181904102
819,Airpore young 1,6,9.708,44.024,0.220516082
822,background,0,7.117,40.025,0.177813866
822,Airpore Old 1,1,8.599,37.603,0.228678563
822,Airpore Old 2,2,10.346,44.671,0.231604397
822,Airpore Old 3,3,10.634,47.115,0.225703067
822,Airpore Medium 1,4,8.766,39.563,0.221570659
822,Airpore Medium 2,5,8.534,47.343,0.180258961
822,Airpore young 1,6,9.397,43.538,0.215834443
825,background,0,7.319,40.253,0.181824957
825,Airpore Old 1,1,8.555,37.427,0.228578299
825,Airpore Old 2,2,10.381,44.411,0.233748396
825,Airpore Old 3,3,10.756,47.145,0.228147205
825,Airpore Medium 1,4,8.644,39.025,0.221499039
825,Airpore Medium 2,5,8.436,47.294,0.178373578
825,Airpore young 1,6,9.461,44.46,0.212798021
828,background,0,7.219,40.055,0.180227188
828,Airpore Old 1,1,8.705,37.26,0.233628556
828,Airpore Old 2,2,10.648,43.614,0.244141789
828,Airpore Old 3,3,10.896,46.772,0.232959891
828,Airpore Medium 1,4,8.834,39.056,0.226188038
828,Airpore Medium 2,5,8.593,47.563,0.180665643
828,Airpore young 1,6,9.221,43.9,0.210045558
831,background,0,7.433,40.017,0.185746058
831,Airpore Old 1,1,8.612,37.662,0.228665498
831,Airpore Old 2,2,11.316,44.033,0.256989076
831,Airpore Old 3,3,11.123,47.257,0.235372537
831,Airpore Medium 1,4,9.047,39.253,0.230479199
831,Airpore Medium 2,5,8.639,47.077,0.18350787
831,Airpore young 1,6,9.17,43.585,0.210393484
834,background,0,7.369,40.225,0.183194531
834,Airpore Old 1,1,8.617,37.771,0.228137989
834,Airpore Old 2,2,11.648,44.274,0.263088946
834,Airpore Old 3,3,10.707,47.538,0.225230342
834,Airpore Medium 1,4,8.839,39.567,0.223393232
834,Airpore Medium 2,5,8.737,47.322,0.184628714
834,Airpore young 1,6,9.457,43.472,0.217542326
837,background,0,7.44,40.461,0.183880774
837,Airpore Old 1,1,8.488,37.524,0.226201897
837,Airpore Old 2,2,11.491,44.401,0.258800477
837,Airpore Old 3,3,10.724,46.613,0.230064574
837,Airpore Medium 1,4,8.651,39.698,0.217920298
837,Airpore Medium 2,5,8.622,47.387,0.181948636
837,Airpore young 1,6,9.641,43.501,0.221627089
840,background,0,7.189,39.953,0.179936425
840,Airpore Old 1,1,8.768,37.671,0.232751984
840,Airpore Old 2,2,11.353,44.628,0.254391862
840,Airpore Old 3,3,10.751,47.169,0.22792512
840,Airpore Medium 1,4,8.997,39.453,0.228043495
840,Airpore Medium 2,5,8.734,47.982,0.182026593
840,Airpore young 1,6,9.441,43.692,0.216080747
843,background,0,7.219,40.003,0.180461465
843,Airpore Old 1,1,8.529,36.96,0.230762987
843,Airpore Old 2,2,11.643,44.598,0.261065519
843,Airpore Old 3,3,10.623,47.47,0.223783442
843,Airpore Medium 1,4,8.77,39.229,0.223559102
843,Airpore Medium 2,5,8.502,48.128,0.176653923
843,Airpore young 1,6,9.44,43.812,0.215466082
846,background,0,7.265,40.327,0.180152255
846,Airpore Old 1,1,8.549,37.047,0.230760925
846,Airpore Old 2,2,10.592,44.518,0.237926232
846,Airpore Old 3,3,10.325,47.274,0.218407581
846,Airpore Medium 1,4,8.758,39.212,0.223349995
846,Airpore Medium 2,5,8.532,48.414,0.176230016
846,Airpore young 1,6,9.336,43.79,0.213199361
849,background,0,7.219,40.022,0.180375793
849,Airpore Old 1,1,8.63,37.681,0.229027892
849,Airpore Old 2,2,10.507,44.171,0.237871001
849,Airpore Old 3,3,10.491,47.453,0.221081913
849,Airpore Medium 1,4,8.958,39.511,0.226721672
849,Airpore Medium 2,5,8.369,47.467,0.176311964
849,Airpore young 1,6,9.211,43.871,0.209956463
852,background,0,7.093,40.312,0.17595257
852,Airpore Old 1,1,8.507,37.406,0.227423408
852,Airpore Old 2,2,10.521,45.276,0.232374768
852,Airpore Old 3,3,10.509,47.786,0.219917968
852,Airpore Medium 1,4,8.929,39.443,0.226377304
852,Airpore Medium 2,5,8.382,48.189,0.173940111
852,Airpore young 1,6,9.093,44.024,0.206546429
855,background,0,7.166,40.379,0.177468486
855,Airpore Old 1,1,8.814,37.653,0.234084933
855,Airpore Old 2,2,10.633,44.729,0.237720495
855,Airpore Old 3,3,10.711,47.314,0.226381198
855,Airpore Medium 1,4,9.111,39.602,0.230064138
855,Airpore Medium 2,5,8.44,47.904,0.176185705
855,Airpore young 1,6,9.135,44.175,0.206791171
858,background,0,7.195,39.623,0.181586452
858,Airpore Old 1,1,9.272,37.547,0.24694383
858,Airpore Old 2,2,10.398,44.613,0.233071078
858,Airpore Old 3,3,10.743,47.407,0.226612104
858,Airpore Medium 1,4,9.421,39.426,0.23895399
858,Airpore Medium 2,5,8.465,48.061,0.176130334
858,Airpore young 1,6,9.568,43.735,0.21877215
861,background,0,7.21,40.179,0.179446975
861,Airpore Old 1,1,9.205,37.898,0.242888807
861,Airpore Old 2,2,10.586,44.405,0.238396577
861,Airpore Old 3,3,10.561,47.186,0.223816386
861,Airpore Medium 1,4,9.506,39.58,0.240171804
861,Airpore Medium 2,5,8.562,48.405,0.176882553
861,Airpore young 1,6,9.451,44.257,0.213548139
864,background,0,7.274,40.076,0.18150514
864,Airpore Old 1,1,9.129,37.363,0.244332629
864,Airpore Old 2,2,10.864,44.37,0.244850124
864,Airpore Old 3,3,10.659,47.119,0.226214478
864,Airpore Medium 1,4,9.325,39.637,0.235259984
864,Airpore Medium 2,5,8.673,47.955,0.180857053
864,Airpore young 1,6,9.648,44.283,0.217871418
867,background,0,7.06,39.889,0.17699115
867,Airpore Old 1,1,8.954,37.707,0.23746254
867,Airpore Old 2,2,10.837,44.542,0.24329846
867,Airpore Old 3,3,10.619,47,0.22593617
867,Airpore Medium 1,4,9.131,39.857,0.229094011
867,Airpore Medium 2,5,8.374,47.613,0.175876336
867,Airpore young 1,6,9.703,43.417,0.223483889
870,background,0,7.126,39.725,0.17938326
870,Airpore Old 1,1,8.79,37.607,0.233733082
870,Airpore Old 2,2,10.818,44.702,0.242002595
870,Airpore Old 3,3,10.478,46.905,0.223387699
870,Airpore Medium 1,4,9.067,39.772,0.227974454
870,Airpore Medium 2,5,8.553,47.651,0.17949256
870,Airpore young 1,6,9.265,43.896,0.211067068
873,background,0,7.269,39.814,0.182573969
873,Airpore Old 1,1,8.832,37.47,0.235708567
873,Airpore Old 2,2,10.623,44.345,0.239553501
873,Airpore Old 3,3,10.707,47.263,0.226540846
873,Airpore Medium 1,4,9.064,39.207,0.231183207
873,Airpore Medium 2,5,8.616,47.8,0.180251046
873,Airpore young 1,6,9.641,43.459,0.221841276
876,background,0,7.037,39.945,0.17616723
876,Airpore Old 1,1,8.534,36.968,0.230848301
876,Airpore Old 2,2,10.584,44.267,0.239094585
876,Airpore Old 3,3,10.6,46.887,0.226075458
876,Airpore Medium 1,4,8.811,39.03,0.225749424
876,Airpore Medium 2,5,8.757,47.115,0.185864374
876,Airpore young 1,6,9.282,43.538,0.213193073
879,background,0,7.134,39.752,0.179462669
879,Airpore Old 1,1,8.645,37.019,0.233528728
879,Airpore Old 2,2,10.353,44.502,0.23264123
879,Airpore Old 3,3,10.599,46.882,0.226078239
879,Airpore Medium 1,4,8.905,38.889,0.22898506
879,Airpore Medium 2,5,8.486,47.722,0.17782155
879,Airpore young 1,6,9.288,43.935,0.211403209
882,background,0,7.077,39.736,0.178100463
882,Airpore Old 1,1,9.206,37.621,0.244703756
882,Airpore Old 2,2,10.391,43.944,0.23646004
882,Airpore Old 3,3,10.602,48.01,0.220828994
882,Airpore Medium 1,4,9.304,39.497,0.235562195
882,Airpore Medium 2,5,8.672,47.998,0.180674195
882,Airpore young 1,6,9.109,44.029,0.20688637
885,background,0,7.158,40.191,0.178099575
885,Airpore Old 1,1,9.051,37.876,0.238963988
885,Airpore Old 2,2,10.41,44.361,0.234665585
885,Airpore Old 3,3,10.639,47.45,0.224214963
885,Airpore Medium 1,4,9.193,39.876,0.230539673
885,Airpore Medium 2,5,8.523,47.663,0.178817951
885,Airpore young 1,6,9.345,44.26,0.211138726
888,background,0,6.972,40.603,0.17171145
888,Airpore Old 1,1,8.899,37.612,0.236600021
888,Airpore Old 2,2,10.669,44.034,0.242290049
888,Airpore Old 3,3,10.639,47.47,0.224120497
888,Airpore Medium 1,4,9.197,39.217,0.234515644
888,Airpore Medium 2,5,8.545,47.233,0.180911651
888,Airpore young 1,6,9.319,44.671,0.20861409
891,background,0,7.037,40.227,0.174932259
891,Airpore Old 1,1,8.708,37.542,0.231953545
891,Airpore Old 2,2,10.484,44.351,0.236387004
891,Airpore Old 3,3,10.596,47.35,0.223780359
891,Airpore Medium 1,4,9.026,39.664,0.227561517
891,Airpore Medium 2,5,8.502,47.929,0.177387386
891,Airpore young 1,6,9.522,44.36,0.21465284
894,background,0,7.046,40.105,0.175688817
894,Airpore Old 1,1,8.883,37.822,0.234863307
