"Time","ROIName","ROI","Mean_Calcium","Mean_Background","Ratio"
543,"Airpore Medium 1",4,7.34,56.287,0.130403112619255
543,"Airpore Medium 2",5,6.156,59.471,0.103512636411024
546,"background",0,8.327,79.174,0.105173415515194
546,"Airpore Old 1",1,5.928,62.851,0.0943183083801371
546,"Airpore Old 2",2,7.066,71.471,0.0988652740272278
546,"Airpore Old 3",3,4.407,41.962,0.105023592774415
546,"Airpore Medium 1",4,7.042,56.682,0.124236971172506
546,"Airpore Medium 2",5,6.021,60.088,0.100203035547863
549,"background",0,8.218,79.02,0.103998987598076
549,"Airpore Old 1",1,5.938,63.276,0.0938428472090524
549,"Airpore Old 2",2,6.98,71.232,0.0979896675651393
549,"Airpore Old 3",3,4.439,41.954,0.10580635934595
549,"Airpore Medium 1",4,7.016,56.268,0.124688988412597
549,"Airpore Medium 2",5,6.173,60.14,0.102643831060858
552,"background",0,8.279,78.878,0.104959557798119
552,"Airpore Old 1",1,5.853,63.025,0.0928679095596985
552,"Airpore Old 2",2,7.179,71.742,0.100066906414653
552,"Airpore Old 3",3,4.619,42.808,0.107900392450009
552,"Airpore Medium 1",4,7.164,57.145,0.125365298801295
552,"Airpore Medium 2",5,6.077,60.57,0.100330196466898
555,"background",0,8.167,78.938,0.103460944032025
555,"Airpore Old 1",1,5.714,63.028,0.0906581202005458
555,"Airpore Old 2",2,6.977,72.033,0.0968583843516166
555,"Airpore Old 3",3,4.459,42.369,0.10524204017088
555,"Airpore Medium 1",4,7.129,56.061,0.127165052353686
555,"Airpore Medium 2",5,6.098,59.051,0.103266667795634
558,"background",0,7.968,78.789,0.101130868522256
558,"Airpore Old 1",1,5.907,62.887,0.0939303830680427
558,"Airpore Old 2",2,7.198,72.646,0.0990832255045013
558,"Airpore Old 3",3,4.278,42.653,0.100297751623567
558,"Airpore Medium 1",4,6.98,56.098,0.124425113194766
558,"Airpore Medium 2",5,5.701,59.79,0.0953503930423148
561,"background",0,8.096,78.555,0.103061549233021
561,"Airpore Old 1",1,5.863,62.611,0.0936416923543786
561,"Airpore Old 2",2,7.228,72.861,0.099202591235366
561,"Airpore Old 3",3,4.25,42.041,0.101091791346543
561,"Airpore Medium 1",4,7.199,56.723,0.126915008021438
561,"Airpore Medium 2",5,5.851,59.65,0.0980888516345348
564,"background",0,8.125,79.169,0.102628554105774
564,"Airpore Old 1",1,5.545,62.308,0.0889933876869744
564,"Airpore Old 2",2,7.2,72.587,0.0991913152492871
564,"Airpore Old 3",3,4.352,42.254,0.102996166043452
564,"Airpore Medium 1",4,7.291,56.741,0.128496149169031
564,"Airpore Medium 2",5,6.177,60.681,0.101794630938844
567,"background",0,7.992,78.554,0.101738931181098
567,"Airpore Old 1",1,5.768,62.333,0.0925352541992203
567,"Airpore Old 2",2,7.138,72.293,0.0987370838117107
567,"Airpore Old 3",3,4.39,42.772,0.10263723931544
567,"Airpore Medium 1",4,7.407,56.414,0.131297195731556
567,"Airpore Medium 2",5,5.943,60.093,0.098896710099346
570,"background",0,8.028,78.877,0.101778718764659
570,"Airpore Old 1",1,5.857,62.8,0.0932643312101911
570,"Airpore Old 2",2,7.294,72.619,0.100442033076743
570,"Airpore Old 3",3,4.376,42.553,0.102836462764082
570,"Airpore Medium 1",4,7.146,56.402,0.126697634835644
570,"Airpore Medium 2",5,6.106,60.874,0.100305549167132
573,"background",0,8.147,79.111,0.102981886210514
573,"Airpore Old 1",1,5.833,61.781,0.0944141402696622
573,"Airpore Old 2",2,7.044,72.392,0.0973035694551884
573,"Airpore Old 3",3,4.153,41.484,0.100110886124771
573,"Airpore Medium 1",4,7.122,56.977,0.124997806132299
573,"Airpore Medium 2",5,6.074,60.999,0.099575402875457
576,"background",0,8.307,78.432,0.105913402692778
576,"Airpore Old 1",1,5.693,61.685,0.0922914809110805
576,"Airpore Old 2",2,7.256,72.124,0.100604514447341
576,"Airpore Old 3",3,4.344,41.727,0.104105255589906
576,"Airpore Medium 1",4,7.247,56.806,0.127574551983945
576,"Airpore Medium 2",5,6.184,59.904,0.103231837606838
579,"background",0,8.243,78.131,0.105502297423558
579,"Airpore Old 1",1,5.93,61.287,0.0967578768743779
579,"Airpore Old 2",2,7.317,72.58,0.100812896114632
579,"Airpore Old 3",3,4.295,41.357,0.103851826776604
579,"Airpore Medium 1",4,7.251,55.684,0.130216938438331
579,"Airpore Medium 2",5,5.977,59.48,0.100487558843309
582,"background",0,8.18,78.145,0.104677202636125
582,"Airpore Old 1",1,5.691,61.616,0.092362373409504
582,"Airpore Old 2",2,7.422,72.399,0.102515228110886
582,"Airpore Old 3",3,4.336,41.591,0.10425332403645
582,"Airpore Medium 1",4,7.061,56.503,0.124966815921279
582,"Airpore Medium 2",5,6.036,60.311,0.100081245543931
585,"background",0,8.291,77.658,0.10676298642767
585,"Airpore Old 1",1,5.506,61.725,0.0892021061158364
585,"Airpore Old 2",2,7.192,72.115,0.099729598557859
585,"Airpore Old 3",3,4.234,42.212,0.100303231308633
585,"Airpore Medium 1",4,7.199,56.333,0.127793655583761
585,"Airpore Medium 2",5,6.213,60.174,0.103250573337322
588,"background",0,7.955,77.922,0.102089268755935
588,"Airpore Old 1",1,5.86,62.138,0.0943062216357141
588,"Airpore Old 2",2,7.091,72.879,0.0972982615019416
588,"Airpore Old 3",3,4.313,41.913,0.102903633717462
588,"Airpore Medium 1",4,7.049,57.65,0.122272333044232
588,"Airpore Medium 2",5,6.176,60.907,0.101400495837917
591,"background",0,8.153,78.469,0.103900903541526
591,"Airpore Old 1",1,5.572,61.502,0.0905986797177327
591,"Airpore Old 2",2,7.082,73.645,0.0961640301446127
591,"Airpore Old 3",3,4.28,41.418,0.103336713506205
591,"Airpore Medium 1",4,7.189,56.562,0.127099466072628
591,"Airpore Medium 2",5,6.069,60.535,0.100256050218882
594,"background",0,8.216,78.351,0.104861456777833
594,"Airpore Old 1",1,5.708,60.883,0.0937535929569831
594,"Airpore Old 2",2,7.268,73.745,0.0985558342938504
594,"Airpore Old 3",3,4.409,42.034,0.104891278488842
594,"Airpore Medium 1",4,7.396,57.353,0.128955765173574
594,"Airpore Medium 2",5,6.156,61.316,0.10039793854785
597,"background",0,8.491,78.804,0.107748337647835
597,"Airpore Old 1",1,5.612,62.025,0.0904796453043128
597,"Airpore Old 2",2,7.176,72.91,0.0984227129337539
597,"Airpore Old 3",3,4.32,42.025,0.102795954788816
597,"Airpore Medium 1",4,7.229,57.559,0.125592869924773
597,"Airpore Medium 2",5,6.247,60.642,0.103014412453415
600,"background",0,8.562,78.379,0.109238443970962
600,"Airpore Old 1",1,5.55,62.108,0.0893604688606943
600,"Airpore Old 2",2,7.093,73.488,0.0965191595906815
600,"Airpore Old 3",3,4.398,41.075,0.10707242848448
600,"Airpore Medium 1",4,7.323,57.044,0.128374588037305
600,"Airpore Medium 2",5,6.178,61.056,0.101185796645702
603,"background",0,8.325,77.997,0.106734874418247
603,"Airpore Old 1",1,5.569,62.572,0.0890014703062072
603,"Airpore Old 2",2,7.183,74.033,0.0970242999743358
603,"Airpore Old 3",3,4.216,42.261,0.0997610089680793
603,"Airpore Medium 1",4,7.298,57.676,0.126534433733269
603,"Airpore Medium 2",5,5.946,61.676,0.0964070302873079
606,"background",0,8.546,78.209,0.10927131148589
606,"Airpore Old 1",1,5.74,61.428,0.0934427296998112
606,"Airpore Old 2",2,7.303,72.948,0.100112408839173
606,"Airpore Old 3",3,4.271,41.355,0.103276508281949
606,"Airpore Medium 1",4,7.381,57.418,0.128548538785747
606,"Airpore Medium 2",5,6.076,61.714,0.0984541595099977
609,"background",0,8.185,77.743,0.105282790733571
609,"Airpore Old 1",1,5.519,60.992,0.090487277019937
609,"Airpore Old 2",2,7.074,73.611,0.0960997676977626
609,"Airpore Old 3",3,4.383,41.605,0.105347914914073
609,"Airpore Medium 1",4,7.02,56.08,0.125178316690442
609,"Airpore Medium 2",5,6.024,61.269,0.0983205209812466
612,"background",0,8.284,78.086,0.106088159209077
612,"Airpore Old 1",1,5.578,59.861,0.0931825395499574
612,"Airpore Old 2",2,7.186,73.611,0.0976212794283463
612,"Airpore Old 3",3,4.448,41.389,0.10746816787069
612,"Airpore Medium 1",4,7.125,57.304,0.124336870026525
612,"Airpore Medium 2",5,6.065,60.948,0.0995110586073374
615,"background",0,8.324,77.906,0.106846712705055
615,"Airpore Old 1",1,5.399,60.823,0.088765762951515
615,"Airpore Old 2",2,7.205,73.103,0.098559566638852
615,"Airpore Old 3",3,4.16,41.258,0.100828930146881
615,"Airpore Medium 1",4,6.994,57.729,0.121152280482946
615,"Airpore Medium 2",5,6.051,60.625,0.0998103092783505
618,"background",0,8.19,78.208,0.104720744680851
618,"Airpore Old 1",1,5.561,60.218,0.0923478029824969
618,"Airpore Old 2",2,7.43,73.689,0.100829160390289
618,"Airpore Old 3",3,4.239,40.774,0.103963309952421
618,"Airpore Medium 1",4,7.035,56.815,0.123822934084309
618,"Airpore Medium 2",5,6.128,61.148,0.100215869693203
621,"background",0,8.168,77.804,0.104981749010334
621,"Airpore Old 1",1,5.457,60.776,0.0897887323943662
621,"Airpore Old 2",2,7.033,73.834,0.0952542189235312
621,"Airpore Old 3",3,4.147,40.71,0.10186686317858
621,"Airpore Medium 1",4,7.133,56.956,0.125237025071985
621,"Airpore Medium 2",5,6.035,60.46,0.0998180615282832
624,"background",0,8.164,77.138,0.105836293396251
624,"Airpore Old 1",1,5.675,60.684,0.0935172368334322
624,"Airpore Old 2",2,7.111,73.386,0.0968985910119096
624,"Airpore Old 3",3,4.309,40.708,0.105851429694409
624,"Airpore Medium 1",4,7.187,57.069,0.125935271338205
624,"Airpore Medium 2",5,6.125,61.087,0.100266832550297
627,"background",0,8.099,76.645,0.105668993411181
627,"Airpore Old 1",1,5.567,59.443,0.0936527429638477
627,"Airpore Old 2",2,7.222,73.224,0.0986288648530536
627,"Airpore Old 3",3,4.269,41.547,0.102751101162539
627,"Airpore Medium 1",4,7.265,56.982,0.127496402372679
627,"Airpore Medium 2",5,6.014,60.724,0.0990382715236151
630,"background",0,8.135,77.567,0.104877074013434
630,"Airpore Old 1",1,5.534,59.607,0.0928414447967521
630,"Airpore Old 2",2,7.286,74.111,0.0983119914722511
630,"Airpore Old 3",3,4.391,40.598,0.108158037341741
630,"Airpore Medium 1",4,7.235,56.71,0.127578910245107
630,"Airpore Medium 2",5,5.903,60.143,0.0981494105714713
633,"background",0,8.065,77.673,0.103832734669705
633,"Airpore Old 1",1,5.629,59.881,0.0940031061605518
633,"Airpore Old 2",2,7.481,74.52,0.100389157273215
633,"Airpore Old 3",3,4.38,41.04,0.10672514619883
633,"Airpore Medium 1",4,7.232,57.075,0.126710468681559
633,"Airpore Medium 2",5,6.148,61.771,0.0995289051496657
636,"background",0,8.115,77.37,0.104885614579294
636,"Airpore Old 1",1,5.741,59.405,0.0966416968268664
636,"Airpore Old 2",2,7.381,75.957,0.0971734007398923
636,"Airpore Old 3",3,4.187,40.826,0.102557193945035
636,"Airpore Medium 1",4,7.345,56.967,0.128934295293767
636,"Airpore Medium 2",5,6.509,61.772,0.105371365667293
639,"background",0,7.977,77.58,0.102822892498067
639,"Airpore Old 1",1,5.588,60.389,0.0925334084021924
639,"Airpore Old 2",2,7.292,74.392,0.0980212926121088
639,"Airpore Old 3",3,4.281,41.338,0.103560888286806
639,"Airpore Medium 1",4,7.582,57.545,0.131757754800591
639,"Airpore Medium 2",5,6.13,61.308,0.0999869511319893
642,"background",0,8.035,77.324,0.103913403341783
642,"Airpore Old 1",1,5.556,60.429,0.0919426103360969
642,"Airpore Old 2",2,7.35,74.079,0.0992184019762686
642,"Airpore Old 3",3,4.321,40.957,0.105500891178553
642,"Airpore Medium 1",4,7.266,57.925,0.125438066465257
642,"Airpore Medium 2",5,6.263,61.134,0.102447083456015
645,"background",0,8.078,76.94,0.10499090200156
645,"Airpore Old 1",1,5.585,59.466,0.0939192143409679
645,"Airpore Old 2",2,7.31,74.281,0.0984100914096471
645,"Airpore Old 3",3,4.265,41.715,0.102241399976028
645,"Airpore Medium 1",4,7.256,57.254,0.126733503336011
645,"Airpore Medium 2",5,6.214,61.776,0.100589225589226
648,"background",0,7.998,77.427,0.103297299391685
648,"Airpore Old 1",1,5.553,58.964,0.0941761074553965
648,"Airpore Old 2",2,7.308,74.857,0.0976261405079017
648,"Airpore Old 3",3,4.303,40.772,0.10553811439223
648,"Airpore Medium 1",4,7.225,57.566,0.125508112427475
648,"Airpore Medium 2",5,6.119,61.922,0.0988178676399341
651,"background",0,8.026,77.067,0.104143148169774
651,"Airpore Old 1",1,5.421,59.311,0.0913995717489167
651,"Airpore Old 2",2,7.211,74.698,0.0965353824734263
651,"Airpore Old 3",3,4.332,41.438,0.104541724986727
651,"Airpore Medium 1",4,7.365,57.438,0.128225216755458
651,"Airpore Medium 2",5,6.405,62.672,0.102198749042635
654,"background",0,7.972,77.209,0.103252211529744
654,"Airpore Old 1",1,5.672,59.6,0.0951677852348993
654,"Airpore Old 2",2,7.412,75.172,0.0986005427552812
654,"Airpore Old 3",3,4.232,41.035,0.103131473132692
654,"Airpore Medium 1",4,7.276,57.636,0.126240544104379
654,"Airpore Medium 2",5,6.273,62.242,0.100784036502683
657,"background",0,8.002,77.028,0.103884301812328
657,"Airpore Old 1",1,5.57,59.5,0.0936134453781513
657,"Airpore Old 2",2,7.193,74.551,0.0964842859250714
657,"Airpore Old 3",3,4.294,41.289,0.103998643706556
657,"Airpore Medium 1",4,7.154,57.981,0.123385246891223
657,"Airpore Medium 2",5,6.015,61.732,0.0974373096611158
660,"background",0,7.749,76.91,0.100754128201794
660,"Airpore Old 1",1,5.537,59.415,0.0931919548935454
660,"Airpore Old 2",2,7.233,75.078,0.0963398066011348
660,"Airpore Old 3",3,4.339,40.717,0.106564825502861
660,"Airpore Medium 1",4,7.256,58.005,0.125092664425481
660,"Airpore Medium 2",5,6.231,61.991,0.100514590827701
663,"background",0,7.889,76.394,0.103267272298872
663,"Airpore Old 1",1,5.413,58.703,0.0922099381632966
663,"Airpore Old 2",2,7.199,74.877,0.096144343389826
663,"Airpore Old 3",3,4.266,40.64,0.104970472440945
663,"Airpore Medium 1",4,7.283,57.274,0.127160666270908
663,"Airpore Medium 2",5,5.977,62.057,0.0963146784407883
666,"background",0,7.918,76.153,0.103974892650322
666,"Airpore Old 1",1,5.585,58.86,0.094886170574244
666,"Airpore Old 2",2,7.389,75.424,0.0979661646160373
666,"Airpore Old 3",3,4.115,40.647,0.101237483701134
666,"Airpore Medium 1",4,7.117,57.175,0.124477481416703
666,"Airpore Medium 2",5,6.129,61.211,0.100129061769943
669,"background",0,7.993,76.025,0.105136468267017
669,"Airpore Old 1",1,5.436,58.432,0.0930312157721796
669,"Airpore Old 2",2,7.34,75.295,0.0974832326183677
669,"Airpore Old 3",3,4.374,40.165,0.108900784264907
669,"Airpore Medium 1",4,7.346,57.001,0.128874932018737
669,"Airpore Medium 2",5,6.014,62.135,0.0967892492154181
672,"background",0,7.884,75.872,0.103911851539435
672,"Airpore Old 1",1,5.643,58.206,0.0969487681682301
672,"Airpore Old 2",2,7.174,75.113,0.095509432455101
672,"Airpore Old 3",3,4.303,41.054,0.104813172894237
672,"Airpore Medium 1",4,7.245,57.436,0.126140399749286
672,"Airpore Medium 2",5,5.867,62.239,0.0942656533684667
675,"background",0,7.958,76.058,0.104630676588919
675,"Airpore Old 1",1,5.407,57.707,0.0936974717105377
675,"Airpore Old 2",2,7.245,75.792,0.0955905636478784
675,"Airpore Old 3",3,4.195,40.396,0.103846915536192
675,"Airpore Medium 1",4,7.234,58.026,0.124668252162824
675,"Airpore Medium 2",5,6.28,61.764,0.101677352503076
678,"background",0,7.728,76.186,0.101435959362613
678,"Airpore Old 1",1,5.377,58.059,0.0926126870941628
678,"Airpore Old 2",2,7.386,75.479,0.0978550325256032
678,"Airpore Old 3",3,4.302,40.882,0.105229685436133
678,"Airpore Medium 1",4,7.499,58.281,0.128669720835264
678,"Airpore Medium 2",5,5.996,62.019,0.0966800496622003
681,"background",0,7.884,76.294,0.103337090727973
681,"Airpore Old 1",1,5.267,58.651,0.0898023904110757
681,"Airpore Old 2",2,7.16,76.293,0.0938487148231161
681,"Airpore Old 3",3,4.182,40.787,0.102532669723196
681,"Airpore Medium 1",4,6.988,58.6,0.119249146757679
681,"Airpore Medium 2",5,6.054,62.357,0.0970861330724698
684,"background",0,7.896,76.006,0.103886535273531
684,"Airpore Old 1",1,5.234,58.491,0.0894838522165803
684,"Airpore Old 2",2,7.265,75.811,0.0958304203875427
684,"Airpore Old 3",3,4.286,40.568,0.105649773220272
684,"Airpore Medium 1",4,7.369,58.596,0.125759437504267
684,"Airpore Medium 2",5,6.131,62.975,0.0973560936879714
687,"background",0,7.834,75.709,0.103475148265068
687,"Airpore Old 1",1,5.37,58.691,0.0914961408052342
687,"Airpore Old 2",2,7.234,76.061,0.0951078739432824
687,"Airpore Old 3",3,4.301,40.828,0.105344371509748
687,"Airpore Medium 1",4,7.368,58.443,0.126071556901596
687,"Airpore Medium 2",5,6.041,62.357,0.0968776560771044
690,"background",0,7.778,75.755,0.10267309088509
690,"Airpore Old 1",1,5.559,58.949,0.0943018541451085
690,"Airpore Old 2",2,7.35,75.724,0.0970630183297237
690,"Airpore Old 3",3,4.231,40.702,0.103950665814948
690,"Airpore Medium 1",4,7.093,58.436,0.121380655760148
690,"Airpore Medium 2",5,6.068,62.282,0.0974278282649883
693,"background",0,7.786,75.429,0.103222898354744
693,"Airpore Old 1",1,5.498,58.614,0.0938001160132392
693,"Airpore Old 2",2,7.336,75.783,0.096802713009514
693,"Airpore Old 3",3,4.211,39.951,0.105404120047058
693,"Airpore Medium 1",4,7.441,58.315,0.12760010288948
693,"Airpore Medium 2",5,6.002,62.68,0.0957562220804084
696,"background",0,7.692,75.596,0.101751415418805
696,"Airpore Old 1",1,5.279,57.816,0.091306904663069
696,"Airpore Old 2",2,7.422,76.087,0.0975462299735829
696,"Airpore Old 3",3,4.195,40.159,0.104459772404691
696,"Airpore Medium 1",4,7.142,58.433,0.12222545479438
696,"Airpore Medium 2",5,6.129,62.862,0.0974992841462251
699,"background",0,7.835,75.338,0.103997982425867
699,"Airpore Old 1",1,5.197,57.486,0.0904046202553665
699,"Airpore Old 2",2,7.451,76.758,0.0970713150420803
699,"Airpore Old 3",3,4.133,39.815,0.103805098580937
699,"Airpore Medium 1",4,7.061,59.068,0.119540190966344
699,"Airpore Medium 2",5,6.164,63.688,0.09678432357744
702,"background",0,7.731,75.09,0.102956452257291
702,"Airpore Old 1",1,5.077,56.845,0.0893130442431172
702,"Airpore Old 2",2,7.506,76.994,0.0974881159570876
702,"Airpore Old 3",3,4.238,39.917,0.106170303379512
702,"Airpore Medium 1",4,7.472,59.501,0.125577721382834
702,"Airpore Medium 2",5,6.068,63.269,0.0959079486004204
705,"background",0,7.648,75,0.101973333333333
705,"Airpore Old 1",1,5.217,57.181,0.0912365995697872
705,"Airpore Old 2",2,7.567,77.09,0.0981579971461928
705,"Airpore Old 3",3,4.263,38.96,0.109419917864476
705,"Airpore Medium 1",4,7.368,59.818,0.123173626667558
705,"Airpore Medium 2",5,6.146,63.065,0.0974550067390787
708,"background",0,7.638,72.451,0.105422975528288
708,"Airpore Old 1",1,4.967,54.784,0.0906651577102804
708,"Airpore Old 2",2,7.476,77.412,0.0965741745465819
708,"Airpore Old 3",3,4.088,38.232,0.106926135174723
708,"Airpore Medium 1",4,7.274,60.118,0.120995375761003
708,"Airpore Medium 2",5,6.176,62.978,0.0980659912985487
711,"background",0,7.508,72.334,0.103796278375315
711,"Airpore Old 1",1,4.988,53.873,0.0925881239210736
711,"Airpore Old 2",2,7.457,78.631,0.0948353702738106
711,"Airpore Old 3",3,4.212,38.318,0.10992222976147
711,"Airpore Medium 1",4,7.276,59.561,0.12216047413576
711,"Airpore Medium 2",5,6.246,63.02,0.0991113932085052
714,"background",0,7.46,71.569,0.104235073844821
714,"Airpore Old 1",1,5.056,54.303,0.0931071948142828
714,"Airpore Old 2",2,7.164,77.582,0.0923410069345982
714,"Airpore Old 3",3,4.119,38.897,0.105895056173998
714,"Airpore Medium 1",4,7.497,60.117,0.12470682169769
714,"Airpore Medium 2",5,6.167,63.713,0.0967934330513396
717,"background",0,7.411,71.527,0.103611223733695
717,"Airpore Old 1",1,5.107,54.679,0.0933996598328426
717,"Airpore Old 2",2,7.483,78.555,0.095258099420788
717,"Airpore Old 3",3,4.109,38.332,0.107195032870709
717,"Airpore Medium 1",4,7.303,60.311,0.121089021903135
717,"Airpore Medium 2",5,6.045,63.192,0.0956608431447019
720,"background",0,7.384,71.345,0.103497091597169
720,"Airpore Old 1",1,5.015,53.777,0.0932554809676999
720,"Airpore Old 2",2,7.455,79.076,0.094276392331428
720,"Airpore Old 3",3,4.117,38.133,0.10796423045656
720,"Airpore Medium 1",4,7.368,61.174,0.120443325595841
720,"Airpore Medium 2",5,6.181,64.264,0.096181376820615
723,"background",0,7.427,71.861,0.103352305144654
723,"Airpore Old 1",1,5.044,54.263,0.0929546836702726
723,"Airpore Old 2",2,7.295,79.462,0.091804887870932
723,"Airpore Old 3",3,4.104,38.325,0.107084148727984
723,"Airpore Medium 1",4,7.176,60.985,0.117668279085021
723,"Airpore Medium 2",5,6.14,64.226,0.0955999128078971
726,"background",0,7.374,71.502,0.103129982378115
726,"Airpore Old 1",1,4.896,54.056,0.0905727393813823
726,"Airpore Old 2",2,7.341,78.648,0.0933399450717119
726,"Airpore Old 3",3,4.077,38.376,0.106238273921201
726,"Airpore Medium 1",4,7.383,60.991,0.121050646816743
726,"Airpore Medium 2",5,6.1,64.831,0.0940907898998936
729,"background",0,7.43,71.635,0.103720248481887
729,"Airpore Old 1",1,4.95,54.711,0.0904754071393321
729,"Airpore Old 2",2,7.297,79.012,0.0923530602946388
729,"Airpore Old 3",3,3.91,37.865,0.103261587217747
729,"Airpore Medium 1",4,7.543,61.5,0.122650406504065
729,"Airpore Medium 2",5,6.248,64.314,0.0971483658301459
732,"background",0,7.377,71.252,0.103533935889519
732,"Airpore Old 1",1,4.902,53.731,0.0912322495393721
732,"Airpore Old 2",2,7.303,79.634,0.0917070597985785
732,"Airpore Old 3",3,3.965,37.813,0.104858117578611
732,"Airpore Medium 1",4,7.562,61.014,0.123938768151572
732,"Airpore Medium 2",5,6.036,64.259,0.0939323674504739
735,"background",0,7.418,71.671,0.103500718561203
735,"Airpore Old 1",1,5.059,53.985,0.0937112160785403
735,"Airpore Old 2",2,7.471,79.805,0.0936156882400852
735,"Airpore Old 3",3,4.227,37.796,0.111837231453064
735,"Airpore Medium 1",4,7.462,62.077,0.120205551170321
735,"Airpore Medium 2",5,5.952,65.099,0.0914299758828861
738,"background",0,7.421,71.182,0.10425388440898
738,"Airpore Old 1",1,4.888,53.121,0.0920163400538393
738,"Airpore Old 2",2,7.59,80.275,0.0945499844285269
738,"Airpore Old 3",3,4.101,37.659,0.108898271329563
738,"Airpore Medium 1",4,7.46,61.468,0.121363961736188
738,"Airpore Medium 2",5,6.163,63.898,0.0964505931328054
741,"background",0,7.321,71.126,0.102930011528836
741,"Airpore Old 1",1,4.844,53.587,0.0903950585029951
741,"Airpore Old 2",2,7.557,79.634,0.0948966521837406
741,"Airpore Old 3",3,4.036,37.997,0.10621891201937
741,"Airpore Medium 1",4,7.317,61.779,0.118438304278153
741,"Airpore Medium 2",5,6.296,66.179,0.0951359192493087
744,"background",0,7.414,70.612,0.104996317906305
744,"Airpore Old 1",1,4.892,53.12,0.0920933734939759
744,"Airpore Old 2",2,7.718,80.561,0.0958031801988555
744,"Airpore Old 3",3,4.036,37.527,0.107549231220188
744,"Airpore Medium 1",4,7.417,60.764,0.122062405371602
744,"Airpore Medium 2",5,6.083,64.459,0.094370064692285
747,"background",0,7.406,70.494,0.105058586546373
747,"Airpore Old 1",1,4.707,53.05,0.0887276154571159
747,"Airpore Old 2",2,7.525,80.258,0.0937601236013855
747,"Airpore Old 3",3,4.157,37.768,0.110066723151875
747,"Airpore Medium 1",4,7.47,61.59,0.121285923039454
747,"Airpore Medium 2",5,6.17,64.872,0.0951103711925022
750,"background",0,7.337,70.486,0.104091592656698
750,"Airpore Old 1",1,4.884,54.17,0.0901606055011999
750,"Airpore Old 2",2,7.408,79.601,0.0930641574854587
750,"Airpore Old 3",3,4.297,37.559,0.114406666844165
750,"Airpore Medium 1",4,7.42,60.896,0.121847083552286
750,"Airpore Medium 2",5,6.188,64.25,0.0963112840466926
753,"background",0,7.316,70.452,0.103843751774258
753,"Airpore Old 1",1,5.026,52.982,0.094862406100185
753,"Airpore Old 2",2,7.347,79.741,0.0921357896188912
753,"Airpore Old 3",3,4.157,37.917,0.109634201018013
753,"Airpore Medium 1",4,7.626,61.166,0.124677108197365
753,"Airpore Medium 2",5,6.303,63.886,0.0986601133268635
756,"background",0,7.274,70.076,0.103801586848564
756,"Airpore Old 1",1,4.951,52.46,0.0943766679374762
756,"Airpore Old 2",2,7.472,79.899,0.0935180665590308
756,"Airpore Old 3",3,3.977,37.886,0.104972813176371
756,"Airpore Medium 1",4,7.503,60.963,0.123074651838
756,"Airpore Medium 2",5,6.277,65.064,0.0964742407475716
759,"background",0,7.312,70.14,0.104248645566011
759,"Airpore Old 1",1,4.899,52.425,0.093447782546495
759,"Airpore Old 2",2,7.667,79.368,0.0966006450962605
759,"Airpore Old 3",3,4.206,37.009,0.113648031559891
759,"Airpore Medium 1",4,7.551,61.178,0.123426722024257
759,"Airpore Medium 2",5,6.163,64.037,0.0962412355357059
762,"background",0,7.354,69.479,0.105844931562055
762,"Airpore Old 1",1,4.766,53.317,0.0893898756494176
762,"Airpore Old 2",2,7.401,79.762,0.0927885459241243
762,"Airpore Old 3",3,4.088,36.862,0.110900113938473
762,"Airpore Medium 1",4,7.574,61.48,0.123194534808068
762,"Airpore Medium 2",5,6.145,64.801,0.0948287835064274
765,"background",0,7.448,69.454,0.107236444265269
765,"Airpore Old 1",1,4.795,52.501,0.0913315936839298
765,"Airpore Old 2",2,7.64,81.129,0.0941710115988118
765,"Airpore Old 3",3,3.973,38.131,0.104193438409693
765,"Airpore Medium 1",4,7.464,61.393,0.121577378528497
765,"Airpore Medium 2",5,6.21,64.229,0.0966852979183858
768,"background",0,7.303,69.672,0.104819726719486
768,"Airpore Old 1",1,4.896,52.64,0.0930091185410334
768,"Airpore Old 2",2,7.365,80.34,0.0916728902165795
768,"Airpore Old 3",3,4.22,37.173,0.113523256126759
768,"Airpore Medium 1",4,7.469,61.817,0.120824368701166
768,"Airpore Medium 2",5,6.153,65.145,0.0944508404328805
771,"background",0,7.199,69.979,0.102873719258635
771,"Airpore Old 1",1,4.797,52.751,0.090936664707778
771,"Airpore Old 2",2,7.412,80.531,0.0920390905365635
771,"Airpore Old 3",3,4.201,37.472,0.112110375747225
771,"Airpore Medium 1",4,7.427,62.263,0.119284326164817
771,"Airpore Medium 2",5,6.122,63.954,0.0957250523813991
774,"background",0,7.14,69.608,0.102574416733709
774,"Airpore Old 1",1,5.001,53.24,0.0939331329827198
774,"Airpore Old 2",2,7.511,80.359,0.0934680620714544
774,"Airpore Old 3",3,3.972,37.489,0.105951078983168
774,"Airpore Medium 1",4,7.831,62.358,0.125581320760768
774,"Airpore Medium 2",5,6.164,64.628,0.0953766169462153
777,"background",0,7.261,69.627,0.104284257543769
777,"Airpore Old 1",1,4.794,53.006,0.0904425914047466
777,"Airpore Old 2",2,7.369,80.732,0.0912773125898033
777,"Airpore Old 3",3,3.96,38.036,0.104111893995162
777,"Airpore Medium 1",4,7.388,62.804,0.117635819374562
777,"Airpore Medium 2",5,6.172,64.564,0.0955950684592033
780,"background",0,7.202,69.453,0.103696024649763
780,"Airpore Old 1",1,4.647,52.273,0.0888986666156524
