Time,ROI_Name,ROI,Mean_Calcium,Mean_Background,Ratio
513,Airpore Old 2,2,6.57,53.306,0.123250666
513,Airpore Old 3,3,8.565,43.637,0.196278388
513,Airpore Medium 1,4,4.419,29.19,0.151387461
513,Airpore Medium 2,5,8.193,60.032,0.136477212
516,background,0,7.27,47.811,0.152057058
516,Airpore Old 1,1,5.972,62.061,0.096227905
516,Airpore Old 2,2,6.584,53.485,0.123099935
516,Airpore Old 3,3,8.628,43.127,0.200060287
516,Airpore Medium 1,4,4.483,28.686,0.156278324
516,Airpore Medium 2,5,8.045,59.994,0.134096743
519,background,0,7.256,47.679,0.1521844
519,Airpore Old 1,1,6.096,62.323,0.097813006
519,Airpore Old 2,2,6.551,52.952,0.123715818
519,Airpore Old 3,3,8.795,43.197,0.203602102
519,Airpore Medium 1,4,4.504,28.922,0.155729203
519,Airpore Medium 2,5,8.088,59.978,0.134849445
522,background,0,7.302,47.786,0.152806261
522,Airpore Old 1,1,5.959,61.761,0.096484837
522,Airpore Old 2,2,6.345,53.339,0.118956111
522,Airpore Old 3,3,8.588,43.944,0.195430548
522,Airpore Medium 1,4,4.484,29.164,0.1537512
522,Airpore Medium 2,5,7.922,59.753,0.132579117
525,background,0,7.376,47.677,0.154707721
525,Airpore Old 1,1,5.976,61.965,0.09644154
525,Airpore Old 2,2,6.411,52.88,0.121236762
525,Airpore Old 3,3,8.449,43.846,0.192697167
525,Airpore Medium 1,4,4.528,28.836,0.15702594
525,Airpore Medium 2,5,7.965,59.621,0.133593868
528,background,0,7.24,47.324,0.152987913
528,Airpore Old 1,1,6.023,61.18,0.098447205
528,Airpore Old 2,2,6.262,52.54,0.119185383
528,Airpore Old 3,3,8.58,43.009,0.199493129
528,Airpore Medium 1,4,4.363,28.345,0.153924854
528,Airpore Medium 2,5,8.03,58.962,0.13618941
531,background,0,7.347,47.315,0.155278453
531,Airpore Old 1,1,6.021,61.352,0.09813861
531,Airpore Old 2,2,6.527,52.776,0.12367364
531,Airpore Old 3,3,8.557,43.72,0.195722781
531,Airpore Medium 1,4,4.53,28.783,0.157384567
531,Airpore Medium 2,5,8.006,59.755,0.13398042
534,background,0,7.345,47.123,0.155868684
534,Airpore Old 1,1,5.888,61.912,0.095102726
534,Airpore Old 2,2,6.468,52.324,0.123614403
534,Airpore Old 3,3,8.385,43.456,0.192953792
534,Airpore Medium 1,4,4.591,27.982,0.164069759
534,Airpore Medium 2,5,7.973,59.645,0.133674239
537,background,0,7.305,46.939,0.155627517
537,Airpore Old 1,1,5.959,62.103,0.095953497
537,Airpore Old 2,2,6.466,51.877,0.124640978
537,Airpore Old 3,3,8.51,43.911,0.193801098
537,Airpore Medium 1,4,4.284,28.184,0.152001135
537,Airpore Medium 2,5,7.995,59.919,0.133430131
540,background,0,7.183,47.183,0.152237035
540,Airpore Old 1,1,5.957,62.004,0.096074447
540,Airpore Old 2,2,6.47,51.857,0.124766184
540,Airpore Old 3,3,8.536,43.172,0.197720745
540,Airpore Medium 1,4,4.567,28.132,0.162341817
540,Airpore Medium 2,5,7.89,59.087,0.133531911
543,background,0,7.266,47.111,0.154231496
543,Airpore Old 1,1,6.011,61.247,0.098143583
543,Airpore Old 2,2,6.457,52.198,0.123702058
543,Airpore Old 3,3,8.612,43.36,0.198616236
543,Airpore Medium 1,4,4.454,28.434,0.156643455
543,Airpore Medium 2,5,8.218,59.313,0.1385531
546,background,0,7.256,47.425,0.152999473
546,Airpore Old 1,1,6.093,61.888,0.098452042
546,Airpore Old 2,2,6.459,52.776,0.122385175
546,Airpore Old 3,3,8.538,44.104,0.193587883
546,Airpore Medium 1,4,4.457,28.693,0.155334054
546,Airpore Medium 2,5,7.998,59.444,0.1345468
549,background,0,7.281,47.385,0.15365622
549,Airpore Old 1,1,5.956,61.6,0.096688312
549,Airpore Old 2,2,6.471,52.261,0.123820822
549,Airpore Old 3,3,8.448,43.234,0.195401767
549,Airpore Medium 1,4,4.428,28.743,0.1540549
549,Airpore Medium 2,5,7.945,59.085,0.134467293
552,background,0,7.221,47.23,0.152890112
552,Airpore Old 1,1,5.949,61.564,0.096631148
552,Airpore Old 2,2,6.409,53.016,0.120888034
552,Airpore Old 3,3,8.391,43.065,0.194845002
552,Airpore Medium 1,4,4.266,28.901,0.147607349
552,Airpore Medium 2,5,8.049,59.61,0.13502768
555,background,0,7.073,46.878,0.15088101
555,Airpore Old 1,1,5.972,61.75,0.096712551
555,Airpore Old 2,2,6.192,53.32,0.116129032
555,Airpore Old 3,3,8.675,43.584,0.199040932
555,Airpore Medium 1,4,4.35,28.389,0.153228363
555,Airpore Medium 2,5,8.087,59.417,0.136105828
558,background,0,7.196,47.301,0.15213209
558,Airpore Old 1,1,5.916,61.655,0.095953288
558,Airpore Old 2,2,6.415,52.747,0.121618291
558,Airpore Old 3,3,8.624,43.867,0.196594251
558,Airpore Medium 1,4,4.323,28.378,0.152336317
558,Airpore Medium 2,5,8.102,60.451,0.134025905
561,background,0,7.233,47.291,0.152946649
561,Airpore Old 1,1,6.024,62.452,0.09645808
561,Airpore Old 2,2,6.412,53.528,0.119787775
561,Airpore Old 3,3,8.663,43.313,0.200009235
561,Airpore Medium 1,4,4.428,28.595,0.154852247
561,Airpore Medium 2,5,8.053,60.53,0.133041467
564,background,0,7.218,49.833,0.144843778
564,Airpore Old 1,1,5.978,63.178,0.094621545
564,Airpore Old 2,2,6.286,54.184,0.116012107
564,Airpore Old 3,3,8.506,45.07,0.188728644
564,Airpore Medium 1,4,4.294,30.349,0.141487364
564,Airpore Medium 2,5,7.9,60.357,0.130887884
567,background,0,7.172,47.735,0.150246151
567,Airpore Old 1,1,5.985,62.326,0.09602734
567,Airpore Old 2,2,6.422,53.091,0.120962122
567,Airpore Old 3,3,8.544,43.176,0.197887715
567,Airpore Medium 1,4,4.46,29.25,0.152478632
567,Airpore Medium 2,5,7.809,60.844,0.128344619
570,background,0,7.165,46.914,0.152726265
570,Airpore Old 1,1,5.972,61.283,0.097449537
570,Airpore Old 2,2,6.443,52.767,0.122102829
570,Airpore Old 3,3,8.632,43.225,0.199699248
570,Airpore Medium 1,4,4.467,28.19,0.158460447
570,Airpore Medium 2,5,7.896,59.014,0.13379876
573,background,0,7.124,46.706,0.152528583
573,Airpore Old 1,1,6.066,61.592,0.098486816
573,Airpore Old 2,2,6.45,52.904,0.121918948
573,Airpore Old 3,3,8.36,43.017,0.194341772
573,Airpore Medium 1,4,4.501,27.661,0.162720075
573,Airpore Medium 2,5,7.94,60.053,0.132216542
576,background,0,7.141,46.72,0.152846747
576,Airpore Old 1,1,6.203,61.024,0.101648532
576,Airpore Old 2,2,6.512,51.892,0.125491405
576,Airpore Old 3,3,8.67,43.366,0.199926209
576,Airpore Medium 1,4,4.4,28.001,0.157137245
576,Airpore Medium 2,5,8.106,59.962,0.135185618
579,background,0,7.234,46.545,0.155419487
579,Airpore Old 1,1,5.899,61.336,0.096175166
579,Airpore Old 2,2,6.309,51.878,0.121612244
579,Airpore Old 3,3,8.627,43.49,0.198367441
579,Airpore Medium 1,4,4.253,28.287,0.150351752
579,Airpore Medium 2,5,7.939,59.726,0.132923685
582,background,0,7.176,46.878,0.153078203
582,Airpore Old 1,1,5.885,60.955,0.096546633
582,Airpore Old 2,2,6.358,51.588,0.123245716
582,Airpore Old 3,3,8.405,42.873,0.19604413
582,Airpore Medium 1,4,4.174,27.926,0.149466447
582,Airpore Medium 2,5,7.894,59.853,0.131889797
585,background,0,7.095,47.216,0.150266859
585,Airpore Old 1,1,6.085,61.393,0.099115534
585,Airpore Old 2,2,6.491,52.316,0.124072941
585,Airpore Old 3,3,8.576,43.192,0.198555288
585,Airpore Medium 1,4,4.302,27.939,0.15397831
585,Airpore Medium 2,5,8.056,59.49,0.135417717
588,background,0,7.212,47.197,0.152806322
588,Airpore Old 1,1,5.978,61.372,0.097405983
588,Airpore Old 2,2,6.431,52.766,0.121877724
588,Airpore Old 3,3,8.438,43.193,0.195355729
588,Airpore Medium 1,4,4.396,27.661,0.158924117
588,Airpore Medium 2,5,7.975,59.855,0.13323866
591,background,0,7.139,46.892,0.152243453
591,Airpore Old 1,1,5.91,61.167,0.096620727
591,Airpore Old 2,2,6.286,52.57,0.119573901
591,Airpore Old 3,3,8.621,43.648,0.197511913
591,Airpore Medium 1,4,4.205,27.857,0.150949492
591,Airpore Medium 2,5,7.942,60.784,0.130659384
594,background,0,7.157,46.887,0.15264359
594,Airpore Old 1,1,5.913,61.96,0.095432537
594,Airpore Old 2,2,6.424,52.204,0.123055705
594,Airpore Old 3,3,8.572,43.794,0.195734576
594,Airpore Medium 1,4,4.163,27.931,0.149045863
594,Airpore Medium 2,5,7.81,59.607,0.13102488
597,background,0,7.242,46.978,0.154157265
597,Airpore Old 1,1,6.025,61.481,0.097997755
597,Airpore Old 2,2,6.211,52.639,0.117992363
597,Airpore Old 3,3,8.222,43.25,0.190104046
597,Airpore Medium 1,4,4.31,27.86,0.154702082
597,Airpore Medium 2,5,8.105,59.163,0.136994405
600,background,0,7.05,46.848,0.15048668
600,Airpore Old 1,1,6.04,61.815,0.097710912
600,Airpore Old 2,2,6.376,53.127,0.120014305
600,Airpore Old 3,3,8.574,43.444,0.197357518
600,Airpore Medium 1,4,4.234,28.002,0.151203485
600,Airpore Medium 2,5,8.061,59.904,0.134565304
603,background,0,7.102,46.589,0.152439417
603,Airpore Old 1,1,5.941,61.841,0.096068951
603,Airpore Old 2,2,6.313,51.941,0.121541749
603,Airpore Old 3,3,8.504,42.628,0.199493291
603,Airpore Medium 1,4,4.278,27.977,0.15291132
603,Airpore Medium 2,5,7.843,59.413,0.132008146
606,background,0,7.133,46.736,0.152623245
606,Airpore Old 1,1,5.728,60.604,0.094515214
606,Airpore Old 2,2,6.385,52.25,0.122200957
606,Airpore Old 3,3,8.281,43.402,0.190797659
606,Airpore Medium 1,4,4.429,27.551,0.160756415
606,Airpore Medium 2,5,7.811,59.411,0.131473969
609,background,0,7.13,46.398,0.153670417
609,Airpore Old 1,1,5.987,61.15,0.097906787
609,Airpore Old 2,2,6.418,51.253,0.125221938
609,Airpore Old 3,3,8.37,43.5,0.192413793
609,Airpore Medium 1,4,4.289,27.554,0.155657981
609,Airpore Medium 2,5,7.926,59.423,0.133382697
612,background,0,7.076,46.645,0.151699003
612,Airpore Old 1,1,5.758,61.44,0.093717448
612,Airpore Old 2,2,6.222,52.141,0.119330278
612,Airpore Old 3,3,8.473,42.738,0.198254481
612,Airpore Medium 1,4,4.411,27.591,0.159870972
612,Airpore Medium 2,5,8,60.192,0.132908028
615,background,0,7.093,46.55,0.152373792
615,Airpore Old 1,1,6.064,60.907,0.099561627
615,Airpore Old 2,2,6.287,52.352,0.120090923
615,Airpore Old 3,3,8.447,43.601,0.193734089
615,Airpore Medium 1,4,4.172,27.399,0.152268331
615,Airpore Medium 2,5,8.068,60.181,0.134062246
618,background,0,7.063,46.915,0.150548865
618,Airpore Old 1,1,5.856,61.298,0.095533296
618,Airpore Old 2,2,6.344,52.34,0.121207489
618,Airpore Old 3,3,8.514,43.246,0.196873699
618,Airpore Medium 1,4,4.307,28.01,0.153766512
618,Airpore Medium 2,5,8.056,59.844,0.13461667
621,background,0,7.042,46.582,0.151174273
621,Airpore Old 1,1,5.911,61.171,0.096630756
621,Airpore Old 2,2,6.425,52.342,0.122750373
621,Airpore Old 3,3,8.5,43.172,0.196886871
621,Airpore Medium 1,4,4.404,27.386,0.160812094
621,Airpore Medium 2,5,7.967,59.962,0.132867483
624,background,0,7.17,46.802,0.153198581
624,Airpore Old 1,1,5.784,61.142,0.094599457
624,Airpore Old 2,2,6.218,52.724,0.117934906
624,Airpore Old 3,3,8.355,43.779,0.190844926
624,Airpore Medium 1,4,4.151,27.467,0.151126807
624,Airpore Medium 2,5,7.972,60.115,0.132612493
627,background,0,7.017,46.961,0.149421861
627,Airpore Old 1,1,6.138,61.826,0.099278621
627,Airpore Old 2,2,6.47,52.15,0.124065197
627,Airpore Old 3,3,8.428,44.019,0.191462777
627,Airpore Medium 1,4,4.159,27.57,0.150852376
627,Airpore Medium 2,5,7.871,60.687,0.129698288
630,background,0,7.062,47.193,0.149640837
630,Airpore Old 1,1,5.816,61.325,0.094838973
630,Airpore Old 2,2,6.183,53.09,0.116462611
630,Airpore Old 3,3,8.404,43.932,0.191295639
630,Airpore Medium 1,4,4.293,27.551,0.155820115
630,Airpore Medium 2,5,8.025,60.954,0.131656659
633,background,0,7.107,46.622,0.152438763
633,Airpore Old 1,1,5.867,61.736,0.095033692
633,Airpore Old 2,2,6.456,51.927,0.124328384
633,Airpore Old 3,3,8.621,44.019,0.195847248
633,Airpore Medium 1,4,4.371,27.067,0.161488159
633,Airpore Medium 2,5,8.001,60.454,0.132348563
636,background,0,7.076,46.959,0.15068464
636,Airpore Old 1,1,5.708,61.524,0.092776803
636,Airpore Old 2,2,6.277,52.71,0.119085563
636,Airpore Old 3,3,8.354,43.744,0.190974762
636,Airpore Medium 1,4,4.209,27.506,0.153021159
636,Airpore Medium 2,5,7.784,60.221,0.129257236
639,background,0,7.143,46.893,0.152325507
639,Airpore Old 1,1,5.993,61.487,0.097467757
639,Airpore Old 2,2,6.441,51.918,0.124061019
639,Airpore Old 3,3,8.566,42.997,0.199223202
639,Airpore Medium 1,4,4.266,27.357,0.155938151
639,Airpore Medium 2,5,8.185,60.988,0.134206729
642,background,0,7.031,46.981,0.149656244
642,Airpore Old 1,1,5.784,61.65,0.093819951
642,Airpore Old 2,2,6.127,52.57,0.116549363
642,Airpore Old 3,3,8.528,43.405,0.19647506
642,Airpore Medium 1,4,4.193,27.785,0.150908764
642,Airpore Medium 2,5,7.996,60.604,0.131938486
645,background,0,7,46.731,0.149793499
645,Airpore Old 1,1,5.959,61.616,0.096711893
645,Airpore Old 2,2,6.311,52.357,0.120537846
645,Airpore Old 3,3,8.325,43.737,0.190342273
645,Airpore Medium 1,4,4.206,27.302,0.154054648
645,Airpore Medium 2,5,7.907,61.203,0.129193013
648,background,0,7.083,46.962,0.150824071
648,Airpore Old 1,1,5.933,61.975,0.09573215
648,Airpore Old 2,2,6.201,52.447,0.118233645
648,Airpore Old 3,3,8.491,43.824,0.193752282
648,Airpore Medium 1,4,4.087,27.312,0.149641183
648,Airpore Medium 2,5,7.91,61.44,0.12874349
651,background,0,7.017,46.867,0.149721552
651,Airpore Old 1,1,5.926,61.806,0.095880659
651,Airpore Old 2,2,6.012,52.814,0.113833453
651,Airpore Old 3,3,8.496,43.75,0.194194286
651,Airpore Medium 1,4,4.18,26.933,0.155199941
651,Airpore Medium 2,5,7.876,60.234,0.130756715
654,background,0,6.933,46.66,0.148585512
654,Airpore Old 1,1,5.866,61.275,0.095732354
654,Airpore Old 2,2,6.184,52.219,0.118424328
654,Airpore Old 3,3,8.466,43.554,0.194379391
654,Airpore Medium 1,4,4.307,27.069,0.159111899
654,Airpore Medium 2,5,7.823,60.575,0.129145687
657,background,0,7.16,47.092,0.15204281
657,Airpore Old 1,1,5.818,61.56,0.094509422
657,Airpore Old 2,2,6.334,52.347,0.121000248
657,Airpore Old 3,3,8.599,43.574,0.197342452
657,Airpore Medium 1,4,4.165,27.44,0.151785714
657,Airpore Medium 2,5,7.905,61.422,0.128699814
660,background,0,7.013,46.375,0.15122372
660,Airpore Old 1,1,5.823,61.435,0.094783104
660,Airpore Old 2,2,6.294,52.716,0.119394491
660,Airpore Old 3,3,8.236,43.973,0.18729675
660,Airpore Medium 1,4,4.108,27.617,0.148748959
660,Airpore Medium 2,5,7.943,60.769,0.130708091
663,background,0,7.197,46.635,0.15432615
663,Airpore Old 1,1,6.026,61.396,0.098149717
663,Airpore Old 2,2,6.187,52.097,0.118759238
663,Airpore Old 3,3,8.367,43.423,0.192685904
663,Airpore Medium 1,4,4.259,27.26,0.156236244
663,Airpore Medium 2,5,8.101,60.433,0.134049278
666,background,0,7.075,46.722,0.151427593
666,Airpore Old 1,1,5.795,61.197,0.094694184
666,Airpore Old 2,2,6.477,52.206,0.124066199
666,Airpore Old 3,3,8.253,44.093,0.187172567
666,Airpore Medium 1,4,4.213,27.355,0.154012064
666,Airpore Medium 2,5,7.926,60.953,0.130034617
669,background,0,7.068,46.778,0.151096669
669,Airpore Old 1,1,5.73,61.907,0.092558192
669,Airpore Old 2,2,6.163,52.241,0.117972474
669,Airpore Old 3,3,8.583,43.613,0.19679912
669,Airpore Medium 1,4,4.146,27.114,0.152909936
669,Airpore Medium 2,5,8.179,60.845,0.134423535
672,background,0,7.031,46.892,0.149940288
672,Airpore Old 1,1,5.819,60.529,0.096135737
672,Airpore Old 2,2,6.767,52.23,0.129561555
672,Airpore Old 3,3,8.36,43.407,0.192595664
672,Airpore Medium 1,4,4.167,27.271,0.152799677
672,Airpore Medium 2,5,7.918,60.917,0.129980137
675,background,0,7.034,46.882,0.150036261
675,Airpore Old 1,1,5.816,62.32,0.093324775
675,Airpore Old 2,2,6.238,51.615,0.12085634
675,Airpore Old 3,3,8.493,44.119,0.192502097
675,Airpore Medium 1,4,4.032,27.293,0.147730187
675,Airpore Medium 2,5,8.059,61.636,0.130751509
678,background,0,6.94,46.787,0.148331802
678,Airpore Old 1,1,5.936,61.472,0.096564289
678,Airpore Old 2,2,6.361,52.334,0.121546222
678,Airpore Old 3,3,8.392,44.2,0.189864253
678,Airpore Medium 1,4,4.205,27.098,0.155177504
678,Airpore Medium 2,5,7.894,60.612,0.130238237
681,background,0,6.962,46.61,0.149367089
681,Airpore Old 1,1,5.845,61.778,0.094612969
681,Airpore Old 2,2,6.27,53.081,0.118121362
681,Airpore Old 3,3,8.289,43.769,0.189380612
681,Airpore Medium 1,4,4.048,27.318,0.148180687
681,Airpore Medium 2,5,7.823,61.627,0.126941113
684,background,0,7.055,47.086,0.149832222
684,Airpore Old 1,1,5.851,61.44,0.09523112
684,Airpore Old 2,2,6.258,52.531,0.119129657
684,Airpore Old 3,3,8.258,44.483,0.185643954
684,Airpore Medium 1,4,4.083,27.104,0.150641972
684,Airpore Medium 2,5,7.946,61.096,0.130057614
687,background,0,7.031,46.877,0.149988267
687,Airpore Old 1,1,5.718,62.155,0.091995817
687,Airpore Old 2,2,6.223,52.666,0.118159724
687,Airpore Old 3,3,8.429,43.766,0.192592423
687,Airpore Medium 1,4,4.329,27.187,0.159230515
687,Airpore Medium 2,5,7.968,61.584,0.129384256
690,background,0,6.949,47.276,0.146987901
690,Airpore Old 1,1,6.027,61.546,0.097926754
690,Airpore Old 2,2,6.367,52.341,0.1216446
690,Airpore Old 3,3,8.436,44.314,0.190368732
690,Airpore Medium 1,4,4.09,27.297,0.149833315
690,Airpore Medium 2,5,8.075,61.482,0.131339254
693,background,0,6.986,46.716,0.149541913
693,Airpore Old 1,1,5.941,61.779,0.096165364
693,Airpore Old 2,2,6.376,52.923,0.120476919
693,Airpore Old 3,3,8.21,44.222,0.185654199
693,Airpore Medium 1,4,4.135,27.25,0.151743119
693,Airpore Medium 2,5,7.923,61.1,0.129672668
696,background,0,7.02,47.148,0.148892848
696,Airpore Old 1,1,5.721,61.673,0.092763446
696,Airpore Old 2,2,6.151,52.454,0.117264651
696,Airpore Old 3,3,8.443,43.769,0.192899084
696,Airpore Medium 1,4,4.124,27.617,0.149328312
696,Airpore Medium 2,5,7.712,61.743,0.124904848
699,background,0,7.048,46.554,0.15139408
699,Airpore Old 1,1,5.933,61.576,0.096352475
699,Airpore Old 2,2,6.367,52.037,0.122355247
699,Airpore Old 3,3,8.49,44.539,0.190619457
699,Airpore Medium 1,4,4.24,27.24,0.155653451
699,Airpore Medium 2,5,8.219,61.195,0.134308359
702,background,0,7.057,46.716,0.151061735
702,Airpore Old 1,1,5.93,60.773,0.097576226
702,Airpore Old 2,2,6.383,53.053,0.120313649
702,Airpore Old 3,3,8.588,44.061,0.1949116
702,Airpore Medium 1,4,4.116,27,0.152444444
702,Airpore Medium 2,5,8.043,61.25,0.131314286
705,background,0,6.981,47.071,0.148307875
705,Airpore Old 1,1,5.998,61.26,0.097910545
705,Airpore Old 2,2,6.35,53.067,0.119660052
705,Airpore Old 3,3,8.443,44.177,0.19111755
705,Airpore Medium 1,4,4.189,27.061,0.154798418
705,Airpore Medium 2,5,7.629,61.395,0.124260933
708,background,0,6.957,46.524,0.149535723
708,Airpore Old 1,1,5.958,61.381,0.097065867
708,Airpore Old 2,2,6.348,52.08,0.121889401
708,Airpore Old 3,3,8.415,43.637,0.192840938
708,Airpore Medium 1,4,4.199,27.388,0.153315321
708,Airpore Medium 2,5,7.926,60.973,0.129991964
711,background,0,7.022,46.576,0.150764342
711,Airpore Old 1,1,5.709,60.83,0.093851718
711,Airpore Old 2,2,6.224,52.394,0.118792228
711,Airpore Old 3,3,8.423,43.601,0.193183643
711,Airpore Medium 1,4,4.049,26.938,0.150308115
711,Airpore Medium 2,5,7.941,60.792,0.13062574
714,background,0,7.06,46.656,0.151320302
714,Airpore Old 1,1,5.841,61.2,0.095441176
714,Airpore Old 2,2,6.443,52.116,0.12362806
714,Airpore Old 3,3,8.226,43.489,0.18915128
714,Airpore Medium 1,4,4.153,26.593,0.156168917
714,Airpore Medium 2,5,8.161,61.058,0.133659799
717,background,0,6.948,47.081,0.147575455
717,Airpore Old 1,1,5.921,61.234,0.096694647
717,Airpore Old 2,2,6.329,52.3,0.121013384
717,Airpore Old 3,3,8.403,43.528,0.193048153
717,Airpore Medium 1,4,4.065,26.789,0.151741386
717,Airpore Medium 2,5,8.09,60.574,0.133555651
720,background,0,7.057,46.57,0.151535323
720,Airpore Old 1,1,5.96,61.053,0.097620101
720,Airpore Old 2,2,6.465,52.824,0.122387551
720,Airpore Old 3,3,8.289,43.663,0.189840368
720,Airpore Medium 1,4,4.143,26.826,0.154439723
720,Airpore Medium 2,5,8.163,61.597,0.132522688
723,background,0,6.995,46.82,0.149401965
723,Airpore Old 1,1,5.946,61.437,0.096782069
723,Airpore Old 2,2,6.411,52.862,0.121278045
723,Airpore Old 3,3,8.346,43.931,0.189979741
723,Airpore Medium 1,4,4.095,26.747,0.153101282
723,Airpore Medium 2,5,7.978,61.321,0.130102249
726,background,0,7.032,46.793,0.150278888
726,Airpore Old 1,1,5.891,61.977,0.09505139
726,Airpore Old 2,2,6.312,52.405,0.120446522
726,Airpore Old 3,3,8.252,43.78,0.188487894
726,Airpore Medium 1,4,4.273,26.695,0.160067428
726,Airpore Medium 2,5,7.936,62.153,0.127684907
729,background,0,7.027,46.739,0.150345536
729,Airpore Old 1,1,5.847,62.3,0.093852327
729,Airpore Old 2,2,6.257,52.641,0.118861724
729,Airpore Old 3,3,8.694,44.153,0.196906212
729,Airpore Medium 1,4,4.166,26.839,0.155221879
729,Airpore Medium 2,5,7.854,61.397,0.12792156
732,background,0,7.019,46.908,0.149633325
732,Airpore Old 1,1,5.877,62.059,0.094700205
732,Airpore Old 2,2,6.339,52.52,0.120696877
732,Airpore Old 3,3,8.481,44.435,0.190863058
732,Airpore Medium 1,4,3.952,27.067,0.146008054
732,Airpore Medium 2,5,7.965,61.31,0.129913554
735,background,0,7.058,47.084,0.149902302
735,Airpore Old 1,1,5.857,61.767,0.094824097
735,Airpore Old 2,2,6.394,52.279,0.122305323
735,Airpore Old 3,3,8.352,43.677,0.191221925
735,Airpore Medium 1,4,4.23,26.668,0.158617069
735,Airpore Medium 2,5,7.918,61.61,0.128518098
738,background,0,7.088,46.616,0.152050798
738,Airpore Old 1,1,5.715,61.627,0.092735327
738,Airpore Old 2,2,6.415,52.964,0.121120006
738,Airpore Old 3,3,8.652,44.021,0.196542559
738,Airpore Medium 1,4,3.979,26.536,0.149947241
738,Airpore Medium 2,5,7.689,60.162,0.127804927
741,background,0,6.968,46.783,0.148942992
741,Airpore Old 1,1,5.793,62.243,0.093070707
741,Airpore Old 2,2,6.292,52.842,0.11907195
741,Airpore Old 3,3,8.538,43.386,0.196791592
741,Airpore Medium 1,4,3.879,26.572,0.145980732
741,Airpore Medium 2,5,7.947,61.509,0.129200605
744,background,0,7.019,47.02,0.149276903
744,Airpore Old 1,1,5.876,61.585,0.095412844
744,Airpore Old 2,2,6.206,52.8,0.117537879
744,Airpore Old 3,3,8.428,44.04,0.19137148
744,Airpore Medium 1,4,4.089,26.596,0.153744924
744,Airpore Medium 2,5,8.051,61.453,0.131010691
747,background,0,6.982,46.479,0.150218378
747,Airpore Old 1,1,5.734,61.507,0.093225161
747,Airpore Old 2,2,6.688,52.093,0.128385772
747,Airpore Old 3,3,8.459,43.515,0.194392738
747,Airpore Medium 1,4,4.067,26.818,0.151651876
747,Airpore Medium 2,5,7.776,62.09,0.125237558
750,background,0,7.005,46.804,0.149666695
750,Airpore Old 1,1,5.911,61.106,0.096733545
750,Airpore Old 2,2,6.286,52.986,0.118635111
750,Airpore Old 3,3,8.35,43.875,0.19031339
750,Airpore Medium 1,4,4.213,26.633,0.158187211
750,Airpore Medium 2,5,8.072,61.453,0.131352416
753,background,0,7.002,46.27,0.151329155
753,Airpore Old 1,1,5.978,61.36,0.097425033
753,Airpore Old 2,2,6.184,52.371,0.118080617
753,Airpore Old 3,3,8.52,43.134,0.197523995
753,Airpore Medium 1,4,4.307,26.921,0.159986628
753,Airpore Medium 2,5,7.855,61.556,0.127607382
756,background,0,6.939,46.395,0.149563531
756,Airpore Old 1,1,5.925,61.963,0.095621581
756,Airpore Old 2,2,6.32,51.639,0.122388118
756,Airpore Old 3,3,8.456,44.075,0.191854793
756,Airpore Medium 1,4,4.069,26.441,0.153889792
756,Airpore Medium 2,5,7.81,61.404,0.127190411
759,background,0,6.912,46.392,0.148991205
759,Airpore Old 1,1,5.907,61.62,0.095861733
759,Airpore Old 2,2,6.163,52.501,0.11738824
759,Airpore Old 3,3,8.492,43.313,0.196061229
759,Airpore Medium 1,4,4.185,26.493,0.157966255
759,Airpore Medium 2,5,7.867,61.436,0.128051957
762,background,0,7.044,46.36,0.151941329
762,Airpore Old 1,1,5.65,61.451,0.091943174
762,Airpore Old 2,2,6.222,52.737,0.117981683
762,Airpore Old 3,3,8.481,44.333,0.19130219
762,Airpore Medium 1,4,4.085,26.119,0.156399556
762,Airpore Medium 2,5,8.051,60.63,0.132789048
765,background,0,6.993,46.212,0.151324331
765,Airpore Old 1,1,5.772,60.658,0.095156451
765,Airpore Old 2,2,6.337,53.149,0.119230842
765,Airpore Old 3,3,8.456,43.953,0.192387323
765,Airpore Medium 1,4,4.073,26.801,0.151971941
765,Airpore Medium 2,5,7.962,61.849,0.128732882
768,background,0,6.957,46.343,0.150119759
768,Airpore Old 1,1,5.975,60.903,0.098106826
768,Airpore Old 2,2,6.311,52.48,0.120255335
768,Airpore Old 3,3,8.311,43.861,0.189484964
768,Airpore Medium 1,4,4.167,26.684,0.156160995
768,Airpore Medium 2,5,8.085,61.617,0.131213788
771,background,0,7.002,46.091,0.15191686
771,Airpore Old 1,1,5.854,60.563,0.096659677
771,Airpore Old 2,2,6.132,51.735,0.118527109
771,Airpore Old 3,3,8.379,43.431,0.192926711
771,Airpore Medium 1,4,4.198,26.213,0.160149544
771,Airpore Medium 2,5,7.843,62.379,0.125731416
774,background,0,6.988,46.561,0.150082687
774,Airpore Old 1,1,5.656,61.321,0.092235939
774,Airpore Old 2,2,6.369,52.551,0.121196552
774,Airpore Old 3,3,8.308,43.593,0.190581057
774,Airpore Medium 1,4,3.981,26.857,0.148229512
774,Airpore Medium 2,5,8.013,61.816,0.129626634
777,background,0,6.877,46.671,0.147350603
777,Airpore Old 1,1,5.956,60.466,0.098501637
777,Airpore Old 2,2,6.3,52.282,0.120500363
777,Airpore Old 3,3,8.346,43.962,0.189845776
777,Airpore Medium 1,4,4.083,26.475,0.154220963
777,Airpore Medium 2,5,8.092,61.407,0.131776508
780,background,0,6.885,46.498,0.148070885
