Time,ROI_Name,ROI,Mean_Calcium,Mean_Background,Ratio
2028,Airpore Old 1,1,5.592,59.701,0.093666773
2028,Airpore Old 2,2,5.983,49.193,0.121622995
2028,Airpore Old 3,3,7.446,46.216,0.161113034
2028,Airpore Medium 1,4,3.052,20.949,0.145687145
2028,Airpore Medium 2,5,7.456,63.128,0.118109238
2031,background,0,5.649,42.894,0.131696741
2031,Airpore Old 1,1,5.254,60.155,0.087341036
2031,Airpore Old 2,2,6.15,49.836,0.123404768
2031,Airpore Old 3,3,7.406,46.403,0.15960175
2031,Airpore Medium 1,4,2.843,20.684,0.137449236
2031,Airpore Medium 2,5,7.431,63.383,0.117239638
2034,background,0,5.717,42.979,0.133018451
2034,Airpore Old 1,1,5.445,59.522,0.091478781
2034,Airpore Old 2,2,6.053,50.117,0.120777381
2034,Airpore Old 3,3,7.553,46.774,0.161478599
2034,Airpore Medium 1,4,2.886,20.289,0.142244566
2034,Airpore Medium 2,5,7.451,62.766,0.118710767
2037,background,0,5.651,42.932,0.131626759
2037,Airpore Old 1,1,5.419,59.918,0.090440268
2037,Airpore Old 2,2,6.078,50.145,0.121208495
2037,Airpore Old 3,3,7.579,46.595,0.162656937
2037,Airpore Medium 1,4,2.9,20.664,0.140340689
2037,Airpore Medium 2,5,7.331,62.936,0.116483412
2040,background,0,5.665,42.752,0.132508421
2040,Airpore Old 1,1,5.394,59.771,0.090244433
2040,Airpore Old 2,2,5.938,50.226,0.11822562
2040,Airpore Old 3,3,7.33,46.506,0.157614071
2040,Airpore Medium 1,4,2.842,20.782,0.136752959
2040,Airpore Medium 2,5,7.281,63.258,0.115100066
2043,background,0,5.544,43.085,0.128675873
2043,Airpore Old 1,1,5.263,59.391,0.08861612
2043,Airpore Old 2,2,5.923,50.561,0.117145626
2043,Airpore Old 3,3,7.887,46.267,0.170467072
2043,Airpore Medium 1,4,3.003,20.999,0.14300681
2043,Airpore Medium 2,5,7.302,63.959,0.114166888
2046,background,0,5.712,43.212,0.132185504
2046,Airpore Old 1,1,5.261,60.37,0.087145933
2046,Airpore Old 2,2,6.199,50.342,0.123137738
2046,Airpore Old 3,3,7.412,46.192,0.160460686
2046,Airpore Medium 1,4,2.943,20.987,0.140229666
2046,Airpore Medium 2,5,7.394,63.169,0.117051085
2049,background,0,5.719,43.093,0.13271297
2049,Airpore Old 1,1,5.311,59.611,0.089094295
2049,Airpore Old 2,2,6.133,49.535,0.123811446
2049,Airpore Old 3,3,7.475,46.43,0.160995046
2049,Airpore Medium 1,4,2.734,21.177,0.129102328
2049,Airpore Medium 2,5,7.626,63.528,0.120041556
2052,background,0,5.65,42.863,0.131815319
2052,Airpore Old 1,1,5.198,59.669,0.087113912
2052,Airpore Old 2,2,6.035,50.142,0.120358183
2052,Airpore Old 3,3,7.803,46.745,0.166926944
2052,Airpore Medium 1,4,2.879,20.701,0.139075407
2052,Airpore Medium 2,5,7.404,63.732,0.116173979
2055,background,0,5.753,42.809,0.134387629
2055,Airpore Old 1,1,5.444,59.837,0.090980497
2055,Airpore Old 2,2,5.904,49.6,0.119032258
2055,Airpore Old 3,3,7.6,46.498,0.16344789
2055,Airpore Medium 1,4,2.946,21.025,0.140118906
2055,Airpore Medium 2,5,7.31,63.243,0.115585915
2058,background,0,5.654,42.824,0.132028769
2058,Airpore Old 1,1,5.319,59.637,0.089189597
2058,Airpore Old 2,2,5.868,49.87,0.117665931
2058,Airpore Old 3,3,7.644,45.969,0.166285975
2058,Airpore Medium 1,4,2.823,20.834,0.135499664
2058,Airpore Medium 2,5,7.562,63.541,0.119009773
2061,background,0,5.628,43.101,0.130577017
2061,Airpore Old 1,1,5.472,60.209,0.090883423
2061,Airpore Old 2,2,6.208,50.718,0.122402303
2061,Airpore Old 3,3,7.645,46.672,0.163802708
2061,Airpore Medium 1,4,2.847,20.974,0.135739487
2061,Airpore Medium 2,5,7.598,63.256,0.120115088
2064,background,0,5.525,42.636,0.129585327
2064,Airpore Old 1,1,5.325,60.609,0.087858239
2064,Airpore Old 2,2,6.055,49.973,0.121165429
2064,Airpore Old 3,3,7.708,46.155,0.167002492
2064,Airpore Medium 1,4,2.832,21.062,0.134460165
2064,Airpore Medium 2,5,7.439,62.257,0.119488572
2067,background,0,5.676,42.956,0.132135208
2067,Airpore Old 1,1,5.391,60.15,0.089625935
2067,Airpore Old 2,2,6.051,49.951,0.121138716
2067,Airpore Old 3,3,7.682,46.275,0.166007563
2067,Airpore Medium 1,4,2.96,21.347,0.13866117
2067,Airpore Medium 2,5,7.407,62.725,0.118086887
2070,background,0,5.554,43.043,0.129033757
2070,Airpore Old 1,1,5.339,60.315,0.088518611
2070,Airpore Old 2,2,6.067,49.694,0.122087174
2070,Airpore Old 3,3,7.839,46.377,0.169027751
2070,Airpore Medium 1,4,2.966,21.056,0.140862462
2070,Airpore Medium 2,5,7.3,63.798,0.11442365
2073,background,0,5.668,42.864,0.132232176
2073,Airpore Old 1,1,5.598,59.885,0.093479168
2073,Airpore Old 2,2,6.091,49.784,0.122348546
2073,Airpore Old 3,3,7.852,46.02,0.170621469
2073,Airpore Medium 1,4,2.808,21.076,0.133232112
2073,Airpore Medium 2,5,7.263,62.541,0.116131818
2076,background,0,5.531,42.81,0.129198785
2076,Airpore Old 1,1,5.502,60.179,0.091427242
2076,Airpore Old 2,2,6.161,48.799,0.126252587
2076,Airpore Old 3,3,7.616,46.366,0.164258293
2076,Airpore Medium 1,4,2.773,21.114,0.131334659
2076,Airpore Medium 2,5,7.472,63.307,0.118028022
2079,background,0,5.557,42.61,0.130415395
2079,Airpore Old 1,1,5.464,59.643,0.091611757
2079,Airpore Old 2,2,5.909,50.305,0.117463473
2079,Airpore Old 3,3,7.572,46.307,0.163517395
2079,Airpore Medium 1,4,3.027,21.206,0.14274262
2079,Airpore Medium 2,5,7.169,63.095,0.113622316
2082,background,0,5.69,42.725,0.133177297
2082,Airpore Old 1,1,5.257,59.889,0.087779058
2082,Airpore Old 2,2,6.04,49.97,0.120872524
2082,Airpore Old 3,3,7.444,45.987,0.161871833
2082,Airpore Medium 1,4,2.804,21.059,0.133149722
2082,Airpore Medium 2,5,7.573,63.032,0.120145323
2085,background,0,5.501,42.809,0.128501016
2085,Airpore Old 1,1,5.279,59.573,0.088613969
2085,Airpore Old 2,2,6.031,49.671,0.121418937
2085,Airpore Old 3,3,7.464,46.213,0.161512994
2085,Airpore Medium 1,4,2.862,21.746,0.131610411
2085,Airpore Medium 2,5,7.459,63.054,0.118295429
2088,background,0,5.713,43.065,0.132659933
2088,Airpore Old 1,1,5.415,59.863,0.090456542
2088,Airpore Old 2,2,6.014,50.287,0.119593533
2088,Airpore Old 3,3,7.617,46.847,0.162593122
2088,Airpore Medium 1,4,2.836,20.97,0.13524082
2088,Airpore Medium 2,5,7.499,63.458,0.11817265
2091,background,0,5.629,42.79,0.131549427
2091,Airpore Old 1,1,5.162,59.909,0.086164015
2091,Airpore Old 2,2,5.965,49.685,0.120056355
2091,Airpore Old 3,3,7.541,46.399,0.162525054
2091,Airpore Medium 1,4,2.931,21.449,0.136649727
2091,Airpore Medium 2,5,7.535,62.939,0.119719093
2094,background,0,5.448,42.867,0.127090769
2094,Airpore Old 1,1,5.42,60.077,0.090217554
2094,Airpore Old 2,2,6.117,50.42,0.121320904
2094,Airpore Old 3,3,7.659,46.244,0.165621486
2094,Airpore Medium 1,4,2.905,20.996,0.138359688
2094,Airpore Medium 2,5,7.341,63.221,0.11611648
2097,background,0,5.645,42.419,0.133077159
2097,Airpore Old 1,1,5.454,59.938,0.090994027
2097,Airpore Old 2,2,5.894,49.735,0.118508093
2097,Airpore Old 3,3,7.677,47.032,0.163229291
2097,Airpore Medium 1,4,2.988,20.94,0.14269341
2097,Airpore Medium 2,5,7.331,62.43,0.117427519
2100,background,0,5.612,42.663,0.131542554
2100,Airpore Old 1,1,5.328,59.536,0.089492072
2100,Airpore Old 2,2,5.991,49.864,0.120146799
2100,Airpore Old 3,3,7.692,46.856,0.164162541
2100,Airpore Medium 1,4,2.915,21.364,0.136444486
2100,Airpore Medium 2,5,7.278,62.855,0.115790311
2103,background,0,5.579,42.515,0.131224274
2103,Airpore Old 1,1,5.245,60.211,0.087110329
2103,Airpore Old 2,2,6.054,49.965,0.121164815
2103,Airpore Old 3,3,7.515,46.159,0.16280682
2103,Airpore Medium 1,4,2.681,21.301,0.125862636
2103,Airpore Medium 2,5,7.371,62.499,0.117937887
2106,background,0,5.549,42.752,0.129795097
2106,Airpore Old 1,1,5.419,60.279,0.089898638
2106,Airpore Old 2,2,5.718,50.093,0.114147685
2106,Airpore Old 3,3,7.601,45.874,0.165692985
2106,Airpore Medium 1,4,2.748,21.499,0.127819899
2106,Airpore Medium 2,5,7.479,62.876,0.118948406
2109,background,0,5.613,42.372,0.132469555
2109,Airpore Old 1,1,5.433,59.715,0.090982165
2109,Airpore Old 2,2,5.996,49.821,0.120350856
2109,Airpore Old 3,3,7.577,46.105,0.164342262
2109,Airpore Medium 1,4,2.788,21.326,0.130732439
2109,Airpore Medium 2,5,7.527,62.962,0.119548299
2112,background,0,5.574,42.462,0.131270312
2112,Airpore Old 1,1,5.388,59.395,0.090714707
2112,Airpore Old 2,2,6.113,49.596,0.123255908
2112,Airpore Old 3,3,7.621,46.732,0.163078832
2112,Airpore Medium 1,4,2.703,21.641,0.124901807
2112,Airpore Medium 2,5,7.439,62.687,0.118668943
2115,background,0,5.531,42.543,0.130009637
2115,Airpore Old 1,1,5.512,59.559,0.092546886
2115,Airpore Old 2,2,6.103,49.929,0.122233572
2115,Airpore Old 3,3,7.559,46.366,0.163028944
2115,Airpore Medium 1,4,2.748,21.111,0.130169106
2115,Airpore Medium 2,5,7.42,62.965,0.117843246
2118,background,0,5.525,42.551,0.129844187
2118,Airpore Old 1,1,5.211,59.723,0.087252817
2118,Airpore Old 2,2,5.805,49.554,0.117144933
2118,Airpore Old 3,3,7.502,46.096,0.16274731
2118,Airpore Medium 1,4,2.79,20.856,0.133774453
2118,Airpore Medium 2,5,7.043,62.36,0.112940988
2121,background,0,5.683,42.644,0.13326611
2121,Airpore Old 1,1,5.315,59.668,0.089076222
2121,Airpore Old 2,2,6.025,49.736,0.121139617
2121,Airpore Old 3,3,7.572,46.261,0.16367999
2121,Airpore Medium 1,4,2.774,21.168,0.131046863
2121,Airpore Medium 2,5,7.524,62.99,0.119447531
2124,background,0,5.531,42.689,0.129564993
2124,Airpore Old 1,1,5.35,59.638,0.089707904
2124,Airpore Old 2,2,6.051,50.706,0.11933499
2124,Airpore Old 3,3,7.591,46.158,0.164456866
2124,Airpore Medium 1,4,2.701,21.682,0.124573379
2124,Airpore Medium 2,5,7.444,62.947,0.118258217
2127,background,0,5.49,42.497,0.12918559
2127,Airpore Old 1,1,5.511,59.936,0.091948078
2127,Airpore Old 2,2,5.952,50.006,0.119025717
2127,Airpore Old 3,3,7.582,46.601,0.162700371
2127,Airpore Medium 1,4,2.719,21.395,0.127085768
2127,Airpore Medium 2,5,7.116,62.658,0.113568898
2130,background,0,5.528,42.566,0.129868909
2130,Airpore Old 1,1,5.346,60.378,0.088542184
2130,Airpore Old 2,2,5.987,50.413,0.11875905
2130,Airpore Old 3,3,7.7,46.705,0.164864576
2130,Airpore Medium 1,4,2.676,21.098,0.126836667
2130,Airpore Medium 2,5,7.315,63.219,0.115708885
2133,background,0,5.579,42.487,0.131310754
2133,Airpore Old 1,1,5.292,60.164,0.087959577
2133,Airpore Old 2,2,6.076,49.558,0.122603818
2133,Airpore Old 3,3,7.477,45.647,0.163800469
2133,Airpore Medium 1,4,2.821,20.633,0.136722726
2133,Airpore Medium 2,5,7.295,62.69,0.116366247
2136,background,0,5.557,42.646,0.130305304
2136,Airpore Old 1,1,5.231,59.873,0.087368263
2136,Airpore Old 2,2,6.012,50.198,0.119765728
2136,Airpore Old 3,3,7.621,46.858,0.162640318
2136,Airpore Medium 1,4,2.945,20.684,0.142380584
2136,Airpore Medium 2,5,7.509,62.815,0.119541511
2139,background,0,5.509,42.491,0.129650985
2139,Airpore Old 1,1,5.187,59.551,0.087101812
2139,Airpore Old 2,2,6.004,50.227,0.119537301
2139,Airpore Old 3,3,7.484,46.462,0.16107787
2139,Airpore Medium 1,4,2.789,20.478,0.136194941
2139,Airpore Medium 2,5,7.349,62.907,0.116823247
2142,background,0,5.478,42.732,0.128194327
2142,Airpore Old 1,1,5.271,59.772,0.088185103
2142,Airpore Old 2,2,6.053,50.138,0.120726794
2142,Airpore Old 3,3,7.267,46.046,0.15782044
2142,Airpore Medium 1,4,2.748,20.517,0.13393771
2142,Airpore Medium 2,5,7.167,62.481,0.114706871
2145,background,0,5.393,43.083,0.125176984
2145,Airpore Old 1,1,5.357,59.926,0.089393585
2145,Airpore Old 2,2,5.818,49.263,0.118100806
2145,Airpore Old 3,3,7.467,46.492,0.160608277
2145,Airpore Medium 1,4,2.655,20.441,0.129886013
2145,Airpore Medium 2,5,7.212,62.357,0.115656622
2148,background,0,5.444,42.406,0.12837806
2148,Airpore Old 1,1,5.231,59.653,0.087690477
2148,Airpore Old 2,2,5.836,49.582,0.117704005
2148,Airpore Old 3,3,7.669,46.554,0.164733428
2148,Airpore Medium 1,4,2.875,20.505,0.140209705
2148,Airpore Medium 2,5,7.274,63.397,0.11473729
2151,background,0,5.536,42.864,0.129152669
2151,Airpore Old 1,1,5.386,59.988,0.089784624
2151,Airpore Old 2,2,6.088,49.778,0.122303025
2151,Airpore Old 3,3,7.334,45.925,0.159695155
2151,Airpore Medium 1,4,2.663,19.845,0.134189972
2151,Airpore Medium 2,5,7.151,62.334,0.114720698
2154,background,0,5.553,42.158,0.131718772
2154,Airpore Old 1,1,5.412,59.421,0.091078911
2154,Airpore Old 2,2,6.045,49.64,0.121776793
2154,Airpore Old 3,3,7.528,45.929,0.163905158
2154,Airpore Medium 1,4,2.745,19.76,0.138917004
2154,Airpore Medium 2,5,7.23,63.47,0.113912084
2157,background,0,5.454,42.307,0.128914837
2157,Airpore Old 1,1,5.176,59.868,0.086456872
2157,Airpore Old 2,2,6.012,49.414,0.121665925
2157,Airpore Old 3,3,7.401,45.901,0.161238317
2157,Airpore Medium 1,4,2.709,19.546,0.138596132
2157,Airpore Medium 2,5,7.152,62.248,0.114895258
2160,background,0,5.571,42.412,0.131354334
2160,Airpore Old 1,1,5.447,59.57,0.091438644
2160,Airpore Old 2,2,5.973,49.474,0.12073008
2160,Airpore Old 3,3,7.379,45.937,0.160633041
2160,Airpore Medium 1,4,2.64,19.644,0.134392181
2160,Airpore Medium 2,5,7.117,62.413,0.114030731
2163,background,0,5.432,41.883,0.129694626
2163,Airpore Old 1,1,5.379,60.409,0.089043023
2163,Airpore Old 2,2,6.036,50.248,0.120124184
2163,Airpore Old 3,3,7.54,45.729,0.164884428
2163,Airpore Medium 1,4,2.823,20.011,0.14107241
2163,Airpore Medium 2,5,7.4,62.84,0.117759389
2166,background,0,5.487,42.613,0.128763523
2166,Airpore Old 1,1,5.282,59.412,0.088904598
2166,Airpore Old 2,2,5.959,49.65,0.120020141
2166,Airpore Old 3,3,7.438,45.964,0.161822296
2166,Airpore Medium 1,4,2.851,19.557,0.145779005
2166,Airpore Medium 2,5,7.409,62.308,0.118909289
2169,background,0,5.448,42.391,0.128517846
2169,Airpore Old 1,1,5.266,58.068,0.090686781
2169,Airpore Old 2,2,5.79,49.49,0.116993332
2169,Airpore Old 3,3,7.515,45.894,0.163746895
2169,Airpore Medium 1,4,2.682,19.781,0.135584652
2169,Airpore Medium 2,5,7.294,62.562,0.116588344
2172,background,0,5.504,42.424,0.129737884
2172,Airpore Old 1,1,5.302,59.535,0.089056857
2172,Airpore Old 2,2,5.813,49.216,0.118111996
2172,Airpore Old 3,3,7.504,45.889,0.163525028
2172,Airpore Medium 1,4,2.825,19.795,0.142712806
2172,Airpore Medium 2,5,7.211,62.87,0.114696994
2175,background,0,5.42,42.399,0.127833204
2175,Airpore Old 1,1,5.366,59.326,0.090449381
2175,Airpore Old 2,2,6.049,49.724,0.121651516
2175,Airpore Old 3,3,7.524,46.362,0.162288081
2175,Airpore Medium 1,4,2.74,20.436,0.134077119
2175,Airpore Medium 2,5,7.273,63.239,0.115008144
2178,background,0,5.459,42.349,0.128905051
2178,Airpore Old 1,1,5.493,60.157,0.091311069
2178,Airpore Old 2,2,5.845,49.985,0.116935081
2178,Airpore Old 3,3,7.799,46.688,0.167045065
2178,Airpore Medium 1,4,2.779,19.677,0.141230879
2178,Airpore Medium 2,5,7.245,62.786,0.115391966
2181,background,0,5.454,42.587,0.128067251
2181,Airpore Old 1,1,5.324,59.558,0.089391853
2181,Airpore Old 2,2,5.854,50.148,0.116734466
2181,Airpore Old 3,3,7.269,46.388,0.156700009
2181,Airpore Medium 1,4,2.661,20.016,0.132943645
2181,Airpore Medium 2,5,7.147,62.835,0.113742341
2184,background,0,5.507,42.259,0.130315436
2184,Airpore Old 1,1,5.35,59.814,0.089443943
2184,Airpore Old 2,2,6.213,49.811,0.124731485
2184,Airpore Old 3,3,7.308,45.96,0.159007833
2184,Airpore Medium 1,4,2.658,19.74,0.134650456
2184,Airpore Medium 2,5,7.206,63.268,0.113896441
2187,background,0,5.401,42.371,0.12746926
2187,Airpore Old 1,1,5.267,60.442,0.087141392
2187,Airpore Old 2,2,5.83,49.983,0.116639657
2187,Airpore Old 3,3,7.31,46.79,0.156229964
2187,Airpore Medium 1,4,2.736,20.048,0.136472466
2187,Airpore Medium 2,5,7.345,62.477,0.117563263
2190,background,0,5.477,42.461,0.128988955
2190,Airpore Old 1,1,5.201,60.648,0.085757156
2190,Airpore Old 2,2,6.114,49.811,0.122743972
2190,Airpore Old 3,3,7.392,46.361,0.159444361
2190,Airpore Medium 1,4,2.693,20.053,0.134294121
2190,Airpore Medium 2,5,7.119,62.629,0.113669386
2193,background,0,5.451,42.449,0.128412919
2193,Airpore Old 1,1,5.538,59.679,0.092796461
2193,Airpore Old 2,2,5.879,49.811,0.118026139
2193,Airpore Old 3,3,7.501,46.337,0.161879276
2193,Airpore Medium 1,4,2.794,19.999,0.139706985
2193,Airpore Medium 2,5,7.449,62.184,0.119789657
2196,background,0,5.426,42.247,0.128435155
2196,Airpore Old 1,1,5.329,59.478,0.089596153
2196,Airpore Old 2,2,5.872,49.443,0.11876302
2196,Airpore Old 3,3,7.492,46.773,0.16017788
2196,Airpore Medium 1,4,2.756,19.807,0.139142727
2196,Airpore Medium 2,5,7.176,62.461,0.11488769
2199,background,0,5.419,42.224,0.128339333
2199,Airpore Old 1,1,5.304,59.949,0.088475204
2199,Airpore Old 2,2,5.855,49.864,0.117419381
2199,Airpore Old 3,3,7.428,46.747,0.158897897
2199,Airpore Medium 1,4,2.681,19.717,0.135974033
2199,Airpore Medium 2,5,7.473,62.485,0.119596703
2202,background,0,5.484,42.392,0.129364031
2202,Airpore Old 1,1,5.14,59.751,0.086023665
2202,Airpore Old 2,2,5.91,49.627,0.119088399
2202,Airpore Old 3,3,7.473,46.511,0.160671669
2202,Airpore Medium 1,4,2.584,19.842,0.130228808
2202,Airpore Medium 2,5,7.342,62.712,0.117074882
2205,background,0,5.455,42.611,0.128018587
2205,Airpore Old 1,1,5.332,60.072,0.088760154
2205,Airpore Old 2,2,5.91,49.555,0.119261427
2205,Airpore Old 3,3,7.611,46.63,0.163221102
2205,Airpore Medium 1,4,2.768,20.037,0.138144433
2205,Airpore Medium 2,5,7.317,62.11,0.117807116
2208,background,0,5.43,42.579,0.127527654
2208,Airpore Old 1,1,5.347,60.318,0.088646838
2208,Airpore Old 2,2,5.922,50.189,0.117993983
2208,Airpore Old 3,3,7.315,46.54,0.157176622
2208,Airpore Medium 1,4,2.643,19.941,0.132540996
2208,Airpore Medium 2,5,7.397,63.032,0.11735309
2211,background,0,5.462,42.36,0.128942398
2211,Airpore Old 1,1,5.356,60.171,0.08901298
2211,Airpore Old 2,2,5.9,49.94,0.11814177
2211,Airpore Old 3,3,7.399,46.681,0.158501317
2211,Airpore Medium 1,4,2.609,19.932,0.130895043
2211,Airpore Medium 2,5,7.206,63.03,0.114326511
2214,background,0,5.363,42.549,0.126042915
2214,Airpore Old 1,1,5.401,60.863,0.088740286
2214,Airpore Old 2,2,5.931,50.454,0.117552622
2214,Airpore Old 3,3,7.457,46.919,0.158933481
2214,Airpore Medium 1,4,2.758,19.809,0.139229643
2214,Airpore Medium 2,5,7.231,62.286,0.116093504
2217,background,0,5.422,42.332,0.128082774
2217,Airpore Old 1,1,5.289,60.127,0.08796381
2217,Airpore Old 2,2,5.902,50.17,0.117640024
2217,Airpore Old 3,3,7.373,46.169,0.1596959
2217,Airpore Medium 1,4,2.715,20.11,0.135007459
2217,Airpore Medium 2,5,7.334,62.784,0.116813201
2220,background,0,5.435,42.516,0.127834227
2220,Airpore Old 1,1,5.276,60.308,0.087484248
2220,Airpore Old 2,2,5.943,49.585,0.119854795
2220,Airpore Old 3,3,7.65,46.98,0.162835249
2220,Airpore Medium 1,4,2.695,19.652,0.137136169
2220,Airpore Medium 2,5,7.344,62.841,0.116866377
2223,background,0,5.458,42.067,0.129745406
2223,Airpore Old 1,1,5.375,60.658,0.08861156
2223,Airpore Old 2,2,6.035,50.098,0.120463891
2223,Airpore Old 3,3,7.542,46.96,0.16060477
2223,Airpore Medium 1,4,2.622,19.864,0.131997584
2223,Airpore Medium 2,5,7.436,62.627,0.118734731
2226,background,0,5.452,42.805,0.127368298
2226,Airpore Old 1,1,5.369,59.719,0.089904386
2226,Airpore Old 2,2,5.978,50.105,0.11930945
2226,Airpore Old 3,3,7.422,47.584,0.155976799
2226,Airpore Medium 1,4,2.765,19.519,0.141656847
2226,Airpore Medium 2,5,7.443,62.56,0.118973785
2229,background,0,5.362,42.721,0.125512043
2229,Airpore Old 1,1,5.559,59.983,0.092676258
2229,Airpore Old 2,2,6.064,50.134,0.120955838
2229,Airpore Old 3,3,7.298,46.878,0.155680703
2229,Airpore Medium 1,4,2.765,19.899,0.138951706
2229,Airpore Medium 2,5,7.231,63.213,0.114391027
2232,background,0,5.443,42.738,0.127357387
2232,Airpore Old 1,1,5.3,60.694,0.087323294
2232,Airpore Old 2,2,6.025,50.205,0.120007967
2232,Airpore Old 3,3,7.161,46.657,0.153481793
2232,Airpore Medium 1,4,2.797,19.672,0.142181781
2232,Airpore Medium 2,5,7.248,62.522,0.115927194
2235,background,0,5.403,42.361,0.127546564
2235,Airpore Old 1,1,5.457,59.792,0.09126639
2235,Airpore Old 2,2,5.894,49.93,0.118045263
2235,Airpore Old 3,3,7.498,46.338,0.161811041
2235,Airpore Medium 1,4,2.706,19.933,0.135754779
2235,Airpore Medium 2,5,7.425,62.761,0.118305954
2238,background,0,5.339,42.017,0.127067615
2238,Airpore Old 1,1,5.231,60.019,0.087155734
2238,Airpore Old 2,2,6.051,50.06,0.12087495
2238,Airpore Old 3,3,7.465,46.962,0.158958307
2238,Airpore Medium 1,4,2.654,19.632,0.135187449
2238,Airpore Medium 2,5,7.487,62.587,0.119625481
2241,background,0,5.328,42.092,0.126579873
2241,Airpore Old 1,1,5.292,59.905,0.088339871
2241,Airpore Old 2,2,5.89,49.952,0.117913197
2241,Airpore Old 3,3,7.362,46.605,0.157965883
2241,Airpore Medium 1,4,2.732,19.497,0.140124122
2241,Airpore Medium 2,5,7.289,62.857,0.115961627
2244,background,0,5.472,42.086,0.130019484
2244,Airpore Old 1,1,5.489,59.081,0.092906349
2244,Airpore Old 2,2,6.026,49.93,0.120688965
2244,Airpore Old 3,3,7.284,46.813,0.155597804
2244,Airpore Medium 1,4,2.818,19.75,0.142683544
2244,Airpore Medium 2,5,7.285,63.769,0.114240462
2247,background,0,5.426,42.154,0.128718508
2247,Airpore Old 1,1,5.353,60.22,0.088890734
2247,Airpore Old 2,2,5.951,50.107,0.118765841
2247,Airpore Old 3,3,7.273,47.035,0.154629531
2247,Airpore Medium 1,4,2.613,19.857,0.131590875
2247,Airpore Medium 2,5,7.394,62.442,0.118413888
2250,background,0,5.495,42.302,0.129899296
2250,Airpore Old 1,1,5.399,59.731,0.090388575
2250,Airpore Old 2,2,5.989,49.619,0.120699732
2250,Airpore Old 3,3,7.396,46.574,0.158801048
2250,Airpore Medium 1,4,2.677,19.227,0.139231289
2250,Airpore Medium 2,5,7.271,62.893,0.11560905
2253,background,0,5.538,41.988,0.131894827
2253,Airpore Old 1,1,5.293,59.98,0.088246082
2253,Airpore Old 2,2,5.977,49.123,0.121674165
2253,Airpore Old 3,3,7.349,46.205,0.159052051
2253,Airpore Medium 1,4,2.696,19.572,0.137747803
2253,Airpore Medium 2,5,7.288,62.032,0.117487748
2256,background,0,5.457,41.86,0.130363115
2256,Airpore Old 1,1,5.229,59.35,0.088104465
2256,Airpore Old 2,2,5.895,49.587,0.118881965
2256,Airpore Old 3,3,7.25,46.815,0.154864894
2256,Airpore Medium 1,4,2.748,19.925,0.137917189
2256,Airpore Medium 2,5,7.29,62.719,0.116232721
2259,background,0,5.358,41.842,0.128053152
2259,Airpore Old 1,1,5.259,59.983,0.087674841
2259,Airpore Old 2,2,5.803,50.113,0.115798296
2259,Airpore Old 3,3,7.676,46.335,0.165663106
2259,Airpore Medium 1,4,2.751,19.653,0.139978629
2259,Airpore Medium 2,5,7.233,63.745,0.113467723
2262,background,0,5.47,41.844,0.13072364
2262,Airpore Old 1,1,5.405,59.73,0.090490541
2262,Airpore Old 2,2,5.936,49.787,0.119227911
2262,Airpore Old 3,3,7.525,46.578,0.161556958
2262,Airpore Medium 1,4,2.862,19.977,0.143264754
2262,Airpore Medium 2,5,7.409,62.444,0.118650311
2265,background,0,5.378,42.072,0.127828485
2265,Airpore Old 1,1,5.327,59.71,0.089214537
2265,Airpore Old 2,2,6.018,49.635,0.121245089
2265,Airpore Old 3,3,7.481,46.68,0.160261354
2265,Airpore Medium 1,4,2.74,19.533,0.140275431
2265,Airpore Medium 2,5,7.386,62.572,0.118040018
2268,background,0,5.327,41.935,0.127029927
2268,Airpore Old 1,1,5.505,59.473,0.092563012
2268,Airpore Old 2,2,5.875,50.009,0.117478854
2268,Airpore Old 3,3,7.499,46.934,0.15977756
2268,Airpore Medium 1,4,2.693,19.891,0.135387864
2268,Airpore Medium 2,5,7.504,62.096,0.120845143
2271,background,0,5.385,41.885,0.128566313
2271,Airpore Old 1,1,5.201,59.295,0.087713973
2271,Airpore Old 2,2,6.112,49.638,0.123131472
2271,Airpore Old 3,3,7.523,46.411,0.162095193
2271,Airpore Medium 1,4,2.714,19.564,0.138724187
2271,Airpore Medium 2,5,7.25,62.379,0.116225012
2274,background,0,5.518,41.923,0.13162226
2274,Airpore Old 1,1,5.289,59.722,0.08856033
2274,Airpore Old 2,2,5.972,49.816,0.119881163
2274,Airpore Old 3,3,7.551,45.675,0.165320197
2274,Airpore Medium 1,4,2.718,19.663,0.138229161
2274,Airpore Medium 2,5,7.261,62.5,0.116176
2277,background,0,5.295,41.961,0.126188604
2277,Airpore Old 1,1,5.196,59.376,0.087510105
2277,Airpore Old 2,2,6.063,49.592,0.122257622
2277,Airpore Old 3,3,7.255,46.557,0.155830487
2277,Airpore Medium 1,4,2.642,19.14,0.138035528
2277,Airpore Medium 2,5,7.279,61.731,0.117914824
2280,background,0,5.423,41.846,0.129594226
2280,Airpore Old 1,1,5.496,59.369,0.092573565
2280,Airpore Old 2,2,6.009,49.888,0.120449808
2280,Airpore Old 3,3,7.512,46.246,0.16243567
2280,Airpore Medium 1,4,2.863,19.595,0.146108701
2280,Airpore Medium 2,5,7.32,62.132,0.117813687
2283,background,0,5.38,41.772,0.128794408
2283,Airpore Old 1,1,5.367,59.826,0.089710159
2283,Airpore Old 2,2,5.881,49.401,0.119046173
2283,Airpore Old 3,3,7.41,45.924,0.161353541
