Time,ROI_Name,ROI,Mean_Calcium,Mean_Background,Ratio
882,background,0,6.472,43.519,0.148716652
882,Airpore Old 1,1,8.933,41.188,0.216883558
882,Airpore Old 2,2,8.68,42.087,0.206239456
882,Airpore Old 3,3,9.991,41.523,0.240613636
882,Airpore Medium 1,4,9.254,40.318,0.229525274
885,background,0,6.485,43.224,0.150032389
885,Airpore Old 1,1,8.948,40.893,0.218814956
885,Airpore Old 2,2,8.767,41.333,0.212106549
885,Airpore Old 3,3,9.88,41.836,0.236160245
885,Airpore Medium 1,4,9.16,40.413,0.226659738
888,background,0,6.557,43.402,0.151075987
888,Airpore Old 1,1,8.944,40.44,0.221167161
888,Airpore Old 2,2,8.773,41.735,0.21020726
888,Airpore Old 3,3,9.967,41.074,0.24265959
888,Airpore Medium 1,4,9.225,40.323,0.228777621
891,background,0,6.437,43.342,0.148516451
891,Airpore Old 1,1,9.094,41.302,0.220183042
891,Airpore Old 2,2,8.663,42.119,0.205679147
891,Airpore Old 3,3,9.929,41.42,0.239715113
891,Airpore Medium 1,4,8.972,40.567,0.221164986
894,background,0,6.358,43.025,0.14777455
894,Airpore Old 1,1,9.238,40.744,0.22673277
894,Airpore Old 2,2,8.649,41.516,0.208329319
894,Airpore Old 3,3,9.895,41.337,0.239373927
894,Airpore Medium 1,4,9.064,39.853,0.227435827
897,background,0,6.475,43.611,0.148471716
897,Airpore Old 1,1,9.325,41.366,0.225426679
897,Airpore Old 2,2,8.472,41.298,0.205143106
897,Airpore Old 3,3,9.9,41.349,0.239425379
897,Airpore Medium 1,4,9.337,40.32,0.231572421
900,background,0,6.482,43.94,0.147519345
900,Airpore Old 1,1,9.868,41.101,0.240091482
900,Airpore Old 2,2,8.706,41.817,0.20819284
900,Airpore Old 3,3,9.324,41.965,0.222185154
900,Airpore Medium 1,4,9.225,40.158,0.229717615
903,background,0,6.442,43.856,0.146889821
903,Airpore Old 1,1,9.523,40.994,0.232302288
903,Airpore Old 2,2,8.528,42.273,0.201736333
903,Airpore Old 3,3,8.831,41.619,0.212186742
903,Airpore Medium 1,4,9.311,40.718,0.228670367
906,background,0,6.435,43.812,0.146877568
906,Airpore Old 1,1,9.16,40.868,0.224136244
906,Airpore Old 2,2,8.594,42.515,0.202140421
906,Airpore Old 3,3,8.947,41.899,0.213537316
906,Airpore Medium 1,4,9.211,40.667,0.226498143
909,background,0,6.512,44.076,0.147744804
909,Airpore Old 1,1,9.031,41.848,0.215804817
909,Airpore Old 2,2,8.783,42.121,0.208518316
909,Airpore Old 3,3,8.712,41.442,0.210221514
909,Airpore Medium 1,4,9.166,40.626,0.225619062
912,background,0,6.396,43.736,0.146241083
912,Airpore Old 1,1,9.303,41.045,0.226653673
912,Airpore Old 2,2,8.812,42.049,0.209565031
912,Airpore Old 3,3,8.62,41.757,0.206432454
912,Airpore Medium 1,4,9.281,40.3,0.230297767
915,background,0,6.489,43.802,0.14814392
915,Airpore Old 1,1,9.221,40.819,0.225899704
915,Airpore Old 2,2,9.568,42.484,0.225214198
915,Airpore Old 3,3,8.804,41.282,0.213264861
915,Airpore Medium 1,4,9.4,41.077,0.228838523
918,background,0,6.336,43.84,0.144525547
918,Airpore Old 1,1,9.114,41.358,0.22036849
918,Airpore Old 2,2,9.495,42.134,0.225352447
918,Airpore Old 3,3,8.563,41.754,0.205082148
918,Airpore Medium 1,4,9.429,40.648,0.231967132
921,background,0,6.58,43.676,0.150654822
921,Airpore Old 1,1,9.149,40.982,0.223244351
921,Airpore Old 2,2,9.078,42.113,0.21556289
921,Airpore Old 3,3,8.696,41.081,0.211679365
921,Airpore Medium 1,4,9.907,40.525,0.244466379
924,background,0,6.397,44.053,0.14521145
924,Airpore Old 1,1,9.549,41.445,0.230401737
924,Airpore Old 2,2,9.017,42.174,0.213804714
924,Airpore Old 3,3,8.629,41.282,0.209025725
924,Airpore Medium 1,4,10.301,40.132,0.256677963
927,background,0,6.434,43.659,0.147369385
927,Airpore Old 1,1,9.467,41.259,0.229452968
927,Airpore Old 2,2,8.645,41.878,0.206432972
927,Airpore Old 3,3,8.74,41.635,0.209919539
927,Airpore Medium 1,4,10.109,40.137,0.251862371
930,background,0,6.524,43.726,0.149201848
930,Airpore Old 1,1,10.075,40.821,0.24680924
930,Airpore Old 2,2,8.414,41.815,0.201219658
930,Airpore Old 3,3,8.805,40.926,0.215144407
930,Airpore Medium 1,4,9.697,40.434,0.239822921
933,background,0,6.444,43.457,0.148284511
933,Airpore Old 1,1,9.62,40.756,0.236038865
933,Airpore Old 2,2,8.633,42.01,0.205498691
933,Airpore Old 3,3,8.949,41.297,0.21669855
933,Airpore Medium 1,4,9.981,39.863,0.25038256
936,background,0,6.476,43.504,0.148859875
936,Airpore Old 1,1,9.129,40.481,0.225513204
936,Airpore Old 2,2,8.492,41.872,0.202808559
936,Airpore Old 3,3,9.049,41.286,0.219178414
936,Airpore Medium 1,4,9.492,39.892,0.237942445
939,background,0,6.476,43.585,0.148583228
939,Airpore Old 1,1,9.11,40.967,0.222374106
939,Airpore Old 2,2,8.865,41.59,0.2131522
939,Airpore Old 3,3,8.906,41.297,0.215657312
939,Airpore Medium 1,4,9.98,40.432,0.246834191
942,background,0,6.476,43.697,0.148202394
942,Airpore Old 1,1,8.916,40.594,0.21963837
942,Airpore Old 2,2,8.521,42.012,0.202823003
942,Airpore Old 3,3,8.922,41.41,0.215455204
942,Airpore Medium 1,4,9.884,40.421,0.24452636
945,background,0,6.54,43.915,0.148924058
945,Airpore Old 1,1,9.021,41.083,0.219579875
945,Airpore Old 2,2,8.671,41.972,0.206590108
945,Airpore Old 3,3,8.708,40.564,0.214673109
945,Airpore Medium 1,4,9.678,40.626,0.238221828
948,background,0,6.544,44.01,0.148693479
948,Airpore Old 1,1,9.02,40.837,0.220878125
948,Airpore Old 2,2,9.172,42.207,0.217309925
948,Airpore Old 3,3,9.405,41.476,0.226757643
948,Airpore Medium 1,4,9.331,40.391,0.231016811
951,background,0,6.517,44.27,0.1472103
951,Airpore Old 1,1,9.135,40.629,0.2248394
951,Airpore Old 2,2,9.464,42.45,0.222944641
951,Airpore Old 3,3,9.801,41.75,0.234754491
951,Airpore Medium 1,4,9.118,40.689,0.224090049
954,background,0,6.577,44.239,0.148669726
954,Airpore Old 1,1,9.253,41.118,0.225035264
954,Airpore Old 2,2,9.241,42.353,0.218189975
954,Airpore Old 3,3,9.426,41.048,0.2296336
954,Airpore Medium 1,4,8.876,40.868,0.217187041
957,background,0,6.524,44.067,0.148047292
957,Airpore Old 1,1,8.914,41.388,0.215376438
957,Airpore Old 2,2,8.99,42.49,0.211579195
957,Airpore Old 3,3,8.767,41.055,0.213542808
957,Airpore Medium 1,4,8.862,40.558,0.218501899
960,background,0,6.509,44.036,0.147810882
960,Airpore Old 1,1,8.873,41.009,0.216367139
960,Airpore Old 2,2,8.936,42.469,0.210412301
960,Airpore Old 3,3,9.347,40.772,0.229250466
960,Airpore Medium 1,4,9.035,39.976,0.226010606
963,background,0,6.526,44.133,0.147871207
963,Airpore Old 1,1,8.823,41.06,0.214880662
963,Airpore Old 2,2,9.091,42.394,0.214440723
963,Airpore Old 3,3,9.21,41.327,0.222856728
963,Airpore Medium 1,4,9.054,40.49,0.223610768
966,background,0,6.554,43.974,0.149042616
966,Airpore Old 1,1,8.864,40.821,0.217143137
966,Airpore Old 2,2,8.977,41.945,0.214018357
966,Airpore Old 3,3,9.365,41.288,0.226821352
966,Airpore Medium 1,4,8.973,40.562,0.221216903
969,background,0,6.632,44.25,0.149875706
969,Airpore Old 1,1,8.891,41.353,0.215002539
969,Airpore Old 2,2,9.109,42.066,0.216540674
969,Airpore Old 3,3,9.118,41.613,0.219114219
969,Airpore Medium 1,4,9.054,40.563,0.223208343
972,background,0,6.64,44.299,0.149890517
972,Airpore Old 1,1,8.911,41.212,0.21622343
972,Airpore Old 2,2,9.105,42.041,0.216574297
972,Airpore Old 3,3,8.873,41.431,0.214163308
972,Airpore Medium 1,4,9.137,40.029,0.228259512
975,background,0,6.541,43.951,0.148824828
975,Airpore Old 1,1,9.03,40.299,0.224075039
975,Airpore Old 2,2,8.792,41.533,0.211687092
975,Airpore Old 3,3,9.009,40.664,0.221547315
975,Airpore Medium 1,4,9.014,40.307,0.223633612
978,background,0,6.473,44.051,0.146943316
978,Airpore Old 1,1,8.816,40.801,0.216073135
978,Airpore Old 2,2,8.731,41.956,0.208098961
978,Airpore Old 3,3,8.831,41.158,0.21456339
978,Airpore Medium 1,4,9.603,40.344,0.23802796
981,background,0,6.689,43.68,0.153136447
981,Airpore Old 1,1,8.911,40.978,0.217458148
981,Airpore Old 2,2,8.852,41.663,0.212466697
981,Airpore Old 3,3,8.839,40.966,0.215764292
981,Airpore Medium 1,4,10.107,40.174,0.251580624
984,background,0,6.624,43.75,0.151405714
984,Airpore Old 1,1,8.785,40.706,0.21581585
984,Airpore Old 2,2,8.731,41.914,0.208307487
984,Airpore Old 3,3,9.146,40.82,0.224056835
984,Airpore Medium 1,4,10.044,40.413,0.248533888
987,background,0,6.597,44.142,0.149449504
987,Airpore Old 1,1,8.702,41.266,0.210875782
987,Airpore Old 2,2,8.731,42.132,0.207229659
987,Airpore Old 3,3,8.811,40.848,0.215702115
987,Airpore Medium 1,4,10.323,40.332,0.25595061
990,background,0,6.792,44.011,0.154325055
990,Airpore Old 1,1,8.877,41.475,0.21403255
990,Airpore Old 2,2,8.762,42.242,0.207423891
990,Airpore Old 3,3,8.484,41.097,0.206438426
990,Airpore Medium 1,4,10.022,40.266,0.248894849
993,background,0,6.782,44.316,0.153037278
993,Airpore Old 1,1,9.107,41.385,0.220055576
993,Airpore Old 2,2,8.64,42.179,0.204841272
993,Airpore Old 3,3,8.696,41.134,0.211406622
993,Airpore Medium 1,4,9.663,40.603,0.237987341
996,background,0,6.6,44.392,0.148675437
996,Airpore Old 1,1,9.246,41.448,0.223074696
996,Airpore Old 2,2,8.624,41.795,0.206340471
996,Airpore Old 3,3,8.557,41.051,0.208448028
996,Airpore Medium 1,4,9.414,40.307,0.233557447
999,background,0,6.517,44.172,0.147536901
999,Airpore Old 1,1,9.236,41.411,0.223032528
999,Airpore Old 2,2,8.625,42.39,0.203467799
999,Airpore Old 3,3,8.61,41.137,0.20930063
999,Airpore Medium 1,4,9.271,40.265,0.230249596
1002,background,0,6.607,44.168,0.149587937
1002,Airpore Old 1,1,8.906,41.013,0.21715066
1002,Airpore Old 2,2,8.385,41.877,0.200229243
1002,Airpore Old 3,3,8.651,40.904,0.211495208
1002,Airpore Medium 1,4,9.305,40.006,0.232590111
1005,background,0,6.523,44.055,0.148064919
1005,Airpore Old 1,1,9.039,41.525,0.217676099
1005,Airpore Old 2,2,8.616,42.134,0.204490435
1005,Airpore Old 3,3,8.65,41.814,0.206868513
1005,Airpore Medium 1,4,9.304,40.063,0.232234231
1008,background,0,6.485,44.117,0.146995489
1008,Airpore Old 1,1,9.228,41.159,0.224203698
1008,Airpore Old 2,2,8.727,42.379,0.205927464
1008,Airpore Old 3,3,8.732,41.248,0.211695112
1008,Airpore Medium 1,4,9.176,40.045,0.229142215
1011,background,0,6.475,43.83,0.147729865
1011,Airpore Old 1,1,9.061,41.206,0.219895161
1011,Airpore Old 2,2,8.653,41.855,0.206737546
1011,Airpore Old 3,3,8.977,41.406,0.216804328
1011,Airpore Medium 1,4,9.212,39.863,0.231091488
1014,background,0,6.476,43.977,0.147258794
1014,Airpore Old 1,1,8.989,41.358,0.2173461
1014,Airpore Old 2,2,8.526,41.645,0.20473046
1014,Airpore Old 3,3,8.732,41.166,0.212116795
1014,Airpore Medium 1,4,8.959,40.404,0.221735472
1017,background,0,6.447,43.759,0.147329692
1017,Airpore Old 1,1,9.085,41.031,0.221417952
1017,Airpore Old 2,2,8.708,41.614,0.2092565
1017,Airpore Old 3,3,9.084,41.353,0.219669673
1017,Airpore Medium 1,4,9.318,39.671,0.234881904
1020,background,0,6.513,43.767,0.148810748
1020,Airpore Old 1,1,8.84,41.134,0.214907376
1020,Airpore Old 2,2,8.535,41.931,0.203548687
1020,Airpore Old 3,3,9.009,40.773,0.220955044
1020,Airpore Medium 1,4,9.192,40.62,0.226292467
1023,background,0,6.601,43.822,0.150632103
1023,Airpore Old 1,1,8.799,41.008,0.214567889
1023,Airpore Old 2,2,8.73,41.781,0.20894665
1023,Airpore Old 3,3,8.967,40.984,0.2187927
1023,Airpore Medium 1,4,9.314,39.629,0.235029902
1026,background,0,6.49,44.043,0.147355993
1026,Airpore Old 1,1,9.138,41.038,0.22267167
1026,Airpore Old 2,2,8.788,41.538,0.211565314
1026,Airpore Old 3,3,9.127,40.962,0.222816269
1026,Airpore Medium 1,4,9.26,39.803,0.23264578
1029,background,0,6.616,43.985,0.150414914
1029,Airpore Old 1,1,8.857,41.692,0.212438837
1029,Airpore Old 2,2,8.991,41.606,0.21609864
1029,Airpore Old 3,3,9.042,40.779,0.221731774
1029,Airpore Medium 1,4,9.147,39.681,0.230513344
1032,background,0,6.454,44.273,0.145777336
1032,Airpore Old 1,1,8.858,40.765,0.217294248
1032,Airpore Old 2,2,8.801,41.481,0.212169427
1032,Airpore Old 3,3,8.968,41.044,0.218497222
1032,Airpore Medium 1,4,8.871,39.936,0.222130409
1035,background,0,6.498,44.364,0.146470111
1035,Airpore Old 1,1,8.823,41.59,0.212142342
1035,Airpore Old 2,2,8.861,42.44,0.208788878
1035,Airpore Old 3,3,8.755,40.972,0.213682515
1035,Airpore Medium 1,4,8.958,39.735,0.225443564
1038,background,0,6.657,44.326,0.150182737
1038,Airpore Old 1,1,9.457,41.056,0.23034392
1038,Airpore Old 2,2,8.646,41.765,0.207015444
1038,Airpore Old 3,3,8.531,40.56,0.210330375
1038,Airpore Medium 1,4,9.024,39.902,0.226154077
1041,background,0,6.556,44.222,0.148252001
1041,Airpore Old 1,1,9.46,41.362,0.228712345
1041,Airpore Old 2,2,8.959,41.996,0.213329841
1041,Airpore Old 3,3,8.551,40.856,0.209296064
1041,Airpore Medium 1,4,9.151,40.099,0.22821018
1044,background,0,6.523,44.438,0.146788784
1044,Airpore Old 1,1,9.459,41.213,0.229514959
1044,Airpore Old 2,2,8.635,42.011,0.205541406
1044,Airpore Old 3,3,8.442,41.119,0.205306549
1044,Airpore Medium 1,4,9.195,40.321,0.228044939
1047,background,0,6.388,44.832,0.142487509
1047,Airpore Old 1,1,9.159,42.023,0.217952074
1047,Airpore Old 2,2,8.643,41.871,0.206419718
1047,Airpore Old 3,3,8.693,40.734,0.213408946
1047,Airpore Medium 1,4,9.179,40.368,0.227383076
1050,background,0,6.49,44.366,0.14628319
1050,Airpore Old 1,1,8.756,41.344,0.211784056
1050,Airpore Old 2,2,8.86,42.018,0.210862012
1050,Airpore Old 3,3,8.733,40.915,0.213442503
1050,Airpore Medium 1,4,9.249,39.624,0.23341914
1053,background,0,6.522,44.344,0.147077395
1053,Airpore Old 1,1,8.701,41.105,0.211677412
1053,Airpore Old 2,2,9.179,42.274,0.217131097
1053,Airpore Old 3,3,8.573,40.853,0.20984995
1053,Airpore Medium 1,4,9.206,40.119,0.229467335
1056,background,0,6.48,44.399,0.145949233
1056,Airpore Old 1,1,8.931,41.162,0.216971964
1056,Airpore Old 2,2,9.444,41.858,0.225619953
1056,Airpore Old 3,3,8.373,41.062,0.203911159
1056,Airpore Medium 1,4,8.917,40.354,0.220969421
1059,background,0,6.487,44.227,0.146675108
1059,Airpore Old 1,1,8.714,41.235,0.21132533
1059,Airpore Old 2,2,9.533,42.001,0.226970786
1059,Airpore Old 3,3,9.015,40.839,0.220744876
1059,Airpore Medium 1,4,9.09,39.977,0.227380744
1062,background,0,6.483,43.492,0.149061896
1062,Airpore Old 1,1,9.316,41.187,0.226187875
1062,Airpore Old 2,2,9.24,41.794,0.221084366
1062,Airpore Old 3,3,9.641,40.678,0.237007719
1062,Airpore Medium 1,4,8.928,40.382,0.221088604
1065,background,0,6.401,44.21,0.144786247
1065,Airpore Old 1,1,9.562,41.417,0.230871381
1065,Airpore Old 2,2,9.013,41.469,0.217343076
1065,Airpore Old 3,3,9.295,40.972,0.226862247
1065,Airpore Medium 1,4,9.059,39.306,0.230473719
1068,background,0,6.369,44.043,0.144608678
1068,Airpore Old 1,1,9.066,41.334,0.219335172
1068,Airpore Old 2,2,9.388,41.237,0.227659626
1068,Airpore Old 3,3,9.203,40.534,0.227043963
1068,Airpore Medium 1,4,9.111,39.807,0.228879343
1071,background,0,6.497,44.195,0.14700758
1071,Airpore Old 1,1,9.116,41.303,0.22071036
1071,Airpore Old 2,2,9.815,41.494,0.236540223
1071,Airpore Old 3,3,8.622,40.704,0.211821934
1071,Airpore Medium 1,4,9.225,40.098,0.23006135
1074,background,0,6.625,44.195,0.149903835
1074,Airpore Old 1,1,9.009,41.51,0.21703204
1074,Airpore Old 2,2,10.23,41.775,0.244883303
1074,Airpore Old 3,3,8.642,40.622,0.212741864
1074,Airpore Medium 1,4,8.956,39.603,0.226144484
1077,background,0,6.526,44.264,0.14743358
1077,Airpore Old 1,1,9.052,41.214,0.219634105
1077,Airpore Old 2,2,10.811,41.827,0.25846941
1077,Airpore Old 3,3,8.527,40.9,0.208484108
1077,Airpore Medium 1,4,9.073,39.396,0.230302569
1080,background,0,6.517,44.71,0.145761575
1080,Airpore Old 1,1,8.977,41.295,0.217387093
1080,Airpore Old 2,2,10.426,41.807,0.249384074
1080,Airpore Old 3,3,8.504,40.68,0.209046214
1080,Airpore Medium 1,4,9.028,40.221,0.224459859
1083,background,0,6.464,43.994,0.146929127
1083,Airpore Old 1,1,8.855,41.524,0.213250169
1083,Airpore Old 2,2,9.853,41.971,0.234757332
1083,Airpore Old 3,3,8.68,40.243,0.215689685
1083,Airpore Medium 1,4,9.043,39.814,0.22713116
1086,background,0,6.605,44.537,0.148303658
1086,Airpore Old 1,1,8.741,41.001,0.213189922
1086,Airpore Old 2,2,9.109,41.621,0.218855866
1086,Airpore Old 3,3,8.466,41.068,0.206145904
1086,Airpore Medium 1,4,9.156,40.035,0.228699888
1089,background,0,6.588,44.581,0.147775958
1089,Airpore Old 1,1,9.149,41.375,0.221123867
1089,Airpore Old 2,2,8.899,42.127,0.211242196
1089,Airpore Old 3,3,8.685,40.903,0.212331614
1089,Airpore Medium 1,4,8.866,40.391,0.219504345
1092,background,0,6.623,44.361,0.149297807
1092,Airpore Old 1,1,9.181,41.767,0.219814686
1092,Airpore Old 2,2,8.704,41.381,0.210338078
1092,Airpore Old 3,3,8.721,40.848,0.213498825
1092,Airpore Medium 1,4,8.961,40.202,0.222899358
1095,background,0,6.743,44.687,0.150893996
1095,Airpore Old 1,1,9.688,41.492,0.233490793
1095,Airpore Old 2,2,8.829,41.808,0.211179679
1095,Airpore Old 3,3,8.911,40.922,0.21775573
1095,Airpore Medium 1,4,9.025,39.787,0.226832885
1098,background,0,6.731,44.193,0.152309189
1098,Airpore Old 1,1,9.359,41.085,0.227796033
1098,Airpore Old 2,2,8.688,41.869,0.207504359
1098,Airpore Old 3,3,9.586,40.663,0.235742567
1098,Airpore Medium 1,4,9.276,40.081,0.231431352
1101,background,0,6.599,44.541,0.148155632
1101,Airpore Old 1,1,8.768,41.282,0.21239281
1101,Airpore Old 2,2,8.733,41.9,0.208424821
1101,Airpore Old 3,3,9.482,40.975,0.231409396
1101,Airpore Medium 1,4,9.264,39.723,0.233215014
1104,background,0,6.496,44.639,0.145522973
1104,Airpore Old 1,1,8.755,40.879,0.214168644
1104,Airpore Old 2,2,8.583,41.535,0.206644998
1104,Airpore Old 3,3,9.38,40.544,0.231353591
1104,Airpore Medium 1,4,9.485,40.028,0.236959129
1107,background,0,6.47,44.379,0.145789675
1107,Airpore Old 1,1,9.061,40.722,0.222508718
1107,Airpore Old 2,2,8.68,41.099,0.211197353
1107,Airpore Old 3,3,9.14,40.562,0.225334057
1107,Airpore Medium 1,4,9.416,39.835,0.236375047
1110,background,0,6.523,44.192,0.147605902
1110,Airpore Old 1,1,9.386,40.802,0.230037743
1110,Airpore Old 2,2,8.552,41.376,0.206689869
1110,Airpore Old 3,3,9.042,40.748,0.221900461
1110,Airpore Medium 1,4,9.221,39.867,0.231294053
1113,background,0,6.496,44.619,0.145588202
1113,Airpore Old 1,1,9.099,41.175,0.220983607
1113,Airpore Old 2,2,8.499,41.591,0.204347094
1113,Airpore Old 3,3,8.682,39.942,0.21736518
1113,Airpore Medium 1,4,8.954,39.465,0.226884581
1116,background,0,6.465,44.457,0.145421418
1116,Airpore Old 1,1,9.33,41.219,0.226351925
1116,Airpore Old 2,2,8.488,42.05,0.201854935
1116,Airpore Old 3,3,8.51,40.447,0.210398793
1116,Airpore Medium 1,4,8.919,40.211,0.221804979
1119,background,0,6.491,44.539,0.145737444
1119,Airpore Old 1,1,8.834,41.482,0.212959838
1119,Airpore Old 2,2,8.697,41.985,0.207145409
1119,Airpore Old 3,3,8.595,40.688,0.211241644
1119,Airpore Medium 1,4,9.191,39.697,0.231528831
1122,background,0,6.376,44.312,0.143888789
1122,Airpore Old 1,1,8.846,41.473,0.213295397
1122,Airpore Old 2,2,8.423,41.707,0.201956506
1122,Airpore Old 3,3,8.521,40.609,0.209830333
1122,Airpore Medium 1,4,9.362,40.114,0.233384853
1125,background,0,6.4,44.885,0.14258661
1125,Airpore Old 1,1,8.746,41.334,0.211593361
1125,Airpore Old 2,2,8.423,41.894,0.201055044
1125,Airpore Old 3,3,8.478,40.471,0.209483334
1125,Airpore Medium 1,4,9.552,40.02,0.23868066
1128,background,0,6.652,45.13,0.14739641
1128,Airpore Old 1,1,8.958,41.296,0.216921736
1128,Airpore Old 2,2,8.54,42.154,0.202590501
1128,Airpore Old 3,3,8.528,40.837,0.208830227
1128,Airpore Medium 1,4,10.116,39.865,0.253756428
1131,background,0,6.573,44.924,0.146313774
1131,Airpore Old 1,1,8.824,41.038,0.215020225
1131,Airpore Old 2,2,8.732,41.604,0.209883665
1131,Airpore Old 3,3,8.628,40.885,0.21103094
1131,Airpore Medium 1,4,10.118,40.131,0.252124293
1134,background,0,6.56,44.275,0.148164879
1134,Airpore Old 1,1,8.708,41.139,0.211672622
1134,Airpore Old 2,2,8.64,42.107,0.205191536
1134,Airpore Old 3,3,8.495,41.576,0.20432461
1134,Airpore Medium 1,4,10.382,39.285,0.264273896
1137,background,0,6.548,44.433,0.147367947
1137,Airpore Old 1,1,8.808,40.977,0.21494985
1137,Airpore Old 2,2,8.577,41.689,0.205737725
1137,Airpore Old 3,3,8.393,41.141,0.204005736
1137,Airpore Medium 1,4,9.971,39.086,0.255104129
1140,background,0,6.523,44.304,0.147232756
1140,Airpore Old 1,1,8.763,41.447,0.211426641
1140,Airpore Old 2,2,8.703,42.271,0.205885832
1140,Airpore Old 3,3,8.478,40.575,0.208946396
1140,Airpore Medium 1,4,9.449,39.461,0.23945161
1143,background,0,6.506,44.617,0.145818858
1143,Airpore Old 1,1,8.883,41.243,0.215382004
1143,Airpore Old 2,2,8.946,41.575,0.21517739
1143,Airpore Old 3,3,8.352,40.754,0.204936939
1143,Airpore Medium 1,4,9.516,39.312,0.242063492
1146,background,0,6.577,44.365,0.148247492
1146,Airpore Old 1,1,8.988,41.434,0.2169233
1146,Airpore Old 2,2,9.221,41.918,0.219977098
1146,Airpore Old 3,3,8.373,40.712,0.205664178
1146,Airpore Medium 1,4,9.187,39.679,0.231533053
1149,background,0,6.543,44.06,0.148502043
1149,Airpore Old 1,1,8.711,41.174,0.211565551
1149,Airpore Old 2,2,9.465,41.445,0.228374955
1149,Airpore Old 3,3,8.467,40.622,0.208433854
1149,Airpore Medium 1,4,8.913,39.234,0.227175409
1152,background,0,6.563,44.292,0.148175743
1152,Airpore Old 1,1,8.999,40.881,0.220126709
1152,Airpore Old 2,2,9.461,41.622,0.227307674
1152,Airpore Old 3,3,8.608,40.532,0.212375407
1152,Airpore Medium 1,4,9.085,39.959,0.227358042
1155,background,0,6.49,44.292,0.14652759
1155,Airpore Old 1,1,8.683,40.901,0.212293098
1155,Airpore Old 2,2,9.452,41.567,0.227391921
1155,Airpore Old 3,3,8.395,39.641,0.211775687
1155,Airpore Medium 1,4,9.373,39.596,0.23671583
1158,background,0,6.542,44.539,0.146882507
1158,Airpore Old 1,1,8.876,41.006,0.216456128
1158,Airpore Old 2,2,9.122,40.96,0.222705078
1158,Airpore Old 3,3,8.374,40.567,0.206423941
1158,Airpore Medium 1,4,10.022,39.558,0.253349512
1161,background,0,6.65,44.685,0.148819514
1161,Airpore Old 1,1,8.721,40.997,0.212722882
1161,Airpore Old 2,2,8.875,41.426,0.214237435
1161,Airpore Old 3,3,8.442,40.179,0.210109759
1161,Airpore Medium 1,4,9.892,39.981,0.247417523
1164,background,0,6.594,44.887,0.146902221
1164,Airpore Old 1,1,8.715,41.689,0.20904795
1164,Airpore Old 2,2,8.666,41.577,0.208432547
1164,Airpore Old 3,3,8.673,40.201,0.215740902
1164,Airpore Medium 1,4,9.71,39.661,0.244824891
1167,background,0,6.674,44.967,0.148419952
1167,Airpore Old 1,1,8.966,41.424,0.216444573
1167,Airpore Old 2,2,8.779,41.729,0.21038127
1167,Airpore Old 3,3,8.64,40.25,0.214658385
1167,Airpore Medium 1,4,9.395,39.83,0.235877479
1170,background,0,6.552,44.777,0.146325122
1170,Airpore Old 1,1,8.932,41.59,0.214763164
1170,Airpore Old 2,2,8.859,41.805,0.211912451
1170,Airpore Old 3,3,8.738,41.062,0.212800156
1170,Airpore Medium 1,4,9.167,39.757,0.230575748
1173,background,0,6.596,44.609,0.147862539
1173,Airpore Old 1,1,9.224,41.327,0.22319549
1173,Airpore Old 2,2,9.124,42.259,0.215906671
1173,Airpore Old 3,3,8.562,41.032,0.208666407
1173,Airpore Medium 1,4,9.145,39.429,0.231935885
1176,background,0,6.613,45.051,0.146789194
1176,Airpore Old 1,1,8.922,41.601,0.214465998
1176,Airpore Old 2,2,9.092,41.698,0.218044031
1176,Airpore Old 3,3,8.462,41.106,0.205858026
1176,Airpore Medium 1,4,8.798,39.423,0.223169216
1179,background,0,6.661,44.9,0.148351893
1179,Airpore Old 1,1,9.166,41.599,0.220341835
1179,Airpore Old 2,2,9.103,42.272,0.21534349
1179,Airpore Old 3,3,8.256,40.616,0.203269647
1179,Airpore Medium 1,4,8.731,39.119,0.223190777
1182,background,0,6.458,44.652,0.14462958
1182,Airpore Old 1,1,9.127,41.706,0.218841414
1182,Airpore Old 2,2,9.029,42.004,0.214955719
1182,Airpore Old 3,3,8.37,40.721,0.20554505
1182,Airpore Medium 1,4,8.751,39.227,0.22308614
1185,background,0,6.586,44.89,0.14671419
1185,Airpore Old 1,1,8.723,41.148,0.211990862
1185,Airpore Old 2,2,8.827,41.542,0.212483751
1185,Airpore Old 3,3,8.535,40.59,0.210273466
1185,Airpore Medium 1,4,9.064,38.912,0.232935855
1188,background,0,6.68,44.839,0.148977453
1188,Airpore Old 1,1,8.734,41.205,0.211964567
1188,Airpore Old 2,2,8.676,41.729,0.207912962
1188,Airpore Old 3,3,8.5,40.894,0.207854453
1188,Airpore Medium 1,4,9.016,39.913,0.225891314
1191,background,0,6.766,45.005,0.150338851
1191,Airpore Old 1,1,8.963,40.929,0.218988981
1191,Airpore Old 2,2,8.887,41.468,0.214309829
1191,Airpore Old 3,3,8.574,40.676,0.210787688
1191,Airpore Medium 1,4,9.225,39.482,0.233650778
1194,background,0,6.609,44.695,0.147868889
1194,Airpore Old 1,1,8.981,41.466,0.216587083
1194,Airpore Old 2,2,8.768,41.615,0.21069326
1194,Airpore Old 3,3,8.578,40.932,0.209567087
1194,Airpore Medium 1,4,8.997,39.121,0.229978784
1197,background,0,6.529,44.266,0.147494691
1197,Airpore Old 1,1,8.851,41.407,0.213756128
1197,Airpore Old 2,2,8.629,41.431,0.208273998
