 ,Area,Mean,Min,Max,Ch,Frame
2722,1477.267,9.303,0,50,1,195
2723,3181.805,7.163,0,31,1,195
2724,1896.544,35.781,3,108,2,195
2725,1832.281,44.618,7,115,2,195
2726,1832.281,46.768,7,167,2,195
2727,1832.281,38.084,3,109,2,195
2728,1832.281,47.092,11,120,2,195
2729,1477.267,42.610,11,120,2,195
2730,3181.805,39.413,7,112,2,195
2731,1896.544,8.352,0,35,1,196
2732,1832.281,10.705,0,43,1,196
2733,1832.281,10.198,0,42,1,196
2734,1832.281,8.491,0,35,1,196
2735,1832.281,9.431,0,40,1,196
2736,1477.267,9.233,0,39,1,196
2737,3181.805,7.040,0,41,1,196
2738,1896.544,35.852,3,112,2,196
2739,1832.281,44.647,3,110,2,196
2740,1832.281,45.923,7,171,2,196
2741,1832.281,38.304,3,115,2,196
2742,1832.281,46.853,7,138,2,196
2743,1477.267,42.946,7,133,2,196
2744,3181.805,39.625,7,126,2,196
2745,1896.544,8.402,0,38,1,197
2746,1832.281,10.994,0,51,1,197
2747,1832.281,10.405,0,40,1,197
2748,1832.281,8.530,0,44,1,197
2749,1832.281,9.550,0,43,1,197
2750,1477.267,9.198,0,39,1,197
2751,3181.805,6.969,0,31,1,197
2752,1896.544,36.219,3,119,2,197
2753,1832.281,44.830,7,129,2,197
2754,1832.281,46.348,8,161,2,197
2755,1832.281,38.683,3,119,2,197
2756,1832.281,47.267,12,127,2,197
2757,1477.267,42.779,12,141,2,197
2758,3181.805,39.375,8,112,2,197
2759,1896.544,8.344,0,39,1,198
2760,1832.281,10.822,0,38,1,198
2761,1832.281,10.418,0,40,1,198
2762,1832.281,8.561,0,39,1,198
2763,1832.281,9.396,0,39,1,198
2764,1477.267,9.434,0,34,1,198
2765,3181.805,7.025,0,35,1,198
2766,1896.544,36.008,3,142,2,198
2767,1832.281,44.773,3,145,2,198
2768,1832.281,46.005,7,162,2,198
2769,1832.281,38.371,3,102,2,198
2770,1832.281,47.616,11,120,2,198
2771,1477.267,43.115,11,120,2,198
2772,3181.805,39.319,7,145,2,198
2773,1896.544,8.203,0,35,1,199
2774,1832.281,10.808,0,39,1,199
2775,1832.281,10.381,0,43,1,199
2776,1832.281,8.458,0,39,1,199
2777,1832.281,9.716,0,51,1,199
2778,1477.267,9.272,0,31,1,199
2779,3181.805,6.881,0,31,1,199
2780,1896.544,36.220,0,101,2,199
2781,1832.281,44.269,11,118,2,199
2782,1832.281,46.508,11,210,2,199
2783,1832.281,38.674,7,101,2,199
2784,1832.281,46.811,8,157,2,199
2785,1477.267,42.631,7,115,2,199
2786,3181.805,39.209,7,130,2,199
2787,1896.544,8.321,0,47,1,200
2788,1832.281,11.013,0,43,1,200
2789,1832.281,10.431,0,44,1,200
2790,1832.281,8.403,0,38,1,200
2791,1832.281,9.720,0,43,1,200
2792,1477.267,9.477,0,39,1,200
2793,3181.805,7.036,0,46,1,200
2794,1896.544,35.710,3,115,2,200
2795,1832.281,44.541,7,108,2,200
2796,1832.281,46.279,7,158,2,200
2797,1832.281,38.366,3,115,2,200
2798,1832.281,47.307,7,115,2,200
2799,1477.267,42.601,12,109,2,200
2800,3181.805,39.407,3,137,2,200
2801,1896.544,8.390,0,43,1,201
2802,1832.281,10.932,0,39,1,201
2803,1832.281,11.075,0,47,1,201
2804,1832.281,8.482,0,43,1,201
2805,1832.281,9.592,0,47,1,201
2806,1477.267,9.285,0,41,1,201
2807,3181.805,6.941,0,31,1,201
2808,1896.544,35.935,3,116,2,201
2809,1832.281,44.447,8,124,2,201
2810,1832.281,46.680,7,137,2,201
2811,1832.281,38.518,7,104,2,201
2812,1832.281,46.710,11,128,2,201
2813,1477.267,43.346,7,103,2,201
2814,3181.805,39.225,7,107,2,201
2815,1896.544,8.388,0,39,1,202
2816,1832.281,11.315,0,47,1,202
2817,1832.281,11.361,0,55,1,202
2818,1832.281,8.520,0,38,1,202
2819,1832.281,9.741,0,48,1,202
2820,1477.267,9.453,0,35,1,202
2821,3181.805,6.992,0,31,1,202
2822,1896.544,36.389,3,109,2,202
2823,1832.281,44.065,11,147,2,202
2824,1832.281,46.707,11,168,2,202
2825,1832.281,38.855,3,109,2,202
2826,1832.281,46.848,11,119,2,202
2827,1477.267,43.230,7,114,2,202
2828,3181.805,38.847,7,115,2,202
2829,1896.544,8.383,0,39,1,203
2830,1832.281,11.487,0,62,1,203
2831,1832.281,11.084,0,46,1,203
2832,1832.281,8.692,0,39,1,203
2833,1832.281,9.309,0,43,1,203
2834,1477.267,9.473,0,43,1,203
2835,3181.805,6.874,0,39,1,203
2836,1896.544,35.579,0,100,2,203
2837,1832.281,44.537,11,131,2,203
2838,1832.281,45.965,7,143,2,203
2839,1832.281,37.858,0,139,2,203
2840,1832.281,46.940,11,127,2,203
2841,1477.267,42.741,7,125,2,203
2842,3181.805,39.019,3,110,2,203
2843,1896.544,8.424,0,50,1,204
2844,1832.281,11.329,0,62,1,204
2845,1832.281,11.092,0,47,1,204
2846,1832.281,8.607,0,35,1,204
2847,1832.281,9.136,0,39,1,204
2848,1477.267,9.371,0,31,1,204
2849,3181.805,6.981,0,31,1,204
2850,1896.544,36.326,3,104,2,204
2851,1832.281,44.437,7,120,2,204
2852,1832.281,46.200,8,161,2,204
2853,1832.281,38.416,3,104,2,204
2854,1832.281,46.645,11,111,2,204
2855,1477.267,43.023,12,104,2,204
2856,3181.805,39.063,7,104,2,204
2857,1896.544,8.563,0,44,1,205
2858,1832.281,10.996,0,40,1,205
2859,1832.281,11.006,0,39,1,205
2860,1832.281,8.762,0,35,1,205
2861,1832.281,8.932,0,35,1,205
2862,1477.267,9.223,0,40,1,205
2863,3181.805,6.968,0,55,1,205
2864,1896.544,36.149,3,100,2,205
2865,1832.281,44.201,11,128,2,205
2866,1832.281,46.224,11,197,2,205
2867,1832.281,38.448,3,98,2,205
2868,1832.281,46.761,7,115,2,205
2869,1477.267,42.351,11,102,2,205
2870,3181.805,39.555,3,103,2,205
2871,1896.544,8.363,0,39,1,206
2872,1832.281,10.928,0,39,1,206
2873,1832.281,11.124,0,52,1,206
2874,1832.281,8.570,0,39,1,206
2875,1832.281,8.839,0,43,1,206
2876,1477.267,9.040,0,35,1,206
2877,3181.805,6.892,0,47,1,206
2878,1896.544,36.274,3,122,2,206
2879,1832.281,44.665,12,116,2,206
2880,1832.281,46.014,11,150,2,206
2881,1832.281,38.416,3,122,2,206
2882,1832.281,46.685,11,119,2,206
2883,1477.267,42.393,7,127,2,206
2884,3181.805,38.866,8,131,2,206
2885,1896.544,8.355,0,35,1,207
2886,1832.281,10.810,0,43,1,207
2887,1832.281,10.876,0,40,1,207
2888,1832.281,8.557,0,35,1,207
2889,1832.281,8.653,0,40,1,207
2890,1477.267,9.107,0,39,1,207
2891,3181.805,6.887,0,40,1,207
2892,1896.544,36.035,0,115,2,207
2893,1832.281,44.533,7,115,2,207
2894,1832.281,45.766,7,150,2,207
2895,1832.281,38.425,0,115,2,207
2896,1832.281,46.532,7,142,2,207
2897,1477.267,42.747,12,111,2,207
2898,3181.805,39.114,11,120,2,207
2899,1896.544,8.624,0,45,1,208
2900,1832.281,10.855,0,39,1,208
2901,1832.281,10.450,0,42,1,208
2902,1832.281,8.784,0,45,1,208
2903,1832.281,8.554,0,39,1,208
2904,1477.267,8.878,0,38,1,208
2905,3181.805,7.096,0,42,1,208
2906,1896.544,36.389,3,93,2,208
2907,1832.281,44.820,7,119,2,208
2908,1832.281,46.266,11,164,2,208
2909,1832.281,38.761,3,108,2,208
2910,1832.281,47.664,8,120,2,208
2911,1477.267,43.173,12,110,2,208
2912,3181.805,39.902,7,111,2,208
2913,1896.544,8.728,0,54,1,209
2914,1832.281,10.666,0,43,1,209
2915,1832.281,10.577,0,44,1,209
2916,1832.281,8.958,0,54,1,209
2917,1832.281,8.621,0,35,1,209
2918,1477.267,8.901,0,31,1,209
2919,3181.805,7.169,0,35,1,209
2920,1896.544,36.369,3,111,2,209
2921,1832.281,44.866,7,143,2,209
2922,1832.281,45.962,8,182,2,209
2923,1832.281,39.035,3,111,2,209
2924,1832.281,46.965,8,147,2,209
2925,1477.267,42.335,11,107,2,209
2926,3181.805,39.478,7,124,2,209
2927,1896.544,9.385,0,55,1,210
2928,1832.281,10.752,0,50,1,210
2929,1832.281,10.562,0,46,1,210
2930,1832.281,9.686,0,55,1,210
2931,1832.281,8.583,0,35,1,210
2932,1477.267,8.803,0,35,1,210
2933,3181.805,7.148,0,34,1,210
2934,1896.544,36.390,3,117,2,210
2935,1832.281,43.891,11,134,2,210
2936,1832.281,45.801,12,177,2,210
2937,1832.281,38.582,3,117,2,210
2938,1832.281,47.249,11,127,2,210
2939,1477.267,43.098,7,107,2,210
2940,3181.805,39.556,11,104,2,210
2941,1896.544,9.267,0,51,1,211
2942,1832.281,10.728,0,40,1,211
2943,1832.281,10.641,0,42,1,211
2944,1832.281,9.480,0,42,1,211
2945,1832.281,8.627,0,40,1,211
2946,1477.267,8.892,0,50,1,211
2947,3181.805,6.978,0,34,1,211
2948,1896.544,36.836,3,140,2,211
2949,1832.281,44.565,7,111,2,211
2950,1832.281,46.279,8,148,2,211
2951,1832.281,38.957,3,140,2,211
2952,1832.281,46.942,11,145,2,211
2953,1477.267,42.829,7,109,2,211
2954,3181.805,39.482,7,119,2,211
2955,1896.544,9.244,0,62,1,212
2956,1832.281,10.819,0,46,1,212
2957,1832.281,10.532,0,43,1,212
2958,1832.281,9.275,0,62,1,212
2959,1832.281,8.743,0,41,1,212
2960,1477.267,8.943,0,35,1,212
2961,3181.805,7.307,0,43,1,212
2962,1896.544,36.583,3,107,2,212
2963,1832.281,44.545,7,137,2,212
2964,1832.281,46.289,11,143,2,212
2965,1832.281,38.890,3,107,2,212
2966,1832.281,46.846,12,164,2,212
2967,1477.267,42.887,11,111,2,212
2968,3181.805,39.467,0,140,2,212
2969,1896.544,9.337,0,43,1,213
2970,1832.281,10.529,0,39,1,213
2971,1832.281,10.279,0,39,1,213
2972,1832.281,9.278,0,43,1,213
2973,1832.281,9.180,0,43,1,213
2974,1477.267,8.940,0,31,1,213
2975,3181.805,7.095,0,35,1,213
2976,1896.544,36.592,3,121,2,213
2977,1832.281,44.670,11,120,2,213
2978,1832.281,46.431,12,162,2,213
2979,1832.281,38.717,3,121,2,213
2980,1832.281,46.833,7,136,2,213
2981,1477.267,43.105,12,123,2,213
2982,3181.805,39.531,7,112,2,213
2983,1896.544,9.038,0,50,1,214
2984,1832.281,10.667,0,39,1,214
2985,1832.281,10.436,0,38,1,214
2986,1832.281,9.032,0,35,1,214
2987,1832.281,9.711,0,46,1,214
2988,1477.267,9.230,0,36,1,214
2989,3181.805,7.078,0,31,1,214
2990,1896.544,36.592,0,129,2,214
2991,1832.281,43.960,7,131,2,214
2992,1832.281,46.646,11,179,2,214
2993,1832.281,39.015,0,129,2,214
2994,1832.281,47.450,7,123,2,214
2995,1477.267,43.427,12,124,2,214
2996,3181.805,39.639,7,127,2,214
2997,1896.544,8.879,0,47,1,215
2998,1832.281,10.601,0,43,1,215
2999,1832.281,10.518,0,43,1,215
3000,1832.281,8.917,0,36,1,215
3001,1832.281,9.683,0,55,1,215
3002,1477.267,9.012,0,39,1,215
3003,3181.805,7.155,0,35,1,215
3004,1896.544,36.703,3,107,2,215
3005,1832.281,44.135,11,167,2,215
3006,1832.281,46.394,11,170,2,215
3007,1832.281,39.037,3,111,2,215
3008,1832.281,47.339,11,128,2,215
3009,1477.267,43.132,12,102,2,215
3010,3181.805,39.332,3,103,2,215
3011,1896.544,8.760,0,39,1,216
3012,1832.281,10.295,0,47,1,216
3013,1832.281,10.731,0,47,1,216
3014,1832.281,8.834,0,35,1,216
3015,1832.281,9.541,0,43,1,216
3016,1477.267,9.667,0,52,1,216
3017,3181.805,7.100,0,32,1,216
3018,1896.544,36.763,3,127,2,216
3019,1832.281,44.492,7,120,2,216
3020,1832.281,46.180,7,157,2,216
3021,1832.281,38.942,3,127,2,216
3022,1832.281,47.037,11,111,2,216
3023,1477.267,43.481,7,115,2,216
3024,3181.805,40.172,7,135,2,216
3025,1896.544,8.583,0,39,1,217
3026,1832.281,10.453,0,43,1,217
3027,1832.281,10.463,0,38,1,217
3028,1832.281,8.763,0,35,1,217
3029,1832.281,9.743,0,43,1,217
3030,1477.267,9.615,0,40,1,217
3031,3181.805,7.079,0,35,1,217
3032,1896.544,36.441,3,102,2,217
3033,1832.281,44.501,11,127,2,217
3034,1832.281,46.845,11,226,2,217
3035,1832.281,38.812,3,99,2,217
3036,1832.281,46.774,7,135,2,217
3037,1477.267,42.514,7,169,2,217
3038,3181.805,39.283,7,144,2,217
3039,1896.544,8.678,0,43,1,218
3040,1832.281,10.664,0,39,1,218
3041,1832.281,10.678,0,55,1,218
3042,1832.281,8.801,0,43,1,218
3043,1832.281,9.896,0,39,1,218
3044,1477.267,9.926,0,40,1,218
3045,3181.805,6.990,0,50,1,218
3046,1896.544,36.505,0,100,2,218
3047,1832.281,43.822,8,134,2,218
3048,1832.281,46.293,8,141,2,218
3049,1832.281,38.546,0,100,2,218
3050,1832.281,47.090,7,127,2,218
3051,1477.267,43.180,11,108,2,218
3052,3181.805,39.567,7,125,2,218
3053,1896.544,8.967,0,43,1,219
3054,1832.281,10.585,0,39,1,219
3055,1832.281,10.614,0,47,1,219
3056,1832.281,9.139,0,43,1,219
3057,1832.281,9.978,0,48,1,219
3058,1477.267,9.732,0,39,1,219
3059,3181.805,7.177,0,39,1,219
3060,1896.544,35.993,3,98,2,219
3061,1832.281,43.947,8,127,2,219
3062,1832.281,46.074,7,159,2,219
3063,1832.281,38.400,3,98,2,219
3064,1832.281,47.090,11,144,2,219
3065,1477.267,43.662,7,99,2,219
3066,3181.805,39.391,3,132,2,219
3067,1896.544,9.292,0,50,1,220
3068,1832.281,10.379,0,39,1,220
3069,1832.281,10.673,0,43,1,220
3070,1832.281,9.386,0,50,1,220
3071,1832.281,9.768,0,51,1,220
3072,1477.267,9.464,0,40,1,220
3073,3181.805,6.995,0,34,1,220
3074,1896.544,36.431,3,110,2,220
3075,1832.281,43.669,7,133,2,220
3076,1832.281,46.089,7,173,2,220
3077,1832.281,38.375,3,110,2,220
3078,1832.281,46.867,11,122,2,220
3079,1477.267,43.311,11,111,2,220
3080,3181.805,39.467,7,110,2,220
3081,1896.544,9.283,0,47,1,221
3082,1832.281,10.691,0,45,1,221
3083,1832.281,10.671,0,39,1,221
3084,1832.281,9.350,0,48,1,221
3085,1832.281,9.474,0,43,1,221
3086,1477.267,9.507,0,44,1,221
3087,3181.805,6.929,0,70,1,221
3088,1896.544,36.433,3,102,2,221
3089,1832.281,43.962,8,120,2,221
3090,1832.281,46.191,7,173,2,221
3091,1832.281,38.679,3,102,2,221
3092,1832.281,47.221,12,131,2,221
3093,1477.267,43.133,7,131,2,221
3094,3181.805,39.733,7,128,2,221
3095,1896.544,9.151,0,43,1,222
3096,1832.281,11.042,0,59,1,222
3097,1832.281,10.438,0,42,1,222
3098,1832.281,9.124,0,43,1,222
3099,1832.281,9.379,0,43,1,222
3100,1477.267,9.973,0,47,1,222
3101,3181.805,7.060,0,42,1,222
3102,1896.544,36.666,3,121,2,222
3103,1832.281,44.533,7,124,2,222
3104,1832.281,46.654,7,214,2,222
3105,1832.281,38.820,3,121,2,222
3106,1832.281,46.289,7,132,2,222
3107,1477.267,43.664,7,107,2,222
3108,3181.805,39.873,7,118,2,222
3109,1896.544,8.863,0,39,1,223
3110,1832.281,10.841,0,43,1,223
3111,1832.281,10.420,0,43,1,223
3112,1832.281,8.899,0,39,1,223
3113,1832.281,9.112,0,39,1,223
3114,1477.267,10.600,0,55,1,223
3115,3181.805,6.985,0,31,1,223
3116,1896.544,36.351,0,98,2,223
3117,1832.281,45.045,8,123,2,223
3118,1832.281,46.261,11,173,2,223
3119,1832.281,38.290,3,95,2,223
3120,1832.281,47.089,11,115,2,223
3121,1477.267,43.729,8,108,2,223
3122,3181.805,39.640,7,114,2,223
3123,1896.544,8.815,0,39,1,224
3124,1832.281,11.003,0,43,1,224
3125,1832.281,10.467,0,47,1,224
3126,1832.281,8.718,0,39,1,224
3127,1832.281,8.807,0,36,1,224
3128,1477.267,10.099,0,46,1,224
3129,3181.805,7.087,0,39,1,224
3130,1896.544,37.078,3,103,2,224
3131,1832.281,44.794,7,141,2,224
3132,1832.281,47.312,7,158,2,224
3133,1832.281,39.310,3,103,2,224
3134,1832.281,47.133,11,118,2,224
3135,1477.267,43.560,11,99,2,224
3136,3181.805,39.821,3,127,2,224
3137,1896.544,8.748,0,39,1,225
3138,1832.281,10.441,0,39,1,225
3139,1832.281,10.516,0,43,1,225
3140,1832.281,8.592,0,39,1,225
3141,1832.281,9.034,0,39,1,225
3142,1477.267,9.913,0,39,1,225
3143,3181.805,7.114,0,40,1,225
3144,1896.544,37.069,3,96,2,225
3145,1832.281,44.790,7,111,2,225
3146,1832.281,46.541,11,194,2,225
3147,1832.281,39.328,3,112,2,225
3148,1832.281,47.124,11,111,2,225
3149,1477.267,43.660,11,108,2,225
3150,3181.805,39.804,11,118,2,225
3151,1896.544,8.786,0,46,1,226
3152,1832.281,10.645,0,35,1,226
3153,1832.281,10.602,0,43,1,226
3154,1832.281,8.716,0,39,1,226
3155,1832.281,9.116,0,39,1,226
3156,1477.267,9.946,0,39,1,226
3157,3181.805,7.242,0,39,1,226
3158,1896.544,37.722,0,111,2,226
3159,1832.281,45.078,11,139,2,226
3160,1832.281,47.515,11,239,2,226
3161,1832.281,39.423,0,103,2,226
3162,1832.281,46.894,12,151,2,226
3163,1477.267,44.098,11,99,2,226
3164,3181.805,40.139,11,108,2,226
3165,1896.544,8.967,0,47,1,227
3166,1832.281,10.788,0,42,1,227
3167,1832.281,10.260,0,43,1,227
3168,1832.281,8.981,0,35,1,227
3169,1832.281,8.895,0,39,1,227
3170,1477.267,9.694,0,39,1,227
3171,3181.805,7.190,0,32,1,227
3172,1896.544,37.450,7,114,2,227
3173,1832.281,44.171,8,112,2,227
3174,1832.281,47.497,12,158,2,227
3175,1832.281,39.562,7,114,2,227
3176,1832.281,47.024,12,108,2,227
3177,1477.267,43.975,11,151,2,227
3178,3181.805,40.128,11,127,2,227
3179,1896.544,8.844,0,39,1,228
3180,1832.281,11.395,0,47,1,228
3181,1832.281,10.533,0,43,1,228
3182,1832.281,8.845,0,36,1,228
3183,1832.281,8.982,0,40,1,228
3184,1477.267,9.675,0,51,1,228
3185,3181.805,7.123,0,31,1,228
3186,1896.544,37.558,7,147,2,228
3187,1832.281,44.826,8,110,2,228
3188,1832.281,46.655,7,177,2,228
3189,1832.281,39.657,7,147,2,228
3190,1832.281,46.922,7,119,2,228
3191,1477.267,43.823,7,126,2,228
3192,3181.805,40.243,7,125,2,228
3193,1896.544,8.708,0,36,1,229
3194,1832.281,12.443,0,78,1,229
3195,1832.281,10.556,0,40,1,229
3196,1832.281,8.698,0,36,1,229
3197,1832.281,9.159,0,55,1,229
3198,1477.267,9.340,0,39,1,229
3199,3181.805,7.118,0,35,1,229
3200,1896.544,37.465,7,107,2,229
3201,1832.281,45.134,7,149,2,229
3202,1832.281,47.061,12,230,2,229
3203,1832.281,39.636,7,107,2,229
3204,1832.281,46.642,11,112,2,229
3205,1477.267,44.207,11,103,2,229
3206,3181.805,40.036,7,137,2,229
3207,1896.544,9.099,0,46,1,230
3208,1832.281,12.104,0,70,1,230
3209,1832.281,10.402,0,42,1,230
3210,1832.281,9.025,0,35,1,230
3211,1832.281,9.039,0,40,1,230
3212,1477.267,9.542,0,31,1,230
3213,3181.805,7.200,0,31,1,230
3214,1896.544,37.365,3,94,2,230
3215,1832.281,45.199,8,117,2,230
3216,1832.281,46.568,7,255,2,230
3217,1832.281,39.370,7,95,2,230
3218,1832.281,47.373,11,119,2,230
3219,1477.267,44.308,11,104,2,230
3220,3181.805,40.276,7,119,2,230
3221,1896.544,9.379,0,51,1,231
3222,1832.281,11.318,0,39,1,231
3223,1832.281,10.600,0,46,1,231
3224,1832.281,9.222,0,39,1,231
3225,1832.281,9.050,0,35,1,231
3226,1477.267,9.301,0,47,1,231
3227,3181.805,7.139,0,47,1,231
3228,1896.544,37.426,3,108,2,231
3229,1832.281,44.927,8,115,2,231
3230,1832.281,46.958,11,177,2,231
3231,1832.281,39.377,3,108,2,231
3232,1832.281,47.407,12,120,2,231
3233,1477.267,44.204,7,108,2,231
3234,3181.805,40.241,11,127,2,231
3235,1896.544,8.983,0,43,1,232
3236,1832.281,10.598,0,43,1,232
3237,1832.281,10.398,0,39,1,232
3238,1832.281,9.049,0,43,1,232
3239,1832.281,8.864,0,47,1,232
3240,1477.267,9.458,0,39,1,232
3241,3181.805,6.990,0,31,1,232
3242,1896.544,37.416,3,111,2,232
3243,1832.281,44.475,11,122,2,232
3244,1832.281,47.095,8,204,2,232
3245,1832.281,39.475,7,111,2,232
3246,1832.281,47.024,11,119,2,232
3247,1477.267,43.756,11,104,2,232
3248,3181.805,40.278,7,124,2,232
3249,1896.544,8.822,0,35,1,233
3250,1832.281,10.400,0,41,1,233
3251,1832.281,10.330,0,43,1,233
3252,1832.281,8.954,0,35,1,233
3253,1832.281,8.859,0,49,1,233
3254,1477.267,9.419,0,47,1,233
3255,3181.805,7.126,0,31,1,233
3256,1896.544,36.580,0,100,2,233
3257,1832.281,45.092,7,134,2,233
3258,1832.281,47.096,8,187,2,233
3259,1832.281,38.706,0,100,2,233
3260,1832.281,46.567,7,116,2,233
3261,1477.267,43.749,11,107,2,233
3262,3181.805,40.080,7,131,2,233
3263,1896.544,8.884,0,47,1,234
3264,1832.281,10.393,0,53,1,234
3265,1832.281,10.348,0,43,1,234
3266,1832.281,8.893,0,43,1,234
3267,1832.281,8.737,0,43,1,234
3268,1477.267,9.432,0,43,1,234
3269,3181.805,7.085,0,52,1,234
3270,1896.544,37.042,3,116,2,234
3271,1832.281,44.405,7,124,2,234
3272,1832.281,46.746,8,173,2,234
3273,1832.281,39.288,3,116,2,234
3274,1832.281,46.818,7,123,2,234
3275,1477.267,44.376,12,118,2,234
3276,3181.805,39.976,7,110,2,234
3277,1896.544,8.774,0,39,1,235
3278,1832.281,10.631,0,43,1,235
3279,1832.281,10.532,0,39,1,235
3280,1832.281,8.775,0,35,1,235
3281,1832.281,8.514,0,35,1,235
3282,1477.267,9.540,0,42,1,235
3283,3181.805,7.141,0,35,1,235
3284,1896.544,37.560,3,99,2,235
3285,1832.281,44.356,7,108,2,235
3286,1832.281,46.754,7,176,2,235
3287,1832.281,39.210,7,99,2,235
3288,1832.281,46.559,11,129,2,235
3289,1477.267,43.862,7,111,2,235
3290,3181.805,40.014,7,148,2,235
3291,1896.544,8.877,0,38,1,236
3292,1832.281,10.513,0,39,1,236
3293,1832.281,10.641,0,56,1,236
3294,1832.281,9.101,0,38,1,236
3295,1832.281,8.722,0,35,1,236
3296,1477.267,9.308,0,39,1,236
3297,3181.805,6.988,0,31,1,236
3298,1896.544,37.664,7,111,2,236
3299,1832.281,44.107,7,159,2,236
3300,1832.281,46.694,11,169,2,236
3301,1832.281,39.466,7,111,2,236
3302,1832.281,46.938,7,111,2,236
3303,1477.267,44.398,7,108,2,236
3304,3181.805,39.839,7,128,2,236
3305,1896.544,9.185,0,43,1,237
3306,1832.281,10.395,0,40,1,237
3307,1832.281,10.609,0,47,1,237
3308,1832.281,9.076,0,40,1,237
3309,1832.281,8.647,0,43,1,237
3310,1477.267,9.151,0,39,1,237
3311,3181.805,7.075,0,39,1,237
3312,1896.544,37.857,3,112,2,237
3313,1832.281,44.481,8,136,2,237
3314,1832.281,47.020,11,213,2,237
3315,1832.281,39.806,7,112,2,237
3316,1832.281,47.487,7,111,2,237
3317,1477.267,44.203,11,104,2,237
3318,3181.805,40.499,7,145,2,237
3319,1896.544,8.904,0,46,1,238
3320,1832.281,10.508,0,52,1,238
3321,1832.281,10.882,0,43,1,238
3322,1832.281,9.046,0,43,1,238
3323,1832.281,8.797,0,31,1,238
3324,1477.267,8.989,0,54,1,238
3325,3181.805,7.040,0,35,1,238
3326,1896.544,37.450,3,132,2,238
3327,1832.281,44.529,11,127,2,238
3328,1832.281,47.332,12,170,2,238
3329,1832.281,39.693,3,132,2,238
3330,1832.281,47.397,7,116,2,238
3331,1477.267,43.021,7,96,2,238
3332,3181.805,40.020,3,120,2,238
3333,1896.544,8.907,0,39,1,239
3334,1832.281,10.568,0,39,1,239
3335,1832.281,11.069,0,43,1,239
3336,1832.281,9.130,0,39,1,239
3337,1832.281,8.766,0,35,1,239
3338,1477.267,9.039,0,50,1,239
3339,3181.805,7.028,0,47,1,239
3340,1896.544,37.340,3,98,2,239
3341,1832.281,44.685,7,142,2,239
3342,1832.281,47.269,11,177,2,239
3343,1832.281,39.417,7,98,2,239
3344,1832.281,47.861,11,116,2,239
3345,1477.267,44.163,11,115,2,239
3346,3181.805,40.124,8,119,2,239
3347,1896.544,8.848,0,43,1,240
3348,1832.281,10.810,0,38,1,240
3349,1832.281,10.800,0,43,1,240
3350,1832.281,9.044,0,43,1,240
3351,1832.281,8.862,0,46,1,240
3352,1477.267,9.188,0,35,1,240
3353,3181.805,6.997,0,36,1,240
3354,1896.544,36.745,3,114,2,240
3355,1832.281,44.532,7,126,2,240
3356,1832.281,47.291,11,223,2,240
3357,1832.281,38.956,3,99,2,240
3358,1832.281,47.068,12,116,2,240
3359,1477.267,43.641,8,104,2,240
3360,3181.805,40.209,7,115,2,240
3361,1896.544,8.769,0,39,1,241
3362,1832.281,11.321,0,59,1,241
3363,1832.281,11.050,0,54,1,241
3364,1832.281,8.856,0,39,1,241
3365,1832.281,8.858,0,72,1,241
3366,1477.267,9.191,0,32,1,241
3367,3181.805,7.044,0,31,1,241
3368,1896.544,37.335,3,107,2,241
3369,1832.281,44.832,7,132,2,241
3370,1832.281,47.609,7,222,2,241
3371,1832.281,39.180,3,100,2,241
3372,1832.281,47.718,11,114,2,241
3373,1477.267,43.633,11,128,2,241
3374,3181.805,40.369,7,124,2,241
3375,1896.544,8.821,0,43,1,242
3376,1832.281,11.516,0,56,1,242
3377,1832.281,10.809,0,46,1,242
3378,1832.281,8.869,0,42,1,242
3379,1832.281,8.555,0,39,1,242
3380,1477.267,9.003,0,54,1,242
3381,3181.805,7.051,0,31,1,242
3382,1896.544,37.345,3,115,2,242
3383,1832.281,44.808,7,156,2,242
3384,1832.281,46.878,11,172,2,242
3385,1832.281,39.297,3,115,2,242
3386,1832.281,47.071,11,131,2,242
3387,1477.267,43.716,11,117,2,242
3388,3181.805,39.696,8,131,2,242
3389,1896.544,8.700,0,47,1,243
3390,1832.281,11.636,0,47,1,243
3391,1832.281,10.513,0,43,1,243
3392,1832.281,8.747,0,39,1,243
3393,1832.281,8.636,0,39,1,243
3394,1477.267,9.278,0,39,1,243
3395,3181.805,6.972,0,31,1,243
3396,1896.544,36.916,3,108,2,243
3397,1832.281,44.796,11,128,2,243
3398,1832.281,47.511,7,245,2,243
3399,1832.281,38.936,3,108,2,243
3400,1832.281,47.184,8,115,2,243
3401,1477.267,43.923,11,104,2,243
3402,3181.805,40.550,7,140,2,243
3403,1896.544,8.826,0,47,1,244
3404,1832.281,11.103,0,43,1,244
3405,1832.281,10.691,0,47,1,244
3406,1832.281,8.962,0,47,1,244
3407,1832.281,8.521,0,39,1,244
3408,1477.267,9.749,0,39,1,244
3409,3181.805,7.032,0,31,1,244
3410,1896.544,37.449,0,108,2,244
3411,1832.281,44.147,7,140,2,244
3412,1832.281,47.122,7,207,2,244
3413,1832.281,39.318,0,108,2,244
3414,1832.281,47.879,11,129,2,244
3415,1477.267,43.892,7,128,2,244
3416,3181.805,40.261,7,132,2,244
3417,1896.544,8.962,0,39,1,245
3418,1832.281,10.876,0,52,1,245
3419,1832.281,10.417,0,39,1,245
