"","ROI","Area","Mean","Min","Max","Channel","Frame","Time","SensorName","ROIName"
"10602",2,1068.017,8.174,0,43,1,1061,3180,"GFP","Airpore Old 2"
"10603",3,1068.017,7.657,0,42,1,1061,3180,"GFP","Airpore Old 3"
"10604",4,1068.017,9.033,0,50,1,1061,3180,"GFP","Airpore Medium 1"
"10605",5,2248.08,6.719,0,42,1,1061,3180,"GFP","background"
"10606",1,1068.017,39.185,7,170,2,1061,3180,"RFP","Airpore Old 1"
"10607",2,1068.017,40.672,7,103,2,1061,3180,"RFP","Airpore Old 2"
"10608",3,1068.017,39.471,3,175,2,1061,3180,"RFP","Airpore Old 3"
"10609",4,1068.017,38.348,3,108,2,1061,3180,"RFP","Airpore Medium 1"
"10610",5,2248.08,47.067,7,255,2,1061,3180,"RFP","background"
"10611",1,1068.017,8.008,0,31,1,1062,3183,"GFP","Airpore Old 1"
"10612",2,1068.017,8.243,0,39,1,1062,3183,"GFP","Airpore Old 2"
"10613",3,1068.017,7.574,0,31,1,1062,3183,"GFP","Airpore Old 3"
"10614",4,1068.017,9.752,0,51,1,1062,3183,"GFP","Airpore Medium 1"
"10615",5,2248.08,6.654,0,39,1,1062,3183,"GFP","background"
"10616",1,1068.017,38.863,7,130,2,1062,3183,"RFP","Airpore Old 1"
"10617",2,1068.017,41.305,7,113,2,1062,3183,"RFP","Airpore Old 2"
"10618",3,1068.017,39.078,3,112,2,1062,3183,"RFP","Airpore Old 3"
"10619",4,1068.017,38.683,3,102,2,1062,3183,"RFP","Airpore Medium 1"
"10620",5,2248.08,46.652,3,255,2,1062,3183,"RFP","background"
"10621",1,1068.017,8.163,0,39,1,1063,3186,"GFP","Airpore Old 1"
"10622",2,1068.017,8.28,0,39,1,1063,3186,"GFP","Airpore Old 2"
"10623",3,1068.017,7.561,0,35,1,1063,3186,"GFP","Airpore Old 3"
"10624",4,1068.017,9.368,0,56,1,1063,3186,"GFP","Airpore Medium 1"
"10625",5,2248.08,6.592,0,43,1,1063,3186,"GFP","background"
"10626",1,1068.017,39.119,7,147,2,1063,3186,"RFP","Airpore Old 1"
"10627",2,1068.017,40.816,7,112,2,1063,3186,"RFP","Airpore Old 2"
"10628",3,1068.017,38.828,3,99,2,1063,3186,"RFP","Airpore Old 3"
"10629",4,1068.017,38.846,3,104,2,1063,3186,"RFP","Airpore Medium 1"
"10630",5,2248.08,46.741,7,255,2,1063,3186,"RFP","background"
"10631",1,1068.017,8.084,0,36,1,1064,3189,"GFP","Airpore Old 1"
"10632",2,1068.017,8.335,0,35,1,1064,3189,"GFP","Airpore Old 2"
"10633",3,1068.017,7.65,0,36,1,1064,3189,"GFP","Airpore Old 3"
"10634",4,1068.017,9.092,0,47,1,1064,3189,"GFP","Airpore Medium 1"
"10635",5,2248.08,6.671,0,40,1,1064,3189,"GFP","background"
"10636",1,1068.017,38.856,8,143,2,1064,3189,"RFP","Airpore Old 1"
"10637",2,1068.017,41.193,8,104,2,1064,3189,"RFP","Airpore Old 2"
"10638",3,1068.017,38.964,3,153,2,1064,3189,"RFP","Airpore Old 3"
"10639",4,1068.017,39.05,3,107,2,1064,3189,"RFP","Airpore Medium 1"
"10640",5,2248.08,47.187,3,255,2,1064,3189,"RFP","background"
"10641",1,1068.017,7.881,0,35,1,1065,3192,"GFP","Airpore Old 1"
"10642",2,1068.017,8.343,0,36,1,1065,3192,"GFP","Airpore Old 2"
"10643",3,1068.017,7.565,0,35,1,1065,3192,"GFP","Airpore Old 3"
"10644",4,1068.017,8.753,0,38,1,1065,3192,"GFP","Airpore Medium 1"
"10645",5,2248.08,6.577,0,36,1,1065,3192,"GFP","background"
"10646",1,1068.017,38.837,7,133,2,1065,3192,"RFP","Airpore Old 1"
"10647",2,1068.017,40.651,7,108,2,1065,3192,"RFP","Airpore Old 2"
"10648",3,1068.017,38.985,3,114,2,1065,3192,"RFP","Airpore Old 3"
"10649",4,1068.017,38.269,3,111,2,1065,3192,"RFP","Airpore Medium 1"
"10650",5,2248.08,46.987,3,255,2,1065,3192,"RFP","background"
"10651",1,1068.017,8.051,0,43,1,1066,3195,"GFP","Airpore Old 1"
"10652",2,1068.017,8.273,0,35,1,1066,3195,"GFP","Airpore Old 2"
"10653",3,1068.017,7.543,0,35,1,1066,3195,"GFP","Airpore Old 3"
"10654",4,1068.017,8.947,0,35,1,1066,3195,"GFP","Airpore Medium 1"
"10655",5,2248.08,6.521,0,31,1,1066,3195,"GFP","background"
"10656",1,1068.017,38.786,7,155,2,1066,3195,"RFP","Airpore Old 1"
"10657",2,1068.017,40.292,7,119,2,1066,3195,"RFP","Airpore Old 2"
"10658",3,1068.017,38.985,3,102,2,1066,3195,"RFP","Airpore Old 3"
"10659",4,1068.017,38.44,7,111,2,1066,3195,"RFP","Airpore Medium 1"
"10660",5,2248.08,46.61,3,255,2,1066,3195,"RFP","background"
"10661",1,1068.017,8.181,0,35,1,1067,3198,"GFP","Airpore Old 1"
"10662",2,1068.017,8.474,0,35,1,1067,3198,"GFP","Airpore Old 2"
"10663",3,1068.017,7.638,0,45,1,1067,3198,"GFP","Airpore Old 3"
"10664",4,1068.017,8.754,0,46,1,1067,3198,"GFP","Airpore Medium 1"
"10665",5,2248.08,6.557,0,35,1,1067,3198,"GFP","background"
"10666",1,1068.017,38.737,7,133,2,1067,3198,"RFP","Airpore Old 1"
"10667",2,1068.017,40.448,3,106,2,1067,3198,"RFP","Airpore Old 2"
"10668",3,1068.017,39.093,3,100,2,1067,3198,"RFP","Airpore Old 3"
"10669",4,1068.017,38.284,3,137,2,1067,3198,"RFP","Airpore Medium 1"
"10670",5,2248.08,46.35,7,255,2,1067,3198,"RFP","background"
"10671",1,1068.017,8.237,0,35,1,1068,3201,"GFP","Airpore Old 1"
"10672",2,1068.017,8.11,0,38,1,1068,3201,"GFP","Airpore Old 2"
"10673",3,1068.017,7.485,0,31,1,1068,3201,"GFP","Airpore Old 3"
"10674",4,1068.017,8.648,0,35,1,1068,3201,"GFP","Airpore Medium 1"
"10675",5,2248.08,6.529,0,33,1,1068,3201,"GFP","background"
"10676",1,1068.017,39.203,7,134,2,1068,3201,"RFP","Airpore Old 1"
"10677",2,1068.017,40.173,7,116,2,1068,3201,"RFP","Airpore Old 2"
"10678",3,1068.017,39.073,3,125,2,1068,3201,"RFP","Airpore Old 3"
"10679",4,1068.017,38.41,3,104,2,1068,3201,"RFP","Airpore Medium 1"
"10680",5,2248.08,46.453,3,255,2,1068,3201,"RFP","background"
"10681",1,1068.017,8.323,0,40,1,1069,3204,"GFP","Airpore Old 1"
"10682",2,1068.017,8.065,0,34,1,1069,3204,"GFP","Airpore Old 2"
"10683",3,1068.017,7.75,0,43,1,1069,3204,"GFP","Airpore Old 3"
"10684",4,1068.017,8.733,0,39,1,1069,3204,"GFP","Airpore Medium 1"
"10685",5,2248.08,6.704,0,56,1,1069,3204,"GFP","background"
"10686",1,1068.017,38.323,3,163,2,1069,3204,"RFP","Airpore Old 1"
"10687",2,1068.017,40.696,7,148,2,1069,3204,"RFP","Airpore Old 2"
"10688",3,1068.017,38.577,3,103,2,1069,3204,"RFP","Airpore Old 3"
"10689",4,1068.017,37.863,3,171,2,1069,3204,"RFP","Airpore Medium 1"
"10690",5,2248.08,46.379,3,255,2,1069,3204,"RFP","background"
"10691",1,1068.017,8.24,0,41,1,1070,3207,"GFP","Airpore Old 1"
"10692",2,1068.017,8.318,0,43,1,1070,3207,"GFP","Airpore Old 2"
"10693",3,1068.017,7.469,0,37,1,1070,3207,"GFP","Airpore Old 3"
"10694",4,1068.017,8.744,0,52,1,1070,3207,"GFP","Airpore Medium 1"
"10695",5,2248.08,6.617,0,31,1,1070,3207,"GFP","background"
"10696",1,1068.017,38.915,7,143,2,1070,3207,"RFP","Airpore Old 1"
"10697",2,1068.017,40.655,7,132,2,1070,3207,"RFP","Airpore Old 2"
"10698",3,1068.017,38.578,3,117,2,1070,3207,"RFP","Airpore Old 3"
"10699",4,1068.017,38.448,7,111,2,1070,3207,"RFP","Airpore Medium 1"
"10700",5,2248.08,46.966,3,255,2,1070,3207,"RFP","background"
"10701",1,1068.017,8.515,0,39,1,1071,3210,"GFP","Airpore Old 1"
"10702",2,1068.017,8.129,0,40,1,1071,3210,"GFP","Airpore Old 2"
"10703",3,1068.017,7.757,0,36,1,1071,3210,"GFP","Airpore Old 3"
"10704",4,1068.017,8.708,0,35,1,1071,3210,"GFP","Airpore Medium 1"
"10705",5,2248.08,6.706,0,31,1,1071,3210,"GFP","background"
"10706",1,1068.017,38.894,3,127,2,1071,3210,"RFP","Airpore Old 1"
"10707",2,1068.017,40.868,7,120,2,1071,3210,"RFP","Airpore Old 2"
"10708",3,1068.017,39.289,7,221,2,1071,3210,"RFP","Airpore Old 3"
"10709",4,1068.017,39.092,3,100,2,1071,3210,"RFP","Airpore Medium 1"
"10710",5,2248.08,46.818,3,255,2,1071,3210,"RFP","background"
"10711",1,1068.017,8.528,0,40,1,1072,3213,"GFP","Airpore Old 1"
"10712",2,1068.017,8.157,0,50,1,1072,3213,"GFP","Airpore Old 2"
"10713",3,1068.017,7.669,0,35,1,1072,3213,"GFP","Airpore Old 3"
"10714",4,1068.017,8.853,0,39,1,1072,3213,"GFP","Airpore Medium 1"
"10715",5,2248.08,6.699,0,31,1,1072,3213,"GFP","background"
"10716",1,1068.017,38.472,3,127,2,1072,3213,"RFP","Airpore Old 1"
"10717",2,1068.017,41.074,7,128,2,1072,3213,"RFP","Airpore Old 2"
"10718",3,1068.017,38.798,3,104,2,1072,3213,"RFP","Airpore Old 3"
"10719",4,1068.017,38.446,3,125,2,1072,3213,"RFP","Airpore Medium 1"
"10720",5,2248.08,46.915,7,255,2,1072,3213,"RFP","background"
"10721",1,1068.017,8.664,0,40,1,1073,3216,"GFP","Airpore Old 1"
"10722",2,1068.017,8.295,0,49,1,1073,3216,"GFP","Airpore Old 2"
"10723",3,1068.017,7.606,0,32,1,1073,3216,"GFP","Airpore Old 3"
"10724",4,1068.017,8.89,0,44,1,1073,3216,"GFP","Airpore Medium 1"
"10725",5,2248.08,6.544,0,56,1,1073,3216,"GFP","background"
"10726",1,1068.017,39.125,8,143,2,1073,3216,"RFP","Airpore Old 1"
"10727",2,1068.017,40.574,7,107,2,1073,3216,"RFP","Airpore Old 2"
"10728",3,1068.017,38.955,3,107,2,1073,3216,"RFP","Airpore Old 3"
"10729",4,1068.017,38.499,3,115,2,1073,3216,"RFP","Airpore Medium 1"
"10730",5,2248.08,46.999,3,255,2,1073,3216,"RFP","background"
"10731",1,1068.017,8.733,0,39,1,1074,3219,"GFP","Airpore Old 1"
"10732",2,1068.017,8.301,0,47,1,1074,3219,"GFP","Airpore Old 2"
"10733",3,1068.017,7.754,0,43,1,1074,3219,"GFP","Airpore Old 3"
"10734",4,1068.017,8.749,0,39,1,1074,3219,"GFP","Airpore Medium 1"
"10735",5,2248.08,6.591,0,46,1,1074,3219,"GFP","background"
"10736",1,1068.017,38.839,7,132,2,1074,3219,"RFP","Airpore Old 1"
"10737",2,1068.017,41.162,7,116,2,1074,3219,"RFP","Airpore Old 2"
"10738",3,1068.017,39.011,0,109,2,1074,3219,"RFP","Airpore Old 3"
"10739",4,1068.017,38.312,3,250,2,1074,3219,"RFP","Airpore Medium 1"
"10740",5,2248.08,46.806,7,255,2,1074,3219,"RFP","background"
"10741",1,1068.017,8.705,0,77,1,1075,3222,"GFP","Airpore Old 1"
"10742",2,1068.017,8.139,0,39,1,1075,3222,"GFP","Airpore Old 2"
"10743",3,1068.017,7.772,0,40,1,1075,3222,"GFP","Airpore Old 3"
"10744",4,1068.017,8.854,0,38,1,1075,3222,"GFP","Airpore Medium 1"
"10745",5,2248.08,6.584,0,36,1,1075,3222,"GFP","background"
"10746",1,1068.017,39.286,3,157,2,1075,3222,"RFP","Airpore Old 1"
"10747",2,1068.017,40.732,7,99,2,1075,3222,"RFP","Airpore Old 2"
"10748",3,1068.017,39.12,3,99,2,1075,3222,"RFP","Airpore Old 3"
"10749",4,1068.017,38.24,3,96,2,1075,3222,"RFP","Airpore Medium 1"
"10750",5,2248.08,47.05,3,255,2,1075,3222,"RFP","background"
"10751",1,1068.017,8.575,0,43,1,1076,3225,"GFP","Airpore Old 1"
"10752",2,1068.017,8.136,0,39,1,1076,3225,"GFP","Airpore Old 2"
"10753",3,1068.017,7.709,0,32,1,1076,3225,"GFP","Airpore Old 3"
"10754",4,1068.017,8.796,0,39,1,1076,3225,"GFP","Airpore Medium 1"
"10755",5,2248.08,6.68,0,37,1,1076,3225,"GFP","background"
"10756",1,1068.017,38.823,3,138,2,1076,3225,"RFP","Airpore Old 1"
"10757",2,1068.017,41.121,11,100,2,1076,3225,"RFP","Airpore Old 2"
"10758",3,1068.017,38.83,3,127,2,1076,3225,"RFP","Airpore Old 3"
"10759",4,1068.017,38.965,7,108,2,1076,3225,"RFP","Airpore Medium 1"
"10760",5,2248.08,46.929,3,255,2,1076,3225,"RFP","background"
"10761",1,1068.017,8.449,0,52,1,1077,3228,"GFP","Airpore Old 1"
"10762",2,1068.017,8.248,0,51,1,1077,3228,"GFP","Airpore Old 2"
"10763",3,1068.017,7.667,0,35,1,1077,3228,"GFP","Airpore Old 3"
"10764",4,1068.017,8.788,0,39,1,1077,3228,"GFP","Airpore Medium 1"
"10765",5,2248.08,6.776,0,50,1,1077,3228,"GFP","background"
"10766",1,1068.017,39.131,7,130,2,1077,3228,"RFP","Airpore Old 1"
"10767",2,1068.017,41.333,7,95,2,1077,3228,"RFP","Airpore Old 2"
"10768",3,1068.017,39.001,0,104,2,1077,3228,"RFP","Airpore Old 3"
"10769",4,1068.017,38.707,3,136,2,1077,3228,"RFP","Airpore Medium 1"
"10770",5,2248.08,46.83,3,255,2,1077,3228,"RFP","background"
"10771",1,1068.017,8.276,0,54,1,1078,3231,"GFP","Airpore Old 1"
"10772",2,1068.017,8.276,0,43,1,1078,3231,"GFP","Airpore Old 2"
"10773",3,1068.017,7.794,0,38,1,1078,3231,"GFP","Airpore Old 3"
"10774",4,1068.017,8.846,0,43,1,1078,3231,"GFP","Airpore Medium 1"
"10775",5,2248.08,6.771,0,31,1,1078,3231,"GFP","background"
"10776",1,1068.017,38.913,7,119,2,1078,3231,"RFP","Airpore Old 1"
"10777",2,1068.017,40.813,8,116,2,1078,3231,"RFP","Airpore Old 2"
"10778",3,1068.017,39.064,3,109,2,1078,3231,"RFP","Airpore Old 3"
"10779",4,1068.017,38.517,3,105,2,1078,3231,"RFP","Airpore Medium 1"
"10780",5,2248.08,46.902,3,255,2,1078,3231,"RFP","background"
"10781",1,1068.017,8.296,0,40,1,1079,3234,"GFP","Airpore Old 1"
"10782",2,1068.017,8.802,0,40,1,1079,3234,"GFP","Airpore Old 2"
"10783",3,1068.017,7.806,0,31,1,1079,3234,"GFP","Airpore Old 3"
"10784",4,1068.017,8.924,0,39,1,1079,3234,"GFP","Airpore Medium 1"
"10785",5,2248.08,6.598,0,36,1,1079,3234,"GFP","background"
"10786",1,1068.017,38.951,7,150,2,1079,3234,"RFP","Airpore Old 1"
"10787",2,1068.017,41.344,3,115,2,1079,3234,"RFP","Airpore Old 2"
"10788",3,1068.017,39.299,7,104,2,1079,3234,"RFP","Airpore Old 3"
"10789",4,1068.017,38.477,7,119,2,1079,3234,"RFP","Airpore Medium 1"
"10790",5,2248.08,46.997,3,255,2,1079,3234,"RFP","background"
"10791",1,1068.017,8.108,0,43,1,1080,3237,"GFP","Airpore Old 1"
"10792",2,1068.017,9.387,0,40,1,1080,3237,"GFP","Airpore Old 2"
"10793",3,1068.017,7.57,0,34,1,1080,3237,"GFP","Airpore Old 3"
"10794",4,1068.017,9.075,0,39,1,1080,3237,"GFP","Airpore Medium 1"
"10795",5,2248.08,6.573,0,39,1,1080,3237,"GFP","background"
"10796",1,1068.017,38.229,7,140,2,1080,3237,"RFP","Airpore Old 1"
"10797",2,1068.017,40.734,7,130,2,1080,3237,"RFP","Airpore Old 2"
"10798",3,1068.017,38.746,3,103,2,1080,3237,"RFP","Airpore Old 3"
"10799",4,1068.017,38.078,7,96,2,1080,3237,"RFP","Airpore Medium 1"
"10800",5,2248.08,46.379,7,255,2,1080,3237,"RFP","background"
"10801",1,1068.017,8.065,0,50,1,1081,3240,"GFP","Airpore Old 1"
"10802",2,1068.017,8.839,0,42,1,1081,3240,"GFP","Airpore Old 2"
"10803",3,1068.017,7.693,0,32,1,1081,3240,"GFP","Airpore Old 3"
"10804",4,1068.017,9.359,0,51,1,1081,3240,"GFP","Airpore Medium 1"
"10805",5,2248.08,6.614,0,44,1,1081,3240,"GFP","background"
"10806",1,1068.017,38.134,7,123,2,1081,3240,"RFP","Airpore Old 1"
"10807",2,1068.017,40.779,7,127,2,1081,3240,"RFP","Airpore Old 2"
"10808",3,1068.017,38.828,3,254,2,1081,3240,"RFP","Airpore Old 3"
"10809",4,1068.017,38.094,3,101,2,1081,3240,"RFP","Airpore Medium 1"
"10810",5,2248.08,46.635,7,255,2,1081,3240,"RFP","background"
"10811",1,1068.017,8.21,0,52,1,1082,3243,"GFP","Airpore Old 1"
"10812",2,1068.017,9.381,0,47,1,1082,3243,"GFP","Airpore Old 2"
"10813",3,1068.017,7.674,0,39,1,1082,3243,"GFP","Airpore Old 3"
"10814",4,1068.017,9.04,0,39,1,1082,3243,"GFP","Airpore Medium 1"
"10815",5,2248.08,6.609,0,43,1,1082,3243,"GFP","background"
"10816",1,1068.017,38.19,7,167,2,1082,3243,"RFP","Airpore Old 1"
"10817",2,1068.017,40.422,7,116,2,1082,3243,"RFP","Airpore Old 2"
"10818",3,1068.017,38.497,3,112,2,1082,3243,"RFP","Airpore Old 3"
"10819",4,1068.017,38.057,7,126,2,1082,3243,"RFP","Airpore Medium 1"
"10820",5,2248.08,46.519,7,255,2,1082,3243,"RFP","background"
"10821",1,1068.017,7.971,0,39,1,1083,3246,"GFP","Airpore Old 1"
"10822",2,1068.017,9.391,0,47,1,1083,3246,"GFP","Airpore Old 2"
"10823",3,1068.017,7.778,0,35,1,1083,3246,"GFP","Airpore Old 3"
"10824",4,1068.017,9.25,0,46,1,1083,3246,"GFP","Airpore Medium 1"
"10825",5,2248.08,6.675,0,54,1,1083,3246,"GFP","background"
"10826",1,1068.017,38.41,8,135,2,1083,3246,"RFP","Airpore Old 1"
"10827",2,1068.017,40.855,3,120,2,1083,3246,"RFP","Airpore Old 2"
"10828",3,1068.017,38.783,3,204,2,1083,3246,"RFP","Airpore Old 3"
"10829",4,1068.017,38.323,3,120,2,1083,3246,"RFP","Airpore Medium 1"
"10830",5,2248.08,46.617,3,255,2,1083,3246,"RFP","background"
"10831",1,1068.017,8.029,0,35,1,1084,3249,"GFP","Airpore Old 1"
"10832",2,1068.017,9.851,0,54,1,1084,3249,"GFP","Airpore Old 2"
"10833",3,1068.017,8.104,0,35,1,1084,3249,"GFP","Airpore Old 3"
"10834",4,1068.017,9.127,0,51,1,1084,3249,"GFP","Airpore Medium 1"
"10835",5,2248.08,6.57,0,36,1,1084,3249,"GFP","background"
"10836",1,1068.017,38.536,7,115,2,1084,3249,"RFP","Airpore Old 1"
"10837",2,1068.017,41.271,7,147,2,1084,3249,"RFP","Airpore Old 2"
"10838",3,1068.017,38.804,3,101,2,1084,3249,"RFP","Airpore Old 3"
"10839",4,1068.017,37.706,7,121,2,1084,3249,"RFP","Airpore Medium 1"
"10840",5,2248.08,46.68,3,255,2,1084,3249,"RFP","background"
"10841",1,1068.017,8.148,0,43,1,1085,3252,"GFP","Airpore Old 1"
"10842",2,1068.017,9.922,0,55,1,1085,3252,"GFP","Airpore Old 2"
"10843",3,1068.017,7.971,0,37,1,1085,3252,"GFP","Airpore Old 3"
"10844",4,1068.017,9.921,0,43,1,1085,3252,"GFP","Airpore Medium 1"
"10845",5,2248.08,6.571,0,37,1,1085,3252,"GFP","background"
"10846",1,1068.017,38.724,7,142,2,1085,3252,"RFP","Airpore Old 1"
"10847",2,1068.017,41.068,11,116,2,1085,3252,"RFP","Airpore Old 2"
"10848",3,1068.017,38.947,3,115,2,1085,3252,"RFP","Airpore Old 3"
"10849",4,1068.017,38.674,3,120,2,1085,3252,"RFP","Airpore Medium 1"
"10850",5,2248.08,47.098,7,255,2,1085,3252,"RFP","background"
"10851",1,1068.017,8.173,0,31,1,1086,3255,"GFP","Airpore Old 1"
"10852",2,1068.017,9.599,0,43,1,1086,3255,"GFP","Airpore Old 2"
"10853",3,1068.017,7.769,0,40,1,1086,3255,"GFP","Airpore Old 3"
"10854",4,1068.017,9.588,0,40,1,1086,3255,"GFP","Airpore Medium 1"
"10855",5,2248.08,6.596,0,35,1,1086,3255,"GFP","background"
"10856",1,1068.017,38.498,3,127,2,1086,3255,"RFP","Airpore Old 1"
"10857",2,1068.017,41.199,7,127,2,1086,3255,"RFP","Airpore Old 2"
"10858",3,1068.017,39.196,3,99,2,1086,3255,"RFP","Airpore Old 3"
"10859",4,1068.017,39.18,3,123,2,1086,3255,"RFP","Airpore Medium 1"
"10860",5,2248.08,46.916,3,255,2,1086,3255,"RFP","background"
"10861",1,1068.017,8.287,0,47,1,1087,3258,"GFP","Airpore Old 1"
"10862",2,1068.017,9.132,0,39,1,1087,3258,"GFP","Airpore Old 2"
"10863",3,1068.017,8.02,0,63,1,1087,3258,"GFP","Airpore Old 3"
"10864",4,1068.017,9.715,0,39,1,1087,3258,"GFP","Airpore Medium 1"
"10865",5,2248.08,6.611,0,35,1,1087,3258,"GFP","background"
"10866",1,1068.017,38.687,3,121,2,1087,3258,"RFP","Airpore Old 1"
"10867",2,1068.017,41.288,7,112,2,1087,3258,"RFP","Airpore Old 2"
"10868",3,1068.017,39.54,3,105,2,1087,3258,"RFP","Airpore Old 3"
"10869",4,1068.017,38.433,3,171,2,1087,3258,"RFP","Airpore Medium 1"
"10870",5,2248.08,46.902,7,255,2,1087,3258,"RFP","background"
"10871",1,1068.017,8.552,0,51,1,1088,3261,"GFP","Airpore Old 1"
"10872",2,1068.017,8.991,0,43,1,1088,3261,"GFP","Airpore Old 2"
"10873",3,1068.017,7.851,0,51,1,1088,3261,"GFP","Airpore Old 3"
"10874",4,1068.017,10.165,0,49,1,1088,3261,"GFP","Airpore Medium 1"
"10875",5,2248.08,6.597,0,31,1,1088,3261,"GFP","background"
"10876",1,1068.017,38.763,3,140,2,1088,3261,"RFP","Airpore Old 1"
"10877",2,1068.017,41.48,7,128,2,1088,3261,"RFP","Airpore Old 2"
"10878",3,1068.017,39.156,3,102,2,1088,3261,"RFP","Airpore Old 3"
"10879",4,1068.017,39.042,3,116,2,1088,3261,"RFP","Airpore Medium 1"
"10880",5,2248.08,46.999,3,255,2,1088,3261,"RFP","background"
"10881",1,1068.017,9.263,0,51,1,1089,3264,"GFP","Airpore Old 1"
"10882",2,1068.017,8.83,0,39,1,1089,3264,"GFP","Airpore Old 2"
"10883",3,1068.017,8.101,0,43,1,1089,3264,"GFP","Airpore Old 3"
"10884",4,1068.017,10.541,0,51,1,1089,3264,"GFP","Airpore Medium 1"
"10885",5,2248.08,6.565,0,35,1,1089,3264,"GFP","background"
"10886",1,1068.017,38.935,3,108,2,1089,3264,"RFP","Airpore Old 1"
"10887",2,1068.017,41.177,7,115,2,1089,3264,"RFP","Airpore Old 2"
"10888",3,1068.017,39.381,7,184,2,1089,3264,"RFP","Airpore Old 3"
"10889",4,1068.017,38.95,0,160,2,1089,3264,"RFP","Airpore Medium 1"
"10890",5,2248.08,47.033,7,255,2,1089,3264,"RFP","background"
"10891",1,1068.017,9.048,0,47,1,1090,3267,"GFP","Airpore Old 1"
"10892",2,1068.017,8.788,0,46,1,1090,3267,"GFP","Airpore Old 2"
"10893",3,1068.017,8.568,0,51,1,1090,3267,"GFP","Airpore Old 3"
"10894",4,1068.017,9.952,0,46,1,1090,3267,"GFP","Airpore Medium 1"
"10895",5,2248.08,6.649,0,35,1,1090,3267,"GFP","background"
"10896",1,1068.017,38.344,7,124,2,1090,3267,"RFP","Airpore Old 1"
"10897",2,1068.017,40.956,3,112,2,1090,3267,"RFP","Airpore Old 2"
"10898",3,1068.017,39.182,3,107,2,1090,3267,"RFP","Airpore Old 3"
"10899",4,1068.017,38.709,3,119,2,1090,3267,"RFP","Airpore Medium 1"
"10900",5,2248.08,47.272,3,255,2,1090,3267,"RFP","background"
"10901",1,1068.017,8.482,0,39,1,1091,3270,"GFP","Airpore Old 1"
"10902",2,1068.017,8.779,0,43,1,1091,3270,"GFP","Airpore Old 2"
"10903",3,1068.017,8.719,0,35,1,1091,3270,"GFP","Airpore Old 3"
"10904",4,1068.017,9.865,0,50,1,1091,3270,"GFP","Airpore Medium 1"
"10905",5,2248.08,6.596,0,31,1,1091,3270,"GFP","background"
"10906",1,1068.017,39.364,7,127,2,1091,3270,"RFP","Airpore Old 1"
"10907",2,1068.017,40.924,8,112,2,1091,3270,"RFP","Airpore Old 2"
"10908",3,1068.017,39.081,0,99,2,1091,3270,"RFP","Airpore Old 3"
"10909",4,1068.017,38.686,3,92,2,1091,3270,"RFP","Airpore Medium 1"
"10910",5,2248.08,47.081,3,255,2,1091,3270,"RFP","background"
"10911",1,1068.017,8.268,0,35,1,1092,3273,"GFP","Airpore Old 1"
"10912",2,1068.017,8.786,0,42,1,1092,3273,"GFP","Airpore Old 2"
"10913",3,1068.017,8.503,0,43,1,1092,3273,"GFP","Airpore Old 3"
"10914",4,1068.017,9.488,0,43,1,1092,3273,"GFP","Airpore Medium 1"
"10915",5,2248.08,6.6,0,39,1,1092,3273,"GFP","background"
"10916",1,1068.017,39.011,3,142,2,1092,3273,"RFP","Airpore Old 1"
"10917",2,1068.017,41.504,8,124,2,1092,3273,"RFP","Airpore Old 2"
"10918",3,1068.017,39.4,3,104,2,1092,3273,"RFP","Airpore Old 3"
"10919",4,1068.017,38.92,7,107,2,1092,3273,"RFP","Airpore Medium 1"
"10920",5,2248.08,47.044,3,255,2,1092,3273,"RFP","background"
"10921",1,1068.017,8.301,0,43,1,1093,3276,"GFP","Airpore Old 1"
"10922",2,1068.017,9.24,0,55,1,1093,3276,"GFP","Airpore Old 2"
"10923",3,1068.017,8.099,0,39,1,1093,3276,"GFP","Airpore Old 3"
"10924",4,1068.017,9.083,0,47,1,1093,3276,"GFP","Airpore Medium 1"
"10925",5,2248.08,6.592,0,35,1,1093,3276,"GFP","background"
"10926",1,1068.017,38.786,7,159,2,1093,3276,"RFP","Airpore Old 1"
"10927",2,1068.017,41.112,3,122,2,1093,3276,"RFP","Airpore Old 2"
"10928",3,1068.017,39.217,3,106,2,1093,3276,"RFP","Airpore Old 3"
"10929",4,1068.017,38.366,3,96,2,1093,3276,"RFP","Airpore Medium 1"
"10930",5,2248.08,46.979,3,255,2,1093,3276,"RFP","background"
"10931",1,1068.017,8.301,0,35,1,1094,3279,"GFP","Airpore Old 1"
"10932",2,1068.017,8.672,0,40,1,1094,3279,"GFP","Airpore Old 2"
"10933",3,1068.017,7.776,0,50,1,1094,3279,"GFP","Airpore Old 3"
"10934",4,1068.017,9.038,0,47,1,1094,3279,"GFP","Airpore Medium 1"
"10935",5,2248.08,6.737,0,36,1,1094,3279,"GFP","background"
"10936",1,1068.017,38.567,7,129,2,1094,3279,"RFP","Airpore Old 1"
"10937",2,1068.017,41.082,7,140,2,1094,3279,"RFP","Airpore Old 2"
"10938",3,1068.017,39.346,3,107,2,1094,3279,"RFP","Airpore Old 3"
"10939",4,1068.017,38.737,7,111,2,1094,3279,"RFP","Airpore Medium 1"
"10940",5,2248.08,46.721,3,255,2,1094,3279,"RFP","background"
"10941",1,1068.017,8.323,0,43,1,1095,3282,"GFP","Airpore Old 1"
"10942",2,1068.017,8.543,0,39,1,1095,3282,"GFP","Airpore Old 2"
"10943",3,1068.017,7.656,0,36,1,1095,3282,"GFP","Airpore Old 3"
