"","ROI","Area","Mean","Min","Max","Channel","Frame","Time","SensorName","ROIName"
"3057",2,1068.017,42.484,7,199,2,306,915,"RFP","Airpore Old 2"
"3058",3,1068.017,41.282,3,121,2,306,915,"RFP","Airpore Old 3"
"3059",4,1068.017,41.077,11,112,2,306,915,"RFP","Airpore Medium 1"
"3060",5,2248.08,43.802,3,167,2,306,915,"RFP","background"
"3061",1,1068.017,9.114,0,46,1,307,918,"GFP","Airpore Old 1"
"3062",2,1068.017,9.495,0,54,1,307,918,"GFP","Airpore Old 2"
"3063",3,1068.017,8.563,0,41,1,307,918,"GFP","Airpore Old 3"
"3064",4,1068.017,9.429,0,35,1,307,918,"GFP","Airpore Medium 1"
"3065",5,2248.08,6.336,0,39,1,307,918,"GFP","background"
"3066",1,1068.017,41.358,3,180,2,307,918,"RFP","Airpore Old 1"
"3067",2,1068.017,42.134,8,207,2,307,918,"RFP","Airpore Old 2"
"3068",3,1068.017,41.754,3,185,2,307,918,"RFP","Airpore Old 3"
"3069",4,1068.017,40.648,7,109,2,307,918,"RFP","Airpore Medium 1"
"3070",5,2248.08,43.84,3,158,2,307,918,"RFP","background"
"3071",1,1068.017,9.149,0,46,1,308,921,"GFP","Airpore Old 1"
"3072",2,1068.017,9.078,0,47,1,308,921,"GFP","Airpore Old 2"
"3073",3,1068.017,8.696,0,43,1,308,921,"GFP","Airpore Old 3"
"3074",4,1068.017,9.907,0,43,1,308,921,"GFP","Airpore Medium 1"
"3075",5,2248.08,6.58,0,48,1,308,921,"GFP","background"
"3076",1,1068.017,40.982,8,158,2,308,921,"RFP","Airpore Old 1"
"3077",2,1068.017,42.113,7,180,2,308,921,"RFP","Airpore Old 2"
"3078",3,1068.017,41.081,7,104,2,308,921,"RFP","Airpore Old 3"
"3079",4,1068.017,40.525,7,110,2,308,921,"RFP","Airpore Medium 1"
"3080",5,2248.08,43.676,3,166,2,308,921,"RFP","background"
"3081",1,1068.017,9.549,0,59,1,309,924,"GFP","Airpore Old 1"
"3082",2,1068.017,9.017,0,39,1,309,924,"GFP","Airpore Old 2"
"3083",3,1068.017,8.629,0,35,1,309,924,"GFP","Airpore Old 3"
"3084",4,1068.017,10.301,0,40,1,309,924,"GFP","Airpore Medium 1"
"3085",5,2248.08,6.397,0,48,1,309,924,"GFP","background"
"3086",1,1068.017,41.445,7,165,2,309,924,"RFP","Airpore Old 1"
"3087",2,1068.017,42.174,8,202,2,309,924,"RFP","Airpore Old 2"
"3088",3,1068.017,41.282,3,110,2,309,924,"RFP","Airpore Old 3"
"3089",4,1068.017,40.132,7,120,2,309,924,"RFP","Airpore Medium 1"
"3090",5,2248.08,44.053,3,168,2,309,924,"RFP","background"
"3091",1,1068.017,9.467,0,59,1,310,927,"GFP","Airpore Old 1"
"3092",2,1068.017,8.645,0,43,1,310,927,"GFP","Airpore Old 2"
"3093",3,1068.017,8.74,0,43,1,310,927,"GFP","Airpore Old 3"
"3094",4,1068.017,10.109,0,35,1,310,927,"GFP","Airpore Medium 1"
"3095",5,2248.08,6.434,0,31,1,310,927,"GFP","background"
"3096",1,1068.017,41.259,3,163,2,310,927,"RFP","Airpore Old 1"
"3097",2,1068.017,41.878,3,176,2,310,927,"RFP","Airpore Old 2"
"3098",3,1068.017,41.635,3,111,2,310,927,"RFP","Airpore Old 3"
"3099",4,1068.017,40.137,7,104,2,310,927,"RFP","Airpore Medium 1"
"3100",5,2248.08,43.659,3,152,2,310,927,"RFP","background"
"3101",1,1068.017,10.075,0,59,1,311,930,"GFP","Airpore Old 1"
"3102",2,1068.017,8.414,0,46,1,311,930,"GFP","Airpore Old 2"
"3103",3,1068.017,8.805,0,39,1,311,930,"GFP","Airpore Old 3"
"3104",4,1068.017,9.697,0,43,1,311,930,"GFP","Airpore Medium 1"
"3105",5,2248.08,6.524,0,32,1,311,930,"GFP","background"
"3106",1,1068.017,40.821,7,162,2,311,930,"RFP","Airpore Old 1"
"3107",2,1068.017,41.815,7,158,2,311,930,"RFP","Airpore Old 2"
"3108",3,1068.017,40.926,3,216,2,311,930,"RFP","Airpore Old 3"
"3109",4,1068.017,40.434,3,103,2,311,930,"RFP","Airpore Medium 1"
"3110",5,2248.08,43.726,3,146,2,311,930,"RFP","background"
"3111",1,1068.017,9.62,0,59,1,312,933,"GFP","Airpore Old 1"
"3112",2,1068.017,8.633,0,39,1,312,933,"GFP","Airpore Old 2"
"3113",3,1068.017,8.949,0,47,1,312,933,"GFP","Airpore Old 3"
"3114",4,1068.017,9.981,0,47,1,312,933,"GFP","Airpore Medium 1"
"3115",5,2248.08,6.444,0,38,1,312,933,"GFP","background"
"3116",1,1068.017,40.756,3,165,2,312,933,"RFP","Airpore Old 1"
"3117",2,1068.017,42.01,11,174,2,312,933,"RFP","Airpore Old 2"
"3118",3,1068.017,41.297,7,119,2,312,933,"RFP","Airpore Old 3"
"3119",4,1068.017,39.863,7,111,2,312,933,"RFP","Airpore Medium 1"
"3120",5,2248.08,43.457,3,164,2,312,933,"RFP","background"
"3121",1,1068.017,9.129,0,43,1,313,936,"GFP","Airpore Old 1"
"3122",2,1068.017,8.492,0,39,1,313,936,"GFP","Airpore Old 2"
"3123",3,1068.017,9.049,0,46,1,313,936,"GFP","Airpore Old 3"
"3124",4,1068.017,9.492,0,39,1,313,936,"GFP","Airpore Medium 1"
"3125",5,2248.08,6.476,0,36,1,313,936,"GFP","background"
"3126",1,1068.017,40.481,7,196,2,313,936,"RFP","Airpore Old 1"
"3127",2,1068.017,41.872,7,162,2,313,936,"RFP","Airpore Old 2"
"3128",3,1068.017,41.286,3,133,2,313,936,"RFP","Airpore Old 3"
"3129",4,1068.017,39.892,7,108,2,313,936,"RFP","Airpore Medium 1"
"3130",5,2248.08,43.504,3,204,2,313,936,"RFP","background"
"3131",1,1068.017,9.11,0,46,1,314,939,"GFP","Airpore Old 1"
"3132",2,1068.017,8.865,0,43,1,314,939,"GFP","Airpore Old 2"
"3133",3,1068.017,8.906,0,54,1,314,939,"GFP","Airpore Old 3"
"3134",4,1068.017,9.98,0,51,1,314,939,"GFP","Airpore Medium 1"
"3135",5,2248.08,6.476,0,46,1,314,939,"GFP","background"
"3136",1,1068.017,40.967,3,132,2,314,939,"RFP","Airpore Old 1"
"3137",2,1068.017,41.59,11,191,2,314,939,"RFP","Airpore Old 2"
"3138",3,1068.017,41.297,3,106,2,314,939,"RFP","Airpore Old 3"
"3139",4,1068.017,40.432,7,119,2,314,939,"RFP","Airpore Medium 1"
"3140",5,2248.08,43.585,3,158,2,314,939,"RFP","background"
"3141",1,1068.017,8.916,0,47,1,315,942,"GFP","Airpore Old 1"
"3142",2,1068.017,8.521,0,39,1,315,942,"GFP","Airpore Old 2"
"3143",3,1068.017,8.922,0,43,1,315,942,"GFP","Airpore Old 3"
"3144",4,1068.017,9.884,0,43,1,315,942,"GFP","Airpore Medium 1"
"3145",5,2248.08,6.476,0,39,1,315,942,"GFP","background"
"3146",1,1068.017,40.594,7,171,2,315,942,"RFP","Airpore Old 1"
"3147",2,1068.017,42.012,11,182,2,315,942,"RFP","Airpore Old 2"
"3148",3,1068.017,41.41,3,108,2,315,942,"RFP","Airpore Old 3"
"3149",4,1068.017,40.421,7,110,2,315,942,"RFP","Airpore Medium 1"
"3150",5,2248.08,43.697,3,161,2,315,942,"RFP","background"
"3151",1,1068.017,9.021,0,43,1,316,945,"GFP","Airpore Old 1"
"3152",2,1068.017,8.671,0,39,1,316,945,"GFP","Airpore Old 2"
"3153",3,1068.017,8.708,0,47,1,316,945,"GFP","Airpore Old 3"
"3154",4,1068.017,9.678,0,46,1,316,945,"GFP","Airpore Medium 1"
"3155",5,2248.08,6.54,0,48,1,316,945,"GFP","background"
"3156",1,1068.017,41.083,7,150,2,316,945,"RFP","Airpore Old 1"
"3157",2,1068.017,41.972,7,190,2,316,945,"RFP","Airpore Old 2"
"3158",3,1068.017,40.564,3,123,2,316,945,"RFP","Airpore Old 3"
"3159",4,1068.017,40.626,7,165,2,316,945,"RFP","Airpore Medium 1"
"3160",5,2248.08,43.915,3,150,2,316,945,"RFP","background"
"3161",1,1068.017,9.02,0,39,1,317,948,"GFP","Airpore Old 1"
"3162",2,1068.017,9.172,0,43,1,317,948,"GFP","Airpore Old 2"
"3163",3,1068.017,9.405,0,54,1,317,948,"GFP","Airpore Old 3"
"3164",4,1068.017,9.331,0,43,1,317,948,"GFP","Airpore Medium 1"
"3165",5,2248.08,6.544,0,46,1,317,948,"GFP","background"
"3166",1,1068.017,40.837,3,151,2,317,948,"RFP","Airpore Old 1"
"3167",2,1068.017,42.207,7,189,2,317,948,"RFP","Airpore Old 2"
"3168",3,1068.017,41.476,3,109,2,317,948,"RFP","Airpore Old 3"
"3169",4,1068.017,40.391,3,99,2,317,948,"RFP","Airpore Medium 1"
"3170",5,2248.08,44.01,3,162,2,317,948,"RFP","background"
"3171",1,1068.017,9.135,0,43,1,318,951,"GFP","Airpore Old 1"
"3172",2,1068.017,9.464,0,51,1,318,951,"GFP","Airpore Old 2"
"3173",3,1068.017,9.801,0,62,1,318,951,"GFP","Airpore Old 3"
"3174",4,1068.017,9.118,0,35,1,318,951,"GFP","Airpore Medium 1"
"3175",5,2248.08,6.517,0,44,1,318,951,"GFP","background"
"3176",1,1068.017,40.629,8,198,2,318,951,"RFP","Airpore Old 1"
"3177",2,1068.017,42.45,3,255,2,318,951,"RFP","Airpore Old 2"
"3178",3,1068.017,41.75,7,108,2,318,951,"RFP","Airpore Old 3"
"3179",4,1068.017,40.689,7,146,2,318,951,"RFP","Airpore Medium 1"
"3180",5,2248.08,44.27,3,185,2,318,951,"RFP","background"
"3181",1,1068.017,9.253,0,42,1,319,954,"GFP","Airpore Old 1"
"3182",2,1068.017,9.241,0,55,1,319,954,"GFP","Airpore Old 2"
"3183",3,1068.017,9.426,0,46,1,319,954,"GFP","Airpore Old 3"
"3184",4,1068.017,8.876,0,32,1,319,954,"GFP","Airpore Medium 1"
"3185",5,2248.08,6.577,0,34,1,319,954,"GFP","background"
"3186",1,1068.017,41.118,3,174,2,319,954,"RFP","Airpore Old 1"
"3187",2,1068.017,42.353,7,195,2,319,954,"RFP","Airpore Old 2"
"3188",3,1068.017,41.048,3,183,2,319,954,"RFP","Airpore Old 3"
"3189",4,1068.017,40.868,7,96,2,319,954,"RFP","Airpore Medium 1"
"3190",5,2248.08,44.239,3,149,2,319,954,"RFP","background"
"3191",1,1068.017,8.914,0,43,1,320,957,"GFP","Airpore Old 1"
"3192",2,1068.017,8.99,0,51,1,320,957,"GFP","Airpore Old 2"
"3193",3,1068.017,8.767,0,39,1,320,957,"GFP","Airpore Old 3"
"3194",4,1068.017,8.862,0,40,1,320,957,"GFP","Airpore Medium 1"
"3195",5,2248.08,6.524,0,31,1,320,957,"GFP","background"
"3196",1,1068.017,41.388,7,174,2,320,957,"RFP","Airpore Old 1"
"3197",2,1068.017,42.49,7,205,2,320,957,"RFP","Airpore Old 2"
"3198",3,1068.017,41.055,3,108,2,320,957,"RFP","Airpore Old 3"
"3199",4,1068.017,40.558,7,116,2,320,957,"RFP","Airpore Medium 1"
"3200",5,2248.08,44.067,3,146,2,320,957,"RFP","background"
"3201",1,1068.017,8.873,0,39,1,321,960,"GFP","Airpore Old 1"
"3202",2,1068.017,8.936,0,40,1,321,960,"GFP","Airpore Old 2"
"3203",3,1068.017,9.347,0,55,1,321,960,"GFP","Airpore Old 3"
"3204",4,1068.017,9.035,0,52,1,321,960,"GFP","Airpore Medium 1"
"3205",5,2248.08,6.509,0,43,1,321,960,"GFP","background"
"3206",1,1068.017,41.009,7,155,2,321,960,"RFP","Airpore Old 1"
"3207",2,1068.017,42.469,7,161,2,321,960,"RFP","Airpore Old 2"
"3208",3,1068.017,40.772,3,119,2,321,960,"RFP","Airpore Old 3"
"3209",4,1068.017,39.976,7,115,2,321,960,"RFP","Airpore Medium 1"
"3210",5,2248.08,44.036,3,157,2,321,960,"RFP","background"
"3211",1,1068.017,8.823,0,39,1,322,963,"GFP","Airpore Old 1"
"3212",2,1068.017,9.091,0,47,1,322,963,"GFP","Airpore Old 2"
"3213",3,1068.017,9.21,0,63,1,322,963,"GFP","Airpore Old 3"
"3214",4,1068.017,9.054,0,39,1,322,963,"GFP","Airpore Medium 1"
"3215",5,2248.08,6.526,0,43,1,322,963,"GFP","background"
"3216",1,1068.017,41.06,7,255,2,322,963,"RFP","Airpore Old 1"
"3217",2,1068.017,42.394,3,218,2,322,963,"RFP","Airpore Old 2"
"3218",3,1068.017,41.327,3,132,2,322,963,"RFP","Airpore Old 3"
"3219",4,1068.017,40.49,3,118,2,322,963,"RFP","Airpore Medium 1"
"3220",5,2248.08,44.133,3,182,2,322,963,"RFP","background"
"3221",1,1068.017,8.864,0,43,1,323,966,"GFP","Airpore Old 1"
"3222",2,1068.017,8.977,0,40,1,323,966,"GFP","Airpore Old 2"
"3223",3,1068.017,9.365,0,54,1,323,966,"GFP","Airpore Old 3"
"3224",4,1068.017,8.973,0,40,1,323,966,"GFP","Airpore Medium 1"
"3225",5,2248.08,6.554,0,36,1,323,966,"GFP","background"
"3226",1,1068.017,40.821,3,135,2,323,966,"RFP","Airpore Old 1"
"3227",2,1068.017,41.945,11,194,2,323,966,"RFP","Airpore Old 2"
"3228",3,1068.017,41.288,3,255,2,323,966,"RFP","Airpore Old 3"
"3229",4,1068.017,40.562,7,111,2,323,966,"RFP","Airpore Medium 1"
"3230",5,2248.08,43.974,3,171,2,323,966,"RFP","background"
"3231",1,1068.017,8.891,0,50,1,324,969,"GFP","Airpore Old 1"
"3232",2,1068.017,9.109,0,35,1,324,969,"GFP","Airpore Old 2"
"3233",3,1068.017,9.118,0,46,1,324,969,"GFP","Airpore Old 3"
"3234",4,1068.017,9.054,0,35,1,324,969,"GFP","Airpore Medium 1"
"3235",5,2248.08,6.632,0,40,1,324,969,"GFP","background"
"3236",1,1068.017,41.353,7,166,2,324,969,"RFP","Airpore Old 1"
"3237",2,1068.017,42.066,7,190,2,324,969,"RFP","Airpore Old 2"
"3238",3,1068.017,41.613,3,108,2,324,969,"RFP","Airpore Old 3"
"3239",4,1068.017,40.563,7,163,2,324,969,"RFP","Airpore Medium 1"
"3240",5,2248.08,44.25,3,142,2,324,969,"RFP","background"
"3241",1,1068.017,8.911,0,43,1,325,972,"GFP","Airpore Old 1"
"3242",2,1068.017,9.105,0,35,1,325,972,"GFP","Airpore Old 2"
"3243",3,1068.017,8.873,0,50,1,325,972,"GFP","Airpore Old 3"
"3244",4,1068.017,9.137,0,35,1,325,972,"GFP","Airpore Medium 1"
"3245",5,2248.08,6.64,0,35,1,325,972,"GFP","background"
"3246",1,1068.017,41.212,8,150,2,325,972,"RFP","Airpore Old 1"
"3247",2,1068.017,42.041,8,170,2,325,972,"RFP","Airpore Old 2"
"3248",3,1068.017,41.431,0,104,2,325,972,"RFP","Airpore Old 3"
"3249",4,1068.017,40.029,7,115,2,325,972,"RFP","Airpore Medium 1"
"3250",5,2248.08,44.299,3,204,2,325,972,"RFP","background"
"3251",1,1068.017,9.03,0,46,1,326,975,"GFP","Airpore Old 1"
"3252",2,1068.017,8.792,0,39,1,326,975,"GFP","Airpore Old 2"
"3253",3,1068.017,9.009,0,58,1,326,975,"GFP","Airpore Old 3"
"3254",4,1068.017,9.014,0,35,1,326,975,"GFP","Airpore Medium 1"
"3255",5,2248.08,6.541,0,35,1,326,975,"GFP","background"
"3256",1,1068.017,40.299,7,150,2,326,975,"RFP","Airpore Old 1"
"3257",2,1068.017,41.533,7,255,2,326,975,"RFP","Airpore Old 2"
"3258",3,1068.017,40.664,7,104,2,326,975,"RFP","Airpore Old 3"
"3259",4,1068.017,40.307,3,116,2,326,975,"RFP","Airpore Medium 1"
"3260",5,2248.08,43.951,3,169,2,326,975,"RFP","background"
"3261",1,1068.017,8.816,0,39,1,327,978,"GFP","Airpore Old 1"
"3262",2,1068.017,8.731,0,51,1,327,978,"GFP","Airpore Old 2"
"3263",3,1068.017,8.831,0,46,1,327,978,"GFP","Airpore Old 3"
"3264",4,1068.017,9.603,0,40,1,327,978,"GFP","Airpore Medium 1"
"3265",5,2248.08,6.473,0,35,1,327,978,"GFP","background"
"3266",1,1068.017,40.801,7,138,2,327,978,"RFP","Airpore Old 1"
"3267",2,1068.017,41.956,3,170,2,327,978,"RFP","Airpore Old 2"
"3268",3,1068.017,41.158,3,107,2,327,978,"RFP","Airpore Old 3"
"3269",4,1068.017,40.344,7,111,2,327,978,"RFP","Airpore Medium 1"
"3270",5,2248.08,44.051,3,143,2,327,978,"RFP","background"
"3271",1,1068.017,8.911,0,43,1,328,981,"GFP","Airpore Old 1"
"3272",2,1068.017,8.852,0,35,1,328,981,"GFP","Airpore Old 2"
"3273",3,1068.017,8.839,0,67,1,328,981,"GFP","Airpore Old 3"
"3274",4,1068.017,10.107,0,40,1,328,981,"GFP","Airpore Medium 1"
"3275",5,2248.08,6.689,0,45,1,328,981,"GFP","background"
"3276",1,1068.017,40.978,7,156,2,328,981,"RFP","Airpore Old 1"
"3277",2,1068.017,41.663,7,215,2,328,981,"RFP","Airpore Old 2"
"3278",3,1068.017,40.966,7,127,2,328,981,"RFP","Airpore Old 3"
"3279",4,1068.017,40.174,7,104,2,328,981,"RFP","Airpore Medium 1"
"3280",5,2248.08,43.68,3,162,2,328,981,"RFP","background"
"3281",1,1068.017,8.785,0,43,1,329,984,"GFP","Airpore Old 1"
"3282",2,1068.017,8.731,0,47,1,329,984,"GFP","Airpore Old 2"
"3283",3,1068.017,9.146,0,55,1,329,984,"GFP","Airpore Old 3"
"3284",4,1068.017,10.044,0,40,1,329,984,"GFP","Airpore Medium 1"
"3285",5,2248.08,6.624,0,31,1,329,984,"GFP","background"
"3286",1,1068.017,40.706,7,158,2,329,984,"RFP","Airpore Old 1"
"3287",2,1068.017,41.914,7,216,2,329,984,"RFP","Airpore Old 2"
"3288",3,1068.017,40.82,3,116,2,329,984,"RFP","Airpore Old 3"
"3289",4,1068.017,40.413,7,141,2,329,984,"RFP","Airpore Medium 1"
"3290",5,2248.08,43.75,3,233,2,329,984,"RFP","background"
"3291",1,1068.017,8.702,0,50,1,330,987,"GFP","Airpore Old 1"
"3292",2,1068.017,8.731,0,51,1,330,987,"GFP","Airpore Old 2"
"3293",3,1068.017,8.811,0,43,1,330,987,"GFP","Airpore Old 3"
"3294",4,1068.017,10.323,0,43,1,330,987,"GFP","Airpore Medium 1"
"3295",5,2248.08,6.597,0,34,1,330,987,"GFP","background"
"3296",1,1068.017,41.266,3,142,2,330,987,"RFP","Airpore Old 1"
"3297",2,1068.017,42.132,7,183,2,330,987,"RFP","Airpore Old 2"
"3298",3,1068.017,40.848,7,112,2,330,987,"RFP","Airpore Old 3"
"3299",4,1068.017,40.332,7,119,2,330,987,"RFP","Airpore Medium 1"
"3300",5,2248.08,44.142,3,163,2,330,987,"RFP","background"
"3301",1,1068.017,8.877,0,46,1,331,990,"GFP","Airpore Old 1"
"3302",2,1068.017,8.762,0,39,1,331,990,"GFP","Airpore Old 2"
"3303",3,1068.017,8.484,0,55,1,331,990,"GFP","Airpore Old 3"
"3304",4,1068.017,10.022,0,43,1,331,990,"GFP","Airpore Medium 1"
"3305",5,2248.08,6.792,0,51,1,331,990,"GFP","background"
"3306",1,1068.017,41.475,7,143,2,331,990,"RFP","Airpore Old 1"
"3307",2,1068.017,42.242,7,214,2,331,990,"RFP","Airpore Old 2"
"3308",3,1068.017,41.097,3,112,2,331,990,"RFP","Airpore Old 3"
"3309",4,1068.017,40.266,7,119,2,331,990,"RFP","Airpore Medium 1"
"3310",5,2248.08,44.011,3,150,2,331,990,"RFP","background"
"3311",1,1068.017,9.107,0,42,1,332,993,"GFP","Airpore Old 1"
"3312",2,1068.017,8.64,0,38,1,332,993,"GFP","Airpore Old 2"
"3313",3,1068.017,8.696,0,43,1,332,993,"GFP","Airpore Old 3"
"3314",4,1068.017,9.663,0,47,1,332,993,"GFP","Airpore Medium 1"
"3315",5,2248.08,6.782,0,39,1,332,993,"GFP","background"
"3316",1,1068.017,41.385,7,189,2,332,993,"RFP","Airpore Old 1"
"3317",2,1068.017,42.179,7,183,2,332,993,"RFP","Airpore Old 2"
"3318",3,1068.017,41.134,3,107,2,332,993,"RFP","Airpore Old 3"
"3319",4,1068.017,40.603,7,118,2,332,993,"RFP","Airpore Medium 1"
"3320",5,2248.08,44.316,3,147,2,332,993,"RFP","background"
"3321",1,1068.017,9.246,0,43,1,333,996,"GFP","Airpore Old 1"
"3322",2,1068.017,8.624,0,35,1,333,996,"GFP","Airpore Old 2"
"3323",3,1068.017,8.557,0,50,1,333,996,"GFP","Airpore Old 3"
"3324",4,1068.017,9.414,0,35,1,333,996,"GFP","Airpore Medium 1"
"3325",5,2248.08,6.6,0,43,1,333,996,"GFP","background"
"3326",1,1068.017,41.448,7,165,2,333,996,"RFP","Airpore Old 1"
"3327",2,1068.017,41.795,7,217,2,333,996,"RFP","Airpore Old 2"
"3328",3,1068.017,41.051,3,119,2,333,996,"RFP","Airpore Old 3"
"3329",4,1068.017,40.307,7,106,2,333,996,"RFP","Airpore Medium 1"
"3330",5,2248.08,44.392,3,177,2,333,996,"RFP","background"
"3331",1,1068.017,9.236,0,57,1,334,999,"GFP","Airpore Old 1"
"3332",2,1068.017,8.625,0,55,1,334,999,"GFP","Airpore Old 2"
"3333",3,1068.017,8.61,0,44,1,334,999,"GFP","Airpore Old 3"
"3334",4,1068.017,9.271,0,46,1,334,999,"GFP","Airpore Medium 1"
"3335",5,2248.08,6.517,0,35,1,334,999,"GFP","background"
"3336",1,1068.017,41.411,7,143,2,334,999,"RFP","Airpore Old 1"
"3337",2,1068.017,42.39,7,175,2,334,999,"RFP","Airpore Old 2"
"3338",3,1068.017,41.137,7,116,2,334,999,"RFP","Airpore Old 3"
"3339",4,1068.017,40.265,7,97,2,334,999,"RFP","Airpore Medium 1"
"3340",5,2248.08,44.172,3,169,2,334,999,"RFP","background"
"3341",1,1068.017,8.906,0,47,1,335,1002,"GFP","Airpore Old 1"
"3342",2,1068.017,8.385,0,35,1,335,1002,"GFP","Airpore Old 2"
"3343",3,1068.017,8.651,0,43,1,335,1002,"GFP","Airpore Old 3"
"3344",4,1068.017,9.305,0,48,1,335,1002,"GFP","Airpore Medium 1"
"3345",5,2248.08,6.607,0,35,1,335,1002,"GFP","background"
"3346",1,1068.017,41.013,7,150,2,335,1002,"RFP","Airpore Old 1"
"3347",2,1068.017,41.877,7,202,2,335,1002,"RFP","Airpore Old 2"
"3348",3,1068.017,40.904,3,135,2,335,1002,"RFP","Airpore Old 3"
"3349",4,1068.017,40.006,3,112,2,335,1002,"RFP","Airpore Medium 1"
"3350",5,2248.08,44.168,3,158,2,335,1002,"RFP","background"
"3351",1,1068.017,9.039,0,52,1,336,1005,"GFP","Airpore Old 1"
"3352",2,1068.017,8.616,0,43,1,336,1005,"GFP","Airpore Old 2"
"3353",3,1068.017,8.65,0,54,1,336,1005,"GFP","Airpore Old 3"
"3354",4,1068.017,9.304,0,35,1,336,1005,"GFP","Airpore Medium 1"
"3355",5,2248.08,6.523,0,54,1,336,1005,"GFP","background"
"3356",1,1068.017,41.525,7,183,2,336,1005,"RFP","Airpore Old 1"
"3357",2,1068.017,42.134,7,230,2,336,1005,"RFP","Airpore Old 2"
"3358",3,1068.017,41.814,3,104,2,336,1005,"RFP","Airpore Old 3"
"3359",4,1068.017,40.063,7,117,2,336,1005,"RFP","Airpore Medium 1"
"3360",5,2248.08,44.055,3,180,2,336,1005,"RFP","background"
"3361",1,1068.017,9.228,0,53,1,337,1008,"GFP","Airpore Old 1"
"3362",2,1068.017,8.727,0,43,1,337,1008,"GFP","Airpore Old 2"
"3363",3,1068.017,8.732,0,42,1,337,1008,"GFP","Airpore Old 3"
"3364",4,1068.017,9.176,0,39,1,337,1008,"GFP","Airpore Medium 1"
"3365",5,2248.08,6.485,0,45,1,337,1008,"GFP","background"
"3366",1,1068.017,41.159,3,147,2,337,1008,"RFP","Airpore Old 1"
"3367",2,1068.017,42.379,7,255,2,337,1008,"RFP","Airpore Old 2"
"3368",3,1068.017,41.248,7,124,2,337,1008,"RFP","Airpore Old 3"
"3369",4,1068.017,40.045,3,114,2,337,1008,"RFP","Airpore Medium 1"
"3370",5,2248.08,44.117,3,179,2,337,1008,"RFP","background"
"3371",1,1068.017,9.061,0,44,1,338,1011,"GFP","Airpore Old 1"
"3372",2,1068.017,8.653,0,52,1,338,1011,"GFP","Airpore Old 2"
"3373",3,1068.017,8.977,0,36,1,338,1011,"GFP","Airpore Old 3"
"3374",4,1068.017,9.212,0,48,1,338,1011,"GFP","Airpore Medium 1"
"3375",5,2248.08,6.475,0,35,1,338,1011,"GFP","background"
"3376",1,1068.017,41.206,3,178,2,338,1011,"RFP","Airpore Old 1"
"3377",2,1068.017,41.855,8,197,2,338,1011,"RFP","Airpore Old 2"
"3378",3,1068.017,41.406,3,120,2,338,1011,"RFP","Airpore Old 3"
"3379",4,1068.017,39.863,7,112,2,338,1011,"RFP","Airpore Medium 1"
"3380",5,2248.08,43.83,0,166,2,338,1011,"RFP","background"
"3381",1,1068.017,8.989,0,51,1,339,1014,"GFP","Airpore Old 1"
"3382",2,1068.017,8.526,0,39,1,339,1014,"GFP","Airpore Old 2"
"3383",3,1068.017,8.732,0,43,1,339,1014,"GFP","Airpore Old 3"
"3384",4,1068.017,8.959,0,39,1,339,1014,"GFP","Airpore Medium 1"
"3385",5,2248.08,6.476,0,44,1,339,1014,"GFP","background"
"3386",1,1068.017,41.358,7,134,2,339,1014,"RFP","Airpore Old 1"
"3387",2,1068.017,41.645,11,243,2,339,1014,"RFP","Airpore Old 2"
"3388",3,1068.017,41.166,3,122,2,339,1014,"RFP","Airpore Old 3"
"3389",4,1068.017,40.404,7,255,2,339,1014,"RFP","Airpore Medium 1"
"3390",5,2248.08,43.977,3,183,2,339,1014,"RFP","background"
"3391",1,1068.017,9.085,0,47,1,340,1017,"GFP","Airpore Old 1"
"3392",2,1068.017,8.708,0,39,1,340,1017,"GFP","Airpore Old 2"
"3393",3,1068.017,9.084,0,43,1,340,1017,"GFP","Airpore Old 3"
"3394",4,1068.017,9.318,0,43,1,340,1017,"GFP","Airpore Medium 1"
"3395",5,2248.08,6.447,0,50,1,340,1017,"GFP","background"
"3396",1,1068.017,41.031,7,171,2,340,1017,"RFP","Airpore Old 1"
"3397",2,1068.017,41.614,7,218,2,340,1017,"RFP","Airpore Old 2"
"3398",3,1068.017,41.353,3,108,2,340,1017,"RFP","Airpore Old 3"
"3399",4,1068.017,39.671,3,111,2,340,1017,"RFP","Airpore Medium 1"
"3400",5,2248.08,43.759,3,196,2,340,1017,"RFP","background"
"3401",1,1068.017,8.84,0,43,1,341,1020,"GFP","Airpore Old 1"
"3402",2,1068.017,8.535,0,35,1,341,1020,"GFP","Airpore Old 2"
"3403",3,1068.017,9.009,0,46,1,341,1020,"GFP","Airpore Old 3"
"3404",4,1068.017,9.192,0,43,1,341,1020,"GFP","Airpore Medium 1"
"3405",5,2248.08,6.513,0,39,1,341,1020,"GFP","background"
"3406",1,1068.017,41.134,7,152,2,341,1020,"RFP","Airpore Old 1"
"3407",2,1068.017,41.931,3,234,2,341,1020,"RFP","Airpore Old 2"
"3408",3,1068.017,40.773,3,118,2,341,1020,"RFP","Airpore Old 3"
"3409",4,1068.017,40.62,3,120,2,341,1020,"RFP","Airpore Medium 1"
"3410",5,2248.08,43.767,3,161,2,341,1020,"RFP","background"
"3411",1,1068.017,8.799,0,43,1,342,1023,"GFP","Airpore Old 1"
"3412",2,1068.017,8.73,0,39,1,342,1023,"GFP","Airpore Old 2"
"3413",3,1068.017,8.967,0,47,1,342,1023,"GFP","Airpore Old 3"
