"Sample","Time","ROI_Name","Mean_Calcium","Mean_Background","Ratio","File_Name"
"WT",1743,"Airpore Old 3",9.228,39.516,0.23352566,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1743,"Airpore Medium 1",9.167,38.685,0.236965232,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1746,"background",6.662,46.083,0.144565241,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1746,"Airpore Old 1",8.367,40.792,0.205113748,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1746,"Airpore Old 2",8.328,41.178,0.202243917,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1746,"Airpore Old 3",8.913,39.24,0.227140673,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1746,"Airpore Medium 1",9.185,38.713,0.237258802,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1749,"background",6.559,46.062,0.142395033,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1749,"Airpore Old 1",8.435,41.14,0.205031599,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1749,"Airpore Old 2",8.39,41.166,0.203808969,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1749,"Airpore Old 3",8.461,39.023,0.216820849,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1749,"Airpore Medium 1",9.015,38.522,0.234022117,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1752,"background",6.665,46.37,0.143735174,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1752,"Airpore Old 1",8.402,41.073,0.204562608,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1752,"Airpore Old 2",8.695,40.77,0.213269561,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1752,"Airpore Old 3",8.575,38.883,0.220533395,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1752,"Airpore Medium 1",9.214,38.815,0.237382455,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1755,"background",6.559,46.493,0.141075001,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1755,"Airpore Old 1",8.511,41.05,0.207332521,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1755,"Airpore Old 2",8.405,41.138,0.204312315,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1755,"Airpore Old 3",8.497,39.507,0.215075809,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1755,"Airpore Medium 1",9.014,38.979,0.231252726,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1758,"background",6.526,46.093,0.141583321,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1758,"Airpore Old 1",8.509,41.235,0.206353826,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1758,"Airpore Old 2",8.478,41.232,0.205616997,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1758,"Airpore Old 3",8.603,39.716,0.216612952,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1758,"Airpore Medium 1",9.064,39.149,0.231525709,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1761,"background",6.67,46.121,0.144619588,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1761,"Airpore Old 1",8.51,40.927,0.207931195,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1761,"Airpore Old 2",8.316,40.901,0.203320212,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1761,"Airpore Old 3",8.542,39.152,0.218175317,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1761,"Airpore Medium 1",8.836,38.751,0.228019922,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1764,"background",6.692,46.573,0.143688403,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1764,"Airpore Old 1",8.43,40.919,0.206016765,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1764,"Airpore Old 2",8.241,40.958,0.201206114,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1764,"Airpore Old 3",8.331,39.018,0.213516838,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1764,"Airpore Medium 1",8.788,38.815,0.226407317,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1767,"background",6.597,46.175,0.142869518,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1767,"Airpore Old 1",8.205,41.238,0.198966972,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1767,"Airpore Old 2",8.465,41.007,0.206428171,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1767,"Airpore Old 3",8.651,39.031,0.221644334,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1767,"Airpore Medium 1",9.043,38.529,0.234706325,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1770,"background",6.521,46.551,0.14008292,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1770,"Airpore Old 1",8.422,41.206,0.204387711,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1770,"Airpore Old 2",8.398,40.811,0.205777854,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1770,"Airpore Old 3",8.293,39.008,0.212597416,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1770,"Airpore Medium 1",8.786,39.085,0.22479212,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1773,"background",6.587,46.48,0.141716867,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1773,"Airpore Old 1",8.374,40.848,0.205003917,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1773,"Airpore Old 2",8.391,40.653,0.206405431,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1773,"Airpore Old 3",8.338,39.052,0.213510192,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1773,"Airpore Medium 1",8.933,39.027,0.228892818,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1776,"background",6.549,45.818,0.142935091,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1776,"Airpore Old 1",8.365,40.472,0.206686104,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1776,"Airpore Old 2",8.35,40.573,0.205801888,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1776,"Airpore Old 3",8.448,39.012,0.216548754,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1776,"Airpore Medium 1",8.833,38.396,0.230050005,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1779,"background",6.563,46.217,0.142004024,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1779,"Airpore Old 1",8.354,40.474,0.206404111,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1779,"Airpore Old 2",8.531,40.59,0.21017492,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1779,"Airpore Old 3",8.374,38.955,0.214965986,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1779,"Airpore Medium 1",8.754,38.497,0.227394342,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1782,"background",6.543,45.786,0.142903944,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1782,"Airpore Old 1",8.6,40.998,0.20976633,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1782,"Airpore Old 2",8.121,40.82,0.198946595,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1782,"Airpore Old 3",8.382,38.894,0.215508819,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1782,"Airpore Medium 1",9.125,38.394,0.237667344,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1785,"background",6.76,46.145,0.146494745,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1785,"Airpore Old 1",8.573,40.782,0.210215291,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1785,"Airpore Old 2",8.648,40.643,0.212779568,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1785,"Airpore Old 3",8.095,38.743,0.20894097,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1785,"Airpore Medium 1",8.793,38.29,0.229642204,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1788,"background",6.628,46.571,0.142320328,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1788,"Airpore Old 1",8.443,40.919,0.206334466,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1788,"Airpore Old 2",8.649,41.567,0.208073712,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1788,"Airpore Old 3",8.185,39.522,0.207099843,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1788,"Airpore Medium 1",8.802,39.203,0.224523633,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1791,"background",6.679,46.102,0.144874409,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1791,"Airpore Old 1",8.487,41.325,0.205372051,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1791,"Airpore Old 2",9.076,41.077,0.220950897,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1791,"Airpore Old 3",8.082,38.93,0.207603391,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1791,"Airpore Medium 1",8.89,38.676,0.22985831,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1794,"background",6.737,46.487,0.144922236,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1794,"Airpore Old 1",8.579,41.337,0.207538041,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1794,"Airpore Old 2",9.843,41.407,0.23771343,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1794,"Airpore Old 3",7.99,39.064,0.204536146,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1794,"Airpore Medium 1",8.869,38.69,0.22923236,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1797,"background",6.688,46.243,0.144627295,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1797,"Airpore Old 1",9.362,40.933,0.228715218,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1797,"Airpore Old 2",10.095,40.991,0.246273572,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1797,"Airpore Old 3",8.048,39.089,0.205889125,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1797,"Airpore Medium 1",8.991,38.532,0.233338524,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1800,"background",6.677,46.512,0.143554352,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1800,"Airpore Old 1",9.696,41.437,0.233993774,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1800,"Airpore Old 2",9.557,41.397,0.23086214,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1800,"Airpore Old 3",7.916,38.805,0.203994331,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1800,"Airpore Medium 1",8.914,39.204,0.227374758,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1803,"background",6.623,46.255,0.143184521,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1803,"Airpore Old 1",9.552,41.352,0.230992455,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1803,"Airpore Old 2",9.344,40.974,0.228047054,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1803,"Airpore Old 3",8.012,38.791,0.206542755,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1803,"Airpore Medium 1",8.771,38.925,0.225330764,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1806,"background",6.64,46.624,0.142415923,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1806,"Airpore Old 1",9.496,40.774,0.232893511,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1806,"Airpore Old 2",8.678,41.125,0.211015198,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1806,"Airpore Old 3",8.115,39.194,0.207046997,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1806,"Airpore Medium 1",8.863,38.95,0.227548139,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1809,"background",6.533,46.341,0.140976673,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1809,"Airpore Old 1",9.305,41.226,0.225707078,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1809,"Airpore Old 2",9.035,41.208,0.219253543,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1809,"Airpore Old 3",8.181,38.983,0.209860709,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1809,"Airpore Medium 1",8.794,39.127,0.224755284,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1812,"background",6.617,46.821,0.141325474,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1812,"Airpore Old 1",9.449,41.086,0.229981015,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1812,"Airpore Old 2",9.124,41.238,0.221252243,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1812,"Airpore Old 3",8.007,38.526,0.207833671,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1812,"Airpore Medium 1",8.948,39.081,0.228960364,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1815,"background",6.552,46.932,0.139606239,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1815,"Airpore Old 1",9.551,40.942,0.233281227,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1815,"Airpore Old 2",8.616,40.811,0.211119551,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1815,"Airpore Old 3",7.886,38.355,0.205605527,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1815,"Airpore Medium 1",8.91,38.628,0.230661696,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1818,"background",6.629,46.549,0.142409074,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1818,"Airpore Old 1",9.788,41.137,0.237936651,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1818,"Airpore Old 2",8.7,40.715,0.213680462,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1818,"Airpore Old 3",7.958,38.783,0.205192997,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1818,"Airpore Medium 1",9.033,38.512,0.23455027,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1821,"background",6.497,46.017,0.141186953,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1821,"Airpore Old 1",9.245,41.526,0.222631604,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1821,"Airpore Old 2",8.49,40.374,0.210283846,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1821,"Airpore Old 3",7.887,38.594,0.20435819,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1821,"Airpore Medium 1",9.028,38.42,0.23498178,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1824,"background",6.615,46.064,0.14360455,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1824,"Airpore Old 1",8.791,40.723,0.215873094,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1824,"Airpore Old 2",8.32,40.531,0.205274975,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1824,"Airpore Old 3",7.882,38.587,0.204265685,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1824,"Airpore Medium 1",8.594,38.509,0.22316861,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1827,"background",6.637,46.136,0.143857291,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1827,"Airpore Old 1",8.745,40.786,0.214411808,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1827,"Airpore Old 2",8.499,40.482,0.209945161,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1827,"Airpore Old 3",7.674,38.666,0.198468939,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1827,"Airpore Medium 1",8.831,38.461,0.229609215,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1830,"background",6.587,46.316,0.142218672,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1830,"Airpore Old 1",8.924,40.973,0.217801967,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1830,"Airpore Old 2",8.435,41.217,0.204648567,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1830,"Airpore Old 3",8.543,38.336,0.222845367,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1830,"Airpore Medium 1",8.576,38.493,0.222793755,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1833,"background",6.612,46.52,0.142132416,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1833,"Airpore Old 1",8.846,41.01,0.215703487,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1833,"Airpore Old 2",8.36,40.679,0.205511443,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1833,"Airpore Old 3",8.292,38.703,0.214246958,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1833,"Airpore Medium 1",9.042,38.882,0.232549766,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1836,"background",6.761,46.305,0.14601015,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1836,"Airpore Old 1",9.2,40.834,0.225302444,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1836,"Airpore Old 2",8.54,40.728,0.209683756,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1836,"Airpore Old 3",8.952,39.183,0.228466427,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1836,"Airpore Medium 1",8.92,38.872,0.229471085,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1839,"background",6.765,46.469,0.145580925,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1839,"Airpore Old 1",8.816,41.548,0.212188312,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1839,"Airpore Old 2",8.417,41.453,0.203049236,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1839,"Airpore Old 3",8.843,38.321,0.230761201,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1839,"Airpore Medium 1",8.968,38.62,0.232211289,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1842,"background",6.716,46.588,0.144157294,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1842,"Airpore Old 1",8.754,40.949,0.213778114,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1842,"Airpore Old 2",8.583,41.01,0.209290417,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1842,"Airpore Old 3",8.273,39.066,0.211769825,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1842,"Airpore Medium 1",8.913,38.598,0.2309187,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1845,"background",6.773,46.545,0.145515093,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1845,"Airpore Old 1",8.802,41.111,0.214103281,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1845,"Airpore Old 2",8.549,40.509,0.211039522,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1845,"Airpore Old 3",8.406,38.498,0.218349005,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1845,"Airpore Medium 1",9.082,38.858,0.233722786,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1848,"background",6.587,46.293,0.142289331,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1848,"Airpore Old 1",8.733,41.298,0.211463025,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1848,"Airpore Old 2",8.6,41.343,0.208015867,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1848,"Airpore Old 3",8.676,38.634,0.224569032,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1848,"Airpore Medium 1",8.778,38.887,0.225730964,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1851,"background",6.707,46.825,0.143235451,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1851,"Airpore Old 1",9.015,40.991,0.219926325,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1851,"Airpore Old 2",9.031,40.985,0.220348908,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1851,"Airpore Old 3",8.465,38.583,0.219397144,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1851,"Airpore Medium 1",9.033,38.966,0.231817482,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1854,"background",6.647,46.552,0.142786561,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1854,"Airpore Old 1",9.269,41.244,0.224735719,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1854,"Airpore Old 2",8.859,40.823,0.217010019,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1854,"Airpore Old 3",8.121,38.576,0.210519494,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1854,"Airpore Medium 1",9.118,39.003,0.233776889,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1857,"background",6.603,46.515,0.141954208,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1857,"Airpore Old 1",9.254,40.997,0.225723833,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1857,"Airpore Old 2",9.04,40.75,0.221840491,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1857,"Airpore Old 3",8.157,38.631,0.211151666,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1857,"Airpore Medium 1",9.09,38.65,0.235187581,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1860,"background",6.649,46.106,0.144211166,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1860,"Airpore Old 1",8.855,40.256,0.21996721,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1860,"Airpore Old 2",8.834,40.811,0.216461248,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1860,"Airpore Old 3",8.011,38.179,0.209827392,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1860,"Airpore Medium 1",9.049,38.856,0.232885526,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1863,"background",6.542,46.211,0.141568025,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1863,"Airpore Old 1",8.671,40.769,0.21268611,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1863,"Airpore Old 2",8.711,40.721,0.213919108,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1863,"Airpore Old 3",8.161,38.711,0.21081863,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1863,"Airpore Medium 1",9.449,38.215,0.24725893,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1866,"background",6.507,45.851,0.141916207,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1866,"Airpore Old 1",8.668,40.926,0.211796902,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1866,"Airpore Old 2",9.003,40.827,0.220515835,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1866,"Airpore Old 3",8.567,38.709,0.22131804,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1866,"Airpore Medium 1",9.366,38.153,0.245485283,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1869,"background",6.563,46.301,0.141746399,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1869,"Airpore Old 1",8.545,40.413,0.211441863,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1869,"Airpore Old 2",8.774,40.604,0.216087085,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1869,"Airpore Old 3",8.636,38.539,0.224084693,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1869,"Airpore Medium 1",9.631,38.309,0.251403065,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1872,"background",6.604,46.076,0.143328414,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1872,"Airpore Old 1",8.776,40.698,0.215637132,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
"WT",1872,"Airpore Old 2",8.753,40.834,0.214355684,"MAX_WT 7 11,07,25.lif - Serie_4-Wrangled.csv"
