"Sample","Time","ROI_Name","Mean_Calcium","Mean_Background","Ratio","File_Name"
"cngc3",3012,"Airpore Old 3",6.94,46.124,0.150463967,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3012,"Airpore Medium 1",2.47,17.228,0.143371256,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3012,"Airpore Medium 2",7.182,59.669,0.120364008,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3015,"background",4.82,38.639,0.124744429,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3015,"Airpore Old 1",5.431,58.135,0.093420487,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3015,"Airpore Old 2",5.972,48.455,0.123248375,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3015,"Airpore Old 3",6.845,46.055,0.148626642,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3015,"Airpore Medium 1",2.384,16.838,0.141584511,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3015,"Airpore Medium 2",7.509,59.255,0.126723483,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3018,"background",4.882,38.594,0.126496347,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3018,"Airpore Old 1",5.299,58.808,0.090106788,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3018,"Airpore Old 2",6.067,48.455,0.125208957,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3018,"Airpore Old 3",6.804,46.593,0.14603052,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3018,"Airpore Medium 1",2.532,16.833,0.15041882,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3018,"Airpore Medium 2",7.329,60.07,0.122007658,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3021,"background",4.88,38.472,0.126845498,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3021,"Airpore Old 1",5.402,58.843,0.091803613,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3021,"Airpore Old 2",5.912,48.321,0.122348461,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3021,"Airpore Old 3",6.804,45.897,0.148244983,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3021,"Airpore Medium 1",2.354,17.031,0.138218543,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3021,"Airpore Medium 2",7.252,59.836,0.121197941,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3024,"background",4.844,38.679,0.125235916,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3024,"Airpore Old 1",5.437,58.8,0.092465986,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3024,"Airpore Old 2",6.112,48.001,0.127330681,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3024,"Airpore Old 3",6.908,46.303,0.149191197,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3024,"Airpore Medium 1",2.354,17.013,0.13836478,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3024,"Airpore Medium 2",7.137,59.935,0.119079002,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3027,"background",4.775,38.55,0.12386511,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3027,"Airpore Old 1",5.53,59.129,0.093524328,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3027,"Airpore Old 2",5.815,49.251,0.118068669,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3027,"Airpore Old 3",7.255,46.135,0.157255879,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3027,"Airpore Medium 1",2.345,16.865,0.13904536,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3027,"Airpore Medium 2",7.299,59.745,0.122169219,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3030,"background",4.785,38.231,0.12516021,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3030,"Airpore Old 1",5.122,58.69,0.087272108,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3030,"Airpore Old 2",6.059,48.538,0.12483003,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3030,"Airpore Old 3",6.867,45.73,0.150164006,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3030,"Airpore Medium 1",2.459,17.059,0.144146785,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3030,"Airpore Medium 2",7.286,59.999,0.121435357,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3033,"background",4.79,38.646,0.123945557,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3033,"Airpore Old 1",5.358,58.661,0.091338368,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3033,"Airpore Old 2",5.958,48.987,0.121624104,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3033,"Airpore Old 3",6.976,46.203,0.150985867,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3033,"Airpore Medium 1",2.354,16.99,0.138552089,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3033,"Airpore Medium 2",7.18,59.729,0.120209613,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3036,"background",4.943,38.594,0.128076903,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3036,"Airpore Old 1",5.316,59.704,0.08903926,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3036,"Airpore Old 2",5.922,48.677,0.1216591,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3036,"Airpore Old 3",7.025,45.551,0.154222739,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3036,"Airpore Medium 1",2.212,16.822,0.131494472,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3036,"Airpore Medium 2",7.004,59.973,0.116785887,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3039,"background",4.763,38.295,0.12437655,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3039,"Airpore Old 1",5.395,58.377,0.092416534,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3039,"Airpore Old 2",5.951,48.57,0.122524192,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3039,"Airpore Old 3",7.23,46.175,0.156578235,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3039,"Airpore Medium 1",2.42,16.951,0.142764439,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3039,"Airpore Medium 2",7.467,59.76,0.124949799,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3042,"background",4.807,37.896,0.126847161,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3042,"Airpore Old 1",5.242,57.977,0.090415165,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3042,"Airpore Old 2",6.074,48.821,0.124413674,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3042,"Airpore Old 3",7.174,46.253,0.155103453,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3042,"Airpore Medium 1",2.246,16.597,0.135325661,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3042,"Airpore Medium 2",7.377,59.664,0.123642397,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3045,"background",4.853,38.359,0.12651529,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3045,"Airpore Old 1",5.221,58.765,0.088845401,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3045,"Airpore Old 2",5.986,48.598,0.123173793,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3045,"Airpore Old 3",6.971,45.335,0.153766406,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3045,"Airpore Medium 1",2.325,16.941,0.137241013,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3045,"Airpore Medium 2",7.201,59.944,0.120128787,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3048,"background",4.807,37.958,0.12663997,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3048,"Airpore Old 1",5.387,58.63,0.091881289,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3048,"Airpore Old 2",5.949,47.666,0.124805941,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3048,"Airpore Old 3",7.081,45.821,0.15453613,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3048,"Airpore Medium 1",2.283,16.59,0.13761302,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3048,"Airpore Medium 2",7.261,59.108,0.122842932,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3051,"background",4.858,38.394,0.126530187,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3051,"Airpore Old 1",5.399,58.709,0.09196205,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3051,"Airpore Old 2",5.854,47.724,0.122663649,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3051,"Airpore Old 3",6.96,46.043,0.151163043,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3051,"Airpore Medium 1",2.226,16.918,0.131575836,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3051,"Airpore Medium 2",6.891,58.991,0.116814429,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3054,"background",4.831,38.167,0.126575314,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3054,"Airpore Old 1",5.57,58.321,0.095505907,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3054,"Airpore Old 2",5.878,48.732,0.120618895,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3054,"Airpore Old 3",6.938,45.554,0.152302762,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3054,"Airpore Medium 1",2.265,16.662,0.135938063,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3054,"Airpore Medium 2",7.261,59.841,0.121338213,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3057,"background",4.787,38.307,0.124964106,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3057,"Airpore Old 1",5.37,58.271,0.092155618,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3057,"Airpore Old 2",5.993,48.587,0.123345751,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3057,"Airpore Old 3",6.97,46.012,0.151482222,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3057,"Airpore Medium 1",2.446,16.903,0.14470804,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3057,"Airpore Medium 2",7.373,59.127,0.124697685,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3060,"background",4.827,38.108,0.126666317,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3060,"Airpore Old 1",5.352,58.73,0.091128895,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3060,"Airpore Old 2",6.032,48.313,0.124852524,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3060,"Airpore Old 3",6.943,45.928,0.151171399,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3060,"Airpore Medium 1",2.274,17.349,0.131073837,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3060,"Airpore Medium 2",7.339,59.059,0.124265565,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3063,"background",4.73,38.188,0.123860899,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3063,"Airpore Old 1",5.464,58.383,0.093588887,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3063,"Airpore Old 2",5.807,48.706,0.119225557,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3063,"Airpore Old 3",6.773,46.161,0.146725591,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3063,"Airpore Medium 1",2.283,17.055,0.133861038,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3063,"Airpore Medium 2",7.227,59.682,0.121091786,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3066,"background",4.883,38.293,0.127516779,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3066,"Airpore Old 1",5.459,59.28,0.092088394,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3066,"Airpore Old 2",6.046,48.664,0.124239684,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3066,"Airpore Old 3",6.982,47.001,0.148550031,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3066,"Airpore Medium 1",2.34,17.014,0.137533796,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3066,"Airpore Medium 2",7.2,59.881,0.120238473,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3069,"background",4.798,38.197,0.125611959,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3069,"Airpore Old 1",5.239,58.86,0.089007815,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3069,"Airpore Old 2",6.021,48.788,0.123411495,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3069,"Airpore Old 3",7.034,46.488,0.151307864,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3069,"Airpore Medium 1",2.387,17.08,0.139754098,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3069,"Airpore Medium 2",7.226,59.451,0.121545474,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3072,"background",4.797,37.909,0.126539872,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3072,"Airpore Old 1",5.349,57.991,0.092238451,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3072,"Airpore Old 2",5.865,49.034,0.119610882,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3072,"Airpore Old 3",6.949,45.844,0.151579269,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3072,"Airpore Medium 1",2.238,16.92,0.132269504,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3072,"Airpore Medium 2",7.103,59.596,0.119185851,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3075,"background",4.826,38.104,0.12665337,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3075,"Airpore Old 1",5.415,59.003,0.091774994,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3075,"Airpore Old 2",6.107,49.007,0.124614851,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3075,"Airpore Old 3",6.847,46.101,0.148521724,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3075,"Airpore Medium 1",2.313,16.645,0.138960649,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3075,"Airpore Medium 2",7.175,59.465,0.120659211,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3078,"background",4.794,38.529,0.124425757,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3078,"Airpore Old 1",5.413,58.965,0.09180022,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3078,"Airpore Old 2",6.039,48.839,0.12365118,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3078,"Airpore Old 3",7.191,46.648,0.154154519,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3078,"Airpore Medium 1",2.372,16.824,0.140989063,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3078,"Airpore Medium 2",7.135,59.644,0.11962645,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3081,"background",4.753,37.906,0.12538912,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3081,"Airpore Old 1",5.423,58.169,0.093228352,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3081,"Airpore Old 2",6.037,48.054,0.1256295,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3081,"Airpore Old 3",7.079,46.353,0.152719349,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3081,"Airpore Medium 1",2.366,16.769,0.141093685,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3081,"Airpore Medium 2",7.25,59.306,0.122247327,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3084,"background",4.876,38.254,0.127463795,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3084,"Airpore Old 1",5.365,58.772,0.091284966,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3084,"Airpore Old 2",6.145,48.803,0.125914391,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3084,"Airpore Old 3",7.056,46.551,0.151575691,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3084,"Airpore Medium 1",2.436,16.887,0.144252976,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3084,"Airpore Medium 2",7.075,58.801,0.120321083,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3087,"background",4.893,38.297,0.127764577,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3087,"Airpore Old 1",5.46,58.16,0.093878955,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3087,"Airpore Old 2",6.142,49.138,0.124994912,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3087,"Airpore Old 3",6.818,46.363,0.14705692,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3087,"Airpore Medium 1",2.333,16.572,0.140779628,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3087,"Airpore Medium 2",7.438,59.553,0.12489715,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3090,"background",4.798,38.646,0.124152564,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3090,"Airpore Old 1",5.302,58.433,0.090736399,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3090,"Airpore Old 2",5.926,48.776,0.121494177,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3090,"Airpore Old 3",7.24,46.302,0.156364736,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3090,"Airpore Medium 1",2.306,17.102,0.134838031,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3090,"Airpore Medium 2",7.261,59.767,0.121488447,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3093,"background",4.815,38.181,0.126109845,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3093,"Airpore Old 1",5.338,58.283,0.091587598,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3093,"Airpore Old 2",5.964,48.746,0.1223485,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3093,"Airpore Old 3",6.884,46.378,0.148432446,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3093,"Airpore Medium 1",2.275,16.834,0.135143163,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3093,"Airpore Medium 2",7.201,59.907,0.120202981,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3096,"background",4.801,38.331,0.125251102,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3096,"Airpore Old 1",5.319,59.094,0.090009138,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3096,"Airpore Old 2",6.133,49.001,0.125160711,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3096,"Airpore Old 3",7.313,45.83,0.159567969,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3096,"Airpore Medium 1",2.367,17.106,0.138372501,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3096,"Airpore Medium 2",7.413,59.663,0.124247859,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3099,"background",4.792,38.303,0.125107694,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3099,"Airpore Old 1",5.399,58.834,0.091766666,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3099,"Airpore Old 2",5.959,48.397,0.123127467,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3099,"Airpore Old 3",6.789,46.049,0.147429912,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3099,"Airpore Medium 1",2.344,16.695,0.140401318,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3099,"Airpore Medium 2",7.368,59.184,0.124493106,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3102,"background",4.765,38.222,0.124666422,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3102,"Airpore Old 1",5.329,59.109,0.090155475,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3102,"Airpore Old 2",5.965,48.29,0.123524539,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3102,"Airpore Old 3",6.984,46.007,0.151802987,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3102,"Airpore Medium 1",2.412,17.001,0.141874007,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3102,"Airpore Medium 2",7.364,59.593,0.12357156,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3105,"background",4.845,38.116,0.127111974,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3105,"Airpore Old 1",5.408,58.627,0.092244188,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3105,"Airpore Old 2",6.136,48.81,0.125711944,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3105,"Airpore Old 3",6.852,46.194,0.148330952,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3105,"Airpore Medium 1",2.385,16.796,0.141998095,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3105,"Airpore Medium 2",7.199,60.142,0.119700043,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3108,"background",4.839,38.091,0.127037883,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3108,"Airpore Old 1",5.362,58.278,0.092007275,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3108,"Airpore Old 2",5.988,48.923,0.122396419,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3108,"Airpore Old 3",7.061,45.767,0.154281469,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3108,"Airpore Medium 1",2.572,16.729,0.153744994,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3108,"Airpore Medium 2",7.44,59.888,0.1242319,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3111,"background",4.799,37.961,0.12641922,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3111,"Airpore Old 1",5.345,58.8,0.090901361,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3111,"Airpore Old 2",5.873,49.007,0.119840023,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3111,"Airpore Old 3",7.104,46.105,0.154083071,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3111,"Airpore Medium 1",2.301,16.881,0.136307091,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3111,"Airpore Medium 2",6.976,59.741,0.116770727,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3114,"background",4.754,38.223,0.124375376,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3114,"Airpore Old 1",5.506,58.709,0.093784599,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3114,"Airpore Old 2",5.917,49.04,0.120656607,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3114,"Airpore Old 3",7.156,46.238,0.154764479,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3114,"Airpore Medium 1",2.294,16.927,0.135523129,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
"cngc3",3114,"Airpore Medium 2",7.2,59.634,0.120736493,"MAX_CNGC 1 2158-6 14,07,25_1-Wrangled.csv"
