"ROI","Area","Mean","Min","Max","Channel","Frame","Time","SensorName","ROIName"
1,1896.544,9.138,0,46,1,493,1476,"GFP","Airpore Old 1"
2,1832.281,10.878,0,43,1,493,1476,"GFP","Airpore Old 2"
3,1832.281,11.331,0,54,1,493,1476,"GFP","Airpore Old 3"
4,1832.281,9.441,0,46,1,493,1476,"GFP","Airpore Medium 1"
5,1832.281,8.599,0,43,1,493,1476,"GFP","Airpore Medium 2"
6,1477.267,9.294,0,35,1,493,1476,"GFP","Airpore young 1"
7,3181.805,7.068,0,35,1,493,1476,"GFP","background"
1,1896.544,40.677,0,126,2,493,1476,"RFP","Airpore Old 1"
2,1832.281,44.864,11,166,2,493,1476,"RFP","Airpore Old 2"
3,1832.281,50.627,7,255,2,493,1476,"RFP","Airpore Old 3"
4,1832.281,40.624,7,126,2,493,1476,"RFP","Airpore Medium 1"
5,1832.281,48.665,8,147,2,493,1476,"RFP","Airpore Medium 2"
6,1477.267,44.598,7,116,2,493,1476,"RFP","Airpore young 1"
7,3181.805,40.042,7,101,2,493,1476,"RFP","background"
1,1896.544,9.353,0,48,1,494,1479,"GFP","Airpore Old 1"
2,1832.281,10.983,0,50,1,494,1479,"GFP","Airpore Old 2"
3,1832.281,10.905,0,63,1,494,1479,"GFP","Airpore Old 3"
4,1832.281,9.597,0,48,1,494,1479,"GFP","Airpore Medium 1"
5,1832.281,8.498,0,46,1,494,1479,"GFP","Airpore Medium 2"
6,1477.267,9.244,0,39,1,494,1479,"GFP","Airpore young 1"
7,3181.805,7.138,0,35,1,494,1479,"GFP","background"
1,1896.544,39.762,7,213,2,494,1479,"RFP","Airpore Old 1"
2,1832.281,45.243,3,138,2,494,1479,"RFP","Airpore Old 2"
3,1832.281,50.228,7,228,2,494,1479,"RFP","Airpore Old 3"
4,1832.281,39.824,7,213,2,494,1479,"RFP","Airpore Medium 1"
5,1832.281,48.022,7,124,2,494,1479,"RFP","Airpore Medium 2"
6,1477.267,44.537,11,150,2,494,1479,"RFP","Airpore young 1"
7,3181.805,39.967,8,103,2,494,1479,"RFP","background"
1,1896.544,9.516,0,47,1,495,1482,"GFP","Airpore Old 1"
2,1832.281,10.678,0,40,1,495,1482,"GFP","Airpore Old 2"
3,1832.281,10.825,0,39,1,495,1482,"GFP","Airpore Old 3"
4,1832.281,9.754,0,47,1,495,1482,"GFP","Airpore Medium 1"
5,1832.281,8.595,0,39,1,495,1482,"GFP","Airpore Medium 2"
6,1477.267,9.946,0,43,1,495,1482,"GFP","Airpore young 1"
7,3181.805,7.103,0,31,1,495,1482,"GFP","background"
1,1896.544,39.894,3,104,2,495,1482,"RFP","Airpore Old 1"
2,1832.281,44.586,7,142,2,495,1482,"RFP","Airpore Old 2"
3,1832.281,51.112,11,255,2,495,1482,"RFP","Airpore Old 3"
4,1832.281,39.848,3,104,2,495,1482,"RFP","Airpore Medium 1"
5,1832.281,47.85,11,122,2,495,1482,"RFP","Airpore Medium 2"
6,1477.267,44.505,11,112,2,495,1482,"RFP","Airpore young 1"
7,3181.805,40.29,7,105,2,495,1482,"RFP","background"
1,1896.544,10.104,0,51,1,496,1485,"GFP","Airpore Old 1"
2,1832.281,10.848,0,44,1,496,1485,"GFP","Airpore Old 2"
3,1832.281,10.631,0,43,1,496,1485,"GFP","Airpore Old 3"
4,1832.281,10.376,0,51,1,496,1485,"GFP","Airpore Medium 1"
5,1832.281,8.431,0,32,1,496,1485,"GFP","Airpore Medium 2"
6,1477.267,9.95,0,50,1,496,1485,"GFP","Airpore young 1"
7,3181.805,7.121,0,35,1,496,1485,"GFP","background"
1,1896.544,40.088,3,149,2,496,1485,"RFP","Airpore Old 1"
2,1832.281,44.287,8,132,2,496,1485,"RFP","Airpore Old 2"
3,1832.281,49.979,11,255,2,496,1485,"RFP","Airpore Old 3"
4,1832.281,40.182,3,149,2,496,1485,"RFP","Airpore Medium 1"
5,1832.281,48.172,11,142,2,496,1485,"RFP","Airpore Medium 2"
6,1477.267,44.047,11,98,2,496,1485,"RFP","Airpore young 1"
7,3181.805,40.087,7,105,2,496,1485,"RFP","background"
1,1896.544,10.596,0,58,1,497,1488,"GFP","Airpore Old 1"
2,1832.281,10.909,0,47,1,497,1488,"GFP","Airpore Old 2"
3,1832.281,10.637,0,47,1,497,1488,"GFP","Airpore Old 3"
4,1832.281,10.927,0,58,1,497,1488,"GFP","Airpore Medium 1"
5,1832.281,8.474,0,35,1,497,1488,"GFP","Airpore Medium 2"
6,1477.267,9.681,0,39,1,497,1488,"GFP","Airpore young 1"
7,3181.805,7.135,0,44,1,497,1488,"GFP","background"
1,1896.544,40.289,7,116,2,497,1488,"RFP","Airpore Old 1"
2,1832.281,44.595,7,144,2,497,1488,"RFP","Airpore Old 2"
3,1832.281,49.665,11,255,2,497,1488,"RFP","Airpore Old 3"
4,1832.281,39.948,7,116,2,497,1488,"RFP","Airpore Medium 1"
5,1832.281,48.775,7,134,2,497,1488,"RFP","Airpore Medium 2"
6,1477.267,43.666,11,123,2,497,1488,"RFP","Airpore young 1"
7,3181.805,39.959,7,109,2,497,1488,"RFP","background"
1,1896.544,10.682,0,62,1,498,1491,"GFP","Airpore Old 1"
2,1832.281,10.445,0,46,1,498,1491,"GFP","Airpore Old 2"
3,1832.281,10.713,0,56,1,498,1491,"GFP","Airpore Old 3"
4,1832.281,11.148,0,62,1,498,1491,"GFP","Airpore Medium 1"
5,1832.281,8.389,0,40,1,498,1491,"GFP","Airpore Medium 2"
6,1477.267,9.852,0,35,1,498,1491,"GFP","Airpore young 1"
7,3181.805,7.118,0,31,1,498,1491,"GFP","background"
1,1896.544,40.057,3,133,2,498,1491,"RFP","Airpore Old 1"
2,1832.281,44.88,11,137,2,498,1491,"RFP","Airpore Old 2"
3,1832.281,50.126,11,255,2,498,1491,"RFP","Airpore Old 3"
4,1832.281,39.933,3,133,2,498,1491,"RFP","Airpore Medium 1"
5,1832.281,48.566,12,114,2,498,1491,"RFP","Airpore Medium 2"
6,1477.267,43.88,11,103,2,498,1491,"RFP","Airpore young 1"
7,3181.805,40.325,7,114,2,498,1491,"RFP","background"
1,1896.544,9.926,0,50,1,499,1494,"GFP","Airpore Old 1"
2,1832.281,10.388,0,51,1,499,1494,"GFP","Airpore Old 2"
3,1832.281,10.729,0,43,1,499,1494,"GFP","Airpore Old 3"
4,1832.281,10.338,0,50,1,499,1494,"GFP","Airpore Medium 1"
5,1832.281,8.583,0,47,1,499,1494,"GFP","Airpore Medium 2"
6,1477.267,10.069,0,40,1,499,1494,"GFP","Airpore young 1"
7,3181.805,7.368,0,35,1,499,1494,"GFP","background"
1,1896.544,40.437,3,110,2,499,1494,"RFP","Airpore Old 1"
2,1832.281,44.553,7,132,2,499,1494,"RFP","Airpore Old 2"
3,1832.281,50.407,7,255,2,499,1494,"RFP","Airpore Old 3"
4,1832.281,40.074,3,110,2,499,1494,"RFP","Airpore Medium 1"
5,1832.281,48.683,7,136,2,499,1494,"RFP","Airpore Medium 2"
6,1477.267,44.466,7,107,2,499,1494,"RFP","Airpore young 1"
7,3181.805,40.169,8,112,2,499,1494,"RFP","background"
1,1896.544,9.483,0,47,1,500,1497,"GFP","Airpore Old 1"
2,1832.281,10.435,0,43,1,500,1497,"GFP","Airpore Old 2"
3,1832.281,10.838,0,48,1,500,1497,"GFP","Airpore Old 3"
4,1832.281,9.746,0,47,1,500,1497,"GFP","Airpore Medium 1"
5,1832.281,8.672,0,45,1,500,1497,"GFP","Airpore Medium 2"
6,1477.267,9.88,0,54,1,500,1497,"GFP","Airpore young 1"
7,3181.805,7.183,0,36,1,500,1497,"GFP","background"
1,1896.544,40.75,3,115,2,500,1497,"RFP","Airpore Old 1"
2,1832.281,44.696,3,143,2,500,1497,"RFP","Airpore Old 2"
3,1832.281,50.358,11,245,2,500,1497,"RFP","Airpore Old 3"
4,1832.281,40.476,3,115,2,500,1497,"RFP","Airpore Medium 1"
5,1832.281,49.053,7,196,2,500,1497,"RFP","Airpore Medium 2"
6,1477.267,44.736,7,107,2,500,1497,"RFP","Airpore young 1"
7,3181.805,40.352,7,104,2,500,1497,"RFP","background"
1,1896.544,9.121,0,43,1,501,1500,"GFP","Airpore Old 1"
2,1832.281,10.519,0,43,1,501,1500,"GFP","Airpore Old 2"
3,1832.281,10.798,0,48,1,501,1500,"GFP","Airpore Old 3"
4,1832.281,9.384,0,43,1,501,1500,"GFP","Airpore Medium 1"
5,1832.281,8.748,0,46,1,501,1500,"GFP","Airpore Medium 2"
6,1477.267,9.992,0,47,1,501,1500,"GFP","Airpore young 1"
7,3181.805,7.12,0,32,1,501,1500,"GFP","background"
1,1896.544,39.95,3,115,2,501,1500,"RFP","Airpore Old 1"
2,1832.281,44.754,11,122,2,501,1500,"RFP","Airpore Old 2"
3,1832.281,50.534,7,255,2,501,1500,"RFP","Airpore Old 3"
4,1832.281,39.838,3,102,2,501,1500,"RFP","Airpore Medium 1"
5,1832.281,48.776,11,126,2,501,1500,"RFP","Airpore Medium 2"
6,1477.267,44.413,11,130,2,501,1500,"RFP","Airpore young 1"
7,3181.805,40.463,3,120,2,501,1500,"RFP","background"
1,1896.544,9.067,0,43,1,502,1503,"GFP","Airpore Old 1"
2,1832.281,10.736,0,43,1,502,1503,"GFP","Airpore Old 2"
3,1832.281,11.154,0,40,1,502,1503,"GFP","Airpore Old 3"
4,1832.281,9.5,0,36,1,502,1503,"GFP","Airpore Medium 1"
5,1832.281,8.414,0,35,1,502,1503,"GFP","Airpore Medium 2"
6,1477.267,10.335,0,47,1,502,1503,"GFP","Airpore young 1"
7,3181.805,7.189,0,52,1,502,1503,"GFP","background"
1,1896.544,40.457,7,111,2,502,1503,"RFP","Airpore Old 1"
2,1832.281,44.29,7,166,2,502,1503,"RFP","Airpore Old 2"
3,1832.281,50.721,11,255,2,502,1503,"RFP","Airpore Old 3"
4,1832.281,39.984,3,111,2,502,1503,"RFP","Airpore Medium 1"
5,1832.281,47.986,3,135,2,502,1503,"RFP","Airpore Medium 2"
6,1477.267,44.194,8,108,2,502,1503,"RFP","Airpore young 1"
7,3181.805,39.886,7,104,2,502,1503,"RFP","background"
1,1896.544,8.863,0,39,1,503,1506,"GFP","Airpore Old 1"
2,1832.281,10.744,0,46,1,503,1506,"GFP","Airpore Old 2"
3,1832.281,10.902,0,43,1,503,1506,"GFP","Airpore Old 3"
4,1832.281,9.271,0,39,1,503,1506,"GFP","Airpore Medium 1"
5,1832.281,8.666,0,42,1,503,1506,"GFP","Airpore Medium 2"
6,1477.267,10.114,0,55,1,503,1506,"GFP","Airpore young 1"
7,3181.805,7.067,0,35,1,503,1506,"GFP","background"
1,1896.544,40.402,3,151,2,503,1506,"RFP","Airpore Old 1"
2,1832.281,44.506,7,161,2,503,1506,"RFP","Airpore Old 2"
3,1832.281,50.157,7,254,2,503,1506,"RFP","Airpore Old 3"
4,1832.281,40.013,3,151,2,503,1506,"RFP","Airpore Medium 1"
5,1832.281,48.643,12,127,2,503,1506,"RFP","Airpore Medium 2"
6,1477.267,43.946,11,107,2,503,1506,"RFP","Airpore young 1"
7,3181.805,39.807,7,99,2,503,1506,"RFP","background"
1,1896.544,9.034,0,38,1,504,1509,"GFP","Airpore Old 1"
2,1832.281,10.582,0,39,1,504,1509,"GFP","Airpore Old 2"
3,1832.281,11.019,0,47,1,504,1509,"GFP","Airpore Old 3"
4,1832.281,9.51,0,38,1,504,1509,"GFP","Airpore Medium 1"
5,1832.281,8.646,0,38,1,504,1509,"GFP","Airpore Medium 2"
6,1477.267,9.788,0,50,1,504,1509,"GFP","Airpore young 1"
7,3181.805,7.22,0,36,1,504,1509,"GFP","background"
1,1896.544,40.123,0,123,2,504,1509,"RFP","Airpore Old 1"
2,1832.281,43.995,11,130,2,504,1509,"RFP","Airpore Old 2"
3,1832.281,49.488,7,255,2,504,1509,"RFP","Airpore Old 3"
4,1832.281,39.892,3,119,2,504,1509,"RFP","Airpore Medium 1"
5,1832.281,48.223,11,158,2,504,1509,"RFP","Airpore Medium 2"
6,1477.267,44.927,11,124,2,504,1509,"RFP","Airpore young 1"
7,3181.805,40.049,7,144,2,504,1509,"RFP","background"
1,1896.544,9.202,0,39,1,505,1512,"GFP","Airpore Old 1"
2,1832.281,10.658,0,39,1,505,1512,"GFP","Airpore Old 2"
3,1832.281,10.798,0,50,1,505,1512,"GFP","Airpore Old 3"
4,1832.281,9.499,0,39,1,505,1512,"GFP","Airpore Medium 1"
5,1832.281,8.504,0,39,1,505,1512,"GFP","Airpore Medium 2"
6,1477.267,9.543,0,43,1,505,1512,"GFP","Airpore young 1"
7,3181.805,7.18,0,31,1,505,1512,"GFP","background"
1,1896.544,40.001,3,103,2,505,1512,"RFP","Airpore Old 1"
2,1832.281,44.178,7,130,2,505,1512,"RFP","Airpore Old 2"
3,1832.281,50.615,7,255,2,505,1512,"RFP","Airpore Old 3"
4,1832.281,39.703,3,103,2,505,1512,"RFP","Airpore Medium 1"
5,1832.281,48.294,7,126,2,505,1512,"RFP","Airpore Medium 2"
6,1477.267,44.75,7,115,2,505,1512,"RFP","Airpore young 1"
7,3181.805,39.757,7,120,2,505,1512,"RFP","background"
1,1896.544,8.928,0,43,1,506,1515,"GFP","Airpore Old 1"
2,1832.281,10.741,0,51,1,506,1515,"GFP","Airpore Old 2"
3,1832.281,10.945,0,46,1,506,1515,"GFP","Airpore Old 3"
4,1832.281,9.153,0,43,1,506,1515,"GFP","Airpore Medium 1"
5,1832.281,8.653,0,43,1,506,1515,"GFP","Airpore Medium 2"
6,1477.267,9.528,0,36,1,506,1515,"GFP","Airpore young 1"
7,3181.805,7.221,0,31,1,506,1515,"GFP","background"
1,1896.544,40.394,3,123,2,506,1515,"RFP","Airpore Old 1"
2,1832.281,44.392,7,164,2,506,1515,"RFP","Airpore Old 2"
3,1832.281,50.612,11,255,2,506,1515,"RFP","Airpore Old 3"
4,1832.281,39.951,7,123,2,506,1515,"RFP","Airpore Medium 1"
5,1832.281,48.743,11,136,2,506,1515,"RFP","Airpore Medium 2"
6,1477.267,44.828,12,108,2,506,1515,"RFP","Airpore young 1"
7,3181.805,40.183,8,108,2,506,1515,"RFP","background"
1,1896.544,9.104,0,39,1,507,1518,"GFP","Airpore Old 1"
2,1832.281,10.446,0,46,1,507,1518,"GFP","Airpore Old 2"
3,1832.281,10.595,0,47,1,507,1518,"GFP","Airpore Old 3"
4,1832.281,9.358,0,39,1,507,1518,"GFP","Airpore Medium 1"
5,1832.281,8.833,0,39,1,507,1518,"GFP","Airpore Medium 2"
6,1477.267,9.673,0,43,1,507,1518,"GFP","Airpore young 1"
7,3181.805,7.189,0,39,1,507,1518,"GFP","background"
1,1896.544,39.911,3,138,2,507,1518,"RFP","Airpore Old 1"
2,1832.281,44.965,8,147,2,507,1518,"RFP","Airpore Old 2"
3,1832.281,50.13,7,231,2,507,1518,"RFP","Airpore Old 3"
4,1832.281,39.847,7,107,2,507,1518,"RFP","Airpore Medium 1"
5,1832.281,48.501,7,126,2,507,1518,"RFP","Airpore Medium 2"
6,1477.267,44.639,8,124,2,507,1518,"RFP","Airpore young 1"
7,3181.805,39.932,7,100,2,507,1518,"RFP","background"
1,1896.544,9.144,0,38,1,508,1521,"GFP","Airpore Old 1"
2,1832.281,10.274,0,46,1,508,1521,"GFP","Airpore Old 2"
3,1832.281,10.757,0,43,1,508,1521,"GFP","Airpore Old 3"
4,1832.281,9.549,0,38,1,508,1521,"GFP","Airpore Medium 1"
5,1832.281,8.708,0,43,1,508,1521,"GFP","Airpore Medium 2"
6,1477.267,9.541,0,47,1,508,1521,"GFP","Airpore young 1"
7,3181.805,7.203,0,41,1,508,1521,"GFP","background"
1,1896.544,39.956,7,105,2,508,1521,"RFP","Airpore Old 1"
2,1832.281,44.734,11,133,2,508,1521,"RFP","Airpore Old 2"
3,1832.281,50.386,11,255,2,508,1521,"RFP","Airpore Old 3"
4,1832.281,39.82,7,105,2,508,1521,"RFP","Airpore Medium 1"
5,1832.281,48.08,8,131,2,508,1521,"RFP","Airpore Medium 2"
6,1477.267,44.795,11,111,2,508,1521,"RFP","Airpore young 1"
7,3181.805,40.058,8,123,2,508,1521,"RFP","background"
1,1896.544,9.265,0,36,1,509,1524,"GFP","Airpore Old 1"
2,1832.281,10.512,0,40,1,509,1524,"GFP","Airpore Old 2"
3,1832.281,10.923,0,43,1,509,1524,"GFP","Airpore Old 3"
4,1832.281,9.42,0,36,1,509,1524,"GFP","Airpore Medium 1"
5,1832.281,8.749,0,35,1,509,1524,"GFP","Airpore Medium 2"
6,1477.267,9.662,0,39,1,509,1524,"GFP","Airpore young 1"
7,3181.805,7.336,0,31,1,509,1524,"GFP","background"
1,1896.544,40.802,7,129,2,509,1524,"RFP","Airpore Old 1"
2,1832.281,44.577,7,142,2,509,1524,"RFP","Airpore Old 2"
3,1832.281,50.541,7,245,2,509,1524,"RFP","Airpore Old 3"
4,1832.281,40.396,7,129,2,509,1524,"RFP","Airpore Medium 1"
5,1832.281,48.545,7,123,2,509,1524,"RFP","Airpore Medium 2"
6,1477.267,45.006,7,104,2,509,1524,"RFP","Airpore young 1"
7,3181.805,39.952,7,112,2,509,1524,"RFP","background"
1,1896.544,9.089,0,43,1,510,1527,"GFP","Airpore Old 1"
2,1832.281,10.359,0,42,1,510,1527,"GFP","Airpore Old 2"
3,1832.281,10.857,0,43,1,510,1527,"GFP","Airpore Old 3"
4,1832.281,9.431,0,43,1,510,1527,"GFP","Airpore Medium 1"
5,1832.281,8.866,0,43,1,510,1527,"GFP","Airpore Medium 2"
6,1477.267,9.684,0,43,1,510,1527,"GFP","Airpore young 1"
7,3181.805,7.251,0,35,1,510,1527,"GFP","background"
1,1896.544,40.052,3,107,2,510,1527,"RFP","Airpore Old 1"
2,1832.281,45.048,11,134,2,510,1527,"RFP","Airpore Old 2"
3,1832.281,50.29,7,255,2,510,1527,"RFP","Airpore Old 3"
4,1832.281,39.588,3,107,2,510,1527,"RFP","Airpore Medium 1"
5,1832.281,48.683,11,124,2,510,1527,"RFP","Airpore Medium 2"
6,1477.267,44.72,11,117,2,510,1527,"RFP","Airpore young 1"
7,3181.805,40.022,7,133,2,510,1527,"RFP","background"
1,1896.544,9.124,0,43,1,511,1530,"GFP","Airpore Old 1"
2,1832.281,10.283,0,39,1,511,1530,"GFP","Airpore Old 2"
3,1832.281,10.912,0,46,1,511,1530,"GFP","Airpore Old 3"
4,1832.281,9.468,0,43,1,511,1530,"GFP","Airpore Medium 1"
5,1832.281,8.58,0,41,1,511,1530,"GFP","Airpore Medium 2"
6,1477.267,9.455,0,35,1,511,1530,"GFP","Airpore young 1"
7,3181.805,7.214,0,43,1,511,1530,"GFP","background"
1,1896.544,40.344,3,142,2,511,1530,"RFP","Airpore Old 1"
2,1832.281,44.881,11,149,2,511,1530,"RFP","Airpore Old 2"
3,1832.281,50.582,7,255,2,511,1530,"RFP","Airpore Old 3"
4,1832.281,39.842,3,142,2,511,1530,"RFP","Airpore Medium 1"
5,1832.281,48.468,12,143,2,511,1530,"RFP","Airpore Medium 2"
6,1477.267,44.778,8,115,2,511,1530,"RFP","Airpore young 1"
7,3181.805,40.31,3,134,2,511,1530,"RFP","background"
1,1896.544,9.124,0,43,1,512,1533,"GFP","Airpore Old 1"
2,1832.281,10.58,0,43,1,512,1533,"GFP","Airpore Old 2"
3,1832.281,10.987,0,46,1,512,1533,"GFP","Airpore Old 3"
4,1832.281,9.5,0,43,1,512,1533,"GFP","Airpore Medium 1"
5,1832.281,8.588,0,42,1,512,1533,"GFP","Airpore Medium 2"
6,1477.267,9.698,0,40,1,512,1533,"GFP","Airpore young 1"
7,3181.805,7.236,0,31,1,512,1533,"GFP","background"
1,1896.544,40.506,7,105,2,512,1533,"RFP","Airpore Old 1"
2,1832.281,44.737,3,134,2,512,1533,"RFP","Airpore Old 2"
3,1832.281,50.238,7,255,2,512,1533,"RFP","Airpore Old 3"
4,1832.281,40.231,7,105,2,512,1533,"RFP","Airpore Medium 1"
5,1832.281,48.443,7,148,2,512,1533,"RFP","Airpore Medium 2"
6,1477.267,45.149,11,124,2,512,1533,"RFP","Airpore young 1"
7,3181.805,40.291,3,99,2,512,1533,"RFP","background"
1,1896.544,9.427,0,46,1,513,1536,"GFP","Airpore Old 1"
2,1832.281,10.518,0,42,1,513,1536,"GFP","Airpore Old 2"
3,1832.281,11.264,0,43,1,513,1536,"GFP","Airpore Old 3"
4,1832.281,9.724,0,46,1,513,1536,"GFP","Airpore Medium 1"
5,1832.281,8.734,0,35,1,513,1536,"GFP","Airpore Medium 2"
6,1477.267,9.508,0,39,1,513,1536,"GFP","Airpore young 1"
7,3181.805,7.161,0,35,1,513,1536,"GFP","background"
1,1896.544,40.609,3,115,2,513,1536,"RFP","Airpore Old 1"
2,1832.281,44.37,11,119,2,513,1536,"RFP","Airpore Old 2"
3,1832.281,50.672,8,255,2,513,1536,"RFP","Airpore Old 3"
4,1832.281,40.6,7,115,2,513,1536,"RFP","Airpore Medium 1"
5,1832.281,48.466,12,139,2,513,1536,"RFP","Airpore Medium 2"
6,1477.267,44.356,11,124,2,513,1536,"RFP","Airpore young 1"
7,3181.805,39.873,8,103,2,513,1536,"RFP","background"
1,1896.544,9.315,0,39,1,514,1539,"GFP","Airpore Old 1"
2,1832.281,10.454,0,42,1,514,1539,"GFP","Airpore Old 2"
3,1832.281,11.307,0,46,1,514,1539,"GFP","Airpore Old 3"
4,1832.281,9.515,0,39,1,514,1539,"GFP","Airpore Medium 1"
5,1832.281,8.734,0,43,1,514,1539,"GFP","Airpore Medium 2"
6,1477.267,9.241,0,39,1,514,1539,"GFP","Airpore young 1"
7,3181.805,7.257,0,36,1,514,1539,"GFP","background"
1,1896.544,40.67,3,127,2,514,1539,"RFP","Airpore Old 1"
2,1832.281,45.308,7,131,2,514,1539,"RFP","Airpore Old 2"
3,1832.281,50.518,7,223,2,514,1539,"RFP","Airpore Old 3"
4,1832.281,40.213,3,127,2,514,1539,"RFP","Airpore Medium 1"
5,1832.281,48.815,11,156,2,514,1539,"RFP","Airpore Medium 2"
6,1477.267,44.365,7,125,2,514,1539,"RFP","Airpore young 1"
7,3181.805,40.163,3,100,2,514,1539,"RFP","background"
1,1896.544,9.369,0,43,1,515,1542,"GFP","Airpore Old 1"
2,1832.281,10.264,0,43,1,515,1542,"GFP","Airpore Old 2"
3,1832.281,11.302,0,47,1,515,1542,"GFP","Airpore Old 3"
4,1832.281,9.708,0,43,1,515,1542,"GFP","Airpore Medium 1"
5,1832.281,9.023,0,43,1,515,1542,"GFP","Airpore Medium 2"
6,1477.267,9.305,0,39,1,515,1542,"GFP","Airpore young 1"
7,3181.805,7.21,0,38,1,515,1542,"GFP","background"
1,1896.544,40.566,3,111,2,515,1542,"RFP","Airpore Old 1"
2,1832.281,45.05,7,132,2,515,1542,"RFP","Airpore Old 2"
3,1832.281,50.559,7,246,2,515,1542,"RFP","Airpore Old 3"
4,1832.281,40.372,3,111,2,515,1542,"RFP","Airpore Medium 1"
5,1832.281,48.142,11,115,2,515,1542,"RFP","Airpore Medium 2"
6,1477.267,44.435,7,96,2,515,1542,"RFP","Airpore young 1"
7,3181.805,40.037,3,99,2,515,1542,"RFP","background"
1,1896.544,9.274,0,43,1,516,1545,"GFP","Airpore Old 1"
2,1832.281,10.007,0,46,1,516,1545,"GFP","Airpore Old 2"
3,1832.281,11.136,0,46,1,516,1545,"GFP","Airpore Old 3"
4,1832.281,9.622,0,43,1,516,1545,"GFP","Airpore Medium 1"
5,1832.281,9.205,0,43,1,516,1545,"GFP","Airpore Medium 2"
6,1477.267,9.358,0,45,1,516,1545,"GFP","Airpore young 1"
7,3181.805,7.376,0,46,1,516,1545,"GFP","background"
1,1896.544,39.61,3,102,2,516,1545,"RFP","Airpore Old 1"
2,1832.281,44.969,7,124,2,516,1545,"RFP","Airpore Old 2"
3,1832.281,50.667,11,255,2,516,1545,"RFP","Airpore Old 3"
4,1832.281,39.537,7,102,2,516,1545,"RFP","Airpore Medium 1"
5,1832.281,48.498,11,146,2,516,1545,"RFP","Airpore Medium 2"
6,1477.267,44.443,11,150,2,516,1545,"RFP","Airpore young 1"
7,3181.805,40.225,7,107,2,516,1545,"RFP","background"
1,1896.544,9.385,0,40,1,517,1548,"GFP","Airpore Old 1"
2,1832.281,10.441,0,44,1,517,1548,"GFP","Airpore Old 2"
3,1832.281,11.254,0,46,1,517,1548,"GFP","Airpore Old 3"
4,1832.281,9.638,0,40,1,517,1548,"GFP","Airpore Medium 1"
5,1832.281,9.259,0,44,1,517,1548,"GFP","Airpore Medium 2"
6,1477.267,9.489,0,39,1,517,1548,"GFP","Airpore young 1"
7,3181.805,7.349,0,35,1,517,1548,"GFP","background"
1,1896.544,40.357,3,96,2,517,1548,"RFP","Airpore Old 1"
2,1832.281,45.048,7,129,2,517,1548,"RFP","Airpore Old 2"
3,1832.281,50.095,7,255,2,517,1548,"RFP","Airpore Old 3"
4,1832.281,39.811,7,103,2,517,1548,"RFP","Airpore Medium 1"
5,1832.281,48.777,12,128,2,517,1548,"RFP","Airpore Medium 2"
6,1477.267,44.288,11,101,2,517,1548,"RFP","Airpore young 1"
7,3181.805,39.863,7,111,2,517,1548,"RFP","background"
1,1896.544,10.206,0,51,1,518,1551,"GFP","Airpore Old 1"
2,1832.281,10.192,0,43,1,518,1551,"GFP","Airpore Old 2"
3,1832.281,11.002,0,40,1,518,1551,"GFP","Airpore Old 3"
4,1832.281,10.47,0,51,1,518,1551,"GFP","Airpore Medium 1"
5,1832.281,9.239,0,38,1,518,1551,"GFP","Airpore Medium 2"
6,1477.267,9.415,0,43,1,518,1551,"GFP","Airpore young 1"
7,3181.805,7.332,0,35,1,518,1551,"GFP","background"
1,1896.544,40.42,3,119,2,518,1551,"RFP","Airpore Old 1"
2,1832.281,44.775,7,161,2,518,1551,"RFP","Airpore Old 2"
3,1832.281,50.319,7,255,2,518,1551,"RFP","Airpore Old 3"
4,1832.281,40.163,3,119,2,518,1551,"RFP","Airpore Medium 1"
5,1832.281,48.519,11,118,2,518,1551,"RFP","Airpore Medium 2"
6,1477.267,44.347,11,116,2,518,1551,"RFP","Airpore young 1"
7,3181.805,39.625,7,119,2,518,1551,"RFP","background"
1,1896.544,9.885,0,58,1,519,1554,"GFP","Airpore Old 1"
2,1832.281,10.382,0,46,1,519,1554,"GFP","Airpore Old 2"
3,1832.281,11.031,0,54,1,519,1554,"GFP","Airpore Old 3"
4,1832.281,10.113,0,58,1,519,1554,"GFP","Airpore Medium 1"
5,1832.281,9.052,0,43,1,519,1554,"GFP","Airpore Medium 2"
6,1477.267,9.321,0,39,1,519,1554,"GFP","Airpore young 1"
7,3181.805,7.077,0,35,1,519,1554,"GFP","background"
1,1896.544,40.004,3,120,2,519,1554,"RFP","Airpore Old 1"
2,1832.281,44.286,3,123,2,519,1554,"RFP","Airpore Old 2"
3,1832.281,50.479,7,240,2,519,1554,"RFP","Airpore Old 3"
4,1832.281,39.649,3,120,2,519,1554,"RFP","Airpore Medium 1"
5,1832.281,48.028,15,127,2,519,1554,"RFP","Airpore Medium 2"
6,1477.267,44.947,12,110,2,519,1554,"RFP","Airpore young 1"
7,3181.805,39.568,8,103,2,519,1554,"RFP","background"
1,1896.544,9.822,0,54,1,520,1557,"GFP","Airpore Old 1"
2,1832.281,10.536,0,43,1,520,1557,"GFP","Airpore Old 2"
3,1832.281,11.058,0,43,1,520,1557,"GFP","Airpore Old 3"
4,1832.281,10.045,0,54,1,520,1557,"GFP","Airpore Medium 1"
5,1832.281,8.831,0,43,1,520,1557,"GFP","Airpore Medium 2"
6,1477.267,9.305,0,41,1,520,1557,"GFP","Airpore young 1"
7,3181.805,7.112,0,35,1,520,1557,"GFP","background"
1,1896.544,39.828,7,112,2,520,1557,"RFP","Airpore Old 1"
