"ROI","Area","Mean","Min","Max","Channel","Frame","Time","SensorName","ROIName"
6,1477.267,43.729,8,108,2,223,666,"RFP","Airpore young 1"
7,3181.805,39.64,7,114,2,223,666,"RFP","background"
1,1896.544,8.815,0,39,1,224,669,"GFP","Airpore Old 1"
2,1832.281,11.003,0,43,1,224,669,"GFP","Airpore Old 2"
3,1832.281,10.467,0,47,1,224,669,"GFP","Airpore Old 3"
4,1832.281,8.718,0,39,1,224,669,"GFP","Airpore Medium 1"
5,1832.281,8.807,0,36,1,224,669,"GFP","Airpore Medium 2"
6,1477.267,10.099,0,46,1,224,669,"GFP","Airpore young 1"
7,3181.805,7.087,0,39,1,224,669,"GFP","background"
1,1896.544,37.078,3,103,2,224,669,"RFP","Airpore Old 1"
2,1832.281,44.794,7,141,2,224,669,"RFP","Airpore Old 2"
3,1832.281,47.312,7,158,2,224,669,"RFP","Airpore Old 3"
4,1832.281,39.31,3,103,2,224,669,"RFP","Airpore Medium 1"
5,1832.281,47.133,11,118,2,224,669,"RFP","Airpore Medium 2"
6,1477.267,43.56,11,99,2,224,669,"RFP","Airpore young 1"
7,3181.805,39.821,3,127,2,224,669,"RFP","background"
1,1896.544,8.748,0,39,1,225,672,"GFP","Airpore Old 1"
2,1832.281,10.441,0,39,1,225,672,"GFP","Airpore Old 2"
3,1832.281,10.516,0,43,1,225,672,"GFP","Airpore Old 3"
4,1832.281,8.592,0,39,1,225,672,"GFP","Airpore Medium 1"
5,1832.281,9.034,0,39,1,225,672,"GFP","Airpore Medium 2"
6,1477.267,9.913,0,39,1,225,672,"GFP","Airpore young 1"
7,3181.805,7.114,0,40,1,225,672,"GFP","background"
1,1896.544,37.069,3,96,2,225,672,"RFP","Airpore Old 1"
2,1832.281,44.79,7,111,2,225,672,"RFP","Airpore Old 2"
3,1832.281,46.541,11,194,2,225,672,"RFP","Airpore Old 3"
4,1832.281,39.328,3,112,2,225,672,"RFP","Airpore Medium 1"
5,1832.281,47.124,11,111,2,225,672,"RFP","Airpore Medium 2"
6,1477.267,43.66,11,108,2,225,672,"RFP","Airpore young 1"
7,3181.805,39.804,11,118,2,225,672,"RFP","background"
1,1896.544,8.786,0,46,1,226,675,"GFP","Airpore Old 1"
2,1832.281,10.645,0,35,1,226,675,"GFP","Airpore Old 2"
3,1832.281,10.602,0,43,1,226,675,"GFP","Airpore Old 3"
4,1832.281,8.716,0,39,1,226,675,"GFP","Airpore Medium 1"
5,1832.281,9.116,0,39,1,226,675,"GFP","Airpore Medium 2"
6,1477.267,9.946,0,39,1,226,675,"GFP","Airpore young 1"
7,3181.805,7.242,0,39,1,226,675,"GFP","background"
1,1896.544,37.722,0,111,2,226,675,"RFP","Airpore Old 1"
2,1832.281,45.078,11,139,2,226,675,"RFP","Airpore Old 2"
3,1832.281,47.515,11,239,2,226,675,"RFP","Airpore Old 3"
4,1832.281,39.423,0,103,2,226,675,"RFP","Airpore Medium 1"
5,1832.281,46.894,12,151,2,226,675,"RFP","Airpore Medium 2"
6,1477.267,44.098,11,99,2,226,675,"RFP","Airpore young 1"
7,3181.805,40.139,11,108,2,226,675,"RFP","background"
1,1896.544,8.967,0,47,1,227,678,"GFP","Airpore Old 1"
2,1832.281,10.788,0,42,1,227,678,"GFP","Airpore Old 2"
3,1832.281,10.26,0,43,1,227,678,"GFP","Airpore Old 3"
4,1832.281,8.981,0,35,1,227,678,"GFP","Airpore Medium 1"
5,1832.281,8.895,0,39,1,227,678,"GFP","Airpore Medium 2"
6,1477.267,9.694,0,39,1,227,678,"GFP","Airpore young 1"
7,3181.805,7.19,0,32,1,227,678,"GFP","background"
1,1896.544,37.45,7,114,2,227,678,"RFP","Airpore Old 1"
2,1832.281,44.171,8,112,2,227,678,"RFP","Airpore Old 2"
3,1832.281,47.497,12,158,2,227,678,"RFP","Airpore Old 3"
4,1832.281,39.562,7,114,2,227,678,"RFP","Airpore Medium 1"
5,1832.281,47.024,12,108,2,227,678,"RFP","Airpore Medium 2"
6,1477.267,43.975,11,151,2,227,678,"RFP","Airpore young 1"
7,3181.805,40.128,11,127,2,227,678,"RFP","background"
1,1896.544,8.844,0,39,1,228,681,"GFP","Airpore Old 1"
2,1832.281,11.395,0,47,1,228,681,"GFP","Airpore Old 2"
3,1832.281,10.533,0,43,1,228,681,"GFP","Airpore Old 3"
4,1832.281,8.845,0,36,1,228,681,"GFP","Airpore Medium 1"
5,1832.281,8.982,0,40,1,228,681,"GFP","Airpore Medium 2"
6,1477.267,9.675,0,51,1,228,681,"GFP","Airpore young 1"
7,3181.805,7.123,0,31,1,228,681,"GFP","background"
1,1896.544,37.558,7,147,2,228,681,"RFP","Airpore Old 1"
2,1832.281,44.826,8,110,2,228,681,"RFP","Airpore Old 2"
3,1832.281,46.655,7,177,2,228,681,"RFP","Airpore Old 3"
4,1832.281,39.657,7,147,2,228,681,"RFP","Airpore Medium 1"
5,1832.281,46.922,7,119,2,228,681,"RFP","Airpore Medium 2"
6,1477.267,43.823,7,126,2,228,681,"RFP","Airpore young 1"
7,3181.805,40.243,7,125,2,228,681,"RFP","background"
1,1896.544,8.708,0,36,1,229,684,"GFP","Airpore Old 1"
2,1832.281,12.443,0,78,1,229,684,"GFP","Airpore Old 2"
3,1832.281,10.556,0,40,1,229,684,"GFP","Airpore Old 3"
4,1832.281,8.698,0,36,1,229,684,"GFP","Airpore Medium 1"
5,1832.281,9.159,0,55,1,229,684,"GFP","Airpore Medium 2"
6,1477.267,9.34,0,39,1,229,684,"GFP","Airpore young 1"
7,3181.805,7.118,0,35,1,229,684,"GFP","background"
1,1896.544,37.465,7,107,2,229,684,"RFP","Airpore Old 1"
2,1832.281,45.134,7,149,2,229,684,"RFP","Airpore Old 2"
3,1832.281,47.061,12,230,2,229,684,"RFP","Airpore Old 3"
4,1832.281,39.636,7,107,2,229,684,"RFP","Airpore Medium 1"
5,1832.281,46.642,11,112,2,229,684,"RFP","Airpore Medium 2"
6,1477.267,44.207,11,103,2,229,684,"RFP","Airpore young 1"
7,3181.805,40.036,7,137,2,229,684,"RFP","background"
1,1896.544,9.099,0,46,1,230,687,"GFP","Airpore Old 1"
2,1832.281,12.104,0,70,1,230,687,"GFP","Airpore Old 2"
3,1832.281,10.402,0,42,1,230,687,"GFP","Airpore Old 3"
4,1832.281,9.025,0,35,1,230,687,"GFP","Airpore Medium 1"
5,1832.281,9.039,0,40,1,230,687,"GFP","Airpore Medium 2"
6,1477.267,9.542,0,31,1,230,687,"GFP","Airpore young 1"
7,3181.805,7.2,0,31,1,230,687,"GFP","background"
1,1896.544,37.365,3,94,2,230,687,"RFP","Airpore Old 1"
2,1832.281,45.199,8,117,2,230,687,"RFP","Airpore Old 2"
3,1832.281,46.568,7,255,2,230,687,"RFP","Airpore Old 3"
4,1832.281,39.37,7,95,2,230,687,"RFP","Airpore Medium 1"
5,1832.281,47.373,11,119,2,230,687,"RFP","Airpore Medium 2"
6,1477.267,44.308,11,104,2,230,687,"RFP","Airpore young 1"
7,3181.805,40.276,7,119,2,230,687,"RFP","background"
1,1896.544,9.379,0,51,1,231,690,"GFP","Airpore Old 1"
2,1832.281,11.318,0,39,1,231,690,"GFP","Airpore Old 2"
3,1832.281,10.6,0,46,1,231,690,"GFP","Airpore Old 3"
4,1832.281,9.222,0,39,1,231,690,"GFP","Airpore Medium 1"
5,1832.281,9.05,0,35,1,231,690,"GFP","Airpore Medium 2"
6,1477.267,9.301,0,47,1,231,690,"GFP","Airpore young 1"
7,3181.805,7.139,0,47,1,231,690,"GFP","background"
1,1896.544,37.426,3,108,2,231,690,"RFP","Airpore Old 1"
2,1832.281,44.927,8,115,2,231,690,"RFP","Airpore Old 2"
3,1832.281,46.958,11,177,2,231,690,"RFP","Airpore Old 3"
4,1832.281,39.377,3,108,2,231,690,"RFP","Airpore Medium 1"
5,1832.281,47.407,12,120,2,231,690,"RFP","Airpore Medium 2"
6,1477.267,44.204,7,108,2,231,690,"RFP","Airpore young 1"
7,3181.805,40.241,11,127,2,231,690,"RFP","background"
1,1896.544,8.983,0,43,1,232,693,"GFP","Airpore Old 1"
2,1832.281,10.598,0,43,1,232,693,"GFP","Airpore Old 2"
3,1832.281,10.398,0,39,1,232,693,"GFP","Airpore Old 3"
4,1832.281,9.049,0,43,1,232,693,"GFP","Airpore Medium 1"
5,1832.281,8.864,0,47,1,232,693,"GFP","Airpore Medium 2"
6,1477.267,9.458,0,39,1,232,693,"GFP","Airpore young 1"
7,3181.805,6.99,0,31,1,232,693,"GFP","background"
1,1896.544,37.416,3,111,2,232,693,"RFP","Airpore Old 1"
2,1832.281,44.475,11,122,2,232,693,"RFP","Airpore Old 2"
3,1832.281,47.095,8,204,2,232,693,"RFP","Airpore Old 3"
4,1832.281,39.475,7,111,2,232,693,"RFP","Airpore Medium 1"
5,1832.281,47.024,11,119,2,232,693,"RFP","Airpore Medium 2"
6,1477.267,43.756,11,104,2,232,693,"RFP","Airpore young 1"
7,3181.805,40.278,7,124,2,232,693,"RFP","background"
1,1896.544,8.822,0,35,1,233,696,"GFP","Airpore Old 1"
2,1832.281,10.4,0,41,1,233,696,"GFP","Airpore Old 2"
3,1832.281,10.33,0,43,1,233,696,"GFP","Airpore Old 3"
4,1832.281,8.954,0,35,1,233,696,"GFP","Airpore Medium 1"
5,1832.281,8.859,0,49,1,233,696,"GFP","Airpore Medium 2"
6,1477.267,9.419,0,47,1,233,696,"GFP","Airpore young 1"
7,3181.805,7.126,0,31,1,233,696,"GFP","background"
1,1896.544,36.58,0,100,2,233,696,"RFP","Airpore Old 1"
2,1832.281,45.092,7,134,2,233,696,"RFP","Airpore Old 2"
3,1832.281,47.096,8,187,2,233,696,"RFP","Airpore Old 3"
4,1832.281,38.706,0,100,2,233,696,"RFP","Airpore Medium 1"
5,1832.281,46.567,7,116,2,233,696,"RFP","Airpore Medium 2"
6,1477.267,43.749,11,107,2,233,696,"RFP","Airpore young 1"
7,3181.805,40.08,7,131,2,233,696,"RFP","background"
1,1896.544,8.884,0,47,1,234,699,"GFP","Airpore Old 1"
2,1832.281,10.393,0,53,1,234,699,"GFP","Airpore Old 2"
3,1832.281,10.348,0,43,1,234,699,"GFP","Airpore Old 3"
4,1832.281,8.893,0,43,1,234,699,"GFP","Airpore Medium 1"
5,1832.281,8.737,0,43,1,234,699,"GFP","Airpore Medium 2"
6,1477.267,9.432,0,43,1,234,699,"GFP","Airpore young 1"
7,3181.805,7.085,0,52,1,234,699,"GFP","background"
1,1896.544,37.042,3,116,2,234,699,"RFP","Airpore Old 1"
2,1832.281,44.405,7,124,2,234,699,"RFP","Airpore Old 2"
3,1832.281,46.746,8,173,2,234,699,"RFP","Airpore Old 3"
4,1832.281,39.288,3,116,2,234,699,"RFP","Airpore Medium 1"
5,1832.281,46.818,7,123,2,234,699,"RFP","Airpore Medium 2"
6,1477.267,44.376,12,118,2,234,699,"RFP","Airpore young 1"
7,3181.805,39.976,7,110,2,234,699,"RFP","background"
1,1896.544,8.774,0,39,1,235,702,"GFP","Airpore Old 1"
2,1832.281,10.631,0,43,1,235,702,"GFP","Airpore Old 2"
3,1832.281,10.532,0,39,1,235,702,"GFP","Airpore Old 3"
4,1832.281,8.775,0,35,1,235,702,"GFP","Airpore Medium 1"
5,1832.281,8.514,0,35,1,235,702,"GFP","Airpore Medium 2"
6,1477.267,9.54,0,42,1,235,702,"GFP","Airpore young 1"
7,3181.805,7.141,0,35,1,235,702,"GFP","background"
1,1896.544,37.56,3,99,2,235,702,"RFP","Airpore Old 1"
2,1832.281,44.356,7,108,2,235,702,"RFP","Airpore Old 2"
3,1832.281,46.754,7,176,2,235,702,"RFP","Airpore Old 3"
4,1832.281,39.21,7,99,2,235,702,"RFP","Airpore Medium 1"
5,1832.281,46.559,11,129,2,235,702,"RFP","Airpore Medium 2"
6,1477.267,43.862,7,111,2,235,702,"RFP","Airpore young 1"
7,3181.805,40.014,7,148,2,235,702,"RFP","background"
1,1896.544,8.877,0,38,1,236,705,"GFP","Airpore Old 1"
2,1832.281,10.513,0,39,1,236,705,"GFP","Airpore Old 2"
3,1832.281,10.641,0,56,1,236,705,"GFP","Airpore Old 3"
4,1832.281,9.101,0,38,1,236,705,"GFP","Airpore Medium 1"
5,1832.281,8.722,0,35,1,236,705,"GFP","Airpore Medium 2"
6,1477.267,9.308,0,39,1,236,705,"GFP","Airpore young 1"
7,3181.805,6.988,0,31,1,236,705,"GFP","background"
1,1896.544,37.664,7,111,2,236,705,"RFP","Airpore Old 1"
2,1832.281,44.107,7,159,2,236,705,"RFP","Airpore Old 2"
3,1832.281,46.694,11,169,2,236,705,"RFP","Airpore Old 3"
4,1832.281,39.466,7,111,2,236,705,"RFP","Airpore Medium 1"
5,1832.281,46.938,7,111,2,236,705,"RFP","Airpore Medium 2"
6,1477.267,44.398,7,108,2,236,705,"RFP","Airpore young 1"
7,3181.805,39.839,7,128,2,236,705,"RFP","background"
1,1896.544,9.185,0,43,1,237,708,"GFP","Airpore Old 1"
2,1832.281,10.395,0,40,1,237,708,"GFP","Airpore Old 2"
3,1832.281,10.609,0,47,1,237,708,"GFP","Airpore Old 3"
4,1832.281,9.076,0,40,1,237,708,"GFP","Airpore Medium 1"
5,1832.281,8.647,0,43,1,237,708,"GFP","Airpore Medium 2"
6,1477.267,9.151,0,39,1,237,708,"GFP","Airpore young 1"
7,3181.805,7.075,0,39,1,237,708,"GFP","background"
1,1896.544,37.857,3,112,2,237,708,"RFP","Airpore Old 1"
2,1832.281,44.481,8,136,2,237,708,"RFP","Airpore Old 2"
3,1832.281,47.02,11,213,2,237,708,"RFP","Airpore Old 3"
4,1832.281,39.806,7,112,2,237,708,"RFP","Airpore Medium 1"
5,1832.281,47.487,7,111,2,237,708,"RFP","Airpore Medium 2"
6,1477.267,44.203,11,104,2,237,708,"RFP","Airpore young 1"
7,3181.805,40.499,7,145,2,237,708,"RFP","background"
1,1896.544,8.904,0,46,1,238,711,"GFP","Airpore Old 1"
2,1832.281,10.508,0,52,1,238,711,"GFP","Airpore Old 2"
3,1832.281,10.882,0,43,1,238,711,"GFP","Airpore Old 3"
4,1832.281,9.046,0,43,1,238,711,"GFP","Airpore Medium 1"
5,1832.281,8.797,0,31,1,238,711,"GFP","Airpore Medium 2"
6,1477.267,8.989,0,54,1,238,711,"GFP","Airpore young 1"
7,3181.805,7.04,0,35,1,238,711,"GFP","background"
1,1896.544,37.45,3,132,2,238,711,"RFP","Airpore Old 1"
2,1832.281,44.529,11,127,2,238,711,"RFP","Airpore Old 2"
3,1832.281,47.332,12,170,2,238,711,"RFP","Airpore Old 3"
4,1832.281,39.693,3,132,2,238,711,"RFP","Airpore Medium 1"
5,1832.281,47.397,7,116,2,238,711,"RFP","Airpore Medium 2"
6,1477.267,43.021,7,96,2,238,711,"RFP","Airpore young 1"
7,3181.805,40.02,3,120,2,238,711,"RFP","background"
1,1896.544,8.907,0,39,1,239,714,"GFP","Airpore Old 1"
2,1832.281,10.568,0,39,1,239,714,"GFP","Airpore Old 2"
3,1832.281,11.069,0,43,1,239,714,"GFP","Airpore Old 3"
4,1832.281,9.13,0,39,1,239,714,"GFP","Airpore Medium 1"
5,1832.281,8.766,0,35,1,239,714,"GFP","Airpore Medium 2"
6,1477.267,9.039,0,50,1,239,714,"GFP","Airpore young 1"
7,3181.805,7.028,0,47,1,239,714,"GFP","background"
1,1896.544,37.34,3,98,2,239,714,"RFP","Airpore Old 1"
2,1832.281,44.685,7,142,2,239,714,"RFP","Airpore Old 2"
3,1832.281,47.269,11,177,2,239,714,"RFP","Airpore Old 3"
4,1832.281,39.417,7,98,2,239,714,"RFP","Airpore Medium 1"
5,1832.281,47.861,11,116,2,239,714,"RFP","Airpore Medium 2"
6,1477.267,44.163,11,115,2,239,714,"RFP","Airpore young 1"
7,3181.805,40.124,8,119,2,239,714,"RFP","background"
1,1896.544,8.848,0,43,1,240,717,"GFP","Airpore Old 1"
2,1832.281,10.81,0,38,1,240,717,"GFP","Airpore Old 2"
3,1832.281,10.8,0,43,1,240,717,"GFP","Airpore Old 3"
4,1832.281,9.044,0,43,1,240,717,"GFP","Airpore Medium 1"
5,1832.281,8.862,0,46,1,240,717,"GFP","Airpore Medium 2"
6,1477.267,9.188,0,35,1,240,717,"GFP","Airpore young 1"
7,3181.805,6.997,0,36,1,240,717,"GFP","background"
1,1896.544,36.745,3,114,2,240,717,"RFP","Airpore Old 1"
2,1832.281,44.532,7,126,2,240,717,"RFP","Airpore Old 2"
3,1832.281,47.291,11,223,2,240,717,"RFP","Airpore Old 3"
4,1832.281,38.956,3,99,2,240,717,"RFP","Airpore Medium 1"
5,1832.281,47.068,12,116,2,240,717,"RFP","Airpore Medium 2"
6,1477.267,43.641,8,104,2,240,717,"RFP","Airpore young 1"
7,3181.805,40.209,7,115,2,240,717,"RFP","background"
1,1896.544,8.769,0,39,1,241,720,"GFP","Airpore Old 1"
2,1832.281,11.321,0,59,1,241,720,"GFP","Airpore Old 2"
3,1832.281,11.05,0,54,1,241,720,"GFP","Airpore Old 3"
4,1832.281,8.856,0,39,1,241,720,"GFP","Airpore Medium 1"
5,1832.281,8.858,0,72,1,241,720,"GFP","Airpore Medium 2"
6,1477.267,9.191,0,32,1,241,720,"GFP","Airpore young 1"
7,3181.805,7.044,0,31,1,241,720,"GFP","background"
1,1896.544,37.335,3,107,2,241,720,"RFP","Airpore Old 1"
2,1832.281,44.832,7,132,2,241,720,"RFP","Airpore Old 2"
3,1832.281,47.609,7,222,2,241,720,"RFP","Airpore Old 3"
4,1832.281,39.18,3,100,2,241,720,"RFP","Airpore Medium 1"
5,1832.281,47.718,11,114,2,241,720,"RFP","Airpore Medium 2"
6,1477.267,43.633,11,128,2,241,720,"RFP","Airpore young 1"
7,3181.805,40.369,7,124,2,241,720,"RFP","background"
1,1896.544,8.821,0,43,1,242,723,"GFP","Airpore Old 1"
2,1832.281,11.516,0,56,1,242,723,"GFP","Airpore Old 2"
3,1832.281,10.809,0,46,1,242,723,"GFP","Airpore Old 3"
4,1832.281,8.869,0,42,1,242,723,"GFP","Airpore Medium 1"
5,1832.281,8.555,0,39,1,242,723,"GFP","Airpore Medium 2"
6,1477.267,9.003,0,54,1,242,723,"GFP","Airpore young 1"
7,3181.805,7.051,0,31,1,242,723,"GFP","background"
1,1896.544,37.345,3,115,2,242,723,"RFP","Airpore Old 1"
2,1832.281,44.808,7,156,2,242,723,"RFP","Airpore Old 2"
3,1832.281,46.878,11,172,2,242,723,"RFP","Airpore Old 3"
4,1832.281,39.297,3,115,2,242,723,"RFP","Airpore Medium 1"
5,1832.281,47.071,11,131,2,242,723,"RFP","Airpore Medium 2"
6,1477.267,43.716,11,117,2,242,723,"RFP","Airpore young 1"
7,3181.805,39.696,8,131,2,242,723,"RFP","background"
1,1896.544,8.7,0,47,1,243,726,"GFP","Airpore Old 1"
2,1832.281,11.636,0,47,1,243,726,"GFP","Airpore Old 2"
3,1832.281,10.513,0,43,1,243,726,"GFP","Airpore Old 3"
4,1832.281,8.747,0,39,1,243,726,"GFP","Airpore Medium 1"
5,1832.281,8.636,0,39,1,243,726,"GFP","Airpore Medium 2"
6,1477.267,9.278,0,39,1,243,726,"GFP","Airpore young 1"
7,3181.805,6.972,0,31,1,243,726,"GFP","background"
1,1896.544,36.916,3,108,2,243,726,"RFP","Airpore Old 1"
2,1832.281,44.796,11,128,2,243,726,"RFP","Airpore Old 2"
3,1832.281,47.511,7,245,2,243,726,"RFP","Airpore Old 3"
4,1832.281,38.936,3,108,2,243,726,"RFP","Airpore Medium 1"
5,1832.281,47.184,8,115,2,243,726,"RFP","Airpore Medium 2"
6,1477.267,43.923,11,104,2,243,726,"RFP","Airpore young 1"
7,3181.805,40.55,7,140,2,243,726,"RFP","background"
1,1896.544,8.826,0,47,1,244,729,"GFP","Airpore Old 1"
2,1832.281,11.103,0,43,1,244,729,"GFP","Airpore Old 2"
3,1832.281,10.691,0,47,1,244,729,"GFP","Airpore Old 3"
4,1832.281,8.962,0,47,1,244,729,"GFP","Airpore Medium 1"
5,1832.281,8.521,0,39,1,244,729,"GFP","Airpore Medium 2"
6,1477.267,9.749,0,39,1,244,729,"GFP","Airpore young 1"
7,3181.805,7.032,0,31,1,244,729,"GFP","background"
1,1896.544,37.449,0,108,2,244,729,"RFP","Airpore Old 1"
2,1832.281,44.147,7,140,2,244,729,"RFP","Airpore Old 2"
3,1832.281,47.122,7,207,2,244,729,"RFP","Airpore Old 3"
4,1832.281,39.318,0,108,2,244,729,"RFP","Airpore Medium 1"
5,1832.281,47.879,11,129,2,244,729,"RFP","Airpore Medium 2"
6,1477.267,43.892,7,128,2,244,729,"RFP","Airpore young 1"
7,3181.805,40.261,7,132,2,244,729,"RFP","background"
1,1896.544,8.962,0,39,1,245,732,"GFP","Airpore Old 1"
2,1832.281,10.876,0,52,1,245,732,"GFP","Airpore Old 2"
3,1832.281,10.417,0,39,1,245,732,"GFP","Airpore Old 3"
4,1832.281,9.109,0,39,1,245,732,"GFP","Airpore Medium 1"
5,1832.281,8.514,0,40,1,245,732,"GFP","Airpore Medium 2"
6,1477.267,10.006,0,46,1,245,732,"GFP","Airpore young 1"
7,3181.805,7.022,0,31,1,245,732,"GFP","background"
1,1896.544,37.391,3,119,2,245,732,"RFP","Airpore Old 1"
2,1832.281,44.875,8,115,2,245,732,"RFP","Airpore Old 2"
3,1832.281,46.965,11,181,2,245,732,"RFP","Airpore Old 3"
4,1832.281,39.75,0,108,2,245,732,"RFP","Airpore Medium 1"
5,1832.281,46.87,7,116,2,245,732,"RFP","Airpore Medium 2"
6,1477.267,44.38,12,124,2,245,732,"RFP","Airpore young 1"
7,3181.805,40.535,7,130,2,245,732,"RFP","background"
1,1896.544,8.999,0,52,1,246,735,"GFP","Airpore Old 1"
2,1832.281,10.908,0,49,1,246,735,"GFP","Airpore Old 2"
3,1832.281,10.759,0,43,1,246,735,"GFP","Airpore Old 3"
4,1832.281,9.049,0,52,1,246,735,"GFP","Airpore Medium 1"
5,1832.281,8.498,0,44,1,246,735,"GFP","Airpore Medium 2"
6,1477.267,9.774,0,43,1,246,735,"GFP","Airpore young 1"
7,3181.805,7.035,0,31,1,246,735,"GFP","background"
1,1896.544,37.178,3,107,2,246,735,"RFP","Airpore Old 1"
2,1832.281,44.388,7,115,2,246,735,"RFP","Airpore Old 2"
3,1832.281,47.175,7,216,2,246,735,"RFP","Airpore Old 3"
4,1832.281,39.366,3,107,2,246,735,"RFP","Airpore Medium 1"
5,1832.281,47.051,8,140,2,246,735,"RFP","Airpore Medium 2"
6,1477.267,43.701,8,96,2,246,735,"RFP","Airpore young 1"
7,3181.805,40.068,8,103,2,246,735,"RFP","background"
1,1896.544,8.649,0,43,1,247,738,"GFP","Airpore Old 1"
2,1832.281,11.098,0,65,1,247,738,"GFP","Airpore Old 2"
3,1832.281,11.115,0,43,1,247,738,"GFP","Airpore Old 3"
4,1832.281,8.793,0,43,1,247,738,"GFP","Airpore Medium 1"
5,1832.281,8.512,0,31,1,247,738,"GFP","Airpore Medium 2"
6,1477.267,9.906,0,59,1,247,738,"GFP","Airpore young 1"
7,3181.805,7.023,0,47,1,247,738,"GFP","background"
1,1896.544,37.066,3,137,2,247,738,"RFP","Airpore Old 1"
2,1832.281,44.983,11,139,2,247,738,"RFP","Airpore Old 2"
3,1832.281,47.019,11,210,2,247,738,"RFP","Airpore Old 3"
4,1832.281,39.211,3,137,2,247,738,"RFP","Airpore Medium 1"
5,1832.281,47.376,11,108,2,247,738,"RFP","Airpore Medium 2"
6,1477.267,43.822,8,116,2,247,738,"RFP","Airpore young 1"
7,3181.805,40.189,3,132,2,247,738,"RFP","background"
1,1896.544,8.688,0,39,1,248,741,"GFP","Airpore Old 1"
2,1832.281,11.041,0,46,1,248,741,"GFP","Airpore Old 2"
3,1832.281,10.982,0,57,1,248,741,"GFP","Airpore Old 3"
4,1832.281,8.829,0,39,1,248,741,"GFP","Airpore Medium 1"
5,1832.281,8.702,0,39,1,248,741,"GFP","Airpore Medium 2"
6,1477.267,9.825,0,50,1,248,741,"GFP","Airpore young 1"
7,3181.805,7.039,0,31,1,248,741,"GFP","background"
1,1896.544,36.507,3,99,2,248,741,"RFP","Airpore Old 1"
2,1832.281,44.577,11,141,2,248,741,"RFP","Airpore Old 2"
3,1832.281,47.092,12,236,2,248,741,"RFP","Airpore Old 3"
4,1832.281,38.825,3,104,2,248,741,"RFP","Airpore Medium 1"
5,1832.281,47.013,7,115,2,248,741,"RFP","Airpore Medium 2"
6,1477.267,42.952,11,108,2,248,741,"RFP","Airpore young 1"
7,3181.805,39.826,7,119,2,248,741,"RFP","background"
1,1896.544,8.701,0,41,1,249,744,"GFP","Airpore Old 1"
2,1832.281,11.027,0,43,1,249,744,"GFP","Airpore Old 2"
3,1832.281,11.365,0,62,1,249,744,"GFP","Airpore Old 3"
4,1832.281,9.052,0,41,1,249,744,"GFP","Airpore Medium 1"
5,1832.281,8.689,0,39,1,249,744,"GFP","Airpore Medium 2"
6,1477.267,9.5,0,54,1,249,744,"GFP","Airpore young 1"
7,3181.805,7.11,0,31,1,249,744,"GFP","background"
1,1896.544,37.294,3,108,2,249,744,"RFP","Airpore Old 1"
2,1832.281,44.325,7,135,2,249,744,"RFP","Airpore Old 2"
3,1832.281,46.953,7,213,2,249,744,"RFP","Airpore Old 3"
4,1832.281,39.431,7,108,2,249,744,"RFP","Airpore Medium 1"
5,1832.281,47.046,12,111,2,249,744,"RFP","Airpore Medium 2"
6,1477.267,43.55,7,143,2,249,744,"RFP","Airpore young 1"
7,3181.805,40.347,8,115,2,249,744,"RFP","background"
1,1896.544,8.724,0,43,1,250,747,"GFP","Airpore Old 1"
2,1832.281,10.971,0,47,1,250,747,"GFP","Airpore Old 2"
3,1832.281,12.728,0,87,1,250,747,"GFP","Airpore Old 3"
4,1832.281,8.772,0,43,1,250,747,"GFP","Airpore Medium 1"
5,1832.281,8.698,0,36,1,250,747,"GFP","Airpore Medium 2"
6,1477.267,9.654,0,49,1,250,747,"GFP","Airpore young 1"
7,3181.805,7.121,0,60,1,250,747,"GFP","background"
1,1896.544,36.777,3,110,2,250,747,"RFP","Airpore Old 1"
2,1832.281,44.399,7,108,2,250,747,"RFP","Airpore Old 2"
3,1832.281,46.794,7,231,2,250,747,"RFP","Airpore Old 3"
4,1832.281,38.878,7,103,2,250,747,"RFP","Airpore Medium 1"
5,1832.281,47.18,11,123,2,250,747,"RFP","Airpore Medium 2"
6,1477.267,43.213,8,107,2,250,747,"RFP","Airpore young 1"
7,3181.805,39.796,7,113,2,250,747,"RFP","background"
1,1896.544,8.76,0,43,1,251,750,"GFP","Airpore Old 1"
2,1832.281,10.63,0,46,1,251,750,"GFP","Airpore Old 2"
3,1832.281,12.47,0,89,1,251,750,"GFP","Airpore Old 3"
4,1832.281,8.799,0,43,1,251,750,"GFP","Airpore Medium 1"
5,1832.281,8.843,0,43,1,251,750,"GFP","Airpore Medium 2"
6,1477.267,9.623,0,40,1,251,750,"GFP","Airpore young 1"
7,3181.805,7.082,0,48,1,251,750,"GFP","background"
1,1896.544,37.126,3,120,2,251,750,"RFP","Airpore Old 1"
2,1832.281,44.142,7,119,2,251,750,"RFP","Airpore Old 2"
3,1832.281,46.938,7,210,2,251,750,"RFP","Airpore Old 3"
4,1832.281,39.196,3,96,2,251,750,"RFP","Airpore Medium 1"
5,1832.281,47.29,11,132,2,251,750,"RFP","Airpore Medium 2"
6,1477.267,43.974,11,107,2,251,750,"RFP","Airpore young 1"
7,3181.805,40.271,7,130,2,251,750,"RFP","background"
1,1896.544,8.625,0,66,1,252,753,"GFP","Airpore Old 1"
2,1832.281,11.152,0,51,1,252,753,"GFP","Airpore Old 2"
3,1832.281,12.194,0,54,1,252,753,"GFP","Airpore Old 3"
