"ROI","Area","Mean","Min","Max","Channel","Frame","Time","SensorName","ROIName"
6,3433.351,45.829,3,255,2,357,1068,"RFP","background"
1,774.131,5.739,0,27,1,358,1071,"GFP","Airpore Old 1"
2,774.131,6.42,0,31,1,358,1071,"GFP","Airpore Old 2"
3,774.131,8.274,0,38,1,358,1071,"GFP","Airpore Old 3"
4,774.131,3.949,0,27,1,358,1071,"GFP","Airpore Medium 1"
5,774.131,7.908,0,35,1,358,1071,"GFP","Airpore Medium 2"
6,3433.351,6.663,0,40,1,358,1071,"GFP","background"
1,774.131,60.629,15,255,2,358,1071,"RFP","Airpore Old 1"
2,774.131,51.504,11,199,2,358,1071,"RFP","Airpore Old 2"
3,774.131,44.25,7,255,2,358,1071,"RFP","Airpore Old 3"
4,774.131,25.47,0,79,2,358,1071,"RFP","Airpore Medium 1"
5,774.131,63.77,11,255,2,358,1071,"RFP","Airpore Medium 2"
6,3433.351,46.036,3,255,2,358,1071,"RFP","background"
1,774.131,5.665,0,27,1,359,1074,"GFP","Airpore Old 1"
2,774.131,6.107,0,27,1,359,1074,"GFP","Airpore Old 2"
3,774.131,8.303,0,43,1,359,1074,"GFP","Airpore Old 3"
4,774.131,3.813,0,23,1,359,1074,"GFP","Airpore Medium 1"
5,774.131,8.019,0,35,1,359,1074,"GFP","Airpore Medium 2"
6,3433.351,6.768,0,43,1,359,1074,"GFP","background"
1,774.131,61.471,11,255,2,359,1074,"RFP","Airpore Old 1"
2,774.131,51.769,11,161,2,359,1074,"RFP","Airpore Old 2"
3,774.131,43.624,7,255,2,359,1074,"RFP","Airpore Old 3"
4,774.131,24.934,0,78,2,359,1074,"RFP","Airpore Medium 1"
5,774.131,63.79,7,255,2,359,1074,"RFP","Airpore Medium 2"
6,3433.351,45.412,3,255,2,359,1074,"RFP","background"
1,774.131,5.697,0,35,1,360,1077,"GFP","Airpore Old 1"
2,774.131,6.298,0,27,1,360,1077,"GFP","Airpore Old 2"
3,774.131,8.574,0,43,1,360,1077,"GFP","Airpore Old 3"
4,774.131,3.643,0,23,1,360,1077,"GFP","Airpore Medium 1"
5,774.131,7.797,0,35,1,360,1077,"GFP","Airpore Medium 2"
6,3433.351,6.718,0,47,1,360,1077,"GFP","background"
1,774.131,61.355,11,255,2,360,1077,"RFP","Airpore Old 1"
2,774.131,51.396,11,158,2,360,1077,"RFP","Airpore Old 2"
3,774.131,44.993,7,255,2,360,1077,"RFP","Airpore Old 3"
4,774.131,25.037,0,78,2,360,1077,"RFP","Airpore Medium 1"
5,774.131,64.273,15,255,2,360,1077,"RFP","Airpore Medium 2"
6,3433.351,45.776,3,255,2,360,1077,"RFP","background"
1,774.131,5.774,0,23,1,361,1080,"GFP","Airpore Old 1"
2,774.131,6.24,0,27,1,361,1080,"GFP","Airpore Old 2"
3,774.131,8.29,0,42,1,361,1080,"GFP","Airpore Old 3"
4,774.131,3.722,0,23,1,361,1080,"GFP","Airpore Medium 1"
5,774.131,7.749,0,31,1,361,1080,"GFP","Airpore Medium 2"
6,3433.351,6.704,0,43,1,361,1080,"GFP","background"
1,774.131,60.711,11,255,2,361,1080,"RFP","Airpore Old 1"
2,774.131,51.708,7,219,2,361,1080,"RFP","Airpore Old 2"
3,774.131,44.068,7,255,2,361,1080,"RFP","Airpore Old 3"
4,774.131,25.323,3,98,2,361,1080,"RFP","Airpore Medium 1"
5,774.131,63.305,15,255,2,361,1080,"RFP","Airpore Medium 2"
6,3433.351,46.099,3,255,2,361,1080,"RFP","background"
1,774.131,5.789,0,37,1,362,1083,"GFP","Airpore Old 1"
2,774.131,6.362,0,27,1,362,1083,"GFP","Airpore Old 2"
3,774.131,8.201,0,38,1,362,1083,"GFP","Airpore Old 3"
4,774.131,3.638,0,23,1,362,1083,"GFP","Airpore Medium 1"
5,774.131,7.969,0,39,1,362,1083,"GFP","Airpore Medium 2"
6,3433.351,6.605,0,39,1,362,1083,"GFP","background"
1,774.131,61.268,7,255,2,362,1083,"RFP","Airpore Old 1"
2,774.131,50.858,11,182,2,362,1083,"RFP","Airpore Old 2"
3,774.131,44.257,7,255,2,362,1083,"RFP","Airpore Old 3"
4,774.131,25.235,0,88,2,362,1083,"RFP","Airpore Medium 1"
5,774.131,62.859,15,255,2,362,1083,"RFP","Airpore Medium 2"
6,3433.351,45.987,0,255,2,362,1083,"RFP","background"
1,774.131,5.689,0,31,1,363,1086,"GFP","Airpore Old 1"
2,774.131,6.21,0,46,1,363,1086,"GFP","Airpore Old 2"
3,774.131,8.404,0,38,1,363,1086,"GFP","Airpore Old 3"
4,774.131,3.771,0,23,1,363,1086,"GFP","Airpore Medium 1"
5,774.131,8.046,0,35,1,363,1086,"GFP","Airpore Medium 2"
6,3433.351,6.8,0,48,1,363,1086,"GFP","background"
1,774.131,61.201,15,255,2,363,1086,"RFP","Airpore Old 1"
2,774.131,51.628,7,200,2,363,1086,"RFP","Airpore Old 2"
3,774.131,44.66,11,255,2,363,1086,"RFP","Airpore Old 3"
4,774.131,25.333,3,79,2,363,1086,"RFP","Airpore Medium 1"
5,774.131,63.178,15,255,2,363,1086,"RFP","Airpore Medium 2"
6,3433.351,45.856,0,255,2,363,1086,"RFP","background"
1,774.131,5.762,0,31,1,364,1089,"GFP","Airpore Old 1"
2,774.131,6.225,0,28,1,364,1089,"GFP","Airpore Old 2"
3,774.131,8.441,0,39,1,364,1089,"GFP","Airpore Old 3"
4,774.131,3.602,0,24,1,364,1089,"GFP","Airpore Medium 1"
5,774.131,8.099,0,36,1,364,1089,"GFP","Airpore Medium 2"
6,3433.351,6.692,0,36,1,364,1089,"GFP","background"
1,774.131,60.813,15,255,2,364,1089,"RFP","Airpore Old 1"
2,774.131,51.658,7,231,2,364,1089,"RFP","Airpore Old 2"
3,774.131,44.619,3,255,2,364,1089,"RFP","Airpore Old 3"
4,774.131,25.088,0,90,2,364,1089,"RFP","Airpore Medium 1"
5,774.131,64.086,15,255,2,364,1089,"RFP","Airpore Medium 2"
6,3433.351,45.898,3,255,2,364,1089,"RFP","background"
1,774.131,5.68,0,27,1,365,1092,"GFP","Airpore Old 1"
2,774.131,6.2,0,28,1,365,1092,"GFP","Airpore Old 2"
3,774.131,8.334,0,35,1,365,1092,"GFP","Airpore Old 3"
4,774.131,3.884,0,30,1,365,1092,"GFP","Airpore Medium 1"
5,774.131,7.779,0,36,1,365,1092,"GFP","Airpore Medium 2"
6,3433.351,6.599,0,38,1,365,1092,"GFP","background"
1,774.131,61.781,15,255,2,365,1092,"RFP","Airpore Old 1"
2,774.131,52.468,11,231,2,365,1092,"RFP","Airpore Old 2"
3,774.131,44.595,7,255,2,365,1092,"RFP","Airpore Old 3"
4,774.131,25.026,0,86,2,365,1092,"RFP","Airpore Medium 1"
5,774.131,63.358,11,255,2,365,1092,"RFP","Airpore Medium 2"
6,3433.351,46.08,3,255,2,365,1092,"RFP","background"
1,774.131,5.612,0,33,1,366,1095,"GFP","Airpore Old 1"
2,774.131,6.151,0,23,1,366,1095,"GFP","Airpore Old 2"
3,774.131,8.334,0,43,1,366,1095,"GFP","Airpore Old 3"
4,774.131,3.763,0,23,1,366,1095,"GFP","Airpore Medium 1"
5,774.131,7.633,0,27,1,366,1095,"GFP","Airpore Medium 2"
6,3433.351,6.729,0,39,1,366,1095,"GFP","background"
1,774.131,61.635,15,255,2,366,1095,"RFP","Airpore Old 1"
2,774.131,52.433,11,194,2,366,1095,"RFP","Airpore Old 2"
3,774.131,44.593,7,255,2,366,1095,"RFP","Airpore Old 3"
4,774.131,25.025,3,83,2,366,1095,"RFP","Airpore Medium 1"
5,774.131,64.109,19,255,2,366,1095,"RFP","Airpore Medium 2"
6,3433.351,45.622,0,255,2,366,1095,"RFP","background"
1,774.131,5.629,0,24,1,367,1098,"GFP","Airpore Old 1"
2,774.131,6.377,0,27,1,367,1098,"GFP","Airpore Old 2"
3,774.131,8.38,0,35,1,367,1098,"GFP","Airpore Old 3"
4,774.131,3.663,0,25,1,367,1098,"GFP","Airpore Medium 1"
5,774.131,8.064,0,47,1,367,1098,"GFP","Airpore Medium 2"
6,3433.351,6.646,0,47,1,367,1098,"GFP","background"
1,774.131,61.485,11,255,2,367,1098,"RFP","Airpore Old 1"
2,774.131,51.465,7,177,2,367,1098,"RFP","Airpore Old 2"
3,774.131,44.561,7,255,2,367,1098,"RFP","Airpore Old 3"
4,774.131,25.075,0,206,2,367,1098,"RFP","Airpore Medium 1"
5,774.131,64.111,11,255,2,367,1098,"RFP","Airpore Medium 2"
6,3433.351,45.764,3,255,2,367,1098,"RFP","background"
1,774.131,5.434,0,28,1,368,1101,"GFP","Airpore Old 1"
2,774.131,6.206,0,27,1,368,1101,"GFP","Airpore Old 2"
3,774.131,8.24,0,39,1,368,1101,"GFP","Airpore Old 3"
4,774.131,3.722,0,32,1,368,1101,"GFP","Airpore Medium 1"
5,774.131,7.774,0,31,1,368,1101,"GFP","Airpore Medium 2"
6,3433.351,6.66,0,40,1,368,1101,"GFP","background"
1,774.131,61.413,7,255,2,368,1101,"RFP","Airpore Old 1"
2,774.131,51.728,7,216,2,368,1101,"RFP","Airpore Old 2"
3,774.131,44.612,7,255,2,368,1101,"RFP","Airpore Old 3"
4,774.131,25.264,0,83,2,368,1101,"RFP","Airpore Medium 1"
5,774.131,64.305,15,255,2,368,1101,"RFP","Airpore Medium 2"
6,3433.351,46.105,3,255,2,368,1101,"RFP","background"
1,774.131,5.74,0,45,1,369,1104,"GFP","Airpore Old 1"
2,774.131,6.153,0,27,1,369,1104,"GFP","Airpore Old 2"
3,774.131,8.296,0,39,1,369,1104,"GFP","Airpore Old 3"
4,774.131,3.763,0,25,1,369,1104,"GFP","Airpore Medium 1"
5,774.131,7.654,0,35,1,369,1104,"GFP","Airpore Medium 2"
6,3433.351,6.649,0,38,1,369,1104,"GFP","background"
1,774.131,62.151,11,255,2,369,1104,"RFP","Airpore Old 1"
2,774.131,51.501,7,185,2,369,1104,"RFP","Airpore Old 2"
3,774.131,45.169,7,255,2,369,1104,"RFP","Airpore Old 3"
4,774.131,25.171,3,99,2,369,1104,"RFP","Airpore Medium 1"
5,774.131,64.176,15,255,2,369,1104,"RFP","Airpore Medium 2"
6,3433.351,45.882,3,255,2,369,1104,"RFP","background"
1,774.131,5.647,0,40,1,370,1107,"GFP","Airpore Old 1"
2,774.131,6.137,0,24,1,370,1107,"GFP","Airpore Old 2"
3,774.131,8.206,0,46,1,370,1107,"GFP","Airpore Old 3"
4,774.131,3.759,0,37,1,370,1107,"GFP","Airpore Medium 1"
5,774.131,7.911,0,34,1,370,1107,"GFP","Airpore Medium 2"
6,3433.351,6.634,0,44,1,370,1107,"GFP","background"
1,774.131,61.193,12,255,2,370,1107,"RFP","Airpore Old 1"
2,774.131,51.676,11,193,2,370,1107,"RFP","Airpore Old 2"
3,774.131,44.309,7,255,2,370,1107,"RFP","Airpore Old 3"
4,774.131,25.382,0,78,2,370,1107,"RFP","Airpore Medium 1"
5,774.131,64.051,11,255,2,370,1107,"RFP","Airpore Medium 2"
6,3433.351,45.823,3,255,2,370,1107,"RFP","background"
1,774.131,5.574,0,27,1,371,1110,"GFP","Airpore Old 1"
2,774.131,6.375,0,27,1,371,1110,"GFP","Airpore Old 2"
3,774.131,8.324,0,39,1,371,1110,"GFP","Airpore Old 3"
4,774.131,3.822,0,20,1,371,1110,"GFP","Airpore Medium 1"
5,774.131,8.28,0,35,1,371,1110,"GFP","Airpore Medium 2"
6,3433.351,6.653,0,43,1,371,1110,"GFP","background"
1,774.131,62.002,12,255,2,371,1110,"RFP","Airpore Old 1"
2,774.131,52.072,7,188,2,371,1110,"RFP","Airpore Old 2"
3,774.131,43.93,7,255,2,371,1110,"RFP","Airpore Old 3"
4,774.131,25.472,3,85,2,371,1110,"RFP","Airpore Medium 1"
5,774.131,64.031,15,255,2,371,1110,"RFP","Airpore Medium 2"
6,3433.351,45.826,3,255,2,371,1110,"RFP","background"
1,774.131,5.739,0,27,1,372,1113,"GFP","Airpore Old 1"
2,774.131,6.14,0,27,1,372,1113,"GFP","Airpore Old 2"
3,774.131,8.404,0,39,1,372,1113,"GFP","Airpore Old 3"
4,774.131,3.718,0,27,1,372,1113,"GFP","Airpore Medium 1"
5,774.131,7.886,0,35,1,372,1113,"GFP","Airpore Medium 2"
6,3433.351,6.58,0,36,1,372,1113,"GFP","background"
1,774.131,61.222,11,255,2,372,1113,"RFP","Airpore Old 1"
2,774.131,52.189,11,198,2,372,1113,"RFP","Airpore Old 2"
3,774.131,44.965,11,255,2,372,1113,"RFP","Airpore Old 3"
4,774.131,24.849,0,98,2,372,1113,"RFP","Airpore Medium 1"
5,774.131,63.592,19,255,2,372,1113,"RFP","Airpore Medium 2"
6,3433.351,46.032,3,255,2,372,1113,"RFP","background"
1,774.131,5.714,0,38,1,373,1116,"GFP","Airpore Old 1"
2,774.131,6.35,0,34,1,373,1116,"GFP","Airpore Old 2"
3,774.131,8.211,0,39,1,373,1116,"GFP","Airpore Old 3"
4,774.131,3.794,0,23,1,373,1116,"GFP","Airpore Medium 1"
5,774.131,7.941,0,31,1,373,1116,"GFP","Airpore Medium 2"
6,3433.351,6.586,0,43,1,373,1116,"GFP","background"
1,774.131,61.242,15,255,2,373,1116,"RFP","Airpore Old 1"
2,774.131,52.301,7,183,2,373,1116,"RFP","Airpore Old 2"
3,774.131,44.765,7,255,2,373,1116,"RFP","Airpore Old 3"
4,774.131,25.346,3,79,2,373,1116,"RFP","Airpore Medium 1"
5,774.131,63.529,11,255,2,373,1116,"RFP","Airpore Medium 2"
6,3433.351,45.953,3,255,2,373,1116,"RFP","background"
1,774.131,5.478,0,46,1,374,1119,"GFP","Airpore Old 1"
2,774.131,6.247,0,27,1,374,1119,"GFP","Airpore Old 2"
3,774.131,8.383,0,39,1,374,1119,"GFP","Airpore Old 3"
4,774.131,3.745,0,24,1,374,1119,"GFP","Airpore Medium 1"
5,774.131,7.737,0,35,1,374,1119,"GFP","Airpore Medium 2"
6,3433.351,6.602,0,46,1,374,1119,"GFP","background"
1,774.131,61.645,11,255,2,374,1119,"RFP","Airpore Old 1"
2,774.131,52.1,11,210,2,374,1119,"RFP","Airpore Old 2"
3,774.131,45.146,7,255,2,374,1119,"RFP","Airpore Old 3"
4,774.131,25.148,3,86,2,374,1119,"RFP","Airpore Medium 1"
5,774.131,63.885,15,255,2,374,1119,"RFP","Airpore Medium 2"
6,3433.351,45.583,3,255,2,374,1119,"RFP","background"
1,774.131,5.575,0,27,1,375,1122,"GFP","Airpore Old 1"
2,774.131,6.363,0,27,1,375,1122,"GFP","Airpore Old 2"
3,774.131,8.155,0,35,1,375,1122,"GFP","Airpore Old 3"
4,774.131,3.876,0,24,1,375,1122,"GFP","Airpore Medium 1"
5,774.131,7.83,0,35,1,375,1122,"GFP","Airpore Medium 2"
6,3433.351,6.638,0,42,1,375,1122,"GFP","background"
1,774.131,60.637,11,255,2,375,1122,"RFP","Airpore Old 1"
2,774.131,52.47,11,212,2,375,1122,"RFP","Airpore Old 2"
3,774.131,44.539,7,255,2,375,1122,"RFP","Airpore Old 3"
4,774.131,24.941,3,85,2,375,1122,"RFP","Airpore Medium 1"
5,774.131,63.662,19,255,2,375,1122,"RFP","Airpore Medium 2"
6,3433.351,46.089,3,255,2,375,1122,"RFP","background"
1,774.131,5.642,0,27,1,376,1125,"GFP","Airpore Old 1"
2,774.131,6.483,0,27,1,376,1125,"GFP","Airpore Old 2"
3,774.131,8.4,0,46,1,376,1125,"GFP","Airpore Old 3"
4,774.131,3.871,0,23,1,376,1125,"GFP","Airpore Medium 1"
5,774.131,8.07,0,35,1,376,1125,"GFP","Airpore Medium 2"
6,3433.351,6.685,0,43,1,376,1125,"GFP","background"
1,774.131,61.15,12,255,2,376,1125,"RFP","Airpore Old 1"
2,774.131,51.8,7,209,2,376,1125,"RFP","Airpore Old 2"
3,774.131,44.264,7,255,2,376,1125,"RFP","Airpore Old 3"
4,774.131,24.666,3,138,2,376,1125,"RFP","Airpore Medium 1"
5,774.131,63.697,15,255,2,376,1125,"RFP","Airpore Medium 2"
6,3433.351,46.103,3,255,2,376,1125,"RFP","background"
1,774.131,5.619,0,23,1,377,1128,"GFP","Airpore Old 1"
2,774.131,6.166,0,27,1,377,1128,"GFP","Airpore Old 2"
3,774.131,8.389,0,31,1,377,1128,"GFP","Airpore Old 3"
4,774.131,3.7,0,27,1,377,1128,"GFP","Airpore Medium 1"
5,774.131,7.878,0,35,1,377,1128,"GFP","Airpore Medium 2"
6,3433.351,6.624,0,43,1,377,1128,"GFP","background"
1,774.131,60.954,15,255,2,377,1128,"RFP","Airpore Old 1"
2,774.131,51.94,7,208,2,377,1128,"RFP","Airpore Old 2"
3,774.131,44.832,11,255,2,377,1128,"RFP","Airpore Old 3"
4,774.131,24.779,0,99,2,377,1128,"RFP","Airpore Medium 1"
5,774.131,64.216,15,255,2,377,1128,"RFP","Airpore Medium 2"
6,3433.351,45.663,3,255,2,377,1128,"RFP","background"
1,774.131,5.575,0,36,1,378,1131,"GFP","Airpore Old 1"
2,774.131,6.204,0,31,1,378,1131,"GFP","Airpore Old 2"
3,774.131,8.412,0,48,1,378,1131,"GFP","Airpore Old 3"
4,774.131,3.87,0,24,1,378,1131,"GFP","Airpore Medium 1"
5,774.131,7.79,0,31,1,378,1131,"GFP","Airpore Medium 2"
6,3433.351,6.669,0,35,1,378,1131,"GFP","background"
1,774.131,61.782,11,255,2,378,1131,"RFP","Airpore Old 1"
2,774.131,51.766,11,255,2,378,1131,"RFP","Airpore Old 2"
3,774.131,44.808,7,255,2,378,1131,"RFP","Airpore Old 3"
4,774.131,24.518,0,83,2,378,1131,"RFP","Airpore Medium 1"
5,774.131,63.742,15,255,2,378,1131,"RFP","Airpore Medium 2"
6,3433.351,45.963,3,255,2,378,1131,"RFP","background"
1,774.131,5.53,0,31,1,379,1134,"GFP","Airpore Old 1"
2,774.131,6.154,0,24,1,379,1134,"GFP","Airpore Old 2"
3,774.131,8.168,0,42,1,379,1134,"GFP","Airpore Old 3"
4,774.131,3.711,0,25,1,379,1134,"GFP","Airpore Medium 1"
5,774.131,7.869,0,44,1,379,1134,"GFP","Airpore Medium 2"
6,3433.351,6.595,0,40,1,379,1134,"GFP","background"
1,774.131,60.409,7,255,2,379,1134,"RFP","Airpore Old 1"
2,774.131,52.014,11,202,2,379,1134,"RFP","Airpore Old 2"
3,774.131,44.38,11,255,2,379,1134,"RFP","Airpore Old 3"
4,774.131,25.203,3,87,2,379,1134,"RFP","Airpore Medium 1"
5,774.131,63.543,19,255,2,379,1134,"RFP","Airpore Medium 2"
6,3433.351,45.985,3,255,2,379,1134,"RFP","background"
1,774.131,5.701,0,62,1,380,1137,"GFP","Airpore Old 1"
2,774.131,6.08,0,27,1,380,1137,"GFP","Airpore Old 2"
3,774.131,8.309,0,39,1,380,1137,"GFP","Airpore Old 3"
4,774.131,3.719,0,19,1,380,1137,"GFP","Airpore Medium 1"
5,774.131,7.944,0,32,1,380,1137,"GFP","Airpore Medium 2"
6,3433.351,6.59,0,36,1,380,1137,"GFP","background"
1,774.131,61.268,15,255,2,380,1137,"RFP","Airpore Old 1"
2,774.131,51.499,7,204,2,380,1137,"RFP","Airpore Old 2"
3,774.131,44.901,3,255,2,380,1137,"RFP","Airpore Old 3"
4,774.131,25.388,3,86,2,380,1137,"RFP","Airpore Medium 1"
5,774.131,64.706,11,255,2,380,1137,"RFP","Airpore Medium 2"
6,3433.351,45.67,3,255,2,380,1137,"RFP","background"
1,774.131,5.666,0,38,1,381,1140,"GFP","Airpore Old 1"
2,774.131,6.261,0,43,1,381,1140,"GFP","Airpore Old 2"
3,774.131,8.184,0,35,1,381,1140,"GFP","Airpore Old 3"
4,774.131,3.664,0,23,1,381,1140,"GFP","Airpore Medium 1"
5,774.131,7.954,0,31,1,381,1140,"GFP","Airpore Medium 2"
6,3433.351,6.622,0,39,1,381,1140,"GFP","background"
1,774.131,61.37,15,255,2,381,1140,"RFP","Airpore Old 1"
2,774.131,51.867,11,219,2,381,1140,"RFP","Airpore Old 2"
3,774.131,44.81,11,255,2,381,1140,"RFP","Airpore Old 3"
4,774.131,25.197,0,82,2,381,1140,"RFP","Airpore Medium 1"
5,774.131,64.019,15,255,2,381,1140,"RFP","Airpore Medium 2"
6,3433.351,45.966,3,255,2,381,1140,"RFP","background"
1,774.131,5.464,0,27,1,382,1143,"GFP","Airpore Old 1"
2,774.131,6.247,0,27,1,382,1143,"GFP","Airpore Old 2"
3,774.131,8.433,0,38,1,382,1143,"GFP","Airpore Old 3"
4,774.131,3.584,0,23,1,382,1143,"GFP","Airpore Medium 1"
5,774.131,7.816,0,41,1,382,1143,"GFP","Airpore Medium 2"
6,3433.351,6.682,0,39,1,382,1143,"GFP","background"
1,774.131,61.342,15,255,2,382,1143,"RFP","Airpore Old 1"
2,774.131,51.836,11,169,2,382,1143,"RFP","Airpore Old 2"
3,774.131,44.763,7,255,2,382,1143,"RFP","Airpore Old 3"
4,774.131,25.13,3,91,2,382,1143,"RFP","Airpore Medium 1"
5,774.131,63.645,11,255,2,382,1143,"RFP","Airpore Medium 2"
6,3433.351,45.931,0,255,2,382,1143,"RFP","background"
1,774.131,5.913,0,36,1,383,1146,"GFP","Airpore Old 1"
2,774.131,6.164,0,28,1,383,1146,"GFP","Airpore Old 2"
3,774.131,8.213,0,39,1,383,1146,"GFP","Airpore Old 3"
4,774.131,3.765,0,27,1,383,1146,"GFP","Airpore Medium 1"
5,774.131,7.883,0,41,1,383,1146,"GFP","Airpore Medium 2"
6,3433.351,6.56,0,38,1,383,1146,"GFP","background"
1,774.131,61.798,15,255,2,383,1146,"RFP","Airpore Old 1"
2,774.131,51.972,11,210,2,383,1146,"RFP","Airpore Old 2"
3,774.131,44.152,7,255,2,383,1146,"RFP","Airpore Old 3"
4,774.131,24.491,3,99,2,383,1146,"RFP","Airpore Medium 1"
5,774.131,63.824,15,255,2,383,1146,"RFP","Airpore Medium 2"
6,3433.351,45.72,0,255,2,383,1146,"RFP","background"
1,774.131,5.687,0,34,1,384,1149,"GFP","Airpore Old 1"
2,774.131,6.125,0,30,1,384,1149,"GFP","Airpore Old 2"
3,774.131,8.41,0,38,1,384,1149,"GFP","Airpore Old 3"
4,774.131,3.558,0,27,1,384,1149,"GFP","Airpore Medium 1"
5,774.131,8.006,0,31,1,384,1149,"GFP","Airpore Medium 2"
6,3433.351,6.662,0,42,1,384,1149,"GFP","background"
1,774.131,61.025,15,255,2,384,1149,"RFP","Airpore Old 1"
2,774.131,52.339,7,216,2,384,1149,"RFP","Airpore Old 2"
3,774.131,44.615,7,255,2,384,1149,"RFP","Airpore Old 3"
4,774.131,25.072,0,82,2,384,1149,"RFP","Airpore Medium 1"
5,774.131,64.432,15,255,2,384,1149,"RFP","Airpore Medium 2"
6,3433.351,45.619,3,255,2,384,1149,"RFP","background"
1,774.131,5.75,0,32,1,385,1152,"GFP","Airpore Old 1"
2,774.131,6.289,0,31,1,385,1152,"GFP","Airpore Old 2"
3,774.131,8.3,0,34,1,385,1152,"GFP","Airpore Old 3"
4,774.131,3.766,0,27,1,385,1152,"GFP","Airpore Medium 1"
5,774.131,7.685,0,53,1,385,1152,"GFP","Airpore Medium 2"
6,3433.351,6.536,0,38,1,385,1152,"GFP","background"
1,774.131,61.858,15,255,2,385,1152,"RFP","Airpore Old 1"
2,774.131,51.869,11,196,2,385,1152,"RFP","Airpore Old 2"
3,774.131,44.609,7,255,2,385,1152,"RFP","Airpore Old 3"
4,774.131,24.854,0,96,2,385,1152,"RFP","Airpore Medium 1"
5,774.131,63.642,15,255,2,385,1152,"RFP","Airpore Medium 2"
6,3433.351,45.789,3,255,2,385,1152,"RFP","background"
1,774.131,5.692,0,24,1,386,1155,"GFP","Airpore Old 1"
2,774.131,6.18,0,31,1,386,1155,"GFP","Airpore Old 2"
3,774.131,8.222,0,34,1,386,1155,"GFP","Airpore Old 3"
4,774.131,3.661,0,27,1,386,1155,"GFP","Airpore Medium 1"
5,774.131,7.726,0,32,1,386,1155,"GFP","Airpore Medium 2"
6,3433.351,6.632,0,39,1,386,1155,"GFP","background"
1,774.131,61.212,15,255,2,386,1155,"RFP","Airpore Old 1"
2,774.131,52.281,11,209,2,386,1155,"RFP","Airpore Old 2"
3,774.131,44.771,7,255,2,386,1155,"RFP","Airpore Old 3"
4,774.131,24.555,0,102,2,386,1155,"RFP","Airpore Medium 1"
5,774.131,63.986,11,255,2,386,1155,"RFP","Airpore Medium 2"
6,3433.351,45.73,0,255,2,386,1155,"RFP","background"
1,774.131,5.436,0,34,1,387,1158,"GFP","Airpore Old 1"
2,774.131,6.18,0,38,1,387,1158,"GFP","Airpore Old 2"
3,774.131,8.398,0,39,1,387,1158,"GFP","Airpore Old 3"
4,774.131,3.664,0,19,1,387,1158,"GFP","Airpore Medium 1"
5,774.131,7.943,0,34,1,387,1158,"GFP","Airpore Medium 2"
6,3433.351,6.622,0,43,1,387,1158,"GFP","background"
1,774.131,61.529,8,255,2,387,1158,"RFP","Airpore Old 1"
2,774.131,51.626,7,201,2,387,1158,"RFP","Airpore Old 2"
3,774.131,44.482,3,255,2,387,1158,"RFP","Airpore Old 3"
4,774.131,24.716,0,77,2,387,1158,"RFP","Airpore Medium 1"
5,774.131,63.87,12,255,2,387,1158,"RFP","Airpore Medium 2"
6,3433.351,45.88,0,255,2,387,1158,"RFP","background"
1,774.131,5.627,0,23,1,388,1161,"GFP","Airpore Old 1"
2,774.131,6.361,0,35,1,388,1161,"GFP","Airpore Old 2"
3,774.131,8.078,0,31,1,388,1161,"GFP","Airpore Old 3"
4,774.131,3.585,0,24,1,388,1161,"GFP","Airpore Medium 1"
5,774.131,7.691,0,31,1,388,1161,"GFP","Airpore Medium 2"
6,3433.351,6.593,0,39,1,388,1161,"GFP","background"
1,774.131,61.457,12,255,2,388,1161,"RFP","Airpore Old 1"
2,774.131,51.713,7,202,2,388,1161,"RFP","Airpore Old 2"
3,774.131,44.865,7,255,2,388,1161,"RFP","Airpore Old 3"
4,774.131,24.708,0,95,2,388,1161,"RFP","Airpore Medium 1"
5,774.131,63.799,15,255,2,388,1161,"RFP","Airpore Medium 2"
6,3433.351,45.496,3,255,2,388,1161,"RFP","background"
1,774.131,5.741,0,33,1,389,1164,"GFP","Airpore Old 1"
2,774.131,6.159,0,27,1,389,1164,"GFP","Airpore Old 2"
3,774.131,8.169,0,39,1,389,1164,"GFP","Airpore Old 3"
4,774.131,3.746,0,24,1,389,1164,"GFP","Airpore Medium 1"
5,774.131,7.71,0,31,1,389,1164,"GFP","Airpore Medium 2"
6,3433.351,6.616,0,40,1,389,1164,"GFP","background"
1,774.131,61.823,11,255,2,389,1164,"RFP","Airpore Old 1"
2,774.131,51.813,11,188,2,389,1164,"RFP","Airpore Old 2"
3,774.131,44.849,7,255,2,389,1164,"RFP","Airpore Old 3"
4,774.131,24.952,3,82,2,389,1164,"RFP","Airpore Medium 1"
5,774.131,63.859,11,255,2,389,1164,"RFP","Airpore Medium 2"
6,3433.351,46.032,3,255,2,389,1164,"RFP","background"
1,774.131,5.377,0,23,1,390,1167,"GFP","Airpore Old 1"
2,774.131,6.454,0,34,1,390,1167,"GFP","Airpore Old 2"
3,774.131,8.114,0,38,1,390,1167,"GFP","Airpore Old 3"
4,774.131,3.649,0,20,1,390,1167,"GFP","Airpore Medium 1"
5,774.131,7.587,0,31,1,390,1167,"GFP","Airpore Medium 2"
6,3433.351,6.48,0,43,1,390,1167,"GFP","background"
1,774.131,61.07,7,255,2,390,1167,"RFP","Airpore Old 1"
2,774.131,51.506,7,220,2,390,1167,"RFP","Airpore Old 2"
3,774.131,44.585,11,255,2,390,1167,"RFP","Airpore Old 3"
4,774.131,24.657,0,82,2,390,1167,"RFP","Airpore Medium 1"
