"ROI","Area","Mean","Min","Max","Channel","Frame","Time","SensorName","ROIName"
5,774.131,9.099,0,31,1,3,6,"GFP","Airpore Medium 2"
6,3433.351,8.488,0,42,1,3,6,"GFP","background"
1,774.131,70.068,19,157,2,3,6,"RFP","Airpore Old 1"
2,774.131,63.009,15,255,2,3,6,"RFP","Airpore Old 2"
3,774.131,46.438,12,121,2,3,6,"RFP","Airpore Old 3"
4,774.131,37.763,3,99,2,3,6,"RFP","Airpore Medium 1"
5,774.131,65.421,23,255,2,3,6,"RFP","Airpore Medium 2"
6,3433.351,56.091,7,255,2,3,6,"RFP","background"
1,774.131,7.175,0,35,1,4,9,"GFP","Airpore Old 1"
2,774.131,8.299,0,35,1,4,9,"GFP","Airpore Old 2"
3,774.131,9.005,0,33,1,4,9,"GFP","Airpore Old 3"
4,774.131,5.867,0,36,1,4,9,"GFP","Airpore Medium 1"
5,774.131,9.417,0,40,1,4,9,"GFP","Airpore Medium 2"
6,3433.351,8.562,0,39,1,4,9,"GFP","background"
1,774.131,68.537,19,182,2,4,9,"RFP","Airpore Old 1"
2,774.131,62.726,15,255,2,4,9,"RFP","Airpore Old 2"
3,774.131,46.987,11,149,2,4,9,"RFP","Airpore Old 3"
4,774.131,38.424,3,111,2,4,9,"RFP","Airpore Medium 1"
5,774.131,65.114,19,222,2,4,9,"RFP","Airpore Medium 2"
6,3433.351,55.428,3,255,2,4,9,"RFP","background"
1,774.131,7.556,0,40,1,5,12,"GFP","Airpore Old 1"
2,774.131,8.187,0,34,1,5,12,"GFP","Airpore Old 2"
3,774.131,9.266,0,34,1,5,12,"GFP","Airpore Old 3"
4,774.131,5.87,0,39,1,5,12,"GFP","Airpore Medium 1"
5,774.131,9.676,0,43,1,5,12,"GFP","Airpore Medium 2"
6,3433.351,8.731,0,46,1,5,12,"GFP","background"
1,774.131,68.574,23,157,2,5,12,"RFP","Airpore Old 1"
2,774.131,62.042,15,255,2,5,12,"RFP","Airpore Old 2"
3,774.131,46.345,11,164,2,5,12,"RFP","Airpore Old 3"
4,774.131,37.742,7,139,2,5,12,"RFP","Airpore Medium 1"
5,774.131,64.77,23,255,2,5,12,"RFP","Airpore Medium 2"
6,3433.351,54.943,3,255,2,5,12,"RFP","background"
1,774.131,7.64,0,31,1,6,15,"GFP","Airpore Old 1"
2,774.131,8.519,0,35,1,6,15,"GFP","Airpore Old 2"
3,774.131,9.218,0,34,1,6,15,"GFP","Airpore Old 3"
4,774.131,5.757,0,35,1,6,15,"GFP","Airpore Medium 1"
5,774.131,9.521,0,32,1,6,15,"GFP","Airpore Medium 2"
6,3433.351,8.693,0,43,1,6,15,"GFP","background"
1,774.131,67.728,19,199,2,6,15,"RFP","Airpore Old 1"
2,774.131,62.807,11,211,2,6,15,"RFP","Airpore Old 2"
3,774.131,47.146,8,131,2,6,15,"RFP","Airpore Old 3"
4,774.131,37.174,3,118,2,6,15,"RFP","Airpore Medium 1"
5,774.131,63.928,19,248,2,6,15,"RFP","Airpore Medium 2"
6,3433.351,54.716,3,255,2,6,15,"RFP","background"
1,774.131,7.289,0,56,1,7,18,"GFP","Airpore Old 1"
2,774.131,8.512,0,46,1,7,18,"GFP","Airpore Old 2"
3,774.131,9.137,0,44,1,7,18,"GFP","Airpore Old 3"
4,774.131,5.931,0,36,1,7,18,"GFP","Airpore Medium 1"
5,774.131,9.743,0,34,1,7,18,"GFP","Airpore Medium 2"
6,3433.351,8.73,0,46,1,7,18,"GFP","background"
1,774.131,67.154,19,163,2,7,18,"RFP","Airpore Old 1"
2,774.131,61.863,11,253,2,7,18,"RFP","Airpore Old 2"
3,774.131,46.459,7,150,2,7,18,"RFP","Airpore Old 3"
4,774.131,37.797,3,206,2,7,18,"RFP","Airpore Medium 1"
5,774.131,62.919,19,187,2,7,18,"RFP","Airpore Medium 2"
6,3433.351,54.456,3,255,2,7,18,"RFP","background"
1,774.131,7.226,0,36,1,8,21,"GFP","Airpore Old 1"
2,774.131,8.574,0,39,1,8,21,"GFP","Airpore Old 2"
3,774.131,9.286,0,43,1,8,21,"GFP","Airpore Old 3"
4,774.131,5.691,0,31,1,8,21,"GFP","Airpore Medium 1"
5,774.131,9.425,0,41,1,8,21,"GFP","Airpore Medium 2"
6,3433.351,8.671,0,50,1,8,21,"GFP","background"
1,774.131,66.524,19,174,2,8,21,"RFP","Airpore Old 1"
2,774.131,61.397,11,233,2,8,21,"RFP","Airpore Old 2"
3,774.131,46.468,11,130,2,8,21,"RFP","Airpore Old 3"
4,774.131,36.939,3,115,2,8,21,"RFP","Airpore Medium 1"
5,774.131,63.565,19,201,2,8,21,"RFP","Airpore Medium 2"
6,3433.351,53.912,3,255,2,8,21,"RFP","background"
1,774.131,7.456,0,42,1,9,24,"GFP","Airpore Old 1"
2,774.131,8.29,0,35,1,9,24,"GFP","Airpore Old 2"
3,774.131,9.285,0,39,1,9,24,"GFP","Airpore Old 3"
4,774.131,5.664,0,27,1,9,24,"GFP","Airpore Medium 1"
5,774.131,9.721,0,35,1,9,24,"GFP","Airpore Medium 2"
6,3433.351,8.614,0,42,1,9,24,"GFP","background"
1,774.131,66.494,19,173,2,9,24,"RFP","Airpore Old 1"
2,774.131,62.543,15,255,2,9,24,"RFP","Airpore Old 2"
3,774.131,46.549,7,137,2,9,24,"RFP","Airpore Old 3"
4,774.131,37.247,3,115,2,9,24,"RFP","Airpore Medium 1"
5,774.131,62.985,19,255,2,9,24,"RFP","Airpore Medium 2"
6,3433.351,53.971,7,255,2,9,24,"RFP","background"
1,774.131,7.207,0,31,1,10,27,"GFP","Airpore Old 1"
2,774.131,8.302,0,35,1,10,27,"GFP","Airpore Old 2"
3,774.131,9.393,0,35,1,10,27,"GFP","Airpore Old 3"
4,774.131,5.456,0,27,1,10,27,"GFP","Airpore Medium 1"
5,774.131,9.509,0,40,1,10,27,"GFP","Airpore Medium 2"
6,3433.351,8.724,0,43,1,10,27,"GFP","background"
1,774.131,67.209,19,197,2,10,27,"RFP","Airpore Old 1"
2,774.131,61.421,11,240,2,10,27,"RFP","Airpore Old 2"
3,774.131,46.266,7,134,2,10,27,"RFP","Airpore Old 3"
4,774.131,37.113,3,113,2,10,27,"RFP","Airpore Medium 1"
5,774.131,63.145,19,224,2,10,27,"RFP","Airpore Medium 2"
6,3433.351,53.959,3,255,2,10,27,"RFP","background"
1,774.131,7.294,0,39,1,11,30,"GFP","Airpore Old 1"
2,774.131,8.333,0,39,1,11,30,"GFP","Airpore Old 2"
3,774.131,9.438,0,35,1,11,30,"GFP","Airpore Old 3"
4,774.131,5.71,0,31,1,11,30,"GFP","Airpore Medium 1"
5,774.131,9.597,0,35,1,11,30,"GFP","Airpore Medium 2"
6,3433.351,8.656,0,43,1,11,30,"GFP","background"
1,774.131,66.283,15,153,2,11,30,"RFP","Airpore Old 1"
2,774.131,61.1,15,248,2,11,30,"RFP","Airpore Old 2"
3,774.131,46.957,11,126,2,11,30,"RFP","Airpore Old 3"
4,774.131,37.253,0,130,2,11,30,"RFP","Airpore Medium 1"
5,774.131,63.271,23,225,2,11,30,"RFP","Airpore Medium 2"
6,3433.351,54.061,3,255,2,11,30,"RFP","background"
1,774.131,7.223,0,39,1,12,33,"GFP","Airpore Old 1"
2,774.131,8.478,0,38,1,12,33,"GFP","Airpore Old 2"
3,774.131,9.278,0,36,1,12,33,"GFP","Airpore Old 3"
4,774.131,5.515,0,40,1,12,33,"GFP","Airpore Medium 1"
5,774.131,9.068,0,39,1,12,33,"GFP","Airpore Medium 2"
6,3433.351,8.571,0,43,1,12,33,"GFP","background"
1,774.131,65.472,19,177,2,12,33,"RFP","Airpore Old 1"
2,774.131,61.055,15,255,2,12,33,"RFP","Airpore Old 2"
3,774.131,46.794,11,181,2,12,33,"RFP","Airpore Old 3"
4,774.131,37.376,3,161,2,12,33,"RFP","Airpore Medium 1"
5,774.131,63.398,19,255,2,12,33,"RFP","Airpore Medium 2"
6,3433.351,53.548,3,255,2,12,33,"RFP","background"
1,774.131,7.259,0,35,1,13,36,"GFP","Airpore Old 1"
2,774.131,7.952,0,39,1,13,36,"GFP","Airpore Old 2"
3,774.131,9.405,0,35,1,13,36,"GFP","Airpore Old 3"
4,774.131,5.486,0,27,1,13,36,"GFP","Airpore Medium 1"
5,774.131,9.365,0,46,1,13,36,"GFP","Airpore Medium 2"
6,3433.351,8.608,0,42,1,13,36,"GFP","background"
1,774.131,65.851,19,145,2,13,36,"RFP","Airpore Old 1"
2,774.131,61.099,11,253,2,13,36,"RFP","Airpore Old 2"
3,774.131,46.121,11,179,2,13,36,"RFP","Airpore Old 3"
4,774.131,36.487,3,102,2,13,36,"RFP","Airpore Medium 1"
5,774.131,63.925,19,241,2,13,36,"RFP","Airpore Medium 2"
6,3433.351,53.431,3,255,2,13,36,"RFP","background"
1,774.131,7.019,0,35,1,14,39,"GFP","Airpore Old 1"
2,774.131,7.963,0,39,1,14,39,"GFP","Airpore Old 2"
3,774.131,9.406,0,35,1,14,39,"GFP","Airpore Old 3"
4,774.131,5.59,0,37,1,14,39,"GFP","Airpore Medium 1"
5,774.131,9.375,0,39,1,14,39,"GFP","Airpore Medium 2"
6,3433.351,8.397,0,44,1,14,39,"GFP","background"
1,774.131,65.877,19,145,2,14,39,"RFP","Airpore Old 1"
2,774.131,61.132,11,255,2,14,39,"RFP","Airpore Old 2"
3,774.131,46.332,11,143,2,14,39,"RFP","Airpore Old 3"
4,774.131,36.472,3,102,2,14,39,"RFP","Airpore Medium 1"
5,774.131,63.262,23,239,2,14,39,"RFP","Airpore Medium 2"
6,3433.351,54.003,7,255,2,14,39,"RFP","background"
1,774.131,7.223,0,28,1,15,42,"GFP","Airpore Old 1"
2,774.131,7.978,0,43,1,15,42,"GFP","Airpore Old 2"
3,774.131,9.618,0,39,1,15,42,"GFP","Airpore Old 3"
4,774.131,5.634,0,39,1,15,42,"GFP","Airpore Medium 1"
5,774.131,9.348,0,31,1,15,42,"GFP","Airpore Medium 2"
6,3433.351,8.325,0,43,1,15,42,"GFP","background"
1,774.131,66.038,19,201,2,15,42,"RFP","Airpore Old 1"
2,774.131,60.973,11,220,2,15,42,"RFP","Airpore Old 2"
3,774.131,46.379,7,158,2,15,42,"RFP","Airpore Old 3"
4,774.131,35.803,3,99,2,15,42,"RFP","Airpore Medium 1"
5,774.131,62.707,15,255,2,15,42,"RFP","Airpore Medium 2"
6,3433.351,53.481,7,255,2,15,42,"RFP","background"
1,774.131,6.805,0,38,1,16,45,"GFP","Airpore Old 1"
2,774.131,7.886,0,38,1,16,45,"GFP","Airpore Old 2"
3,774.131,9.544,0,38,1,16,45,"GFP","Airpore Old 3"
4,774.131,5.804,0,31,1,16,45,"GFP","Airpore Medium 1"
5,774.131,9.265,0,39,1,16,45,"GFP","Airpore Medium 2"
6,3433.351,8.254,0,67,1,16,45,"GFP","background"
1,774.131,65.186,19,149,2,16,45,"RFP","Airpore Old 1"
2,774.131,60.739,11,245,2,16,45,"RFP","Airpore Old 2"
3,774.131,46.195,7,140,2,16,45,"RFP","Airpore Old 3"
4,774.131,36.653,3,106,2,16,45,"RFP","Airpore Medium 1"
5,774.131,63.044,15,238,2,16,45,"RFP","Airpore Medium 2"
6,3433.351,53.502,3,255,2,16,45,"RFP","background"
1,774.131,6.958,0,35,1,17,48,"GFP","Airpore Old 1"
2,774.131,7.983,0,41,1,17,48,"GFP","Airpore Old 2"
3,774.131,9.274,0,35,1,17,48,"GFP","Airpore Old 3"
4,774.131,5.575,0,40,1,17,48,"GFP","Airpore Medium 1"
5,774.131,9.317,0,31,1,17,48,"GFP","Airpore Medium 2"
6,3433.351,8.283,0,44,1,17,48,"GFP","background"
1,774.131,65.811,15,180,2,17,48,"RFP","Airpore Old 1"
2,774.131,60.728,11,232,2,17,48,"RFP","Airpore Old 2"
3,774.131,46.276,11,148,2,17,48,"RFP","Airpore Old 3"
4,774.131,35.587,3,99,2,17,48,"RFP","Airpore Medium 1"
5,774.131,62.388,19,230,2,17,48,"RFP","Airpore Medium 2"
6,3433.351,52.904,3,255,2,17,48,"RFP","background"
1,774.131,6.797,0,27,1,18,51,"GFP","Airpore Old 1"
2,774.131,7.907,0,35,1,18,51,"GFP","Airpore Old 2"
3,774.131,9.587,0,43,1,18,51,"GFP","Airpore Old 3"
4,774.131,5.746,0,39,1,18,51,"GFP","Airpore Medium 1"
5,774.131,9.091,0,39,1,18,51,"GFP","Airpore Medium 2"
6,3433.351,8.319,0,48,1,18,51,"GFP","background"
1,774.131,65.575,15,165,2,18,51,"RFP","Airpore Old 1"
2,774.131,60.959,11,226,2,18,51,"RFP","Airpore Old 2"
3,774.131,45.754,7,153,2,18,51,"RFP","Airpore Old 3"
4,774.131,36.459,3,99,2,18,51,"RFP","Airpore Medium 1"
5,774.131,62.138,19,212,2,18,51,"RFP","Airpore Medium 2"
6,3433.351,52.815,3,255,2,18,51,"RFP","background"
1,774.131,6.668,0,31,1,19,54,"GFP","Airpore Old 1"
2,774.131,7.865,0,34,1,19,54,"GFP","Airpore Old 2"
3,774.131,9.534,0,39,1,19,54,"GFP","Airpore Old 3"
4,774.131,5.661,0,28,1,19,54,"GFP","Airpore Medium 1"
5,774.131,9.202,0,35,1,19,54,"GFP","Airpore Medium 2"
6,3433.351,8.369,0,43,1,19,54,"GFP","background"
1,774.131,65.078,15,174,2,19,54,"RFP","Airpore Old 1"
2,774.131,59.595,15,218,2,19,54,"RFP","Airpore Old 2"
3,774.131,46.829,11,157,2,19,54,"RFP","Airpore Old 3"
4,774.131,36.396,3,103,2,19,54,"RFP","Airpore Medium 1"
5,774.131,62.629,19,233,2,19,54,"RFP","Airpore Medium 2"
6,3433.351,52.922,3,255,2,19,54,"RFP","background"
1,774.131,6.849,0,33,1,20,57,"GFP","Airpore Old 1"
2,774.131,7.823,0,38,1,20,57,"GFP","Airpore Old 2"
3,774.131,9.625,0,39,1,20,57,"GFP","Airpore Old 3"
4,774.131,5.607,0,30,1,20,57,"GFP","Airpore Medium 1"
5,774.131,8.939,0,54,1,20,57,"GFP","Airpore Medium 2"
6,3433.351,8.243,0,43,1,20,57,"GFP","background"
1,774.131,65.248,15,162,2,20,57,"RFP","Airpore Old 1"
2,774.131,61.193,11,243,2,20,57,"RFP","Airpore Old 2"
3,774.131,46.421,7,154,2,20,57,"RFP","Airpore Old 3"
4,774.131,35.8,3,122,2,20,57,"RFP","Airpore Medium 1"
5,774.131,62.439,19,224,2,20,57,"RFP","Airpore Medium 2"
6,3433.351,52.808,3,255,2,20,57,"RFP","background"
1,774.131,6.723,0,27,1,21,60,"GFP","Airpore Old 1"
2,774.131,7.828,0,35,1,21,60,"GFP","Airpore Old 2"
3,774.131,9.463,0,35,1,21,60,"GFP","Airpore Old 3"
4,774.131,5.424,0,27,1,21,60,"GFP","Airpore Medium 1"
5,774.131,8.952,0,35,1,21,60,"GFP","Airpore Medium 2"
6,3433.351,8.134,0,64,1,21,60,"GFP","background"
1,774.131,65.907,19,162,2,21,60,"RFP","Airpore Old 1"
2,774.131,60.042,15,252,2,21,60,"RFP","Airpore Old 2"
3,774.131,47.204,11,149,2,21,60,"RFP","Airpore Old 3"
4,774.131,36.032,3,98,2,21,60,"RFP","Airpore Medium 1"
5,774.131,63.023,15,247,2,21,60,"RFP","Airpore Medium 2"
6,3433.351,53.463,3,255,2,21,60,"RFP","background"
1,774.131,6.712,0,35,1,22,63,"GFP","Airpore Old 1"
2,774.131,7.699,0,51,1,22,63,"GFP","Airpore Old 2"
3,774.131,9.517,0,35,1,22,63,"GFP","Airpore Old 3"
4,774.131,5.577,0,27,1,22,63,"GFP","Airpore Medium 1"
5,774.131,9.041,0,40,1,22,63,"GFP","Airpore Medium 2"
6,3433.351,8.259,0,43,1,22,63,"GFP","background"
1,774.131,65.381,7,185,2,22,63,"RFP","Airpore Old 1"
2,774.131,60.606,15,220,2,22,63,"RFP","Airpore Old 2"
3,774.131,46.547,7,162,2,22,63,"RFP","Airpore Old 3"
4,774.131,36.35,3,116,2,22,63,"RFP","Airpore Medium 1"
5,774.131,63.062,19,255,2,22,63,"RFP","Airpore Medium 2"
6,3433.351,53.19,3,255,2,22,63,"RFP","background"
1,774.131,6.922,0,35,1,23,66,"GFP","Airpore Old 1"
2,774.131,7.345,0,38,1,23,66,"GFP","Airpore Old 2"
3,774.131,9.348,0,54,1,23,66,"GFP","Airpore Old 3"
4,774.131,5.541,0,27,1,23,66,"GFP","Airpore Medium 1"
5,774.131,9.213,0,39,1,23,66,"GFP","Airpore Medium 2"
6,3433.351,8.213,0,45,1,23,66,"GFP","background"
1,774.131,65.082,19,164,2,23,66,"RFP","Airpore Old 1"
2,774.131,60.828,15,241,2,23,66,"RFP","Airpore Old 2"
3,774.131,46.68,7,162,2,23,66,"RFP","Airpore Old 3"
4,774.131,36.029,3,100,2,23,66,"RFP","Airpore Medium 1"
5,774.131,62.538,15,245,2,23,66,"RFP","Airpore Medium 2"
6,3433.351,53.47,3,255,2,23,66,"RFP","background"
1,774.131,6.632,0,34,1,24,69,"GFP","Airpore Old 1"
2,774.131,7.526,0,38,1,24,69,"GFP","Airpore Old 2"
3,774.131,9.07,0,39,1,24,69,"GFP","Airpore Old 3"
4,774.131,5.71,0,43,1,24,69,"GFP","Airpore Medium 1"
5,774.131,9.002,0,35,1,24,69,"GFP","Airpore Medium 2"
6,3433.351,8.288,0,51,1,24,69,"GFP","background"
1,774.131,65.424,15,187,2,24,69,"RFP","Airpore Old 1"
2,774.131,60.12,8,255,2,24,69,"RFP","Airpore Old 2"
3,774.131,46.743,11,147,2,24,69,"RFP","Airpore Old 3"
4,774.131,36.252,3,102,2,24,69,"RFP","Airpore Medium 1"
5,774.131,62.706,15,228,2,24,69,"RFP","Airpore Medium 2"
6,3433.351,53.458,3,255,2,24,69,"RFP","background"
1,774.131,6.475,0,35,1,25,72,"GFP","Airpore Old 1"
2,774.131,7.687,0,31,1,25,72,"GFP","Airpore Old 2"
3,774.131,9.195,0,38,1,25,72,"GFP","Airpore Old 3"
4,774.131,5.612,0,31,1,25,72,"GFP","Airpore Medium 1"
5,774.131,8.805,0,31,1,25,72,"GFP","Airpore Medium 2"
6,3433.351,8.256,0,42,1,25,72,"GFP","background"
1,774.131,64.938,19,170,2,25,72,"RFP","Airpore Old 1"
2,774.131,59.828,15,255,2,25,72,"RFP","Airpore Old 2"
3,774.131,47.124,11,155,2,25,72,"RFP","Airpore Old 3"
4,774.131,36.326,3,107,2,25,72,"RFP","Airpore Medium 1"
5,774.131,63.295,23,249,2,25,72,"RFP","Airpore Medium 2"
6,3433.351,53.122,3,255,2,25,72,"RFP","background"
1,774.131,6.683,0,48,1,26,75,"GFP","Airpore Old 1"
2,774.131,7.588,0,35,1,26,75,"GFP","Airpore Old 2"
3,774.131,9.418,0,42,1,26,75,"GFP","Airpore Old 3"
4,774.131,5.392,0,31,1,26,75,"GFP","Airpore Medium 1"
5,774.131,8.789,0,43,1,26,75,"GFP","Airpore Medium 2"
6,3433.351,8.159,0,43,1,26,75,"GFP","background"
1,774.131,65.565,15,180,2,26,75,"RFP","Airpore Old 1"
2,774.131,59.659,15,252,2,26,75,"RFP","Airpore Old 2"
3,774.131,47.04,7,177,2,26,75,"RFP","Airpore Old 3"
4,774.131,36.167,0,111,2,26,75,"RFP","Airpore Medium 1"
5,774.131,62.303,15,221,2,26,75,"RFP","Airpore Medium 2"
6,3433.351,53.448,3,255,2,26,75,"RFP","background"
1,774.131,6.554,0,38,1,27,78,"GFP","Airpore Old 1"
2,774.131,7.384,0,50,1,27,78,"GFP","Airpore Old 2"
3,774.131,9.255,0,35,1,27,78,"GFP","Airpore Old 3"
4,774.131,5.562,0,31,1,27,78,"GFP","Airpore Medium 1"
5,774.131,9.084,0,45,1,27,78,"GFP","Airpore Medium 2"
6,3433.351,8.043,0,42,1,27,78,"GFP","background"
1,774.131,65.413,15,182,2,27,78,"RFP","Airpore Old 1"
2,774.131,59.954,11,232,2,27,78,"RFP","Airpore Old 2"
3,774.131,46.981,11,157,2,27,78,"RFP","Airpore Old 3"
4,774.131,36.422,3,126,2,27,78,"RFP","Airpore Medium 1"
5,774.131,62.642,11,238,2,27,78,"RFP","Airpore Medium 2"
6,3433.351,53.054,7,255,2,27,78,"RFP","background"
1,774.131,6.65,0,31,1,28,81,"GFP","Airpore Old 1"
2,774.131,7.547,0,39,1,28,81,"GFP","Airpore Old 2"
3,774.131,9.268,0,39,1,28,81,"GFP","Airpore Old 3"
4,774.131,5.574,0,39,1,28,81,"GFP","Airpore Medium 1"
5,774.131,8.598,0,35,1,28,81,"GFP","Airpore Medium 2"
6,3433.351,8.068,0,39,1,28,81,"GFP","background"
1,774.131,64.849,11,162,2,28,81,"RFP","Airpore Old 1"
2,774.131,59.556,15,215,2,28,81,"RFP","Airpore Old 2"
3,774.131,47.46,11,177,2,28,81,"RFP","Airpore Old 3"
4,774.131,35.711,3,177,2,28,81,"RFP","Airpore Medium 1"
5,774.131,63.111,19,253,2,28,81,"RFP","Airpore Medium 2"
6,3433.351,53.3,3,255,2,28,81,"RFP","background"
1,774.131,6.48,0,31,1,29,84,"GFP","Airpore Old 1"
2,774.131,7.469,0,44,1,29,84,"GFP","Airpore Old 2"
3,774.131,9.238,0,39,1,29,84,"GFP","Airpore Old 3"
4,774.131,5.494,0,27,1,29,84,"GFP","Airpore Medium 1"
5,774.131,8.801,0,39,1,29,84,"GFP","Airpore Medium 2"
6,3433.351,8.004,0,50,1,29,84,"GFP","background"
1,774.131,65.676,11,158,2,29,84,"RFP","Airpore Old 1"
2,774.131,59.361,15,226,2,29,84,"RFP","Airpore Old 2"
3,774.131,46.736,11,141,2,29,84,"RFP","Airpore Old 3"
4,774.131,35.727,0,149,2,29,84,"RFP","Airpore Medium 1"
5,774.131,62.592,15,205,2,29,84,"RFP","Airpore Medium 2"
6,3433.351,52.886,3,255,2,29,84,"RFP","background"
1,774.131,6.367,0,39,1,30,87,"GFP","Airpore Old 1"
2,774.131,7.347,0,35,1,30,87,"GFP","Airpore Old 2"
3,774.131,9.394,0,40,1,30,87,"GFP","Airpore Old 3"
4,774.131,5.719,0,39,1,30,87,"GFP","Airpore Medium 1"
5,774.131,8.624,0,32,1,30,87,"GFP","Airpore Medium 2"
6,3433.351,8.023,0,40,1,30,87,"GFP","background"
1,774.131,64.104,19,155,2,30,87,"RFP","Airpore Old 1"
2,774.131,60.022,15,227,2,30,87,"RFP","Airpore Old 2"
3,774.131,46.721,8,189,2,30,87,"RFP","Airpore Old 3"
4,774.131,35.642,3,99,2,30,87,"RFP","Airpore Medium 1"
5,774.131,62.959,19,231,2,30,87,"RFP","Airpore Medium 2"
6,3433.351,53.027,7,255,2,30,87,"RFP","background"
1,774.131,6.585,0,35,1,31,90,"GFP","Airpore Old 1"
2,774.131,7.722,0,32,1,31,90,"GFP","Airpore Old 2"
3,774.131,9.23,0,39,1,31,90,"GFP","Airpore Old 3"
4,774.131,5.545,0,27,1,31,90,"GFP","Airpore Medium 1"
5,774.131,8.835,0,36,1,31,90,"GFP","Airpore Medium 2"
6,3433.351,8.129,0,43,1,31,90,"GFP","background"
1,774.131,64.644,11,191,2,31,90,"RFP","Airpore Old 1"
2,774.131,60.358,15,255,2,31,90,"RFP","Airpore Old 2"
3,774.131,46.378,7,178,2,31,90,"RFP","Airpore Old 3"
4,774.131,35.844,3,110,2,31,90,"RFP","Airpore Medium 1"
5,774.131,62.285,19,229,2,31,90,"RFP","Airpore Medium 2"
6,3433.351,52.92,7,255,2,31,90,"RFP","background"
1,774.131,6.493,0,27,1,32,93,"GFP","Airpore Old 1"
2,774.131,7.328,0,31,1,32,93,"GFP","Airpore Old 2"
3,774.131,9.078,0,32,1,32,93,"GFP","Airpore Old 3"
4,774.131,5.468,0,31,1,32,93,"GFP","Airpore Medium 1"
5,774.131,8.523,0,31,1,32,93,"GFP","Airpore Medium 2"
6,3433.351,8.116,0,43,1,32,93,"GFP","background"
1,774.131,64.848,16,161,2,32,93,"RFP","Airpore Old 1"
2,774.131,59.33,11,217,2,32,93,"RFP","Airpore Old 2"
3,774.131,45.879,15,165,2,32,93,"RFP","Airpore Old 3"
4,774.131,35.952,3,104,2,32,93,"RFP","Airpore Medium 1"
5,774.131,62.156,19,227,2,32,93,"RFP","Airpore Medium 2"
6,3433.351,52.523,7,255,2,32,93,"RFP","background"
1,774.131,6.692,0,52,1,33,96,"GFP","Airpore Old 1"
2,774.131,7.36,0,34,1,33,96,"GFP","Airpore Old 2"
3,774.131,9.104,0,35,1,33,96,"GFP","Airpore Old 3"
4,774.131,5.386,0,29,1,33,96,"GFP","Airpore Medium 1"
5,774.131,8.784,0,50,1,33,96,"GFP","Airpore Medium 2"
6,3433.351,8.11,0,48,1,33,96,"GFP","background"
1,774.131,65.099,19,168,2,33,96,"RFP","Airpore Old 1"
2,774.131,59.997,15,214,2,33,96,"RFP","Airpore Old 2"
3,774.131,47.086,12,139,2,33,96,"RFP","Airpore Old 3"
4,774.131,35.439,3,106,2,33,96,"RFP","Airpore Medium 1"
5,774.131,62.592,19,255,2,33,96,"RFP","Airpore Medium 2"
6,3433.351,53.308,3,255,2,33,96,"RFP","background"
1,774.131,6.54,0,35,1,34,99,"GFP","Airpore Old 1"
2,774.131,7.188,0,59,1,34,99,"GFP","Airpore Old 2"
3,774.131,8.95,0,35,1,34,99,"GFP","Airpore Old 3"
4,774.131,5.421,0,31,1,34,99,"GFP","Airpore Medium 1"
5,774.131,8.637,0,37,1,34,99,"GFP","Airpore Medium 2"
6,3433.351,8.035,0,47,1,34,99,"GFP","background"
1,774.131,65.064,12,178,2,34,99,"RFP","Airpore Old 1"
2,774.131,60.76,15,241,2,34,99,"RFP","Airpore Old 2"
3,774.131,46.435,8,156,2,34,99,"RFP","Airpore Old 3"
