"","Time","1","4","2","3"
"73",216,1.50812319543384,1.58108205822564,1.38806498950224,1.40152860974704
"74",219,1.50722260510947,1.5525337774311,1.37001658683134,1.39051741745215
"75",222,1.67541482508619,1.59069678451246,1.50501225980665,1.40410663333265
"76",225,1.5816032748908,1.5990173248631,1.66560073497511,1.43490966296817
"77",228,1.56486513996083,1.60183487435083,1.68250862857118,1.42055819382458
"78",231,1.563535261967,1.57875574915442,1.61750747657802,1.4538794869274
"79",234,1.57225830076402,1.61215566656865,1.56307876107127,1.49202538741604
"80",237,1.56788754054783,1.61806847232485,1.50620999848671,1.44344632130913
"81",240,1.50478094865227,1.63723938340643,1.52765411055323,1.43818030793121
"82",243,1.51807880816968,1.56586314555177,1.49124030037674,1.4065803138769
"83",246,1.481386822939,1.51700020083372,1.42605498888094,1.38775317621256
"84",249,1.50479681501235,1.54701415880906,1.43420368436605,1.39532739447692
"85",252,1.50060397982882,1.62302092340338,1.40021019191336,1.39579677560979
"86",255,1.51240694190846,1.6248804972181,1.38706957848873,1.37550866670168
"87",258,1.48351281594456,1.62119898914225,1.40176270939306,1.36514866522294
"88",261,1.42019711528569,1.54228473859663,1.42639307415316,1.34781820638472
"89",264,1.5124948278383,1.64175240133853,1.49039362486697,1.37734580370216
"90",267,1.49297220573154,1.58350543626848,1.48832622316919,1.3892868146417
"91",270,1.50642130254689,1.5869591371765,1.46754932911562,1.4166910757539
"92",273,1.52623824918476,1.50837563359718,1.39031409438776,1.38532601024383
"93",276,1.57625192884773,1.48800907631494,1.42605181118327,1.45071119345294
"94",279,1.571923941629,1.56028552097848,1.43279287249286,1.47759750985215
"95",282,1.52902723359397,1.58802666558995,1.41945202225977,1.48266516109297
"96",285,1.53857955005942,1.52317673349116,1.42991983968871,1.43811188260498
"97",288,1.511239935294,1.50532813992798,1.42103289296843,1.44959670593136
"98",291,1.49670261210371,1.48139089428861,1.41012901904955,1.4387000088235
"99",294,1.48270243020781,1.49357271180156,1.431589654636,1.43065957189944
"100",297,1.51345609664929,1.49781660431994,1.46776202713948,1.47322912441617
"101",300,1.46404268546348,1.45849856311221,1.40699410793152,1.38889791501524
"102",303,1.54893598759469,1.47699303996964,1.40419579303258,1.39728760409507
"103",306,1.67035801593664,1.48228550693731,1.50087020221834,1.42621014536863
"104",309,1.62379700142768,1.55915196782051,1.47751656067114,1.42934827351124
"105",312,1.59634779056525,1.5731974804917,1.45018463048939,1.43656542272938
"106",315,1.4897458126559,1.48447967222312,1.3707573295186,1.38318199820311
"107",318,1.50879037317755,1.51565708591716,1.37332773179375,1.39011494103773
"108",321,1.49070493599821,1.4735723206436,1.38819254304048,1.39368353567231
"109",324,1.44627777581153,1.42278303438967,1.39127354458275,1.3863921290697
"110",327,1.51820148439461,1.4620043019113,1.44987981144766,1.35778628311732
"111",330,1.5707215278336,1.53161671760314,1.46238028740196,1.40682327835648
"112",333,1.51994827965464,1.58422833477255,1.43523339250771,1.41227484584482
"113",336,1.52165712482546,1.57427484829344,1.39953473251739,1.48997773827678
"114",339,1.51355768055435,1.50404644648304,1.34262477549907,1.53981076101928
"115",342,1.50004812951562,1.49562051987368,1.44501310160874,1.53315349200797
"116",345,1.46777818253915,1.42593670639164,1.41384960047025,1.45501098569287
"117",348,1.47895067884217,1.43999209033338,1.40735687952782,1.47633572031946
"118",351,1.49386970050085,1.42785081401267,1.42934328574694,1.58908137606632
"119",354,1.52013724199974,1.47940222794124,1.4345261489471,1.59687532196771
"120",357,1.51532920330566,1.4396065833096,1.41308906656062,1.51840964162824
"121",360,1.51220940184948,1.4817304161829,1.40133843645889,1.52717938352059
"122",363,1.48655343195127,1.44987191109567,1.4183583006305,1.50515840924563
"123",366,1.5656340932641,1.4886795944673,1.43978833308549,1.50334591173916
"124",369,1.55167970993156,1.6247265572696,1.4122471953045,1.46042978386444
"125",372,1.60424910395607,1.6417366733431,1.52142212867229,1.53773559630335
"126",375,1.46500243984132,1.55022900545977,1.52360654349536,1.50791479862192
"127",378,1.49354053028113,1.49976800894172,1.48640648221131,1.5189763176378
"128",381,1.50994221192637,1.48435287386861,1.47164078657263,1.5638126519822
"129",384,1.45503341018232,1.45608078456771,1.43838633305424,1.49837676126224
"130",387,1.48003581746593,1.50767740644089,1.41709421161314,1.53450853108577
"131",390,1.51709131387295,1.46665130287131,1.45752824806634,1.5641967174051
"132",393,1.47603415720787,1.43010541219828,1.41343245103776,1.6033206665737
"133",396,1.51863784507329,1.51769466649748,1.45627669651258,1.66667745581401
"134",399,1.4781762242427,1.45191440652712,1.42955514399113,1.57543182766666
"135",402,1.53317394784203,1.46759490601343,1.42491837614293,1.62192904833884
"136",405,1.48471917664599,1.44483373491401,1.43174833133897,1.68723833840939
"137",408,1.5205603928595,1.45405255722255,1.39344452412926,1.69720646077485
"138",411,1.57679223829513,1.4201909514847,1.40089318231806,1.67314377266539
"139",414,1.65637121548554,1.46242753508662,1.42870877667685,1.62196421883553
"140",417,1.59673841427176,1.40954621838718,1.38990982526293,1.60490837392748
"141",420,1.53758040210436,1.43699916686531,1.40417276534613,1.51564845182679
"142",423,1.52311919107783,1.42054907585889,1.39438545380954,1.48738893911631
"143",426,1.49554212944258,1.47992331202409,1.41717776615687,1.51029544701371
"144",429,1.54031590631322,1.45225698365013,1.45396994131951,1.49166503921311
"145",432,1.63424037593429,1.45811974787048,1.49968284449367,1.54631594785825
"146",435,1.62059641363577,1.41500312902765,1.47304770979151,1.50180357245943
"147",438,1.68232163045891,1.4694470699743,1.48140624533386,1.55706122836606
"148",441,1.66639384514651,1.47489661626008,1.48369352109715,1.48596488845993
"149",444,1.61374746157441,1.42875556547542,1.41878594808839,1.49048041853191
"150",447,1.60162383224016,1.47959021571574,1.40966232362474,1.53320575058731
"151",450,1.55478941047766,1.44265783479553,1.42838034473674,1.51028639925134
"152",453,1.51169053468708,1.40205271824328,1.42236942886776,1.47455359896168
"153",456,1.48623889835216,1.46192553357054,1.40266499668499,1.47691756924403
"154",459,1.53062673752796,1.4650051163921,1.38740790401056,1.4519278375904
"155",462,1.53839006632998,1.56053599630791,1.39933735099817,1.47668436825075
"156",465,1.47205965350083,1.5239418779716,1.399811448438,1.43175110686034
"157",468,1.45483224811292,1.47692995416153,1.43711268041745,1.40285411404111
"158",471,1.47426080740684,1.44400001733381,1.39871662385466,1.41414950026003
"159",474,1.45328941357176,1.44618696999964,1.39216466937014,1.38297711932393
"160",477,1.47961913063869,1.44360788133666,1.38402799077016,1.4088740402185
"161",480,1.49507950316451,1.39072859169085,1.39246151795638,1.40464597030165
"162",483,1.42497235995272,1.43102044976981,1.37242258320926,1.43902262800061
"163",486,1.50239219841778,1.46588853668174,1.42029941153039,1.43962285117392
"164",489,1.47767522963186,1.44681941974143,1.42784201058544,1.3970783513885
"165",492,1.45826237652297,1.37183818901697,1.39911890717481,1.38801638569775
"166",495,1.50357707206116,1.4560426128018,1.42092392899129,1.38872898979793
"167",498,1.52359664534519,1.49719465158934,1.50435736936766,1.44970893872454
"168",501,1.51387623134868,1.50470209283608,1.45112893996827,1.4311550372921
"169",504,1.47483987158985,1.4901315583176,1.40752727019838,1.42426737506607
"170",507,1.48314391899958,1.61130221306166,1.43374913940978,1.40887373049931
"171",510,1.53546196586679,1.70220965836348,1.42404635097111,1.41812161778775
"172",513,1.46828540344153,1.59267000467921,1.40879206913488,1.45163474768186
"173",516,1.46762817260819,1.60221230415751,1.40255382973939,1.44097839798353
"174",519,1.51194848557669,1.5072489672655,1.38343111796423,1.40707844101919
"175",522,1.52642309114321,1.42409364607826,1.37157430019824,1.37323887020698
"176",525,1.59702022037859,1.47108487083512,1.41065855191963,1.41700184585908
"177",528,1.56584878737102,1.44525904317332,1.40688626123118,1.43412134091648
"178",531,1.53201144313238,1.39140479130545,1.39060410111825,1.40491816733971
"179",534,1.53280142248565,1.46313313283507,1.39140327505553,1.42981975868296
"180",537,1.51031085783967,1.49652597195994,1.43600858172716,1.43803194177882
"181",540,1.49190263553978,1.46830813230844,1.40366913785653,1.44345275108178
"182",543,1.47377945560715,1.54778072252861,1.40144698823104,1.42130182399783
"183",546,1.50409480617363,1.54995362891163,1.39535158211981,1.43772928173056
"184",549,1.49640140579527,1.48551411268231,1.4007973094072,1.42033795151302
"185",552,1.50591754348482,1.51596851723989,1.4021333189599,1.48913983995992
"186",555,1.52236178031747,1.44701956745027,1.4055227237361,1.46651235702508
"187",558,1.46197470734211,1.42442973380924,1.37020399766143,1.40440621866899
"188",561,1.51357393321057,1.47929602850776,1.41303891509389,1.40162000357048
"189",564,1.47404583819892,1.49765505490934,1.42782356597587,1.4134987641842
"190",567,1.54632498844376,1.47281055656868,1.40561177270863,1.41294793892492
"191",570,1.56658910533397,1.50607410601671,1.41696541688512,1.41561601368108
"192",573,1.54760220396178,1.61770923039212,1.38781607653097,1.42144889206797
"193",576,1.51318431400931,1.64966025777582,1.43655629129877,1.40545827666514
"194",579,1.44523374213678,1.5193137852991,1.4223292053857,1.40421097354937
"195",582,1.51054107597179,1.55596423419265,1.53663711409658,1.39887837117109
"196",585,1.45868954296644,1.51372109299834,1.49066682754032,1.43572041746704
"197",588,1.53174808178874,1.52611939983791,1.47528315041603,1.46185761607235
"198",591,1.58740397963992,1.48240620390187,1.54474872987436,1.50606120625905
"199",594,1.6094958144336,1.46903222419649,1.69034465724045,1.50969957271647
"200",597,1.61561014087363,1.44633439500027,1.85692444530645,1.40580025323918
"201",600,1.68108723122869,1.61148668938839,1.81685767659778,1.44677992967015
"202",603,1.62482005101636,1.61255943600275,1.60299249764504,1.48114421387765
"203",606,1.49498323616099,1.62014831140013,1.46446258830358,1.45084854157468
"204",609,1.45734641810908,1.68395428601416,1.50054556620266,1.44234305954724
"205",612,1.40914847184753,1.63544167372728,1.36045095461882,1.39425999178567
"206",615,1.41482845864346,1.67873992449191,1.42191410757902,1.4520175454714
"207",618,1.44446993301811,1.65336551791967,1.40813613197877,1.50706153056946
"208",621,1.42994914913198,1.61075297099264,1.44456347194471,1.54863113088733
"209",624,1.45008967253046,1.57442498741037,1.42521096329185,1.51947322388332
"210",627,1.45900078214133,1.56043119452772,1.41345763770438,1.52467092942537
"211",630,1.49811590942422,1.53418567476961,1.49806915635115,1.49415946893338
"212",633,1.49985966462775,1.56009197584309,1.51702354469982,1.4961064149537
"213",636,1.4747551503343,1.53092568732175,1.48309558357508,1.47523679322925
"214",639,1.42267852257891,1.51830545078588,1.408681009284,1.47217033088511
"215",642,1.4726043326582,1.4841764651404,1.37646656870237,1.47678274919629
"216",645,1.52091736080215,1.49949766941122,1.42114888885673,1.50279451036107
"217",648,1.47065163425977,1.48185060744935,1.3692765860821,1.51414453242504
"218",651,1.53376993788905,1.47759752327197,1.40234866597391,1.63471544084263
"219",654,1.47586884155986,1.48331762869223,1.41550865876296,1.56460824497368
"220",657,1.48228255282678,1.45473975624286,1.38667393428663,1.52322250605091
"221",660,1.5384246979413,1.49904653574841,1.4481678425899,1.49279061371612
"222",663,1.51147387154651,1.51965690166493,1.39820194881391,1.51989197759418
"223",666,1.47751073700251,1.46841028378258,1.37842107601708,1.49811760786774
"224",669,1.4589034720272,1.55143253662501,1.43491098393748,1.56742789565883
"225",672,1.48971634314954,1.59195606640706,1.39383143086343,1.52568251986047
"226",675,1.50107230217345,1.65593711786673,1.41678440673005,1.50097910134742
"227",678,1.51570849726084,1.5731369698192,1.3697661353153,1.41674018738628
"228",681,1.61115852514317,1.53648059864097,1.40941880267558,1.46486441576428
"229",684,1.64302544491221,1.51000833227296,1.41864905436667,1.45685528968195
"230",687,1.60398997289004,1.51283670866081,1.49480000246822,1.43204205876535
"231",690,1.55892707839322,1.46423987521908,1.5822001007397,1.43884977674176
"232",693,1.53047645865181,1.4575400163982,1.52125032906766,1.43946151409725
"233",696,1.50007192545377,1.48699241215612,1.56205386991966,1.41264206328019
"234",699,1.54415749131039,1.47508483699069,1.59957135937911,1.43030019893809
"235",702,1.53634119513527,1.5455460159418,1.47726417469506,1.47061016318611
"236",705,1.5531287129651,1.61366555554682,1.45301605150412,1.55560867633082
"237",708,1.58260236114862,1.57231855517316,1.40515228914714,1.48580955695361
"238",711,1.54477126279742,1.57053622984362,1.44062399344642,1.50356368128326
"239",714,1.55209086415655,1.53740290701704,1.5027006202645,1.5095235672329
"240",717,1.51370492127952,1.50519790841857,1.49460567510953,1.53707207020655
"241",720,1.46133117118043,1.44696916110199,1.41261609512086,1.5667901939474
"242",723,1.50756891810148,1.50205732127268,1.44750382981015,1.58258997625911
"243",726,1.48463582949181,1.45683769698357,1.43324839449188,1.46834803195287
"244",729,1.46976396068091,1.46466403940793,1.44197821457723,1.44721047643948
"245",732,1.53906781929456,1.4645018363296,1.38215509725221,1.4254167601574
"246",735,1.57763909030223,1.51159235847587,1.41477236419195,1.47317210692568
"247",738,1.47553784668532,1.48397621359363,1.37787371894979,1.50387167185951
"248",741,1.47390881317078,1.53408658094679,1.44823654697534,1.63882814855099
"249",744,1.4758265816358,1.50067416480949,1.45069544997698,1.68605554283764
"250",747,1.43409102942993,1.4906667812604,1.49581104397567,1.72912779777259
"251",750,1.43463084305077,1.4995445935803,1.47506598025734,1.85182777450678
"252",753,1.44799507835716,1.52103126003579,1.45064679072904,1.7504794323618
"253",756,1.4606118736716,1.51806454212806,1.49120856655609,1.61190216328432
"254",759,1.49275150493883,1.60655626590056,1.4827677508964,1.54086497812393
"255",762,1.43119505282263,1.58343365438809,1.41584492049051,1.52725267656776
"256",765,1.46663262496714,1.55710848263851,1.41493177125033,1.54044098802414
"257",768,1.46951726050471,1.53913695515835,1.38369503793453,1.58736579209564
"258",771,1.44196983228494,1.55269778415786,1.39996702038348,1.56003175733173
"259",774,1.45047305491448,1.5411524516291,1.36574778755332,1.69123652681951
"260",777,1.43445685630445,1.57038932692863,1.3617442219088,1.61414669712661
"261",780,1.49082105847708,1.53526459260861,1.3905698261144,1.5516713331617
"262",783,1.48813727997965,1.59954411810334,1.44082823286736,1.44795046374722
"263",786,1.47794880769087,1.56771950733199,1.38936170563183,1.40522420256312
"264",789,1.43932252970192,1.59581894009586,1.38368653696655,1.43662221096233
"265",792,1.44972921826047,1.61320097599276,1.3949405426609,1.41958834957752
"266",795,1.46616725108915,1.64137620714488,1.42242400651378,1.48754075780848
"267",798,1.46658259225709,1.59526033059307,1.45068297188925,1.49434836656686
"268",801,1.48516660482354,1.57910590364772,1.45315076485954,1.47853300516517
"269",804,1.50288866823667,1.58082903563535,1.49579045837231,1.50084569218496
"270",807,1.44713727611113,1.52836193942417,1.4749532665103,1.48420588931083
"271",810,1.51568778011804,1.57285226101536,1.46129142864818,1.48491544235893
"272",813,1.52278333840969,1.53430627092031,1.43024148480674,1.47078168607271
"273",816,1.52248214724325,1.54162017751535,1.41044081212595,1.42080211504232
"274",819,1.61472455513924,1.529985258563,1.37686553404497,1.40451892809893
"275",822,1.57361910577888,1.62637045741854,1.40827705275986,1.49553802430734
"276",825,1.51029166032005,1.60621561873665,1.38364775965251,1.40270335027948
"277",828,1.55356914152928,1.63328454153332,1.43595948453908,1.44683653124613
"278",831,1.51414022383599,1.56564656197665,1.42877634371458,1.4447402879284
"279",834,1.44482487855496,1.54337387629328,1.3972563553923,1.43071477157919
"280",837,1.47591979507764,1.57336073271278,1.42108629358223,1.4153413881712
"281",840,1.44571446805795,1.6272540623122,1.5102402302668,1.42840063536928
"282",843,1.51118259100947,1.68254432147646,1.43428034989039,1.38129971602295
"283",846,1.50300576711191,1.65358364353165,1.46253341693225,1.45495234339167
"284",849,1.49655370042208,1.53703009021482,1.4347131536765,1.50536576320537
"285",852,1.55186520919484,1.54058901562113,1.45001586838928,1.54577610906578
"286",855,1.59077157284999,1.53061260168359,1.41531039533763,1.44813153631091
"287",858,1.49764901387135,1.50381740670769,1.41466653727244,1.43632861521878
"288",861,1.46005679761149,1.52679784508868,1.39082788085981,1.44002536116922
"289",864,1.44491125855311,1.65086817537025,1.44520309759117,1.4458951493986
"290",867,1.46235638172254,1.61602638665724,1.44053851840777,1.39442715890194
"291",870,1.51424008955265,1.66426198818586,1.4430886684725,1.41493884294266
"292",873,1.4935898892384,1.58432829343343,1.41268528017309,1.36723049944889
"293",876,1.47712519779907,1.4979951001552,1.42141344884419,1.39967783649922
"294",879,1.46583198422856,1.49928222358,1.38481200996115,1.50900948507602
"295",882,1.45836767219394,1.54337305350768,1.38679463867638,1.61793337717697
"296",885,1.45845145145423,1.5107387084177,1.41373839392828,1.57406174552571
"297",888,1.46394648948497,1.51432153334979,1.39140086969281,1.60620886465446
"298",891,1.48254985329287,1.48916154062996,1.38489134643452,1.61406438528704
"299",894,1.53431542142819,1.53907304847043,1.40977806575883,1.61985894745879
"300",897,1.51831396048869,1.55970731062695,1.38169822465624,1.61259925984587
"301",900,1.62752541149056,1.55720333562404,1.41129179262781,1.50614249918746
"302",903,1.58147301283078,1.5567475335883,1.37338537953356,1.44452991943989
"303",906,1.52600731948877,1.54208805923464,1.37625114624291,1.45384566983173
"304",909,1.46065926493307,1.52708626578808,1.41134111000092,1.42286908306888
"305",912,1.54986320098496,1.57478160202484,1.43301066412721,1.4115900292893
"306",915,1.52486651498653,1.54470411073509,1.52023922227485,1.43957889508714
"307",918,1.52477187367656,1.60502510839551,1.55925682994084,1.41900273995403
"308",921,1.48182679058891,1.62269203032388,1.43083963488882,1.40506199887257
"309",924,1.58666370653861,1.76761517771408,1.47236815026404,1.43945760283795
"310",927,1.55699209244787,1.70905490705524,1.40078599985573,1.42444469173631
"311",930,1.65419694101678,1.60737232632316,1.3486405221446,1.44196878288468
"312",933,1.5917971718749,1.68852807597866,1.38584056573093,1.46137009109061
"313",936,1.51493613571051,1.59843238262766,1.36241253381286,1.47238074771932
"314",939,1.49662992734341,1.66125203882076,1.43456433587028,1.45142432506161
"315",942,1.48201634693304,1.6499487886902,1.3685541630595,1.45379031063594
"316",945,1.47444192747419,1.59961950971877,1.38721782557237,1.44149382091712
"317",948,1.48545939660046,1.55364453512151,1.46146237692296,1.52500059096833
"318",951,1.52733470261766,1.52224435555286,1.51446359462513,1.59468794190046
"319",954,1.51365897218656,1.46086931973618,1.46761537058725,1.54458884242131
"320",957,1.45478134217811,1.47589257539724,1.42913249397305,1.44239591339428
"321",960,1.46381062060425,1.52905255213352,1.4235237479267,1.55097150423166
"322",963,1.45316093712751,1.51219951396799,1.4501857825393,1.50710021129329
"323",966,1.45691979116728,1.48425268101875,1.43595411155162,1.52185568396149
"324",969,1.43453895594309,1.48928968019992,1.44480169366801,1.46197288839026
"325",972,1.44254242900945,1.52284158367714,1.44488324722023,1.42879824795065
"326",975,1.50562942099535,1.50266333622212,1.4223909782785,1.4886448590457
"327",978,1.47045229263907,1.61986245111139,1.416185280845,1.46017795255291
"328",981,1.42002869137961,1.64285269378696,1.38743389564791,1.40896760194509
"329",984,1.42541416789558,1.64150929694384,1.3758231500134,1.4798439804065
"330",987,1.41101693915981,1.71262268059147,1.38661992040693,1.44331101520881
"331",990,1.38689436780214,1.61279611461285,1.34407138737151,1.33768574408679
"332",993,1.43792139374112,1.5550939245838,1.33850572068296,1.3814060560348
"333",996,1.5004139250057,1.57092154081064,1.38785851577142,1.40203406996323
"334",999,1.51170673755931,1.56062377984155,1.37909768571956,1.41863240921385
"335",1002,1.45165889675658,1.55487211200142,1.33853870065303,1.41385202964538
"336",1005,1.4701395875826,1.56846221838042,1.38108632932223,1.3971473765897
"337",1008,1.52524202594512,1.55883841164426,1.40091008983206,1.44014699733765
"338",1011,1.48849496559053,1.56428415973357,1.39942959906166,1.46757277077521
"339",1014,1.4759464848146,1.50575368136363,1.39027662636578,1.4404355021476
"340",1017,1.50287392179615,1.59426046566654,1.42032808949339,1.49100748161335
"341",1020,1.44416568719904,1.52067286855672,1.36783592654208,1.48480568111074
"342",1023,1.42444993791657,1.56029092266769,1.38713226987558,1.45249714913447
"343",1026,1.51111377023558,1.57880094132323,1.43574285220187,1.51209505762378
"344",1029,1.41235221488358,1.53251654054141,1.43668359486915,1.47413423012467
"345",1032,1.49059005582383,1.52376504219581,1.45543493028984,1.49884219575917
"346",1035,1.44836609055954,1.53917794028095,1.42547088366782,1.4588813620346
"347",1038,1.53375764158498,1.50585934186797,1.37842369700162,1.40049634840341
"348",1041,1.54272686176626,1.53933962344966,1.43896769767027,1.41175877855145
"349",1044,1.56357285641006,1.55355833440929,1.40025279655537,1.39865283413658
"350",1047,1.52962231926814,1.59581059015976,1.44868640953705,1.49773792424354
"351",1050,1.44776755260534,1.59566618820923,1.44146440724905,1.45910478844205
"352",1053,1.43922464518116,1.56018084774918,1.47630502469419,1.42679947482703
"353",1056,1.48662627297381,1.51401563370957,1.54587967608298,1.39713758282417
"354",1059,1.44077160299463,1.55023403140018,1.54743902736987,1.50499208272508
"355",1062,1.51740907781093,1.48319999350946,1.48317156467199,1.58999532958768
"356",1065,1.59456706264927,1.59182051524746,1.50113066240957,1.56687704375001
"357",1068,1.51674972224591,1.58274970893771,1.57431510609758,1.57005766470283
"358",1071,1.50135360338378,1.56496249802882,1.60903419139083,1.4408912377193
"359",1074,1.4478084571574,1.50859705215776,1.63360265573659,1.41918893284892
"360",1077,1.48971560220552,1.56207675526562,1.75312441793852,1.41408834475901
"361",1080,1.49138820349019,1.53991104930131,1.71090409208094,1.43416545095204
"362",1083,1.45138117518343,1.54585523644103,1.59775898569522,1.46798453110227
"363",1086,1.43752302269321,1.54210551006325,1.47572804017276,1.39002575960684
"364",1089,1.49634534271779,1.48538603607538,1.42947607005382,1.43684815962702
"365",1092,1.47232361408652,1.49298481517799,1.40884908229325,1.43001983571122
"366",1095,1.54738292821178,1.5032598453292,1.39952340122929,1.44310400786127
"367",1098,1.49561581776384,1.51948383857112,1.36238896596777,1.5477895203303
"368",1101,1.43357905276221,1.57412182714289,1.40679647708248,1.56193452129721
"369",1104,1.47171707229325,1.6283279775278,1.42001632918644,1.58980802891027
"370",1107,1.52623097070065,1.62134284604054,1.4486440984492,1.54561052452608
"371",1110,1.55845898353676,1.56697022505549,1.40028187486743,1.50333055173484
"372",1113,1.51786754017605,1.5583994969041,1.40359652118395,1.49301369220592
"373",1116,1.55652398042058,1.52525660320464,1.38806880550444,1.44682121606592
"374",1119,1.4612568517597,1.58867086722983,1.42136024877164,1.4494671961171
"375",1122,1.48236286576192,1.62198080514449,1.40355970802948,1.45828132430298
"376",1125,1.48396375411284,1.6739345952024,1.41005556807061,1.46916553674236
