"Time","ROIName","ROI","Mean_Calcium","Mean_Background","Ratio"
1605,"Airpore Old 2",2,6.19,51.311,0.120636900469685
1605,"Airpore Old 3",3,8.004,46.001,0.173996217473533
1605,"Airpore Medium 1",4,3.49,22.735,0.153507807345503
1605,"Airpore Medium 2",5,7.635,64.156,0.119006795934909
1608,"background",0,6.209,44.468,0.139628496896645
1608,"Airpore Old 1",1,5.541,61.36,0.0903031290743155
1608,"Airpore Old 2",2,6.147,51.055,0.120399569092156
1608,"Airpore Old 3",3,8.189,45.727,0.179084567104774
1608,"Airpore Medium 1",4,3.43,22.64,0.151501766784452
1608,"Airpore Medium 2",5,7.477,64.59,0.115760953708004
1611,"background",0,6.196,44.783,0.138356072616841
1611,"Airpore Old 1",1,5.474,60.71,0.090166364684566
1611,"Airpore Old 2",2,6.379,51.094,0.124848318784985
1611,"Airpore Old 3",3,8.174,46.095,0.177329428354485
1611,"Airpore Medium 1",4,3.418,22.521,0.15176945961547
1611,"Airpore Medium 2",5,7.649,64.041,0.119439109320591
1614,"background",0,6.17,44.937,0.137303335781205
1614,"Airpore Old 1",1,5.621,61.109,0.0919831776006808
1614,"Airpore Old 2",2,6.336,51.122,0.123938813035484
1614,"Airpore Old 3",3,8.205,45.519,0.180254399261847
1614,"Airpore Medium 1",4,3.316,22.679,0.146214559724856
1614,"Airpore Medium 2",5,7.864,63.982,0.122909568316089
1617,"background",0,6.142,44.757,0.137229930513663
1617,"Airpore Old 1",1,5.484,59.947,0.0914808080471083
1617,"Airpore Old 2",2,6.114,50.426,0.12124697576647
1617,"Airpore Old 3",3,8.239,45.676,0.180379192573781
1617,"Airpore Medium 1",4,3.35,22.839,0.146678926397828
1617,"Airpore Medium 2",5,7.692,64.46,0.119329816940738
1620,"background",0,6.172,44.902,0.137454901786112
1620,"Airpore Old 1",1,5.368,61.326,0.0875322049375469
1620,"Airpore Old 2",2,6.055,50.65,0.119545903257651
1620,"Airpore Old 3",3,8.104,45.794,0.176966414814168
1620,"Airpore Medium 1",4,3.386,22.737,0.148920262127809
1620,"Airpore Medium 2",5,7.813,64.227,0.12164665950457
1623,"background",0,6.159,44.394,0.138734964184349
1623,"Airpore Old 1",1,5.434,59.993,0.0905772340106346
1623,"Airpore Old 2",2,6.13,49.914,0.122811235324759
1623,"Airpore Old 3",3,8.285,45.702,0.181283094831736
1623,"Airpore Medium 1",4,3.256,22.037,0.147751508826065
1623,"Airpore Medium 2",5,7.688,63.951,0.120217041172147
1626,"background",0,6.074,44.677,0.135953622669382
1626,"Airpore Old 1",1,5.612,60.59,0.0926225449744182
1626,"Airpore Old 2",2,6.054,50.739,0.119316502098977
1626,"Airpore Old 3",3,8.017,45.122,0.177673861974203
1626,"Airpore Medium 1",4,3.331,22.571,0.147578751495282
1626,"Airpore Medium 2",5,7.692,64.056,0.120082427875609
1629,"background",0,6.062,44.75,0.135463687150838
1629,"Airpore Old 1",1,5.51,60.942,0.0904138361064619
1629,"Airpore Old 2",2,6.029,51.129,0.11791742455358
1629,"Airpore Old 3",3,7.924,46.323,0.171059732746152
1629,"Airpore Medium 1",4,3.211,23.007,0.139566218976833
1629,"Airpore Medium 2",5,7.562,64.452,0.117327623657916
1632,"background",0,6.183,45.058,0.137223134626481
1632,"Airpore Old 1",1,5.402,61.824,0.0873770703933748
1632,"Airpore Old 2",2,6.03,50.289,0.119906937898944
1632,"Airpore Old 3",3,7.826,45.862,0.170642361868213
1632,"Airpore Medium 1",4,3.285,22.076,0.148804131183185
1632,"Airpore Medium 2",5,7.75,64.37,0.120397700792295
1635,"background",0,6.142,44.526,0.137941876656336
1635,"Airpore Old 1",1,5.512,61.359,0.0898319724897733
1635,"Airpore Old 2",2,6.357,50.152,0.12675466581592
1635,"Airpore Old 3",3,7.748,45.938,0.168662109800165
1635,"Airpore Medium 1",4,3.2,22.528,0.142045454545455
1635,"Airpore Medium 2",5,7.773,63.742,0.121944714630856
1638,"background",0,6.127,44.668,0.137167547237396
1638,"Airpore Old 1",1,5.384,60.33,0.0892424995856125
1638,"Airpore Old 2",2,6.184,51.15,0.120899315738025
1638,"Airpore Old 3",3,8.021,45.572,0.176007197401913
1638,"Airpore Medium 1",4,3.396,22.956,0.147935180345008
1638,"Airpore Medium 2",5,7.664,64.486,0.118847501783333
1641,"background",0,6.081,44.387,0.136999571946741
1641,"Airpore Old 1",1,5.442,61.328,0.0887359770414819
1641,"Airpore Old 2",2,6.041,51.7,0.116847195357834
1641,"Airpore Old 3",3,7.947,46.239,0.171867903717641
1641,"Airpore Medium 1",4,3.237,22.625,0.14307182320442
1641,"Airpore Medium 2",5,7.642,63.672,0.12002135946727
1644,"background",0,6.241,44.396,0.140575727543022
1644,"Airpore Old 1",1,5.614,61.099,0.0918836642170903
1644,"Airpore Old 2",2,6.241,50.651,0.123215731180036
1644,"Airpore Old 3",3,8.044,46.023,0.174782174130326
1644,"Airpore Medium 1",4,3.227,22.292,0.144760452180154
1644,"Airpore Medium 2",5,7.413,63.932,0.115951323280986
1647,"background",0,6.051,44.926,0.134688153853003
1647,"Airpore Old 1",1,5.693,61.569,0.0924653640630837
1647,"Airpore Old 2",2,6.097,50.446,0.120861911747215
1647,"Airpore Old 3",3,8.164,46.335,0.176195100895651
1647,"Airpore Medium 1",4,3.173,22.538,0.140784452923951
1647,"Airpore Medium 2",5,7.52,64.078,0.117356971191361
1650,"background",0,6.131,44.564,0.137577416748945
1650,"Airpore Old 1",1,5.535,61.672,0.0897489946815411
1650,"Airpore Old 2",2,5.994,50.32,0.119117647058824
1650,"Airpore Old 3",3,7.957,45.926,0.173256978617776
1650,"Airpore Medium 1",4,3.19,22.667,0.140733224511404
1650,"Airpore Medium 2",5,7.572,64.991,0.116508439630103
1653,"background",0,6.14,44.293,0.138622355676969
1653,"Airpore Old 1",1,5.565,61.303,0.0907785915860562
1653,"Airpore Old 2",2,6.219,50.6,0.122905138339921
1653,"Airpore Old 3",3,8.087,45.804,0.176556632608506
1653,"Airpore Medium 1",4,3.12,22.682,0.137554007583106
1653,"Airpore Medium 2",5,7.753,63.99,0.121159556180653
1656,"background",0,6.144,44.677,0.137520424379435
1656,"Airpore Old 1",1,5.556,60.179,0.092324565047608
1656,"Airpore Old 2",2,6.189,50.518,0.122510788233897
1656,"Airpore Old 3",3,7.912,45.273,0.174761999425706
1656,"Airpore Medium 1",4,3.144,22.451,0.140038305643401
1656,"Airpore Medium 2",5,7.501,64.197,0.116843466205586
1659,"background",0,6.097,44.549,0.136860535590024
1659,"Airpore Old 1",1,5.601,61.005,0.0918121465453651
1659,"Airpore Old 2",2,6.124,50.329,0.121679349877804
1659,"Airpore Old 3",3,7.858,46.099,0.170459229050522
1659,"Airpore Medium 1",4,3.255,22.611,0.143956481358631
1659,"Airpore Medium 2",5,7.756,63.973,0.121238647554437
1662,"background",0,6.117,44.486,0.137503933821877
1662,"Airpore Old 1",1,5.393,60.164,0.0896383219200851
1662,"Airpore Old 2",2,5.979,50.255,0.118973236493881
1662,"Airpore Old 3",3,7.951,45.723,0.173894976270148
1662,"Airpore Medium 1",4,3.198,22.58,0.14162976085031
1662,"Airpore Medium 2",5,7.687,65.102,0.118076249577586
1665,"background",0,6.063,44.564,0.136051521407414
1665,"Airpore Old 1",1,5.231,61.022,0.0857231818032841
1665,"Airpore Old 2",2,6.247,50.237,0.124350578259052
1665,"Airpore Old 3",3,7.974,45.66,0.174638633377135
1665,"Airpore Medium 1",4,3.312,22.897,0.144647770450277
1665,"Airpore Medium 2",5,7.738,64.981,0.119080962127391
1668,"background",0,6.084,44.487,0.136759053206555
1668,"Airpore Old 1",1,5.436,60.905,0.0892537558492735
1668,"Airpore Old 2",2,6.373,50.543,0.126090655481471
1668,"Airpore Old 3",3,8.224,46.09,0.17843349967455
1668,"Airpore Medium 1",4,3.25,22.706,0.143133973399102
1668,"Airpore Medium 2",5,7.679,63.859,0.120249299237382
1671,"background",0,6.177,44.061,0.140192006536393
1671,"Airpore Old 1",1,5.462,60.737,0.0899287090241533
1671,"Airpore Old 2",2,6.301,50.54,0.124673525920063
1671,"Airpore Old 3",3,7.807,45.187,0.172770929692168
1671,"Airpore Medium 1",4,3.216,22.049,0.145856954963944
1671,"Airpore Medium 2",5,7.569,63.847,0.118549031277899
1674,"background",0,6.171,44.207,0.139593277082815
1674,"Airpore Old 1",1,5.585,60.582,0.0921890990723317
1674,"Airpore Old 2",2,6.1,50.623,0.120498587598522
1674,"Airpore Old 3",3,7.967,45.917,0.173508722259729
1674,"Airpore Medium 1",4,3.234,22.45,0.144053452115813
1674,"Airpore Medium 2",5,7.53,63.779,0.118063939541228
1677,"background",0,6.072,44.364,0.136867730592372
1677,"Airpore Old 1",1,5.564,61.122,0.0910310526488008
1677,"Airpore Old 2",2,6.265,51.346,0.122015346862463
1677,"Airpore Old 3",3,7.98,46.146,0.17292939799766
1677,"Airpore Medium 1",4,3.386,22.32,0.151702508960573
1677,"Airpore Medium 2",5,7.624,64.42,0.118348339025147
1680,"background",0,6.05,43.897,0.137822630248081
1680,"Airpore Old 1",1,5.432,60.758,0.0894038645116692
1680,"Airpore Old 2",2,6.176,50.114,0.123239015045696
1680,"Airpore Old 3",3,8.14,45.914,0.177287973167226
1680,"Airpore Medium 1",4,3.392,22.688,0.14950634696756
1680,"Airpore Medium 2",5,7.473,63.739,0.117243759707557
1683,"background",0,6.063,44.559,0.136066787854306
1683,"Airpore Old 1",1,5.617,60.701,0.0925355430717781
1683,"Airpore Old 2",2,6.268,50,0.12536
1683,"Airpore Old 3",3,8.13,45.721,0.177817633035148
1683,"Airpore Medium 1",4,3.413,22.267,0.15327614856065
1683,"Airpore Medium 2",5,7.342,63.566,0.115501997923418
1686,"background",0,6.03,44.58,0.135262449528937
1686,"Airpore Old 1",1,5.449,61.124,0.0891466527059747
1686,"Airpore Old 2",2,6.111,50.137,0.121886032271576
1686,"Airpore Old 3",3,7.815,46.227,0.169057044584334
1686,"Airpore Medium 1",4,3.18,22.672,0.140261115031757
1686,"Airpore Medium 2",5,7.772,63.609,0.12218396767753
1689,"background",0,6.144,44.554,0.137900076311891
1689,"Airpore Old 1",1,5.569,61.712,0.0902417682136375
1689,"Airpore Old 2",2,6.218,50.25,0.123741293532338
1689,"Airpore Old 3",3,7.926,45.931,0.172563192615009
1689,"Airpore Medium 1",4,3.219,22.63,0.142244807777287
1689,"Airpore Medium 2",5,7.66,63.923,0.119831672480954
1692,"background",0,6.045,44.69,0.135265159991049
1692,"Airpore Old 1",1,5.565,61.267,0.0908319323616302
1692,"Airpore Old 2",2,5.987,50.465,0.118636678886357
1692,"Airpore Old 3",3,7.863,46.525,0.169005910800645
1692,"Airpore Medium 1",4,3.354,22.486,0.149159477007916
1692,"Airpore Medium 2",5,7.642,64.637,0.118229497037301
1695,"background",0,6.085,44.461,0.136861519084141
1695,"Airpore Old 1",1,5.436,60.881,0.0892889407204218
1695,"Airpore Old 2",2,6.094,50.97,0.11956052579949
1695,"Airpore Old 3",3,8.117,45.632,0.177879558204769
1695,"Airpore Medium 1",4,3.21,22.506,0.142628632364703
1695,"Airpore Medium 2",5,7.71,63.624,0.121180686533384
1698,"background",0,6.106,44.679,0.136663757022315
1698,"Airpore Old 1",1,5.696,61.08,0.0932547478716437
1698,"Airpore Old 2",2,5.97,50.159,0.119021511593134
1698,"Airpore Old 3",3,7.808,45.946,0.169938623601619
1698,"Airpore Medium 1",4,3.155,22.523,0.140079030324557
1698,"Airpore Medium 2",5,7.551,63.845,0.118270812123111
1701,"background",0,6.021,44.695,0.134713055151583
1701,"Airpore Old 1",1,5.457,61.379,0.0889066293031819
1701,"Airpore Old 2",2,6.001,50.417,0.119027312216118
1701,"Airpore Old 3",3,8.182,46.886,0.174508382033016
1701,"Airpore Medium 1",4,3.272,22.266,0.146950507500225
1701,"Airpore Medium 2",5,7.388,64.274,0.114945390048853
1704,"background",0,6.015,44.516,0.13511995686944
1704,"Airpore Old 1",1,5.597,60.944,0.0918384090312418
1704,"Airpore Old 2",2,6.12,50.593,0.120965350937877
1704,"Airpore Old 3",3,7.922,45.972,0.172322283128861
1704,"Airpore Medium 1",4,3.362,22.415,0.149988846754406
1704,"Airpore Medium 2",5,7.562,64.189,0.117808347224602
1707,"background",0,6.161,44.483,0.138502349212059
1707,"Airpore Old 1",1,5.654,61.437,0.0920292331982356
1707,"Airpore Old 2",2,6.063,50.541,0.119962011040541
1707,"Airpore Old 3",3,8.056,46.214,0.174319470290388
1707,"Airpore Medium 1",4,3.224,22.377,0.144076507127854
1707,"Airpore Medium 2",5,7.782,63.452,0.122643888293513
1710,"background",0,5.99,44.526,0.134528140861519
1710,"Airpore Old 1",1,5.468,61.794,0.0884875554260932
1710,"Airpore Old 2",2,6.18,50.633,0.122054786404124
1710,"Airpore Old 3",3,7.918,46.331,0.170900692840647
1710,"Airpore Medium 1",4,3.226,21.906,0.147265589336255
1710,"Airpore Medium 2",5,7.527,64.098,0.117429560984742
1713,"background",0,6.152,44.513,0.138206815986341
1713,"Airpore Old 1",1,5.486,60.847,0.0901605666672145
1713,"Airpore Old 2",2,6.061,50.665,0.119628935162341
1713,"Airpore Old 3",3,8.142,45.916,0.177323808694137
1713,"Airpore Medium 1",4,3.331,22.452,0.148360947799751
1713,"Airpore Medium 2",5,7.717,64.468,0.119702798287522
1716,"background",0,6.024,44.397,0.135684843570512
1716,"Airpore Old 1",1,5.585,60.323,0.0925849178588598
1716,"Airpore Old 2",2,6.161,50.002,0.123215071397144
1716,"Airpore Old 3",3,8.073,45.454,0.177608131297576
1716,"Airpore Medium 1",4,3.233,22.548,0.14338300514458
1716,"Airpore Medium 2",5,7.571,64.909,0.116640219384061
1719,"background",0,6.019,44.573,0.135036905750118
1719,"Airpore Old 1",1,5.543,60.795,0.0911752611234476
1719,"Airpore Old 2",2,5.965,51.116,0.116695359574302
1719,"Airpore Old 3",3,7.963,45.606,0.174604218743148
1719,"Airpore Medium 1",4,3.324,22.706,0.146393023870343
1719,"Airpore Medium 2",5,7.64,64.143,0.119108866127247
1722,"background",0,6.069,44.36,0.136812443642922
1722,"Airpore Old 1",1,5.51,60.807,0.0906145674017794
1722,"Airpore Old 2",2,6.025,50.316,0.119743222831704
1722,"Airpore Old 3",3,7.692,45.967,0.167337437727065
1722,"Airpore Medium 1",4,3.155,22.621,0.139472171875691
1722,"Airpore Medium 2",5,7.439,64.261,0.115762281943947
1725,"background",0,6.052,44.848,0.134944702104888
1725,"Airpore Old 1",1,5.407,61.345,0.0881408427744722
1725,"Airpore Old 2",2,6.057,50.109,0.120876489253428
1725,"Airpore Old 3",3,7.956,46.699,0.170367673825992
1725,"Airpore Medium 1",4,3.025,22.394,0.135080825221041
1725,"Airpore Medium 2",5,7.62,64.121,0.118837822242323
1728,"background",0,5.893,44.528,0.132343693855552
1728,"Airpore Old 1",1,5.552,61.24,0.0906596995427825
1728,"Airpore Old 2",2,6.061,50.203,0.120729836862339
1728,"Airpore Old 3",3,7.773,45.969,0.169092214318345
1728,"Airpore Medium 1",4,3.096,22.1,0.140090497737557
1728,"Airpore Medium 2",5,7.588,64.468,0.117701805546938
1731,"background",0,6.052,44.463,0.136113172750377
1731,"Airpore Old 1",1,5.546,61.319,0.0904450496583441
1731,"Airpore Old 2",2,5.973,50.886,0.117380025940337
1731,"Airpore Old 3",3,7.994,45.56,0.175460930640913
1731,"Airpore Medium 1",4,3.339,21.873,0.152653956933205
1731,"Airpore Medium 2",5,7.697,64.205,0.119881629156608
1734,"background",0,6.029,44.649,0.135031019731685
1734,"Airpore Old 1",1,5.553,60.896,0.0911882553862323
1734,"Airpore Old 2",2,6.04,50.249,0.120201397042727
1734,"Airpore Old 3",3,8.096,46.34,0.17470867501079
1734,"Airpore Medium 1",4,3.15,22.708,0.138717632552404
1734,"Airpore Medium 2",5,7.474,64.921,0.115124535974492
1737,"background",0,5.998,44.346,0.135254588914446
1737,"Airpore Old 1",1,5.412,60.837,0.0889590216480103
1737,"Airpore Old 2",2,5.978,50.051,0.119438173063475
1737,"Airpore Old 3",3,8.05,46.582,0.172813533124383
1737,"Airpore Medium 1",4,3.127,22.078,0.14163420599692
1737,"Airpore Medium 2",5,7.186,64.009,0.112265462669312
1740,"background",0,6.076,44.55,0.13638608305275
1740,"Airpore Old 1",1,5.597,60.706,0.0921984647316575
1740,"Airpore Old 2",2,6.048,51.015,0.118553366656866
1740,"Airpore Old 3",3,7.808,46.396,0.168290369859471
1740,"Airpore Medium 1",4,3.138,21.985,0.142733682055947
1740,"Airpore Medium 2",5,7.397,63.064,0.11729354306736
1743,"background",0,6.08,44.381,0.136995561163561
1743,"Airpore Old 1",1,5.501,61.062,0.090088762241656
1743,"Airpore Old 2",2,6.107,50.109,0.12187431399549
1743,"Airpore Old 3",3,7.952,46.025,0.17277566539924
1743,"Airpore Medium 1",4,3.15,22.265,0.141477655513137
1743,"Airpore Medium 2",5,7.619,64.344,0.118410418997886
1746,"background",0,6.004,44.656,0.134450017914726
1746,"Airpore Old 1",1,5.593,61.528,0.0909017032895592
1746,"Airpore Old 2",2,6.125,50.997,0.120105104221817
1746,"Airpore Old 3",3,8.072,46.305,0.174322427383652
1746,"Airpore Medium 1",4,3.208,22.279,0.14399210018403
1746,"Airpore Medium 2",5,7.593,63.261,0.120026556646275
1749,"background",0,6.041,44.536,0.135643075264954
1749,"Airpore Old 1",1,5.429,60.577,0.0896214734965416
1749,"Airpore Old 2",2,6.009,50.438,0.119136365438756
1749,"Airpore Old 3",3,7.799,45.976,0.169631981903602
1749,"Airpore Medium 1",4,3.147,22.357,0.140761282819699
1749,"Airpore Medium 2",5,7.451,64.398,0.11570235100469
1752,"background",0,5.992,44.934,0.133351137223483
1752,"Airpore Old 1",1,5.443,61.153,0.0890062629797393
1752,"Airpore Old 2",2,6.03,50.227,0.120054950524618
1752,"Airpore Old 3",3,7.873,46.214,0.170359631280564
1752,"Airpore Medium 1",4,3.074,22.208,0.138418587896254
1752,"Airpore Medium 2",5,7.533,63.716,0.118227760688053
1755,"background",0,5.914,44.379,0.133261227156989
1755,"Airpore Old 1",1,5.271,60.648,0.0869113573407202
1755,"Airpore Old 2",2,6.342,49.98,0.126890756302521
1755,"Airpore Old 3",3,8.094,45.681,0.177185263019636
1755,"Airpore Medium 1",4,3.358,22.235,0.151023161682033
1755,"Airpore Medium 2",5,7.519,64.384,0.116783672962227
1758,"background",0,5.999,44.455,0.134945450455517
1758,"Airpore Old 1",1,5.344,60.628,0.0881440918387544
1758,"Airpore Old 2",2,6.069,49.623,0.122302158273381
1758,"Airpore Old 3",3,7.768,46.805,0.165965174660827
1758,"Airpore Medium 1",4,3.352,22.122,0.151523370400506
1758,"Airpore Medium 2",5,7.278,64.588,0.112683470613736
1761,"background",0,6.006,44.1,0.136190476190476
1761,"Airpore Old 1",1,5.346,61.399,0.0870698219840714
1761,"Airpore Old 2",2,5.905,49.895,0.118348531917026
1761,"Airpore Old 3",3,7.935,46.834,0.169428193192979
1761,"Airpore Medium 1",4,3.239,21.753,0.148899002436446
1761,"Airpore Medium 2",5,7.671,63.303,0.121179091038339
1764,"background",0,5.993,44.131,0.135800231130045
1764,"Airpore Old 1",1,5.467,60.977,0.0896567558259672
1764,"Airpore Old 2",2,6.293,50.156,0.125468538160938
1764,"Airpore Old 3",3,7.624,46.242,0.164871761602007
1764,"Airpore Medium 1",4,3.226,21.812,0.14790023840088
1764,"Airpore Medium 2",5,7.603,63.501,0.119730397946489
1767,"background",0,5.971,44.503,0.134170730063142
1767,"Airpore Old 1",1,5.509,60.82,0.090578756987833
1767,"Airpore Old 2",2,6.188,49.934,0.123923579124444
1767,"Airpore Old 3",3,7.571,45.69,0.165703655066754
1767,"Airpore Medium 1",4,3.082,22.105,0.139425469350826
1767,"Airpore Medium 2",5,7.642,63.417,0.120503965813583
1770,"background",0,5.9,44.403,0.132873904916334
1770,"Airpore Old 1",1,5.613,61.315,0.0915436679442225
1770,"Airpore Old 2",2,6.185,50.182,0.123251365031286
1770,"Airpore Old 3",3,7.868,46.011,0.17100258633805
1770,"Airpore Medium 1",4,3.249,21.841,0.148756925049219
1770,"Airpore Medium 2",5,7.631,64.682,0.117977180668501
1773,"background",0,5.926,44.483,0.133219432142616
1773,"Airpore Old 1",1,5.663,61.354,0.0923004205104802
1773,"Airpore Old 2",2,6.27,50.201,0.124897910400191
1773,"Airpore Old 3",3,7.628,46.326,0.164659154686353
1773,"Airpore Medium 1",4,3.124,22.025,0.141838819523269
1773,"Airpore Medium 2",5,7.342,64.896,0.113134861932939
1776,"background",0,5.838,44.563,0.131005542714808
1776,"Airpore Old 1",1,5.324,60.955,0.0873431219752276
1776,"Airpore Old 2",2,6.293,50.092,0.125628842929011
1776,"Airpore Old 3",3,7.921,46.337,0.170943306644798
1776,"Airpore Medium 1",4,3.066,21.852,0.140307523338825
1776,"Airpore Medium 2",5,7.594,63.926,0.118793605105904
1779,"background",0,5.86,44.222,0.132513228709692
1779,"Airpore Old 1",1,5.388,61.03,0.0882844502703588
1779,"Airpore Old 2",2,6.153,50.92,0.120836606441477
1779,"Airpore Old 3",3,7.684,46.04,0.166898349261512
1779,"Airpore Medium 1",4,3.153,21.535,0.146412816345484
1779,"Airpore Medium 2",5,7.443,64.247,0.11584976730431
1782,"background",0,5.931,43.894,0.135120973253748
1782,"Airpore Old 1",1,5.341,60.469,0.0883262498139543
1782,"Airpore Old 2",2,5.925,50.24,0.117933917197452
1782,"Airpore Old 3",3,8.049,46.256,0.17400985818056
1782,"Airpore Medium 1",4,3.009,21.85,0.137711670480549
1782,"Airpore Medium 2",5,7.589,63.259,0.119967119303182
1785,"background",0,5.867,43.915,0.133598998064443
1785,"Airpore Old 1",1,5.581,60.8,0.0917927631578948
1785,"Airpore Old 2",2,6.151,50.584,0.121599715325004
1785,"Airpore Old 3",3,7.966,46.302,0.172044404129411
1785,"Airpore Medium 1",4,3.108,21.4,0.145233644859813
1785,"Airpore Medium 2",5,7.308,64.121,0.113972021646574
1788,"background",0,6.034,44.182,0.136571454438459
1788,"Airpore Old 1",1,5.389,61.036,0.0882921554492431
1788,"Airpore Old 2",2,5.957,49.766,0.119700196921593
1788,"Airpore Old 3",3,7.816,45.8,0.170655021834061
1788,"Airpore Medium 1",4,3.211,21.689,0.14804739729817
1788,"Airpore Medium 2",5,7.69,63.346,0.121396773276924
1791,"background",0,5.879,44.342,0.132583104054846
1791,"Airpore Old 1",1,5.446,60.724,0.0896844740135696
1791,"Airpore Old 2",2,5.811,50.325,0.115469448584203
1791,"Airpore Old 3",3,7.904,46.337,0.170576429203444
1791,"Airpore Medium 1",4,3.082,21.779,0.141512466137105
1791,"Airpore Medium 2",5,7.595,64.199,0.118304023427156
1794,"background",0,5.915,44.253,0.133663254468624
1794,"Airpore Old 1",1,5.357,60.732,0.0882072054271224
1794,"Airpore Old 2",2,5.977,50.245,0.118957110160215
1794,"Airpore Old 3",3,7.669,46.517,0.164864458155083
1794,"Airpore Medium 1",4,3.108,22.078,0.140773620798985
1794,"Airpore Medium 2",5,7.381,63.525,0.116190476190476
1797,"background",0,5.849,44.272,0.132115106613661
1797,"Airpore Old 1",1,5.297,59.917,0.0884056277851027
1797,"Airpore Old 2",2,6.122,50.303,0.121702482953303
1797,"Airpore Old 3",3,7.876,46.651,0.168828106578637
1797,"Airpore Medium 1",4,3.071,22.388,0.137171699124531
1797,"Airpore Medium 2",5,7.57,63.797,0.118657617129332
1800,"background",0,5.95,44.11,0.134890047608252
1800,"Airpore Old 1",1,5.384,60.972,0.0883028275273896
1800,"Airpore Old 2",2,6.144,50.61,0.12139893301719
1800,"Airpore Old 3",3,7.74,46.125,0.16780487804878
1800,"Airpore Medium 1",4,3.027,21.869,0.138415108143948
1800,"Airpore Medium 2",5,7.54,63.325,0.119068298460324
1803,"background",0,5.991,44.047,0.136013803437237
1803,"Airpore Old 1",1,5.35,60.617,0.0882590692380025
1803,"Airpore Old 2",2,6.013,50.536,0.118984486306791
1803,"Airpore Old 3",3,7.791,45.722,0.170399370106295
1803,"Airpore Medium 1",4,3.129,21.975,0.142389078498294
1803,"Airpore Medium 2",5,7.478,63.156,0.118405218823231
1806,"background",0,5.912,44.33,0.133363410782766
1806,"Airpore Old 1",1,5.472,60.511,0.0904298392027896
1806,"Airpore Old 2",2,6.117,49.965,0.122425697988592
1806,"Airpore Old 3",3,7.661,46.099,0.166185817479772
1806,"Airpore Medium 1",4,3.103,21.765,0.142568343671031
1806,"Airpore Medium 2",5,7.603,63.25,0.120205533596838
1809,"background",0,5.879,44.341,0.132586094134097
1809,"Airpore Old 1",1,5.225,60.676,0.086113125453227
1809,"Airpore Old 2",2,5.988,50.09,0.119544819325215
1809,"Airpore Old 3",3,7.774,46.924,0.165672150711789
1809,"Airpore Medium 1",4,3.295,22.165,0.148657793819084
1809,"Airpore Medium 2",5,7.621,63.177,0.120629342957089
1812,"background",0,5.885,44.296,0.132856239841069
1812,"Airpore Old 1",1,5.342,61.429,0.0869621839847629
1812,"Airpore Old 2",2,6.031,50.633,0.119112041553927
1812,"Airpore Old 3",3,7.789,47.284,0.164728026393706
1812,"Airpore Medium 1",4,3.007,21.79,0.137999082147774
1812,"Airpore Medium 2",5,7.426,64.611,0.11493398956834
1815,"background",0,5.97,44.231,0.134973208835432
1815,"Airpore Old 1",1,5.485,61.163,0.0896784003400749
1815,"Airpore Old 2",2,6.03,50.974,0.118295601679287
1815,"Airpore Old 3",3,8.03,47.062,0.170625982746165
1815,"Airpore Medium 1",4,3.095,22.251,0.139094872140578
1815,"Airpore Medium 2",5,7.549,63.501,0.118880017637518
1818,"background",0,5.89,44.378,0.132723421515165
1818,"Airpore Old 1",1,5.532,61.617,0.089780417741857
1818,"Airpore Old 2",2,5.952,50.464,0.117945466074826
1818,"Airpore Old 3",3,7.422,46.176,0.160732848232848
1818,"Airpore Medium 1",4,3.013,21.488,0.140217795979151
1818,"Airpore Medium 2",5,7.444,63.935,0.116430749980449
1821,"background",0,5.906,43.887,0.134572880351813
1821,"Airpore Old 1",1,5.365,60.401,0.0888230327312462
1821,"Airpore Old 2",2,6.105,51.266,0.119084773534116
1821,"Airpore Old 3",3,7.733,46.142,0.167591348446101
1821,"Airpore Medium 1",4,3.083,21.582,0.142850523584469
1821,"Airpore Medium 2",5,7.461,63.158,0.118132303112828
1824,"background",0,5.868,44.163,0.132871408192378
1824,"Airpore Old 1",1,5.305,60.759,0.0873121677446963
1824,"Airpore Old 2",2,5.971,49.928,0.119592212786412
1824,"Airpore Old 3",3,7.818,46.011,0.169915889678555
1824,"Airpore Medium 1",4,2.956,21.781,0.135714613654102
1824,"Airpore Medium 2",5,7.492,64.13,0.116825198814907
1827,"background",0,5.938,43.923,0.135191129931926
1827,"Airpore Old 1",1,5.352,60.487,0.0884818225403806
1827,"Airpore Old 2",2,6.031,50.638,0.119100280421818
1827,"Airpore Old 3",3,7.731,46.449,0.166440612284441
1827,"Airpore Medium 1",4,3.111,21.492,0.144751535455053
1827,"Airpore Medium 2",5,7.507,63.091,0.118986860249481
1830,"background",0,5.828,43.923,0.132686747262254
1830,"Airpore Old 1",1,5.433,61.323,0.0885964483146617
1830,"Airpore Old 2",2,5.893,49.873,0.118160126721874
1830,"Airpore Old 3",3,7.745,45.769,0.169219340601717
1830,"Airpore Medium 1",4,3.042,21.872,0.139081931236284
1830,"Airpore Medium 2",5,7.546,62.894,0.119979648297135
1833,"background",0,5.823,43.93,0.132551786933758
1833,"Airpore Old 1",1,5.323,60.23,0.0883778847750291
1833,"Airpore Old 2",2,6.048,50.332,0.12016212349996
1833,"Airpore Old 3",3,7.651,46.289,0.165287649333535
1833,"Airpore Medium 1",4,3.214,21.948,0.14643703298706
1833,"Airpore Medium 2",5,7.252,64.16,0.113029925187032
