"Time","1","2","3","4","5","6"
72,0.244836988049658,0.271412365286444,0.237277915365565,0.225311575117435,0.190870641860057,0.268998621738511
75,0.23688307195572,0.276634770502309,0.241544952937358,0.222690561009436,0.187580053884546,0.252065629340176
78,0.232393756671764,0.267809439002671,0.234286696607001,0.217539217539218,0.187468671679198,0.25627081286984
81,0.227893140457303,0.259078459091712,0.237725093924083,0.214809982058392,0.191067757315953,0.235196974773826
84,0.230026162205675,0.260913840432126,0.236187371310913,0.215611383076013,0.194010387888164,0.228853250070962
87,0.236978939724038,0.264308426073132,0.231554244622904,0.224207223078617,0.1894902716071,0.236613671746002
90,0.239920879632323,0.264142965237904,0.235110594715552,0.225587851077727,0.181947405828003,0.241247598069082
93,0.241791131516243,0.261978361669243,0.239153190489415,0.225018966077815,0.182420937840785,0.235028382213813
96,0.254874570746755,0.254642026249945,0.236994343964386,0.234506045093127,0.18406010479366,0.23396702877835
99,0.265713134568896,0.247981393715991,0.23695502917954,0.240755735492578,0.186533784957443,0.229999522376654
102,0.263404194606934,0.257002586244685,0.241056910569106,0.236410490430301,0.191644316521663,0.232004217387137
105,0.283404279633174,0.24905990380411,0.245209824681727,0.24116953422308,0.191774239346482,0.233319815844088
108,0.275503499500071,0.256506734943783,0.246186763833573,0.231765271251602,0.200633989606021,0.226462078451833
111,0.260172910662824,0.250472423643155,0.246701733206864,0.223343865474214,0.201019633365875,0.228854072987173
114,0.264573861168226,0.250065922475169,0.246833951186063,0.231746638976937,0.201018646031434,0.234301758393414
117,0.252227219341717,0.250965506587513,0.252559359944941,0.224648268398268,0.194167557310184,0.239268717900391
120,0.244590406323751,0.249609709976033,0.242214983713355,0.22320756745136,0.201050262565641,0.247068280688481
123,0.245687902897962,0.248303154915876,0.239711689937202,0.21988475755599,0.196429349958582,0.251821668264621
126,0.239832332615838,0.250867921190545,0.239014002710202,0.220771926070559,0.189704356846473,0.245188029785042
129,0.243423908325375,0.246409375275355,0.24287740105711,0.226322930800543,0.194023965475695,0.242130577646555
132,0.235999097625627,0.248843176385447,0.263091469153761,0.215704327239248,0.197496432740952,0.235294117647059
135,0.230942857142857,0.251097628240485,0.268853938378239,0.214812644810781,0.195868285424708,0.227653893001031
138,0.231270450988761,0.242821213778021,0.260397560039244,0.21689332367694,0.206895806779148,0.221501544309812
141,0.22675011327594,0.250186493483698,0.265928870742452,0.216392746196532,0.202470904985235,0.223659186002282
144,0.229464788732394,0.253539310836079,0.248150378527185,0.216573502530002,0.197835563555922,0.221468287626048
147,0.22724665940242,0.250812543921293,0.244021286144771,0.214535214318594,0.194891078838174,0.220129931268242
150,0.235533610533611,0.249440294371911,0.239668367346939,0.221170603533796,0.198043214161749,0.221448960815306
153,0.245406559173902,0.25491019154718,0.241883572740037,0.22592184180092,0.190713530541351,0.216332987062046
156,0.252183437581068,0.247343722330441,0.232510910426479,0.22470437155546,0.197484139138044,0.224963890226288
159,0.257736747372699,0.256508473821348,0.229671224656008,0.230744310358792,0.200091375859368,0.232814127450052
162,0.243238537434707,0.246649501551462,0.231192022767266,0.224627510256964,0.194942727469202,0.236212798326519
165,0.24063383940426,0.258117936667786,0.233423807677394,0.222591541683556,0.191368060523292,0.231375594145607
168,0.24150123170555,0.256697931158282,0.234685091910973,0.220477131793441,0.185778668002003,0.228692391435829
171,0.247977498767652,0.254756328761013,0.240719958563536,0.223468413153227,0.188427397260274,0.223543229703492
174,0.251553962242331,0.266839963833635,0.239804624178824,0.228654279884008,0.184568603430171,0.218830303607119
177,0.255787739530044,0.250493919304562,0.240394533264569,0.229242216670696,0.18176149314067,0.229077165058572
180,0.256162730563696,0.263199070141714,0.241964866623292,0.230476802398736,0.179525061377018,0.229697442812197
183,0.254975016607457,0.254931647147883,0.23729649728663,0.23131098626381,0.186556717266722,0.225549230841605
186,0.255730596907068,0.259914650222312,0.235673029437657,0.22889658319242,0.181234073138327,0.222167243938644
189,0.253352420462181,0.250127991096272,0.238274445710845,0.235423393113927,0.178025672371638,0.225878903941178
192,0.239299555045213,0.255379337996169,0.236248101157492,0.222273205754541,0.18469502685843,0.232515570769743
195,0.237498566349352,0.256001063900525,0.234429028815368,0.219486879224996,0.181734297547263,0.234532746570023
198,0.240270971461516,0.256404022543928,0.238355631443577,0.222454056656769,0.183082196210308,0.233727810650888
201,0.237013750146903,0.26997497542229,0.240387500535814,0.221790412001304,0.189454388613328,0.232888127038545
204,0.231728639701597,0.273627779738793,0.239470204417854,0.216924037235053,0.183310860771606,0.232599643069601
207,0.230120892218628,0.295830634895822,0.247278416375133,0.219777285229791,0.181181419959231,0.222908399276775
210,0.232810262704188,0.291854496764115,0.237919174548581,0.220478672597768,0.182687293585955,0.230771058571938
213,0.242640447808811,0.28756212131527,0.236495972009244,0.223766391780452,0.182033875963883,0.220348603457654
216,0.242773042790616,0.279342723004695,0.236659185496699,0.23069777607781,0.187867485739359,0.217191352171439
219,0.2365956956409,0.271609125234575,0.235134025962805,0.225075650054896,0.186302870918256,0.219051219051219
222,0.234711406321576,0.262012293185874,0.237152011083691,0.221550346297283,0.188022764508062,0.216424618004636
225,0.236769848839562,0.25678534054728,0.243975052697916,0.223545368235454,0.185648959357237,0.214194554736245
228,0.227023632834798,0.255099768394798,0.247956285100939,0.217171448341939,0.183749728437975,0.21367019652962
231,0.238699876751985,0.259424148191235,0.249121835948311,0.219840783833435,0.181674565560821,0.215674276300306
234,0.23221206891674,0.262190372332139,0.272417658216934,0.217237433809638,0.184861559810065,0.21582579723941
237,0.230723505434783,0.262033153584981,0.26448848419925,0.216109350860195,0.182945535463521,0.213966085727744
240,0.225870477486673,0.253206278026906,0.250391434979476,0.215328467153285,0.180646713923164,0.221677791980306
243,0.232723548322854,0.260448726526607,0.248404119499532,0.219292468982957,0.184538490080101,0.219808306709265
246,0.233709543091812,0.258873396542108,0.253620689655172,0.220609540162043,0.179108683400529,0.222929183026633
249,0.232104370815253,0.254190876911775,0.245672736632134,0.216812041272205,0.180740805527616,0.224785229484076
252,0.236984721821851,0.261441558151482,0.240261134733497,0.223309774636618,0.182534001431639,0.228182546036829
255,0.243207025347133,0.278357658523502,0.239956616052061,0.220749846997153,0.180750817754479,0.232674332432885
258,0.271535686097643,0.276104530084869,0.233638191606668,0.231242051716829,0.185775881033041,0.229764703089014
261,0.26991581238188,0.267811776343893,0.236464659516733,0.23490746477735,0.184345408739467,0.226679280983917
264,0.25044425013398,0.254688713794251,0.240225264922726,0.223196597902744,0.186277506112469,0.223723159329042
267,0.256320640378816,0.257158100658012,0.236813008130081,0.227546810536338,0.185412197364389,0.234309037900875
270,0.246130944021571,0.27024302833464,0.238585236690849,0.22145703052851,0.179458312585248,0.227695057982264
273,0.242481203007519,0.261541189246692,0.23634069670466,0.216989843028624,0.186265307458907,0.221434460016488
276,0.242754230189311,0.258114167168574,0.232436971171443,0.223448420831363,0.182376340366655,0.21528475027436
279,0.242770621854474,0.261127530499322,0.233106595304604,0.220992407229173,0.184410646387833,0.21760252812301
282,0.239912789874565,0.258777575569266,0.239157715622674,0.218259629101284,0.188595642167301,0.216306819513796
285,0.231698028041865,0.25721882828638,0.236679322554499,0.215411650536365,0.202917685764377,0.219869170313897
288,0.23501631461446,0.265692748982723,0.238176294412962,0.215451693518371,0.207827813997669,0.225308061330072
291,0.236299198985766,0.273507512595301,0.235200890944916,0.217220139260846,0.204660565615286,0.219411169424113
294,0.229524053369748,0.2753538135115,0.23994174799487,0.214676860400519,0.20410827748281,0.215306313036982
297,0.23582268370607,0.267806139660407,0.237704741611244,0.218841897021868,0.208128453940211,0.226867799026013
300,0.233326599520937,0.265699505173189,0.24022502909859,0.220863895680522,0.192644408205304,0.222564923598521
303,0.234326018808777,0.267683431357202,0.238045602605863,0.221232206889058,0.196315079925531,0.229654059697243
306,0.239020754500631,0.263915955468942,0.23737571099822,0.218342245989305,0.197880321004885,0.229422771737843
309,0.236308144463912,0.253736631164057,0.234888516561413,0.216167790893761,0.195113543327444,0.232076185074909
312,0.243129024839006,0.261788913646492,0.233968617124603,0.226292758418272,0.196676257139176,0.227960144841786
315,0.241545893719807,0.253918285331547,0.230779123352267,0.229922367388893,0.201835654896879,0.230842569419616
318,0.242135832997872,0.250211703881981,0.225151912052047,0.222210329141022,0.201864158108225,0.22903514557618
321,0.275755162409693,0.247147948091535,0.233386588367373,0.239653154590914,0.198087666523421,0.226915220810931
324,0.286789131484058,0.248416544573425,0.230552992425055,0.240077111997254,0.201065880976624,0.214549794084613
327,0.277673332193927,0.251567398119122,0.231273813647385,0.237492320431659,0.194276065119501,0.220436850699292
330,0.273140003405028,0.242748125669404,0.228310108287674,0.251871126968372,0.186697932210616,0.218068238716292
333,0.26459606245757,0.247626973772999,0.228136142625608,0.241525759054578,0.182803514547748,0.217281383644827
336,0.25147549396972,0.253587109039062,0.233601471909632,0.235297252644762,0.18624283929879,0.220573807757651
339,0.235653445754108,0.24934769518967,0.234649836250461,0.221214868540344,0.185998567739415,0.208575953789537
342,0.23527532527881,0.255131831037314,0.2347143480157,0.216901257979221,0.190608868442083,0.220816152424286
345,0.236473062989365,0.241988875627716,0.232692768068946,0.224803479294416,0.196866351413193,0.217724936645904
348,0.231780853385402,0.244928777497295,0.235824070857937,0.218546565696825,0.19763154470134,0.215665363194691
351,0.243439563594602,0.253379369485253,0.23437942374284,0.220700927067145,0.199639702211708,0.218080193259598
354,0.251590614653807,0.252765105151886,0.231962253434981,0.225972708094106,0.197382232599987,0.217170404329229
357,0.237489037879431,0.252089974808837,0.231260591839395,0.217878708322394,0.192860364714221,0.218581803652431
360,0.23456931958526,0.259419257147947,0.228838829034715,0.2197011767817,0.194565008231597,0.2142263980829
363,0.238477296005463,0.255296278048999,0.22476219366861,0.221082952353268,0.199859433901987,0.224887133182844
366,0.229190552625545,0.252822669913659,0.230403696922138,0.210581982601338,0.193381264537957,0.23198044699302
369,0.237827607960085,0.270367716218032,0.231443332679354,0.21763642165727,0.190657239891492,0.223969913430153
372,0.231630772774387,0.297196719850254,0.224921730925934,0.214161888251767,0.193905221021822,0.225004157065824
375,0.226516220028209,0.30593190123897,0.231177071336998,0.215307994757536,0.190873341687913,0.218367491332752
378,0.236429122716748,0.308343623213971,0.232324101152589,0.224224888511361,0.183893158945178,0.223616845582163
381,0.240892831592502,0.289642591716776,0.229998268248333,0.225725261624056,0.185246358780755,0.220847804367477
384,0.235910878112713,0.269293338978896,0.234750826202097,0.223114775901051,0.184738353405049,0.218760405270418
387,0.229065006450165,0.267027758970887,0.229295506638412,0.216477852489469,0.180699847859161,0.218249922951092
390,0.23364880851783,0.257923227241077,0.22995097180879,0.220720012576639,0.185076380728555,0.217886912536512
393,0.230165698909503,0.260600349979809,0.235951072504875,0.217028380634391,0.187978526797501,0.213829334090586
396,0.235179649162389,0.251363770117024,0.231946332266409,0.217362907228884,0.18390953429151,0.213316249050873
399,0.234581466768095,0.253422370617696,0.238349703604344,0.219026664571219,0.184095016782856,0.213188326644979
402,0.229473151247504,0.256548930582449,0.237196012718054,0.21827971109652,0.187968790412967,0.210254961508581
405,0.223840799371281,0.246266672574999,0.237087633864121,0.209776127209959,0.191294387170676,0.210692267871429
408,0.231464482417738,0.241725242459294,0.244510890916234,0.219855368652728,0.190605219804041,0.210495255181531
411,0.240234263944959,0.244996657009138,0.238449757508721,0.223634726415594,0.194701844701845,0.211957411957412
414,0.239212033979624,0.241405618885199,0.238722899363607,0.220558724123363,0.189822829176551,0.215796897038082
417,0.229259714158106,0.240876075041219,0.234400120040299,0.214651785946565,0.197941409342835,0.234384954812525
420,0.233239910313901,0.246664729938099,0.236862848134524,0.222344871087282,0.187281532954306,0.231584151423123
423,0.235921453560546,0.243111577912356,0.236524693083357,0.224594701463029,0.187040719287629,0.225936853843831
426,0.234849557021144,0.2406853777163,0.22939794356664,0.219058565383209,0.182277555584226,0.208376012664121
429,0.232482454154403,0.242355605889015,0.248552915766739,0.222868421052632,0.184200891607262,0.216702508960573
432,0.230371428571429,0.240704197246181,0.267711436342443,0.214707059922594,0.181875297889857,0.215666399509688
435,0.226050748938073,0.244174265450861,0.272416700901641,0.212554123778164,0.184690236782355,0.20717160103478
438,0.246648568469956,0.235273140615597,0.264979968646577,0.22782536252636,0.185428420310296,0.210595252017308
441,0.250444300262349,0.24497360440301,0.250997588248191,0.235522858644246,0.181465759951488,0.207592267135325
444,0.233312869739926,0.234441883437603,0.241675802325831,0.213839088809901,0.182850616326179,0.205299089726918
447,0.23822676425908,0.239377725821681,0.233323871700255,0.224059646045096,0.18215942185309,0.210381161162577
450,0.231283127208481,0.240890013989741,0.226515497056971,0.217930499935409,0.181981825673947,0.215426659755925
453,0.225317153888582,0.242319303853667,0.223235665462145,0.212125915004785,0.18084399579931,0.212596201369766
456,0.234608338422251,0.251421268344277,0.21868197532972,0.221021814601793,0.177411025519645,0.206470670326092
459,0.228954259290211,0.250295580788364,0.232076008669192,0.215287755688498,0.181046767716025,0.222817515539475
462,0.234031341006795,0.244667112001781,0.248243611135505,0.22124474789916,0.178561378444488,0.221659542835904
465,0.238766965464917,0.241704273958057,0.238052338052338,0.223695589507063,0.177838399584308,0.224949923137839
468,0.236251293091397,0.239687674288901,0.24764192139738,0.222806604390716,0.17896254222337,0.224863317455476
471,0.246166759932848,0.233288740245262,0.242676995532472,0.23106159212787,0.181790670528728,0.226387158938685
474,0.238092582264361,0.240589453064132,0.241464860473796,0.224969482897437,0.179757295204309,0.226984877126654
477,0.236696478479598,0.238931091832607,0.238031652912462,0.223477534832751,0.180308914001483,0.221531111794338
480,0.237226580909872,0.23548055890362,0.236716753994717,0.224307627872886,0.177874280751276,0.219770915163346
483,0.232047412002548,0.236289002041228,0.235594425177175,0.222265625,0.181614156236513,0.219116087212728
486,0.23332327195895,0.232851667474338,0.230972189714237,0.214938080495356,0.185042188143939,0.220720086372811
489,0.242145551670017,0.240839796737095,0.241961501236692,0.228621789056222,0.183066808427539,0.2229581592855
492,0.249467422880066,0.237423559344731,0.25175866384705,0.225776349214578,0.181639833670967,0.2171444462469
495,0.253976439932686,0.225597052566942,0.256852964999787,0.224816068837351,0.180934103846817,0.222250909517662
498,0.250432347854731,0.238361964407789,0.265923156266117,0.224655353888019,0.181474197272222,0.219268946699911
501,0.245086862106406,0.238618698645348,0.251499957144082,0.221326688871374,0.178363396201901,0.21471562543741
504,0.247099704498194,0.232098436389481,0.252177295615154,0.224612914918958,0.182763776626866,0.208542595634827
507,0.243669854379483,0.232997453216698,0.238032424152164,0.224305106658048,0.179810453142203,0.208706548475426
510,0.234245944701709,0.238133156381332,0.237260838755395,0.213513444758198,0.181941601120569,0.201852193144121
513,0.239459489211801,0.240243497509685,0.233945835200717,0.223364849112809,0.182063690964871,0.210389730756754
516,0.234398907103825,0.230815454464524,0.240472263217293,0.215586157099386,0.179292437520286,0.216142810715446
519,0.23133283938421,0.237924865831843,0.237864182355351,0.216160256742067,0.180173770562491,0.210468512676715
522,0.237547686851862,0.233912947170229,0.233465246955419,0.221476168675925,0.178352398764734,0.212602881871566
525,0.263728383484569,0.233039805912481,0.227729418388117,0.237981518014744,0.182999517903318,0.214135808226844
528,0.262116059826933,0.234893311816389,0.233711542657648,0.234131221837314,0.181093837959555,0.223843703950183
531,0.247624018019008,0.238105889458027,0.235963197997409,0.227901475806037,0.181057117031808,0.215304071425233
534,0.240364886596795,0.235759172917089,0.234655704902345,0.227440315874801,0.178029653753857,0.223223059285948
537,0.236953649675217,0.237633168216055,0.234901378949206,0.221627877073422,0.178924353175709,0.217927273560479
540,0.232345610634173,0.240914250105713,0.23494787141616,0.220011899526606,0.188604770894114,0.212750716332378
543,0.230941456133562,0.233647369481057,0.233045596342037,0.215757231111226,0.182881187490749,0.212915896487985
546,0.22982851489502,0.238256539100004,0.230101518512199,0.219334233485667,0.179748145592548,0.208950335696072
549,0.24308500451424,0.231877632454001,0.227688195222902,0.224908216557216,0.181258520790729,0.206716571664034
552,0.238225480006564,0.233165829145729,0.229885303891092,0.219737115544472,0.181087602878442,0.21161392184634
555,0.23098944842817,0.234462773071779,0.225639021000282,0.218289993332308,0.183434334873077,0.213677197706539
558,0.235838659907428,0.233785889160917,0.221268600952198,0.217664964143837,0.184790030727211,0.220793661825005
561,0.239260918872569,0.236484818563318,0.222359067435881,0.223352361183186,0.183952451708767,0.221830572200681
564,0.241487863474443,0.236400117230651,0.226977950713359,0.224820236925146,0.192489071685437,0.221522504167438
567,0.229363353609865,0.239338102136907,0.230958498454035,0.217073679816322,0.196004539322956,0.211019874965009
570,0.235325078257015,0.24990301453641,0.227895392278954,0.219646221477915,0.18778159765967,0.208376324922615
573,0.234797723513415,0.239484229141949,0.222535757366879,0.223120452708165,0.188269107941239,0.219712669103779
576,0.221791701016763,0.238976041713489,0.22629975932355,0.213611755607115,0.184329748496909,0.209112777038231
579,0.231191331717779,0.238876976681855,0.228733255803937,0.21800823563354,0.188885340146918,0.214363665915898
582,0.227243509124955,0.236922318346856,0.226394115634622,0.219225921646886,0.193599762167672,0.218329030743957
585,0.232957715050764,0.239769749367259,0.222067373647192,0.221673976608187,0.201289138368941,0.214990918828296
588,0.231977691267015,0.245237564131162,0.224497281436092,0.22051030168291,0.202043709141684,0.215012038617078
591,0.231726283048211,0.241708172336006,0.226453646342789,0.223111203773683,0.197328629032258,0.218810158877421
594,0.226477084483711,0.244143757482663,0.223208910295003,0.218699901742773,0.207558052594476,0.217494311651146
597,0.23301596191543,0.247255337778676,0.225393807126342,0.219022050774123,0.205466421459826,0.222459566676839
600,0.233477111451231,0.245955857538192,0.237253641816624,0.220208733579106,0.205352172982231,0.214206616527477
603,0.230509219819176,0.256779757176898,0.243239771340484,0.21927679835285,0.207927766393443,0.218667591950035
606,0.235616515360184,0.257920380806969,0.241139997824432,0.229594801627133,0.198317000426076,0.221637303759856
609,0.231900016517095,0.254945203321556,0.24008658008658,0.224047271970013,0.195862364669311,0.217813727541083
612,0.236880688262469,0.248772652202439,0.238101419176186,0.227892218060757,0.191013879087274,0.217775259143822
615,0.230550807741082,0.244665845740513,0.24175251010562,0.223084131611828,0.189332762129164,0.213242752341188
618,0.231857915915083,0.242741337884266,0.237643665603286,0.222693558880937,0.185958050373936,0.213044190235572
621,0.236994696199401,0.24219098616689,0.225867807893485,0.226619540259539,0.179464585431353,0.205637782873555
624,0.239984602271165,0.23773012971961,0.230124885775206,0.229486358396311,0.183562227190461,0.21025156489902
627,0.257900522121462,0.24497049509011,0.230606318639331,0.251049712301073,0.181654638193401,0.204255417884821
630,0.251574546639157,0.240727027936722,0.2299315024093,0.24334522678851,0.183779983809808,0.20761633472647
633,0.252685673673564,0.242877988550904,0.227527058264382,0.238493185908974,0.186632796823635,0.208524727772985
636,0.255165063401836,0.23570629057533,0.221382266158386,0.239636335459876,0.196015630004484,0.207400533580791
639,0.246993878443376,0.242652411282985,0.22372765081679,0.231500704857106,0.204657534246575,0.212540585350128
642,0.241914829850421,0.240194856689702,0.226710350476355,0.228424315393089,0.204545934641627,0.208939998145229
645,0.238283056333814,0.231389912793311,0.232373321784322,0.226850187458271,0.2028403171971,0.222326993399416
648,0.235531406931753,0.234893597896676,0.223353612978973,0.225780686385654,0.208299482618549,0.226160794091358
651,0.237720860156143,0.243348090000456,0.230661223079083,0.2283245991802,0.210150775111489,0.229874942102825
654,0.249131775623038,0.240858306596582,0.230368537569996,0.237994791666667,0.211892121469526,0.222894049745774
657,0.25505750597019,0.237674322746113,0.231573694373929,0.244586319218241,0.208419570273327,0.218512618041606
660,0.254796475722559,0.243187298121105,0.231019029681107,0.241733240259572,0.200631075157239,0.220411286022303
663,0.249577265041183,0.247950957716749,0.223732155870879,0.235033487892839,0.202618332649225,0.228403261267864
666,0.243817226486204,0.240670440670441,0.225243725816563,0.232410551057717,0.193505914332434,0.242402067278008
669,0.237742057284643,0.24563557619324,0.221233513696314,0.221775629610786,0.186854221034095,0.23184113865932
672,0.235992338611778,0.233110069211878,0.225951311746632,0.218470301057771,0.191706985824633,0.227049931287219
675,0.232914479614018,0.236146235414171,0.223129538040619,0.221089211881389,0.194395871540069,0.225543108530999
678,0.239439252336449,0.244232641325757,0.216013642966924,0.227010767908599,0.189158727458319,0.220443433769187
681,0.235475797433303,0.254205148797573,0.225763583753081,0.223037546965227,0.191424065470355,0.220774479154782
684,0.232430268250367,0.275690167058094,0.224304625911052,0.219446967403371,0.196368080271,0.211278756757979
687,0.243516659975913,0.267793535255205,0.22337227280536,0.229235458470917,0.190804888860743,0.215356143360116
690,0.250601186341046,0.251919780978031,0.225733634311512,0.234197628056988,0.190900078047546,0.210410822549995
693,0.240084455847766,0.238291174817313,0.220787769402272,0.22923369221026,0.188499489622321,0.216153213273608
696,0.24117003827228,0.230639581300452,0.219339222014608,0.231333643362786,0.190242016878906,0.215296349630849
699,0.239835861994493,0.234050219569868,0.221366534034998,0.226354103034005,0.186616258703917,0.212547322877231
702,0.233599574014909,0.239674452159798,0.225264148522052,0.223794950267789,0.182864752249834,0.21750034198167
705,0.235689252336449,0.238352188994944,0.227887951342785,0.230603557492525,0.185819591801951,0.20964908329204
708,0.242623557070027,0.233695285627571,0.225627392598894,0.228005828267095,0.182091940952261,0.207022147818021
711,0.237757009345794,0.235981046059871,0.229907884729147,0.227899125790442,0.185602464290989,0.208944468980265
714,0.238537761114087,0.236499944052814,0.234170386511244,0.231625948194941,0.183155387476233,0.204673595543781
717,0.240794665940944,0.242746788826013,0.228373263411643,0.232159359277133,0.188280785246877,0.21053596388717
720,0.234873443149859,0.252520521056388,0.232098972883278,0.226033690658499,0.185632256171675,0.210643320422616
723,0.236202972285447,0.2570076772005,0.230577243056444,0.225691528615416,0.181746723035415,0.205942904199835
726,0.235670170115939,0.259755335297794,0.221275073140957,0.224650708855558,0.183028145133944,0.211233294629238
729,0.2356805255147,0.251500668222076,0.226879164721362,0.227936314156366,0.177969464692245,0.222113369178894
732,0.239683346259795,0.242362116991643,0.221803470669648,0.229157232704403,0.181651376146789,0.225461919783686
735,0.242051751035559,0.245742092457421,0.228065712771595,0.229868414367728,0.180612526832586,0.223656209240063
738,0.233340527707333,0.246715425827535,0.236393798251771,0.224248297671572,0.179669030732861,0.22605084204281
741,0.23798175692333,0.247683783116854,0.233203091820267,0.227405022537025,0.185097738923277,0.228743713913205
744,0.233308306966268,0.2487760857304,0.242050561199497,0.229565570236616,0.184691578455129,0.218140068886338
747,0.237213475813688,0.247100159913512,0.272000683848357,0.225628890375019,0.184357778719797,0.223404993867586
750,0.235953240316759,0.240813737483576,0.265669606715241,0.22448719257067,0.186995136392472,0.218833856369673
753,0.233272028993347,0.249463135289907,0.25793214315932,0.225242119865389,0.18280355874859,0.212834908028664
756,0.233284437925057,0.2574827493503,0.248484332787339,0.224659188087932,0.189188617817428,0.206145937585297
759,0.229876430696652,0.252949004217696,0.234156034302447,0.21936628643853,0.181798986486486,0.214512627128328
762,0.235785639679691,0.245602707396357,0.23372191606613,0.222480248378221,0.177345343303875,0.206438622686756
765,0.234326630595709,0.244545209661489,0.229542904325366,0.225321779669606,0.177396611596338,0.208980565816947
768,0.229375835583401,0.242662069591253,0.229169720448121,0.224391837555287,0.181216875132499,0.203823516197151
771,0.233942517133294,0.238674795300819,0.225355071854778,0.221946138593981,0.180393902775128,0.208287305273125
774,0.241535048333421,0.238762090711192,0.218520717587684,0.233262754587618,0.177122157544286,0.201319909002861
777,0.268783826806749,0.232580831152703,0.216243378488725,0.250620098714705,0.188267101536349,0.205929846595497
780,0.274311661723405,0.235010911381583,0.225432668883852,0.255495332731105,0.177305863708399,0.21127692588536
783,0.269090239991588,0.238147188508569,0.226217308101212,0.251247711483962,0.179945406465922,0.202550314251356
786,0.265201503719866,0.239212955683835,0.235472514421446,0.246585262316778,0.182888987397885,0.204068226606564
789,0.258036885355604,0.24419826404751,0.24998409365655,0.241667093338795,0.187561256232156,0.213542262381334
792,0.241056921396798,0.242034203420342,0.257406703013398,0.232256591134005,0.188607809128982,0.210768355150825
795,0.236588322091062,0.238285727127672,0.255512050084801,0.227290797058239,0.185762497363425,0.210923894605903
798,0.226949607708915,0.235545224951389,0.237434279705573,0.219254813703426,0.186802954309779,0.209470941429704
801,0.233441853018093,0.234754730517442,0.232250778979067,0.223883979152504,0.183282386423527,0.21482037631106
804,0.233730571329548,0.239236493626206,0.23558854718982,0.225657778115425,0.180911228315435,0.229305251764494
807,0.236871687811145,0.235162973201944,0.236300499703566,0.227350296732126,0.182013253392237,0.230049383272826
810,0.24147975531605,0.231893165750196,0.228830816222637,0.231740760308954,0.18445871060831,0.23449174035232
813,0.233900814211695,0.22715288018948,0.215678521632364,0.226865221867859,0.189753320683112,0.224951548203903
816,0.236543157447712,0.229729428794121,0.226579149262637,0.224815972572351,0.1779829992654,0.219745801180209
819,0.234589177294058,0.228682694039258,0.218577142370862,0.227706565262283,0.181904101820931,0.220516082137016
822,0.228678562880621,0.231604396588391,0.225703066963812,0.221570659454541,0.180258961198065,0.215834443474666
825,0.228578299088893,0.23374839566774,0.228147205430056,0.221499039077514,0.178373578043726,0.212798020692758
828,0.233628556092324,0.2441417893337,0.232959890532797,0.226188037689472,0.180665643462355,0.21004555808656
831,0.22866549838033,0.256989076374537,0.235372537401866,0.230479199042111,0.18350787008518,0.210393483996788
834,0.228137989462815,0.263088946108325,0.225230342042156,0.223393231733515,0.184628713917417,0.217542326094958
