"","Time","4","5","1","2","3"
"1",0,0.94953074467458,0.951819642118694,0.711735991617323,0.863722737358801,1.33343019238667
"2",3,0.962110640260678,0.941658501337608,0.683499073583736,0.830970055736353,1.25601790163524
"3",6,0.995886645997884,0.919103243227894,0.682066167902493,0.871747597836546,1.30477695443773
"4",9,0.988479118619072,0.936250753059068,0.677720776277457,0.856509443492136,1.24068058067739
"5",12,0.9787270056953,0.940091970942811,0.693395225678884,0.830400079121458,1.25816555206806
"6",15,0.974768746335605,0.937424087604134,0.710018670034072,0.853739213839781,1.23065554592844
"7",18,0.978818315641153,0.965922727573864,0.677060624975757,0.858286204195914,1.22677597192632
"8",21,0.957898975032535,0.921890977739322,0.675360815912631,0.868265580675993,1.24248443182942
"9",24,0.95276883566241,0.967006530369146,0.702552911320562,0.830484285042678,1.2497615238944
"10",27,0.909277690439028,0.931416903643351,0.663247045463968,0.836015022962103,1.25571361877204
"11",30,0.957285945733606,0.947322000314289,0.687274814849663,0.85177913733433,1.25529690277458
"12",33,0.921858905088519,0.893609369154746,0.689245226150197,0.867528869851076,1.2387280075491
"13",36,0.933272976330216,0.909343756042528,0.684235284481655,0.807854806426355,1.26575930532737
"14",39,0.985702736249691,0.953064058645441,0.68522809701276,0.837725710921566,1.30562260352662
"15",42,1.01091048538134,0.957674573165029,0.702649885719634,0.840565856723172,1.33222834425879
"16",45,1.02641603801693,0.952592626990089,0.676673781731263,0.841578608178304,1.33918634286818
"17",48,1.00058581499665,0.953840767382906,0.675284502228992,0.839610766882053,1.28000635985879
"18",51,1.00056896677392,0.928839223729387,0.658059450512602,0.823493289640616,1.33027006827667
"19",54,0.983562991346591,0.929114915727786,0.647924010530727,0.834548504913443,1.28742798244343
"20",57,1.00337193501579,0.917164883849845,0.67247227231071,0.819003966423217,1.32831374401783
"21",60,0.989419507878908,0.933620024312237,0.670472121663086,0.856928967033133,1.31764735704907
"22",63,0.988095117943111,0.923317895984214,0.661154431500629,0.818127935817729,1.31677295486525
"23",66,1.00125409007599,0.959103430315878,0.692435086049955,0.78613408032186,1.3037556923518
"24",69,1.01593775734168,0.925961382634189,0.653838347964357,0.807436181369565,1.25156574762666
"25",72,0.994042188801068,0.895085845257625,0.64157228848101,0.826717496973235,1.25549306888012
"26",75,0.976634187732709,0.924112896016402,0.667719287354181,0.833193509853723,1.3115531615269
"27",78,1.00731954083521,0.956558586991809,0.660910168801523,0.812406872787891,1.29943401453305
"28",81,1.03116050880945,0.900023187891278,0.677453797113959,0.837163236340924,1.29008881732413
"29",84,1.01607495297891,0.929066568933069,0.651931479902293,0.831371038929248,1.3060507682653
"30",87,1.06051861531619,0.905338922227751,0.656462595549464,0.809021089209415,1.32891955341157
"31",90,1.00708886414468,0.92343386430771,0.663147703006854,0.832870861953538,1.29560434780743
"32",93,0.984267027193369,0.887394874915438,0.647972093318848,0.799316168713938,1.28051220101957
"33",96,0.998979152764503,0.922454668552798,0.675698803353458,0.806342988748287,1.27090177309164
"34",99,0.99438487930544,0.904089595233738,0.662382531055918,0.779582684871528,1.27013378062449
"35",102,1.00976142961464,0.872041584500496,0.637130092756782,0.780858314895857,1.26642263071564
